Gene = Cytl1
Position 298: 1.7400329568332145e-09
Position 697: 1.2612050077647497e-09
Position 2562: 7.569618040802308e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3692: 0.7860647380143281
Position 2062: 0.7852174208420659
Position 1842: 0.3790011334836153
Position 3949: 0.15960296731503287
Position 2039: 0.11175195604696203
Position 2110: 0.09406924061628279
Position 497: 0.07591972786129926
Position 1654: 0.0678278309223125
Position 4132: 0.05474840116705022
Position 3711: 0.04682658968201319
Position 3325: 0.0446459745010939
Position 4195: 0.025888665551505433
Position 3402: 0.02448906597750601
Position 2330: 0.024093739973535908
Position 1095: 0.02295326420638187
Position 3068: 0.016807697107163677
Position 463: 0.01581808525414099
Position 522: 0.014690469008585592
Position 562: 0.014116587197527895
Position 1126: 0.013586713250555115
Position 1782: 0.013295069405652673
Position 4266: 0.012994154424271
Position 649: 0.010995985148204731
Position 3899: 0.009045125938884187
Position 1732: 0.008507421014428872
Position 2083: 0.006972124143347259
Position 3586: 0.006289497092306046
Position 446: 0.006281742431360763
Position 1578: 0.0058863266728059
Position 3565: 0.004991220168706071
Position 3644: 0.004071495498169003
Position 3300: 0.003822042483506087
Position 3365: 0.0036804858245007106
Position 3480: 0.003498007776254944
Position 3132: 0.002932777819857811
Position 3183: 0.002080942804550925
Position 2366: 0.001976778442001581
Position 2591: 0.001853044350024199
Position 2277: 0.0018451789526106885
Position 3506: 0.001705940936953366
Position 1053: 0.0016975959188879994
Position 2721: 0.0016938092090560777
Position 3721: 0.0015276862076393483
Position 4239: 0.001524800521399044
Position 1268: 0.001472496895783645
Position 832: 0.001464051631553488
Position 2545: 0.001437652432970452
Position 1697: 0.0013773098180208296
Position 4227: 0.0012649012502841807
Position 920: 0.0012123463679032868
Position 902: 0.0011871914805887886
Position 296: 0.0011772128556858197
Position 3762: 0.0011557039489869633
Position 575: 0.0010490003236323497
Position 1664: 0.0009929151100369195
Position 1159: 0.000965195929644159
Position 3994: 0.0009264070059056907
Position 652: 0.0008990451676401547
Position 3427: 0.0008059919282311886
Position 4168: 0.0007832118922390048
Position 3868: 0.0007664884718931439
Position 2611: 0.0007650339162028982
Position 3370: 0.000674871315218194
Position 694: 0.0006591889265254536
Position 3672: 0.0006551291779838409
Position 3255: 0.0006152399026598521
Position 3362: 0.0005997606286359927
Position 2487: 0.0005924357923778954
Position 796: 0.000582258179629838
Position 609: 0.0005360513246911049
Position 568: 0.0005224142805294674
Position 3418: 0.00045062913717995487
Position 2291: 0.0004327926595494319
Position 3914: 0.0003925968170872833
Position 728: 0.00036819829021944594
Position 1130: 0.0003508974989367182
Position 1467: 0.0003401090558855185
Position 3996: 0.0003142782775219646
Position 3856: 0.0003132288426557126
Position 1789: 0.00030114122642855586
Position 3100: 0.00029175135879258926
Position 433: 0.000289419435254248
Position 2378: 0.0002634912761597075
Position 3015: 0.0002625783621675474
Position 550: 0.00024404105270667178
Position 1531: 0.000242629463876979
Position 1712: 0.00024086181849594448
Position 2298: 0.000239345107749036
Position 3141: 0.00022481223478730563
Position 1177: 0.0002177566588116893
Position 345: 0.0002104556397711323
Position 583: 0.00020514557177207763
Position 543: 0.00019462936813937414
Position 3732: 0.0001816382183319249
Position 3262: 0.0001749870647296099
Position 880: 0.0001681759338459866
Position 3974: 0.00013929930197058624
Position 3383: 0.00013093244813999576
Position 2187: 0.00012612404216614297
Position 3090: 0.0001255309034485707
Position 3770: 0.00011600228519168996
Position 2090: 0.00011516637019585489
Position 3020: 0.00011440761397798276
Position 411: 0.00011284776042950948
Position 2555: 0.00011220659253861495
Position 1546: 0.00011118541025411428
Position 465: 0.0001102660808117525
Position 2593: 0.00010692846693645026
Position 384: 0.00010128380499763986
Position 1692: 9.946834121121299e-05
Position 535: 9.366272383832942e-05
Position 4034: 9.301661210100726e-05
Position 1750: 8.644769935258781e-05
Position 3567: 8.485680283846776e-05
Position 3729: 8.375329437456384e-05
Position 890: 8.251050605505816e-05
Position 1801: 7.987951678877166e-05
Position 676: 7.945797635663976e-05
Position 904: 7.085348911922392e-05
Position 762: 6.984231483987365e-05
Position 2119: 6.809836387919775e-05
Position 1989: 6.674835835235088e-05
Position 1694: 6.382389335863371e-05
Position 3880: 6.30743291121309e-05
Position 635: 6.055020477369893e-05
Position 507: 5.923169460596547e-05
Position 1739: 5.64341962738612e-05
Position 934: 4.5969392747900553e-05
Position 2295: 4.226138789423876e-05
Position 623: 3.662118600037578e-05
Position 2651: 3.526876189099809e-05
Position 3218: 3.506997269405284e-05
Position 1031: 3.4318222681712675e-05
Position 1165: 3.2506815146102964e-05
Position 823: 3.15764773248069e-05
Position 2565: 2.5943631728467205e-05
Position 351: 2.4089013730803772e-05
Position 3150: 2.2895288488063496e-05
Position 1062: 2.0655042660421316e-05
Position 3267: 2.0184194373310472e-05
Position 1193: 1.995154865292735e-05
Position 616: 1.958692104313939e-05
Position 3171: 1.888814353557676e-05
Position 2143: 1.6881994203181885e-05
Position 358: 1.3505328435078566e-05
Position 866: 1.3477545146252775e-05
Position 1424: 1.2680689484009402e-05
Position 2088: 1.2633041321547804e-05
Position 929: 1.2506142457535253e-05
Position 298: 1.2433372665449866e-05
Position 619: 1.0582807440191424e-05
Position 95: 9.817791385298623e-06
Position 951: 9.247179476383211e-06
Position 1071: 6.943630651906204e-06
Position 100: 4.684685832837767e-06
Position 2489: 4.361856120174963e-06
Position 2305: 3.692374418115033e-06
Position 2260: 3.561562183990565e-06
Position 336: 2.866232096273696e-06
Position 851: 2.1711887408300964e-06
Position 843: 1.9483752960185437e-06
Position 1201: 1.9026546198264084e-06
Position 614: 1.902553987652569e-06
Position 303: 1.4157124135124042e-06
Position 2492: 1.0404564810633687e-06
Position 141: 9.727223075521072e-07
Position 1856: 7.735126674869293e-07
Position 2342: 5.321462970315978e-07
Position 2148: 4.529352422464878e-07
Position 3027: 3.103151826688688e-07
Position 2006: 2.9570109650181423e-07
Position 1956: 2.9011824961701443e-07
Position 837: 2.852802397802864e-07
Position 2516: 1.8528408393904562e-07
Position 2510: 1.7287556162146618e-07
Position 148: 9.914949477347824e-08
Position 80: 9.624258883711878e-08
Position 588: 8.205326315715184e-08
Position 3212: 2.5461309182833016e-08
Position 1273: 9.676751196237057e-09
Position 1253: 9.564079501958591e-09
Position 158: 8.708770801636152e-09
Position 311: 8.174657272295068e-09
Position 166: 6.520808213607016e-09
Position 313: 1.675973500357611e-09
Position 175: 1.0512291537336173e-09
Position 306: 3.2523317839708514e-10
Position 263: 2.015031176674648e-10
Position 223: 1.1024051114756186e-10
Position 259: 6.971939449644218e-11
Position 227: 5.96436684603134e-11
Position 255: 4.297643741552368e-11
Position 182: 2.250298999507853e-11
Position 168: 1.658280654134825e-11
Position 184: 6.758673495190385e-13
Position 231: 6.075334377648931e-13
Position 235: 4.435092891323395e-14
Position 251: 4.141944875228078e-14
Position 247: 2.845123697515884e-14
Position 243: 2.1179404402991305e-14
Position 239: 1.1341836644673999e-14
Position 195: 1.04011673641495e-14
Position 190: 5.360169479414153e-15
