Gene = Gtf2a2
Position 9642: 0.0005880233198560313
Position 923: 0.000569662035484766
Position 3314: 0.0005448714618948624
Position 676: 0.0005241035059127759
Position 3189: 0.0005159723889820963
Position 730: 0.0004772168468295437
Position 3572: 0.00042124232477570416
Position 784: 0.0003913703719856289
Position 3030: 0.00038845539367624347
Position 2190: 0.00035615121048240833
Position 5548: 0.0002894227504334456
Position 5763: 0.0002800444167094918
Position 6427: 0.00025800570510089646
Position 1085: 0.00025128187848348177
Position 1061: 0.0002473010370790481
Position 2634: 0.000236449012190432
Position 2904: 0.00022676252325336418
Position 3286: 0.00020431098755733346
Position 1987: 0.0001875437630797765
Position 2631: 0.00010872257441410244
Position 904: 7.500339468947e-05
Position 778: 7.121985588863061e-05
Position 1551: 4.678814407843446e-05
Position 2234: 4.066861822490353e-05
Position 444: 3.794910582928075e-05
Position 3183: 2.9534835918567475e-05
Position 337: 2.787632757429581e-05
Position 516: 2.7070950801191645e-05
Position 329: 2.1932089992511042e-05
Position 460: 1.8332254645754458e-05
Position 261: 1.7686358616993296e-05
Position 432: 1.478508896677814e-05
Position 953: 1.4725076225219681e-05
Position 2981: 1.4690590358442922e-05
Position 662: 1.3932948930088791e-05
Position 1041: 1.3315642896254382e-05
Position 12: 8.653802122883536e-06
Position 379: 6.225496352768202e-06
Position 473: 5.57567522571597e-06
Position 768: 5.46773785004976e-06
Position 771: 4.864115598956193e-06
Position 1199: 3.1642054725631643e-06
Position 1056: 1.5202484519795449e-06
Position 6078: 1.18344612195814e-06
Position 32: 1.1287222322576404e-06
Position 479: 6.491172765825366e-07
Position 172: 5.354849852259634e-07
Position 53: 4.808751312441957e-07
Position 89: 4.5723740895524236e-07
Position 4646: 3.79040239392808e-07
Position 637: 2.9135413182923443e-07
Position 2909: 2.853240164733601e-07
Position 584: 2.554665366892513e-07
Position 567: 1.716239008080853e-07
Position 1847: 1.3869042400067983e-07
Position 1874: 1.2966259500389416e-07
Position 1316: 1.2728415801163112e-07
Position 528: 6.604448059738334e-08
Position 811: 1.159292175534547e-08
Position 754: 9.323648504023241e-09
Position 760: 8.601721350431517e-09
Position 808: 7.958510957565466e-09
Position 815: 7.339307572272341e-09
Position 1347: 7.157954791432813e-11
Position 1355: 5.575315652139316e-11
Position 740: 4.356249809907265e-11
Position 550: 1.5740733844614677e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6838: 0.9184854246217597
Position 2741: 0.708583781875378
Position 9886: 0.524741179713956
Position 4522: 0.45084626940682127
Position 4237: 0.4489014395386889
Position 4268: 0.446823889041451
Position 2372: 0.337155134062483
Position 3217: 0.14452154242129953
Position 8656: 0.11613986530358691
Position 6129: 0.11440700275878538
Position 9482: 0.07893611085611046
Position 9824: 0.061913071134899904
Position 598: 0.06190735551899318
Position 7784: 0.05966841438149525
Position 9113: 0.056711033392088356
Position 1294: 0.054947345294678235
Position 2786: 0.054423155834168194
Position 4277: 0.03976837576866113
Position 7993: 0.03915529695278605
Position 2317: 0.0369732934852487
Position 3100: 0.036770174972693366
Position 7662: 0.03568005734325055
Position 9303: 0.0332605217600415
Position 591: 0.02988560003009976
Position 4534: 0.02812101870384185
Position 1249: 0.023733933713330654
Position 8194: 0.023081628338964752
Position 7872: 0.018887125767380792
Position 4593: 0.017013851693504032
Position 240: 0.015677141400707417
Position 7142: 0.014370795766518474
Position 7055: 0.014032228972537062
Position 473: 0.013424842640402071
Position 8495: 0.013190414746348229
Position 6151: 0.013081520925337755
Position 7441: 0.01294878080999021
Position 10013: 0.011397465671521131
Position 6858: 0.010874192986921685
Position 8631: 0.008946102829976802
Position 5782: 0.008896996033833812
Position 718: 0.007187429563783266
Position 7906: 0.006784154084306292
Position 4747: 0.006317011081346039
Position 8150: 0.006121638647003635
Position 3213: 0.0058920013258399895
Position 2716: 0.005714745946421424
Position 2117: 0.005675419314061317
Position 7275: 0.00566534062647377
Position 9002: 0.0054583504719260875
Position 3311: 0.005368395038113922
Position 2321: 0.004767810260598776
Position 2091: 0.004336898097212402
Position 7555: 0.0038966389643618465
Position 9969: 0.003852509582119438
Position 8547: 0.003112420807183501
Position 9328: 0.002924884209208786
Position 6402: 0.0028069521267776324
Position 6163: 0.0027979182270873176
Position 7459: 0.002564426275590456
Position 8754: 0.002460161749887185
Position 4972: 0.0023780951896930575
Position 7646: 0.0021432352863795284
Position 3246: 0.002065108990583513
Position 6587: 0.0019672460358151414
Position 3507: 0.0018919882023134345
Position 6906: 0.0018530985997435951
Position 7946: 0.0018522091868024234
Position 543: 0.0018409627182090355
Position 9661: 0.0018030320877684377
Position 3103: 0.001801426412222125
Position 4955: 0.0017930656635299902
Position 4289: 0.0017584873264756505
Position 7912: 0.0016460009907113774
Position 8104: 0.0015923332559116528
Position 9764: 0.0015658818010871112
Position 7668: 0.0015486927652112177
Position 7829: 0.0014258353938815661
Position 9134: 0.0013686236338645871
Position 7366: 0.001337217022395559
Position 6562: 0.001330864282654017
Position 9744: 0.0013185958783960667
Position 7147: 0.0013114323991563225
Position 4193: 0.0012417407045274688
Position 10046: 0.0012248872691186107
Position 1471: 0.0012237318958535927
Position 9849: 0.0011924104444574393
Position 1986: 0.0011860417026002758
Position 8719: 0.0011703335994841125
Position 7780: 0.00112860028228289
Position 4447: 0.0011181434986067488
Position 899: 0.0010995546114083675
Position 6734: 0.001095639043791476
Position 429: 0.0010436280394926555
Position 7599: 0.0010221680180191961
Position 9150: 0.0009705484654977878
Position 2829: 0.0009442651122788724
Position 5842: 0.0008482935382094326
Position 4302: 0.0008481475687698154
Position 1299: 0.0008219136435241414
Position 2206: 0.0008212843688546214
Position 7649: 0.000778468763460109
Position 3674: 0.0007766068108880093
Position 7493: 0.0007507023511617659
Position 6637: 0.0006978732338600789
Position 3003: 0.0006920083783813706
Position 2800: 0.0006796477475118642
Position 7477: 0.0006219760853886508
Position 4140: 0.0006087040544646198
Position 8290: 0.0006027861539445103
Position 3478: 0.0006005654447565657
Position 9587: 0.0005996804918730192
Position 5005: 0.0005972145919145769
Position 1410: 0.0005931602754932788
Position 3219: 0.0005729129592615526
Position 8353: 0.0005522903786190207
Position 2669: 0.0005455424141755931
Position 1512: 0.0005091876087677562
Position 2550: 0.0004989055843473892
Position 8213: 0.0004984676779705885
Position 2410: 0.0004538251922716681
Position 4995: 0.0004357560458352049
Position 4845: 0.00042557345194361524
Position 1255: 0.0004213343247948368
Position 2021: 0.0004094639129820124
Position 8227: 0.00040374173757512743
Position 1480: 0.0003969399804883925
Position 3169: 0.000386977370333827
Position 2052: 0.00038651581132650786
Position 388: 0.00038031235464885217
Position 302: 0.00037934531704969076
Position 3387: 0.00037719904904806817
Position 4612: 0.0003577151747332437
Position 1772: 0.00035329693003376876
Position 10211: 0.0003528743884174651
Position 3251: 0.0003428915555919385
Position 1419: 0.00034031787377071504
Position 185: 0.0003357332640606655
Position 9774: 0.000308347970575756
Position 1902: 0.0003030702444052241
Position 2190: 0.00030280602486593806
Position 2808: 0.00029520039705733197
Position 1157: 0.00028990073891062897
Position 355: 0.0002890619782889605
Position 3555: 0.0002883951272520851
Position 1428: 0.0002856921325749594
Position 4499: 0.00028275662680530997
Position 1464: 0.0002685383013765866
Position 2755: 0.00026250575953715567
Position 5559: 0.0002578443257292231
Position 1749: 0.0002533881448916649
Position 4313: 0.00024965593757353746
Position 6189: 0.00021981219313799564
Position 9260: 0.00021946361205939778
Position 5444: 0.00021644187871618851
Position 572: 0.0002126120667406207
Position 251: 0.000211420947767635
Position 7171: 0.00021122282191650892
Position 3313: 0.00018802960668558766
Position 8919: 0.00017875518928934893
Position 3721: 0.0001758418400171688
Position 5514: 0.00017352880394114418
Position 6996: 0.00017042474488420688
Position 1001: 0.0001518597574564016
Position 2658: 0.00014801954122839624
Position 310: 0.00014778227547115048
Position 385: 0.00014745275221812233
Position 2328: 0.00014000375576328763
Position 2595: 0.0001359224163050255
Position 8329: 0.00012881369919364873
Position 8242: 0.00011103301860457625
Position 1537: 0.00010985593777924831
Position 3616: 0.00010895843000962769
Position 6676: 0.00010064069568765008
Position 1389: 9.758206060704174e-05
Position 1742: 8.964044092149716e-05
Position 6785: 8.576303380897725e-05
Position 2762: 8.5066282265739e-05
Position 680: 8.464186237299312e-05
Position 695: 8.064714948784329e-05
Position 1369: 7.521505001354446e-05
Position 7444: 7.312856053083442e-05
Position 5707: 7.177272607017085e-05
Position 7395: 6.735731086174096e-05
Position 5029: 6.636495625381665e-05
Position 662: 6.510198087780385e-05
Position 1864: 6.472639197634513e-05
Position 624: 6.190884521259158e-05
Position 219: 5.974334025319237e-05
Position 5118: 5.641898811988901e-05
Position 4080: 5.494686016625232e-05
Position 4696: 5.280867352553065e-05
Position 4099: 5.2234412707776396e-05
Position 5220: 4.6313202292532804e-05
Position 1296: 4.098472313726006e-05
Position 850: 3.947762469611022e-05
Position 2618: 3.7464264504174645e-05
Position 2417: 3.465962856694865e-05
Position 2465: 3.206260403372391e-05
Position 8682: 3.1084292697740505e-05
Position 1483: 2.942820693301051e-05
Position 1170: 2.9347021528370634e-05
Position 195: 2.4494057636978082e-05
Position 1179: 2.433675449688368e-05
Position 6754: 2.4180246407046994e-05
Position 778: 2.1726240940470322e-05
Position 609: 2.157355822775989e-05
Position 1224: 2.152549437543641e-05
Position 819: 1.8265949516127144e-05
Position 2024: 1.7132208486294067e-05
Position 1442: 1.6556419841771834e-05
Position 7061: 1.4927597285578643e-05
Position 722: 1.3355050261342506e-05
Position 4032: 1.0871215894780453e-05
Position 2621: 1.0153037694445244e-05
Position 1826: 8.194271496154583e-06
Position 1269: 6.919188591194476e-06
Position 1373: 6.643543871318805e-06
Position 1017: 6.3408207300555695e-06
Position 904: 5.901065865148689e-06
Position 2525: 5.53942527645749e-06
Position 2965: 5.3749855831449884e-06
Position 783: 5.365596177773823e-06
Position 1323: 5.344288355028972e-06
Position 840: 4.957665787195102e-06
Position 2501: 4.5372869651666205e-06
Position 407: 4.530956487469443e-06
Position 337: 2.4896155768580656e-06
Position 199: 2.096972727115037e-06
Position 314: 1.0958712874828176e-06
Position 6673: 1.0050744411754968e-06
Position 362: 9.291881756401947e-07
Position 329: 7.314083184848586e-07
Position 7083: 5.529591900274496e-07
Position 375: 4.921369900742457e-07
Position 728: 4.3079018968953607e-07
Position 3333: 3.4909317483312163e-07
Position 205: 3.3797736247152643e-07
Position 672: 3.049298208033412e-07
Position 1766: 1.926001679458175e-07
Position 5069: 1.7940335888593017e-07
Position 1519: 1.4292633557671076e-07
Position 216: 1.297977018587697e-07
Position 1444: 1.2722391950283735e-07
Position 1828: 9.151287078190756e-08
Position 317: 3.5489837729878834e-08
Position 949: 3.480378121422364e-08
Position 3176: 3.3418707720285556e-08
Position 854: 2.4880948054273136e-08
Position 1438: 1.7525419495908364e-08
Position 1416: 1.6028992150822867e-08
Position 397: 1.2802127354807502e-08
Position 1261: 1.0356136600695974e-08
Position 1215: 1.023855800515772e-08
Position 2567: 6.881901692113882e-09
Position 371: 3.6806051653130333e-09
Position 442: 3.103830512631256e-09
Position 115: 2.7946787942133345e-09
Position 111: 2.540074615423992e-09
Position 152: 2.4150397217770627e-09
Position 141: 2.3048658061530033e-09
Position 134: 6.115564850271138e-10
Position 760: 2.475492642962398e-10
Position 737: 1.7748154488420893e-10
Position 167: 8.022738006806152e-11
Position 98: 1.623447771031898e-11
Position 836: 1.017870102602436e-11
