Gene = H2afz
Position 806: 7.356218230694615e-07
Position 630: 7.242886264374478e-07
Position 1090: 6.733689361118491e-07
Position 2161: 6.449362486231835e-07
Position 2153: 6.404239169299813e-07
Position 1769: 4.108545124664226e-07
Position 565: 3.5818170398917326e-07
Position 2208: 3.4670280027589366e-07
Position 2016: 2.3402763564821092e-07
Position 609: 1.1355198227067228e-09
Position 1582: 4.530500036091391e-10
Position 2031: 3.838126823405632e-11
Position 1841: 2.6651875078548295e-11
Position 787: 4.905559028855661e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1898: 0.9860622917566955
Position 1070: 0.7911215009509841
Position 1523: 0.7329061219108305
Position 1592: 0.24142661313927702
Position 1032: 0.09093589471196944
Position 556: 0.07732589401237909
Position 645: 0.05853059410083702
Position 1411: 0.03638322567786811
Position 817: 0.006782454823794449
Position 1867: 0.006219336113904704
Position 1115: 0.0043175445942572385
Position 1079: 0.003689448562587005
Position 855: 0.0030836351136037184
Position 1562: 0.002981056054883263
Position 1238: 0.0016657237994458323
Position 1870: 0.001279651296726807
Position 2285: 0.0011532951126477721
Position 708: 0.0008904542665904832
Position 1720: 0.0008904362651436694
Position 1539: 0.00083440444514144
Position 1497: 0.000730670569277392
Position 1987: 0.0007204111584581301
Position 2008: 0.0007009456089877826
Position 2252: 0.0005335926877407454
Position 657: 0.0005296415850002
Position 1769: 0.00037319554415399936
Position 1258: 0.00034712836082450985
Position 373: 0.00031619714758432675
Position 436: 0.00027154476338358847
Position 2418: 0.00026031176721921984
Position 1568: 0.00020271227034805383
Position 1120: 0.00020038349618592297
Position 1268: 0.00014637765220334504
Position 1554: 0.00014517311978478066
Position 1415: 0.00013036492237328352
Position 1246: 0.00012598862036195335
Position 2153: 0.0001173559886486005
Position 576: 0.00011517079744592281
Position 2373: 0.00010662859702889064
Position 456: 9.36346606227546e-05
Position 1800: 9.142554368174691e-05
Position 678: 8.135192112550335e-05
Position 2311: 8.111004186648306e-05
Position 1144: 8.066378494676493e-05
Position 1274: 6.960612049054315e-05
Position 2031: 5.292836236313646e-05
Position 666: 4.855193160576897e-05
Position 2089: 4.849521075601638e-05
Position 2085: 4.427011458027967e-05
Position 1635: 3.862105617672127e-05
Position 723: 3.855014381262687e-05
Position 1723: 3.741169770075824e-05
Position 2172: 3.54221593776489e-05
Position 2136: 3.3038141788731944e-05
Position 289: 3.164722955174e-05
Position 1264: 3.157987566520186e-05
Position 712: 3.125197622070466e-05
Position 2429: 3.002874646682751e-05
Position 2255: 2.8797863279263926e-05
Position 1874: 2.6861982281831896e-05
Position 535: 2.5805493420527884e-05
Position 1474: 2.4914304917037856e-05
Position 684: 2.342860374545407e-05
Position 851: 2.3260568682065544e-05
Position 823: 2.1485589045476514e-05
Position 287: 2.0333433380018992e-05
Position 491: 1.9256127516563576e-05
Position 1418: 1.8749990463333e-05
Position 1452: 1.828413100122206e-05
Position 342: 1.7737455047888662e-05
Position 690: 1.723724244505883e-05
Position 1936: 1.717262564681998e-05
Position 2175: 1.6078304503615676e-05
Position 380: 1.5069657744747906e-05
Position 1431: 1.4963203789328549e-05
Position 2105: 1.4951196104748339e-05
Position 347: 1.4165731957086602e-05
Position 1961: 1.4062765355363138e-05
Position 417: 1.3992145962465212e-05
Position 2338: 1.3160868481014643e-05
Position 1291: 1.2249270282559194e-05
Position 1940: 1.1954557841023662e-05
Position 1614: 1.1730458445088623e-05
Position 2016: 1.1292089445420629e-05
Position 1248: 1.1006636875771004e-05
Position 1478: 1.0833566892538243e-05
Position 306: 1.0213700880983366e-05
Position 195: 1.005004418291839e-05
Position 2193: 9.62392533684135e-06
Position 1608: 9.508188674709736e-06
Position 876: 9.277133064332415e-06
Position 1835: 8.347519293016064e-06
Position 367: 8.04492432325563e-06
Position 1213: 7.308751943250588e-06
Position 1460: 7.206838679433782e-06
Position 1725: 5.458327372683297e-06
Position 1532: 5.3030921618419515e-06
Position 189: 4.820588251740403e-06
Position 1780: 4.70589958323425e-06
Position 1732: 4.684228029663117e-06
Position 474: 4.101666418687749e-06
Position 1218: 4.084737051065172e-06
Position 127: 3.598844913023572e-06
Position 2261: 3.5702259757288236e-06
Position 2190: 2.80651731087643e-06
Position 105: 2.646002283645684e-06
Position 2384: 2.6377708022798014e-06
Position 359: 2.1708054094180998e-06
Position 2095: 1.7509734193533625e-06
Position 1280: 1.6843915063482616e-06
Position 1178: 1.4586365681501203e-06
Position 130: 1.272764328778612e-06
Position 1948: 1.0940447337966893e-06
Position 1737: 1.041319221452574e-06
Position 1689: 1.0301257846660307e-06
Position 248: 9.921926661220347e-07
Position 1227: 9.308407669740622e-07
Position 337: 8.768130224973127e-07
Position 312: 8.403601522473919e-07
Position 1312: 6.832883632488584e-07
Position 2391: 5.851367159588275e-07
Position 1951: 5.380775164999349e-07
Position 743: 4.96552560852133e-07
Position 2321: 4.94432146947344e-07
Position 96: 4.851225283650929e-07
Position 2208: 3.952247054808959e-07
Position 1314: 3.450148524473913e-07
Position 1296: 3.4209719725179894e-07
Position 152: 2.3440757168125957e-07
Position 1131: 2.301119761599594e-07
Position 89: 1.210021737099451e-07
Position 471: 1.0442686571102641e-07
Position 256: 2.5605965174480614e-08
Position 220: 2.3354858966202093e-08
Position 206: 1.8444360748746042e-08
Position 1276: 5.401169578255069e-09
Position 1210: 4.367281171974825e-09
Position 731: 1.1219705414517912e-09
Position 222: 2.6926229019279737e-10
Position 1151: 1.1957944279155019e-10
Position 1146: 9.864712687014997e-11
