Gene = Pgghg
Position 2178: 2.1968063523144824e-05
Position 584: 2.0866983158092647e-05
Position 4612: 2.0277087157576664e-05
Position 3746: 2.0173226726447964e-05
Position 3579: 1.9521416789888462e-05
Position 3781: 1.808064974499506e-05
Position 3392: 1.556151340170202e-05
Position 3444: 1.458995470745649e-05
Position 1849: 1.4139361042689279e-05
Position 2055: 1.4035629821891154e-05
Position 3739: 1.1748366303171882e-05
Position 666: 9.977162925633615e-06
Position 3540: 9.547681949724579e-06
Position 1143: 9.513810473911333e-06
Position 957: 8.783052142641095e-06
Position 5250: 8.767475449351926e-06
Position 5310: 8.365781517928818e-06
Position 1312: 7.923356782385122e-06
Position 3788: 6.402430068026825e-06
Position 1373: 5.448267483819122e-06
Position 452: 5.293033548789551e-06
Position 461: 4.923266499279101e-06
Position 411: 4.835705546806413e-06
Position 3259: 3.714861913900918e-06
Position 2098: 3.1134276216599728e-06
Position 3390: 2.1687693005197533e-06
Position 1641: 1.9844483931063227e-06
Position 4387: 1.6978191125352759e-06
Position 1681: 8.833191974834469e-07
Position 3239: 7.12998930990974e-07
Position 676: 5.238859780721395e-07
Position 592: 3.9167104228788414e-07
Position 478: 2.1168584984771414e-07
Position 596: 1.457574393039121e-07
Position 640: 1.2748691335496124e-07
Position 1726: 5.695404947167655e-08
Position 989: 4.384414953234212e-08
Position 497: 2.8889910155213633e-08
Position 653: 2.3555589048891397e-08
Position 680: 1.9584154071779095e-08
Position 472: 1.8093483885122792e-08
Position 499: 1.351316647401716e-08
Position 464: 1.1959966309742583e-08
Position 474: 2.7504060089765973e-09
Position 1896: 8.625295060243517e-11
Position 121: 1.2340580832968039e-12
