Gene = Aspdh
Position 1102: 0.0003521035918928331
Position 1422: 0.00031357910905568714
Position 922: 0.0002924406395980993
Position 1825: 0.00028749631993667767
Position 1226: 0.0002845741553903574
Position 948: 0.00027772393534234547
Position 1326: 0.00024095742955119507
Position 364: 0.0001627759913759513
Position 1850: 0.00013949295591864167
Position 838: 0.0001378009327989323
Position 2345: 0.0001363332462904408
Position 1311: 0.00013058510491032287
Position 2262: 0.00012536201551932818
Position 1445: 0.00011572141202331107
Position 1934: 9.080050951438759e-05
Position 864: 8.690900928361192e-05
Position 749: 8.426793112725394e-05
Position 858: 7.748417197503552e-05
Position 238: 7.238622295777995e-05
Position 1951: 7.159145309413754e-05
Position 821: 6.876239026936841e-05
Position 1818: 6.696976419753292e-05
Position 1567: 5.6520118601955826e-05
Position 1387: 4.271038612988181e-05
Position 1592: 3.6651595108960326e-05
Position 875: 3.3148199876244884e-05
Position 1414: 2.9495954928816507e-05
Position 1408: 2.5725878822093184e-05
Position 1032: 2.5649076099094895e-05
Position 990: 2.4146377334635196e-05
Position 2147: 2.375838350101106e-05
Position 1394: 2.03290137852657e-05
Position 1719: 1.9924424820170376e-05
Position 861: 1.8517667891791432e-05
Position 243: 1.6763512266897353e-05
Position 1731: 1.5985223104721167e-05
Position 795: 1.5353015680513196e-05
Position 1724: 1.4707310851523456e-05
Position 993: 1.2690015071023111e-05
Position 1503: 1.2604389136837699e-05
Position 1189: 1.211017879260512e-05
Position 301: 1.0976106947331844e-05
Position 1873: 1.0777162908266685e-05
Position 648: 9.132344091949576e-06
Position 305: 7.146422358908067e-06
Position 1397: 5.7632341951104605e-06
Position 1025: 5.65144041150666e-06
Position 941: 4.975346736274479e-06
Position 653: 4.598542620192116e-06
Position 939: 4.404315395422785e-06
Position 2355: 3.148861508653614e-06
Position 105: 3.09627461468901e-06
Position 848: 2.656304445003371e-06
Position 116: 1.6191473183773231e-06
Position 303: 9.615967158739308e-07
Position 1169: 9.364899358365471e-07
Position 91: 6.390113845763791e-07
Position 1427: 5.244582399891496e-07
Position 1459: 3.1705302350391023e-07
Position 1461: 2.0283637701986226e-07
Position 77: 3.9141457522080996e-08
Position 153: 2.296612425510258e-08
Position 149: 2.3417168636237224e-11
