Gene = Fuom
Position 1060: 3.3490054203915675e-06
Position 917: 2.550832650569445e-06
Position 784: 2.108239051658988e-06
Position 538: 1.9888042191210174e-06
Position 2531: 1.900387099406885e-06
Position 2893: 1.7234978966791896e-06
Position 2665: 1.4420639674418102e-06
Position 957: 1.0513985843985376e-06
Position 937: 1.0091776200985698e-06
Position 2533: 1.00491889547887e-06
Position 1233: 9.846672903397663e-07
Position 1030: 9.053607144481455e-07
Position 963: 5.963558237710463e-07
Position 2671: 3.402814545245578e-07
Position 2514: 3.12958695062615e-07
Position 1240: 2.723495763063173e-07
Position 2511: 2.4177647008146513e-07
Position 1205: 1.0568915901661416e-07
Position 1221: 2.5688127829481325e-08
Position 950: 1.2880399722343482e-08
Position 1383: 5.161308254035564e-09
Position 1400: 2.390907186333394e-09
Position 1402: 1.0534398086809201e-09
Position 1413: 7.205263302853391e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1214: 0.9912467418119245
Position 733: 0.9886902434925892
Position 1000: 0.975851286715544
Position 2450: 0.927715408197205
Position 5363: 0.5661755398969173
Position 2696: 0.24138609160100843
Position 4542: 0.2170546269284954
Position 5038: 0.17377817161505424
Position 4853: 0.09879525933652943
Position 219: 0.08811317532485242
Position 5216: 0.0713740590774118
Position 2780: 0.05881726409661731
Position 3380: 0.042217463569753005
Position 4918: 0.0338031836341024
Position 2600: 0.030020558931176503
Position 5240: 0.028117272677715934
Position 3759: 0.018246157638316874
Position 4929: 0.017013488566937175
Position 527: 0.016215231926827188
Position 2242: 0.014367239608260163
Position 4223: 0.013066610186056161
Position 4017: 0.012177762108416841
Position 2760: 0.01135090685319724
Position 1017: 0.009835983813914562
Position 5378: 0.008846822849742851
Position 5422: 0.007479319867355896
Position 3517: 0.007232862225758008
Position 1451: 0.00717026927003892
Position 1437: 0.006088371740498868
Position 2917: 0.005203570055639265
Position 5323: 0.0050208788582213285
Position 2967: 0.004565648767508108
Position 5105: 0.004378339166046205
Position 4196: 0.004231105759859029
Position 3778: 0.004217946514023577
Position 705: 0.004097086610313543
Position 2301: 0.0035621131401452717
Position 4331: 0.0035094471531408504
Position 2414: 0.003013789937549992
Position 3428: 0.0024221514354046485
Position 3417: 0.0022323451798863555
Position 4480: 0.002202401982036425
Position 174: 0.00210861322809315
Position 2926: 0.0020954450478576398
Position 1164: 0.0019491002132733237
Position 1877: 0.0016887686702699242
Position 2032: 0.0015151777072640994
Position 4459: 0.001421985647261529
Position 3765: 0.0014205613302558284
Position 216: 0.0013615729573321668
Position 4112: 0.0013404070181467125
Position 4580: 0.0013321971289793528
Position 1933: 0.0013021359243448117
Position 354: 0.0012740744509755217
Position 5447: 0.001145048966065183
Position 3987: 0.001135273577587939
Position 1629: 0.001134146645732139
Position 1592: 0.0011250143949830239
Position 1302: 0.0011236910038083326
Position 3459: 0.0011016539033840904
Position 2224: 0.0010824966044349833
Position 2560: 0.0010028654351518693
Position 5511: 0.0009819873179459434
Position 5040: 0.0009668993144169161
Position 5574: 0.0008675765474414684
Position 669: 0.0008653331891959285
Position 5172: 0.0008462168698320778
Position 2094: 0.000842443141037313
Position 2787: 0.0008280468900949216
Position 3237: 0.0008043466536880771
Position 774: 0.0007874478219940958
Position 2307: 0.0007470466459650358
Position 167: 0.0007449692208536995
Position 1560: 0.0006691990341190302
Position 3503: 0.0006595675744644405
Position 3010: 0.0006422642095054619
Position 4146: 0.0006409133649669945
Position 4778: 0.0006360131950628945
Position 3884: 0.0006074723212883617
Position 223: 0.0005965329016969733
Position 650: 0.0005878914624850326
Position 2621: 0.0005803147107016427
Position 1962: 0.0005663989174460035
Position 4414: 0.0005633182405902608
Position 1541: 0.0005622086314107579
Position 5453: 0.0005595610143376017
Position 1651: 0.0005477464978444147
Position 956: 0.0005244642960844729
Position 393: 0.0005242266543847644
Position 3251: 0.0005180430932466146
Position 4229: 0.000511134105329553
Position 4514: 0.0005085982252523321
Position 4969: 0.0005074023605911433
Position 2730: 0.0005018592256634155
Position 4573: 0.0004941354015856954
Position 1609: 0.00046548835008837513
Position 4628: 0.0004524120119181674
Position 2660: 0.00042687550592532345
Position 986: 0.00038931082484677495
Position 1671: 0.0003845281775561734
Position 3857: 0.0003429238112315454
Position 2658: 0.0003216882814430209
Position 3909: 0.00031649030563247495
Position 1193: 0.00031418030216636106
Position 2700: 0.00029743119395134735
Position 3276: 0.00029606631398770134
Position 5108: 0.00028249599044685275
Position 3922: 0.0002772142535074827
Position 333: 0.00025047901390470406
Position 1857: 0.000250410167343945
Position 3629: 0.0002490996155967982
Position 1240: 0.00023878560155703727
Position 4634: 0.00023684378519622966
Position 4075: 0.00023107263612589488
Position 2391: 0.0002193020149328847
Position 3215: 0.00021107540187021033
Position 4566: 0.00020644972209523594
Position 3642: 0.00020475518806506148
Position 2169: 0.00020367431619421197
Position 2800: 0.00020250782920713432
Position 5125: 0.00019998606412200825
Position 1845: 0.00019646291471723658
Position 934: 0.0001932437198438527
Position 2733: 0.0001821744339157731
Position 2949: 0.00017359460798874196
Position 940: 0.00017159168189877943
Position 1833: 0.00017070800729597987
Position 4674: 0.00016609133855855922
Position 688: 0.0001567328179703642
Position 1166: 0.00014960256380874707
Position 3526: 0.0001453300981997075
Position 1756: 0.00013708933521059522
Position 274: 0.0001307127442160881
Position 1700: 0.00012371819719836317
Position 3809: 0.00011918343930487354
Position 1654: 0.00011857409375979792
Position 975: 0.00011096130439344148
Position 4419: 0.00010760781028096891
Position 1149: 0.00010082524807318043
Position 1173: 9.891230779638166e-05
Position 1169: 9.793865309215685e-05
Position 4072: 9.65833991814871e-05
Position 3837: 9.194469082013393e-05
Position 2665: 8.8394214721417e-05
Position 3609: 7.560676865854775e-05
Position 944: 7.49769975674458e-05
Position 1122: 7.344074764484065e-05
Position 3688: 7.304107088521108e-05
Position 303: 7.070140879342901e-05
Position 5468: 7.024996705798054e-05
Position 4392: 6.910264830430536e-05
Position 2248: 6.835865589767618e-05
Position 4373: 6.411618236431055e-05
Position 1262: 6.38792777620325e-05
Position 150: 6.24194443536413e-05
Position 605: 6.16132926235135e-05
Position 1026: 5.666281814641122e-05
Position 1819: 5.5789069137738724e-05
Position 247: 5.515876795827134e-05
Position 4260: 5.337213389963877e-05
Position 402: 5.13453101988573e-05
Position 179: 4.884635334631912e-05
Position 2607: 4.5671876028897735e-05
Position 1801: 4.360004711428921e-05
Position 1390: 4.0796341006166054e-05
Position 4597: 3.974269191488195e-05
Position 3127: 3.884098602398754e-05
Position 567: 3.775890083633108e-05
Position 595: 3.702602078872374e-05
Position 133: 3.538706593155999e-05
Position 2501: 3.4894295446261784e-05
Position 3468: 3.4488737679054295e-05
Position 2058: 3.354864390591564e-05
Position 1905: 3.1721343752237846e-05
Position 1697: 3.1604361666628447e-05
Position 252: 3.154309047559785e-05
Position 1247: 3.1516726491373564e-05
Position 2378: 3.098762413790113e-05
Position 245: 3.0125098785783587e-05
Position 240: 2.8234971378783868e-05
Position 626: 2.5660355137467914e-05
Position 231: 2.4904430833339003e-05
Position 3991: 1.8840045281957087e-05
Position 1803: 1.7757705202036106e-05
Position 2469: 1.7343680858843493e-05
Position 2132: 1.6580509159139476e-05
Position 1769: 1.5357685704555605e-05
Position 2762: 1.5193307560559377e-05
Position 1253: 1.4922960362579195e-05
Position 3330: 1.428378716012628e-05
Position 3456: 1.373982241659494e-05
Position 2115: 1.345013461604816e-05
Position 1517: 1.3314363394267606e-05
Position 1922: 1.247201569979383e-05
Position 1500: 1.1970180464747442e-05
Position 1977: 1.1300089570178692e-05
Position 2419: 1.09630217005029e-05
Position 633: 8.8687983547431e-06
Position 4593: 8.742448193600372e-06
Position 2471: 8.157502024944671e-06
Position 2465: 7.3151148004809165e-06
Position 1037: 7.144445217710561e-06
Position 310: 6.852469539028114e-06
Position 281: 6.547526695548322e-06
Position 1186: 6.257966677852297e-06
Position 1177: 5.987560245749187e-06
Position 1849: 5.906481997095158e-06
Position 1891: 5.836908662087533e-06
Position 2975: 5.44212183806956e-06
Position 1830: 5.363015526140147e-06
Position 1939: 5.310379536014942e-06
Position 2040: 5.280004727732938e-06
Position 1250: 5.1326848816037275e-06
Position 1988: 4.7603092106266665e-06
Position 2173: 4.695659668974923e-06
Position 315: 4.388647210789697e-06
Position 684: 3.99640072889442e-06
Position 264: 3.927380191852772e-06
Position 573: 3.922208291372117e-06
Position 2151: 3.840255253650497e-06
Position 571: 3.668251612284136e-06
Position 408: 3.6125564434379495e-06
Position 1813: 3.445031894058447e-06
Position 799: 2.980317124953445e-06
Position 1481: 2.6479434225107844e-06
Position 3308: 2.463024792760516e-06
Position 2331: 2.443895369616835e-06
Position 4004: 2.402202770853973e-06
Position 3272: 1.9758270677417034e-06
Position 2979: 1.915546461317529e-06
Position 2605: 1.8486645536054151e-06
Position 969: 1.5909844009575661e-06
Position 2195: 1.526573779052139e-06
Position 3385: 1.5248485629787275e-06
Position 3474: 1.4202304017169952e-06
Position 2316: 1.3757697610760245e-06
Position 293: 1.3513780855498194e-06
Position 1067: 1.0657095443270016e-06
Position 3736: 1.0562945486284862e-06
Position 2310: 1.0290575797247548e-06
Position 2319: 1.0009206187668474e-06
Position 2816: 8.316435777367892e-07
Position 2252: 7.94137754382559e-07
Position 290: 6.931246779212079e-07
Position 2254: 6.929072483869348e-07
Position 2268: 5.309511370694496e-07
Position 2823: 5.27185316829307e-07
Position 257: 4.725765765460264e-07
Position 422: 4.558045232792788e-07
Position 153: 4.0024282224509826e-07
Position 3014: 3.7308277404076077e-07
Position 365: 3.4686712413431394e-07
Position 575: 3.271470642637431e-07
Position 796: 2.0162823415904257e-07
Position 789: 1.7273654780092613e-07
Position 117: 1.3339897112806843e-07
Position 424: 1.1772192860690628e-07
Position 1195: 1.0187704479426299e-07
Position 2066: 8.962920018474981e-08
Position 1368: 8.631425978681536e-08
Position 1984: 7.731589463511661e-08
Position 1969: 7.589231399491455e-08
Position 1999: 7.574675307984972e-08
Position 2677: 6.395831464961953e-08
Position 2671: 5.942224927438335e-08
Position 1277: 5.269631277058181e-08
Position 837: 4.695557384365323e-08
Position 110: 2.721339495092798e-08
Position 1314: 2.2315381200243562e-08
Position 2813: 1.220513497840224e-08
Position 854: 1.2012549234299537e-08
Position 1323: 9.210204735316184e-09
Position 1397: 8.161237373618332e-09
Position 1712: 7.961048424774076e-09
Position 1502: 6.755099218749132e-09
Position 1395: 6.020047133164261e-09
Position 2876: 2.3769814270325145e-09
Position 1780: 1.9799288351516335e-09
Position 1668: 1.4865190312690778e-09
Position 1084: 1.2805648688395307e-09
Position 1318: 3.2612614059155295e-10
Position 1383: 2.8065671593581164e-10
Position 1496: 1.0496010575062065e-10
Position 1076: 3.9903785455255626e-11
Position 1408: 3.5511067397774184e-11
Position 101: 1.6189628673222138e-11
Position 87: 1.1004359357022594e-11
