Gene = Stbd1
Position 2049: 3.753955467739773e-05
Position 236: 3.591464726825066e-05
Position 133: 3.50231075847696e-05
Position 198: 3.5020317460021555e-05
Position 1939: 3.262955596059511e-05
Position 2236: 2.6690902986240533e-05
Position 2260: 2.5965168679448196e-05
Position 321: 2.416695673807038e-05
Position 851: 2.2246983401674183e-05
Position 743: 2.0487780241297853e-05
Position 859: 1.548262660133248e-05
Position 283: 1.5450693988518236e-05
Position 1423: 1.2367198350363268e-05
Position 594: 1.138042913259774e-05
Position 1487: 7.0086174090398995e-06
Position 1405: 6.459623356986115e-06
Position 1550: 5.705231006496212e-06
Position 168: 5.335105611427529e-06
Position 1069: 3.962679372662033e-06
Position 270: 1.933332051503138e-06
Position 334: 1.8879152190837428e-06
Position 1074: 1.7352826647679765e-06
Position 1010: 1.4131336976127875e-06
Position 346: 8.699431518362111e-07
Position 1125: 7.239745731925106e-07
Position 1055: 1.8838649706856221e-07
Position 1117: 1.4617394580502245e-07
Position 248: 8.375537192276737e-08
Position 621: 3.6960940792726565e-08
Position 356: 9.182577974270108e-09
Position 532: 8.068867583272109e-09
Position 772: 1.0555561455962334e-09
Position 601: 1.1879269507647814e-10
Position 599: 7.041331349856741e-11
Position 615: 1.1514159560176245e-11
