Gene = Ostc
Position 1264: 4.9207311269057504e-05
Position 539: 4.9084173530173866e-05
Position 99: 4.17718365531699e-05
Position 412: 4.013295961222003e-05
Position 6596: 3.380951698268909e-05
Position 6507: 3.1214494079439684e-05
Position 6818: 2.7346050933308873e-05
Position 7930: 1.5948153517193194e-05
Position 6089: 5.430916574690748e-06
Position 466: 3.3854850064326184e-07
Position 394: 2.9767410903355015e-07
Position 6145: 1.9114086701549385e-07
Position 464: 1.8089668780482803e-07
Position 364: 1.7899794243427715e-07
Position 381: 1.6633931951576666e-07
Position 351: 9.867059117929724e-08
Position 401: 5.8270730040932284e-08
Position 6318: 5.7519383224383964e-08
Position 11: 5.23981390453076e-08
Position 6353: 4.1195171436788194e-08
Position 6343: 3.776979458180709e-08
Position 440: 2.654526654385403e-08
Position 6358: 5.9048960192172e-09
Position 506: 1.5485358454914455e-09
Position 5477: 5.151177107673977e-10
Position 1162: 1.8665613700061443e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3400: 0.9759101385612406
Position 5930: 0.8335494137196232
Position 13343: 0.47373658720572875
Position 6047: 0.07909553352129059
Position 12117: 0.07807199716006878
Position 5603: 0.06426434315901068
Position 12965: 0.06410853676748376
Position 8125: 0.06399706862100409
Position 5667: 0.05315302780002581
Position 7734: 0.050829756120217263
Position 5995: 0.04168180711344215
Position 7057: 0.0373743928209811
Position 10010: 0.03612488642963274
Position 6280: 0.030825261724701257
Position 8519: 0.02786658984182122
Position 11897: 0.02597771666447646
Position 7703: 0.025699753068587627
Position 6430: 0.02529783239612481
Position 7482: 0.022868176445477253
Position 5711: 0.020628385131994185
Position 11359: 0.020239191508151726
Position 5560: 0.017806450163520084
Position 12820: 0.016798598325663175
Position 12858: 0.015155449785660826
Position 7197: 0.015110085606374111
Position 10753: 0.014268472839782494
Position 5302: 0.01133250347566465
Position 5524: 0.01110085055255576
Position 10440: 0.011099551520675262
Position 4761: 0.010738287580338212
Position 13451: 0.01055406688797997
Position 11168: 0.009880523167998994
Position 5989: 0.009348868608999006
Position 9745: 0.00913835104774209
Position 6930: 0.008723863817513255
Position 11570: 0.008720575998458675
Position 1562: 0.008713273734220334
Position 1412: 0.008580331282679793
Position 10383: 0.008265899785611756
Position 12816: 0.00802565021402218
Position 12823: 0.007588412975484649
Position 13035: 0.0073368481455533905
Position 581: 0.006593123673869588
Position 7521: 0.006518255680246402
Position 13314: 0.006185466621597779
Position 8721: 0.0058580744690738965
Position 4535: 0.005592651892650976
Position 11641: 0.005591668431376558
Position 4168: 0.005566179653140313
Position 8190: 0.005371194161373951
Position 12473: 0.005163323409169106
Position 9726: 0.0050685834440088815
Position 12643: 0.004653507138093858
Position 12788: 0.004501188658466656
Position 8543: 0.0044541048288374435
Position 11065: 0.004438293001330074
Position 4736: 0.0044100870771728844
Position 9984: 0.004378580870431699
Position 9448: 0.0043620783607258426
Position 1608: 0.004324097349297011
Position 9407: 0.004282764947077882
Position 8630: 0.004141934554799604
Position 3729: 0.003782148776318623
Position 2236: 0.0034925094613892324
Position 2546: 0.0033590233873936706
Position 6601: 0.00330847328151214
Position 6212: 0.003151780598476239
Position 8593: 0.003138944042646213
Position 2590: 0.003092487565630588
Position 6798: 0.0030804713950498305
Position 7355: 0.0028631295259920644
Position 8015: 0.002704490686776835
Position 5182: 0.0026904672127905766
Position 3370: 0.002686583681030222
Position 9956: 0.0024561275479879205
Position 10868: 0.0023187360907715978
Position 9195: 0.002305073524900007
Position 7290: 0.002217196207870412
Position 2183: 0.0021270572767461615
Position 5969: 0.0021026347619734903
Position 8696: 0.002012142686580961
Position 11406: 0.0019948918029726163
Position 6545: 0.001959989344173659
Position 8531: 0.0019465131364944568
Position 5743: 0.0019233338270239148
Position 6915: 0.0018793518872695252
Position 10757: 0.0018225237498577162
Position 2479: 0.0018191426858600842
Position 3905: 0.0018103266271307682
Position 7144: 0.0017921935992618089
Position 7071: 0.0017766078837775584
Position 9004: 0.001766335923210362
Position 9640: 0.0017478676574112974
Position 8739: 0.0017202652368641083
Position 8325: 0.001694876366338364
Position 5467: 0.0016720653495216314
Position 12410: 0.001601644841124724
Position 9079: 0.0015927242718760967
Position 3982: 0.0015228187768888332
Position 5350: 0.001517400404437243
Position 2271: 0.0014811274100816037
Position 9596: 0.0014803066622431065
Position 5335: 0.0014702869550596415
Position 2446: 0.0014657851121823513
Position 6894: 0.0014617703415402033
Position 9624: 0.0014331633441038224
Position 5672: 0.0013988473271790863
Position 13248: 0.001313526058004206
Position 8169: 0.0013001287416932086
Position 3434: 0.0012944124188317893
Position 2468: 0.001283613436404131
Position 410: 0.0012785543941456349
Position 12463: 0.001275650038425317
Position 5642: 0.0012748578448280306
Position 2543: 0.0012691641534848831
Position 5156: 0.0010900084044939411
Position 1310: 0.0010703911735525861
Position 7082: 0.001059639772814049
Position 6838: 0.0010565937996781115
Position 11875: 0.0010090524918694248
Position 5676: 0.0010070334176586573
Position 7377: 0.000996263828813353
Position 7178: 0.0009655895546382288
Position 8706: 0.00093052032405606
Position 7478: 0.0009275182118169347
Position 4739: 0.0009115266791699211
Position 743: 0.0008905618238416374
Position 8328: 0.0007798415424235625
Position 1483: 0.0007746148284193625
Position 8210: 0.0007649452298768024
Position 8585: 0.0007548420831045757
Position 7805: 0.000721629831125362
Position 8048: 0.000706669168914411
Position 7990: 0.0007056808037763387
Position 287: 0.0007032599469689706
Position 11701: 0.000660311251210729
Position 7672: 0.0006530238392987714
Position 1258: 0.0006374691518101458
Position 5605: 0.000619122144924956
Position 3918: 0.0006166698757813665
Position 6817: 0.0006149648988107291
Position 5932: 0.000602177304223268
Position 3494: 0.0005829443185219253
Position 5869: 0.0005824940802368295
Position 99: 0.0005718561595595992
Position 7037: 0.0005709112962955103
Position 4810: 0.0005474051341900635
Position 11768: 0.0005378736991037971
Position 3628: 0.0005321658503552051
Position 800: 0.0005284975395928288
Position 6528: 0.000526299553724102
Position 8877: 0.00048285042634522947
Position 2159: 0.00045643117840457766
Position 8832: 0.0004424233656066239
Position 6937: 0.0004299478737560273
Position 8725: 0.0004053289169813884
Position 8792: 0.0003995581526910714
Position 10133: 0.00039724548065855263
Position 6437: 0.00039698224805707004
Position 6252: 0.0003908381971451891
Position 4486: 0.00038757424007467467
Position 5651: 0.00038360981817236886
Position 7163: 0.000381705737044441
Position 8856: 0.0003669003288905293
Position 1817: 0.00036537260696946637
Position 10554: 0.00036191926293265274
Position 5230: 0.0003546525246873634
Position 1611: 0.0003423115071395642
Position 9858: 0.0003286321976332256
Position 4204: 0.00032672413805781434
Position 5893: 0.0003219841172903196
Position 5218: 0.0003028332727738874
Position 6677: 0.000302677647711591
Position 9491: 0.0002983378390632171
Position 3865: 0.0002881302310888004
Position 1688: 0.00028807936093981813
Position 8434: 0.00028377528352209626
Position 2850: 0.00027732807762377516
Position 9316: 0.00027644235360883
Position 9355: 0.00027620401508885736
Position 10105: 0.0002744841069662526
Position 7545: 0.0002736117180168475
Position 1658: 0.00026702501304625976
Position 8635: 0.0002632942692172822
Position 6182: 0.0002623790740774008
Position 6293: 0.0002585503543427352
Position 2604: 0.00025502432010388845
Position 10818: 0.00025253139197776824
Position 8743: 0.00025236596022218307
Position 9768: 0.0002454698401847066
Position 3937: 0.00023731483914122076
Position 6562: 0.000225333353489138
Position 4779: 0.00022524006946120036
Position 6622: 0.00022361434059262823
Position 1515: 0.00022143158487322905
Position 1576: 0.00020375218689838706
Position 10259: 0.00020146495798012114
Position 3825: 0.00020135346143636997
Position 9163: 0.00020056636076701623
Position 10363: 0.00020043698785629648
Position 10324: 0.00019240624510521924
Position 3707: 0.00019204812049664223
Position 670: 0.0001917635821975592
Position 10143: 0.0001852509328547677
Position 6549: 0.00018319265469655437
Position 1098: 0.000182314570799105
Position 6710: 0.00017809616467838728
Position 4263: 0.00016940778138197044
Position 8907: 0.00016536289392906465
Position 2454: 0.00016451978092477427
Position 9282: 0.0001626193281745025
Position 4089: 0.00015919155840297015
Position 1868: 0.0001517206815717464
Position 5579: 0.00014915781333947904
Position 5847: 0.00014305048284341505
Position 3376: 0.00014291440741370047
Position 8953: 0.0001355954302573912
Position 7106: 0.00013222729372591531
Position 937: 0.00012919000802575224
Position 8475: 0.0001245969318266649
Position 2360: 0.00012365716697901744
Position 7042: 0.00012285040748089148
Position 1536: 0.00012157036536462071
Position 5956: 0.00011950782579045715
Position 7960: 0.00011658267091279792
Position 8391: 0.00011635290652469041
Position 1788: 0.00011529981416456921
Position 2491: 0.0001149492101972472
Position 5199: 0.0001144274749681049
Position 1295: 0.00011353394337983368
Position 6998: 0.00011041079768042916
Position 122: 0.00011030512500239137
Position 9050: 0.00010960572285883313
Position 3781: 0.00010357831359054043
Position 8374: 9.797935222264405e-05
Position 7110: 9.507157855664328e-05
Position 1531: 9.258847164565892e-05
Position 6507: 9.02276274871365e-05
Position 719: 7.946910182378803e-05
Position 1442: 7.874149924631804e-05
Position 1224: 7.871668832166774e-05
Position 2647: 7.864537713038956e-05
Position 4055: 7.757215251637772e-05
Position 3235: 7.524518608847657e-05
Position 621: 7.448809752492147e-05
Position 2502: 7.299715922603385e-05
Position 8130: 6.695546535234784e-05
Position 344: 6.659461223393368e-05
Position 7874: 6.221599708907352e-05
Position 7708: 5.84638693005745e-05
Position 1157: 4.957655469910712e-05
Position 2498: 4.952909738005572e-05
Position 3849: 4.799420829195453e-05
Position 755: 4.423845060528701e-05
Position 1025: 4.205718566500025e-05
Position 4491: 4.017694465937931e-05
Position 544: 3.852370929538285e-05
Position 3747: 3.8451715420445285e-05
Position 1768: 3.675598722415822e-05
Position 3993: 3.6259821551824684e-05
Position 1735: 3.428096321117415e-05
Position 6259: 3.3849057790156145e-05
Position 979: 3.3361641976156176e-05
Position 6757: 3.2559424294347437e-05
Position 2386: 3.17306396606988e-05
Position 5423: 2.7434594484551618e-05
Position 1362: 2.7183558526253866e-05
Position 539: 2.6546056837414054e-05
Position 4563: 2.5303782296098528e-05
Position 3333: 2.5153951160004686e-05
Position 3193: 2.4988969897770217e-05
Position 1446: 2.476605410633287e-05
Position 999: 2.423202633655913e-05
Position 5186: 2.394279319153776e-05
Position 4498: 2.3598691970011415e-05
Position 1661: 2.255987025308804e-05
Position 4701: 2.1392814075111756e-05
Position 8213: 2.112898745043488e-05
Position 3090: 2.0682082395298056e-05
Position 789: 1.9880948341134438e-05
Position 87: 1.8772528238589422e-05
Position 3563: 1.7299007312018285e-05
Position 4555: 1.697212710576495e-05
Position 1254: 1.6538351633607733e-05
Position 4015: 1.6271834961833795e-05
Position 4496: 1.5630568702330316e-05
Position 464: 1.3409037229673325e-05
Position 644: 1.3050046855536668e-05
Position 551: 1.3037111239603682e-05
Position 6104: 1.220497930766993e-05
Position 6986: 1.1925609715591372e-05
Position 460: 1.1055605093591808e-05
Position 309: 1.1046542836071175e-05
Position 3610: 1.0747790649142005e-05
Position 677: 1.0520662151591865e-05
Position 1001: 1.0135600693715633e-05
Position 5844: 7.338931107410983e-06
Position 8368: 7.312546675430349e-06
Position 7795: 6.851626764332448e-06
Position 7761: 4.740610009598032e-06
Position 3468: 2.695438637425994e-06
Position 3842: 2.584769848083562e-06
Position 3961: 1.995695266081037e-06
Position 5796: 1.9047191872585873e-06
Position 4134: 1.7455786028440126e-06
Position 7484: 1.5870227811046515e-06
Position 5533: 1.0945100180117835e-06
Position 5769: 1.0324483795225271e-06
Position 3885: 7.382857563231672e-07
Position 6952: 6.923334805054767e-07
Position 3273: 5.013759683346109e-07
Position 3024: 2.9571393918371037e-07
Position 3109: 2.9423710821628183e-07
Position 3785: 2.900266747634504e-07
Position 3607: 2.8311494811327684e-07
Position 3751: 2.6709809523522457e-07
Position 5025: 2.402982989042966e-07
Position 3632: 2.283369413268431e-07
Position 4360: 1.8062040353567297e-07
Position 827: 1.7971682223129337e-07
Position 4321: 1.3884170527128142e-07
Position 782: 1.272725612100276e-07
Position 6852: 9.739288254848091e-08
Position 493: 9.689859501135024e-08
Position 4613: 8.338101929940694e-08
Position 1499: 7.678795448753398e-08
Position 3168: 7.388593653802462e-08
Position 531: 6.77055820176598e-08
Position 3875: 6.738641220742784e-08
Position 807: 5.8840406161740425e-08
Position 656: 5.056628835538946e-08
Position 4032: 4.802561513445986e-08
Position 1201: 4.586791960552633e-08
Position 605: 4.335357805755753e-08
Position 3159: 3.473116508031079e-08
Position 274: 3.005856003620175e-08
Position 242: 2.981569004960774e-08
Position 698: 2.8866342811514988e-08
Position 672: 2.7993770231579253e-08
Position 588: 2.7481895012881866e-08
Position 512: 2.5586040778770222e-08
Position 258: 2.292810259503035e-08
Position 1162: 2.273641826727055e-08
Position 311: 2.2360587524306735e-08
Position 632: 2.1726052789268376e-08
Position 1114: 2.144222723401811e-08
Position 180: 2.0849413172634526e-08
Position 462: 2.0749288783559523e-08
Position 128: 2.0466401935858726e-08
Position 948: 1.9746825295605812e-08
Position 833: 1.6451070439986677e-08
Position 514: 1.4571093526817232e-08
Position 3181: 1.1921727690347641e-08
Position 1424: 8.638435963133076e-09
Position 1027: 8.11068359708935e-09
Position 913: 7.173146370511646e-09
Position 351: 4.589735292616666e-09
