Gene = Pan3
Position 8429: 0.0005188524890702128
Position 4536: 0.000515657258483043
Position 7519: 0.0005123941244213783
Position 1394: 0.00048510958625404743
Position 2141: 0.0004670711879891551
Position 2021: 0.00044442492440199073
Position 2637: 0.0004353682354711033
Position 4121: 0.0004313487721584228
Position 7263: 0.0004221125677346861
Position 2591: 0.00040929138004758525
Position 5179: 0.0004025819121168838
Position 4828: 0.00040128167175420144
Position 8831: 0.0003757000484758932
Position 2672: 0.00035419299122257817
Position 5195: 0.0003208399215542562
Position 5486: 0.00030789475068550954
Position 2302: 0.0003045698498187085
Position 1690: 0.0002984740764998649
Position 7109: 0.0002769624823149704
Position 3963: 0.00022326859909121364
Position 6744: 0.00021766230651492271
Position 7079: 0.00020495854303800593
Position 10449: 0.00019310949640280882
Position 7554: 0.00019221911667654238
Position 7413: 0.00018028003500744524
Position 3888: 0.00017802036469286413
Position 2503: 0.00016864163679737706
Position 5204: 0.00014724938822709718
Position 1526: 0.00014627133066288142
Position 1470: 0.00013303251470325384
Position 9439: 0.000124219546788378
Position 8308: 0.00012213033452517492
Position 4758: 0.00011985424565347205
Position 4261: 0.00010986288404279311
Position 3781: 0.00010854098249533792
Position 2452: 0.00010645517499633715
Position 3354: 0.00010498959037120366
Position 2392: 9.406838814119961e-05
Position 5912: 9.351196167632312e-05
Position 707: 9.018482833822623e-05
Position 4223: 8.668530559793488e-05
Position 2743: 8.527986889863136e-05
Position 3013: 7.830906282478891e-05
Position 1539: 7.674167541377556e-05
Position 1893: 7.497402713848993e-05
Position 5079: 7.38636619968764e-05
Position 1274: 7.280005343954914e-05
Position 2470: 7.268330031610771e-05
Position 955: 6.268520673615216e-05
Position 3517: 5.972963823751055e-05
Position 1438: 5.814083832165616e-05
Position 1710: 4.808308069051788e-05
Position 1472: 4.7918073570788544e-05
Position 2267: 4.526300341883716e-05
Position 2521: 4.5208217605540654e-05
Position 953: 4.2870492947352345e-05
Position 4439: 4.2840379799017766e-05
Position 2435: 4.098032452092304e-05
Position 1229: 4.070777354878673e-05
Position 6167: 3.896056309852511e-05
Position 3099: 3.6061813490134595e-05
Position 3578: 3.574997051712081e-05
Position 1466: 3.559538452673342e-05
Position 1803: 3.463891363943672e-05
Position 684: 3.461262752618927e-05
Position 5940: 3.4260054571168636e-05
Position 2285: 3.361576228973825e-05
Position 2474: 3.274451828716168e-05
Position 2432: 2.943386873644149e-05
Position 3287: 2.9086957200246615e-05
Position 2032: 2.901493294041297e-05
Position 1316: 2.891737040304371e-05
Position 2364: 2.740716058292519e-05
Position 4204: 2.6812201310536234e-05
Position 4079: 2.593206030272303e-05
Position 598: 2.4153962327852016e-05
Position 3859: 2.3727016185280033e-05
Position 4228: 2.148778973344031e-05
Position 740: 2.1433447239721453e-05
Position 1398: 2.04475045926219e-05
Position 1731: 2.008670654672212e-05
Position 3457: 1.9100797477483098e-05
Position 1660: 1.6794113468790643e-05
Position 5553: 1.4830858528132556e-05
Position 3328: 1.2531138408546928e-05
Position 2104: 1.193230094342875e-05
Position 784: 1.1446407997537976e-05
Position 972: 1.0529970349026672e-05
Position 1412: 9.750555592012983e-06
Position 758: 9.683680928320013e-06
Position 2497: 9.19264806028175e-06
Position 2447: 8.227753252304126e-06
Position 1331: 6.975748352975606e-06
Position 3494: 6.741838605640489e-06
Position 690: 6.352641665362078e-06
Position 1553: 6.103883344822596e-06
Position 604: 5.340508774542501e-06
Position 1421: 5.330743315598504e-06
Position 3230: 5.189522411898845e-06
Position 961: 4.751381003872833e-06
Position 1035: 4.527780336114471e-06
Position 1403: 4.248811803511329e-06
Position 2725: 3.686101747372267e-06
Position 3128: 3.6765701984724307e-06
Position 2155: 3.3514120414236695e-06
Position 2093: 3.0084175106255593e-06
Position 1593: 2.8878733493795886e-06
Position 2517: 2.776547315732701e-06
Position 2379: 2.534555790334731e-06
Position 2541: 2.440363749036225e-06
Position 1426: 2.3574624439280115e-06
Position 2255: 2.2438475606558095e-06
Position 781: 1.957530086460486e-06
Position 650: 1.8369715573857735e-06
Position 2548: 1.7975028307340903e-06
Position 1931: 1.6384946441930739e-06
Position 622: 1.5181416275700837e-06
Position 2322: 1.2926062432301e-06
Position 2641: 1.2757284666605576e-06
Position 5151: 1.2616917236377881e-06
Position 2533: 1.1594001387721018e-06
Position 2530: 1.1113393259492538e-06
Position 1476: 1.0152606976099388e-06
Position 1245: 9.686071205775752e-07
Position 625: 9.264545683743481e-07
Position 2677: 8.965012926876935e-07
Position 571: 7.810834940867607e-07
Position 2779: 7.035956558969003e-07
Position 911: 5.852079076752078e-07
Position 918: 5.494012984486501e-07
Position 2748: 4.46355730749609e-07
Position 318: 4.1527087689177173e-07
Position 2121: 1.733676869554165e-07
Position 2871: 1.2939343058403417e-08
Position 2846: 1.2234513636710418e-08
Position 2262: 8.27960301712209e-09
Position 2290: 5.770652476824969e-09
Position 1127: 2.2341227788807247e-09
Position 1416: 1.7099637948281032e-09
Position 1586: 1.499705197544725e-09
Position 1369: 1.4833811984305717e-09
Position 1290: 1.1869735325582567e-09
Position 2711: 1.0606404886284643e-09
Position 2938: 1.0392611349806797e-09
Position 1155: 3.2759449948517384e-10
Position 631: 3.179636113316119e-10
Position 577: 1.8030346630446022e-10
Position 1151: 1.648849532694258e-10
Position 426: 1.39676869226166e-10
Position 643: 9.74146217724777e-11
Position 1555: 7.64441541876963e-11
Position 790: 6.706087872314232e-11
Position 1414: 6.488234504158745e-11
Position 192: 6.197043865926204e-11
Position 1354: 4.4386299975935227e-11
Position 1031: 4.2593487053209745e-11
Position 152: 2.5444194369909725e-11
Position 908: 1.510571564174848e-11
Position 237: 1.3132625751992036e-11
Position 1124: 7.576513365246105e-12
Position 1040: 3.112067416766618e-12
Position 1055: 1.7589887455009572e-12
