Gene = Tyrobp
Position 24: 2.709672244520815e-06
Position 1488: 2.3241554982364173e-06
Position 972: 2.083584920453607e-06
Position 1430: 2.068034754188394e-06
Position 83: 1.8713715766728046e-06
Position 981: 1.838793609219195e-06
Position 530: 1.707019231614459e-06
Position 578: 1.5354206714084472e-06
Position 560: 1.4776888227470021e-06
Position 1673: 1.4532203959489832e-06
Position 1637: 1.2981294796187125e-06
Position 538: 1.6414152329443615e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1843: 0.6083100528772407
Position 553: 0.587012557467554
Position 3555: 0.19841736833389378
Position 652: 0.16750622349028949
Position 3641: 0.11025258940501628
Position 2536: 0.058660623492434144
Position 2749: 0.050414831320385295
Position 1457: 0.04394974770323684
Position 622: 0.031496632866839215
Position 3617: 0.02423904975560755
Position 2437: 0.02112777748745263
Position 1219: 0.020547636145726085
Position 3603: 0.017960066734397637
Position 2872: 0.01715292916168571
Position 715: 0.016168566239572284
Position 3153: 0.014334778877103264
Position 728: 0.01282620354014192
Position 2129: 0.011828324602906963
Position 2107: 0.010850098327737442
Position 3671: 0.009851204741239445
Position 3335: 0.009325979649130664
Position 1531: 0.008101794416159318
Position 2676: 0.0077040709017040495
Position 3456: 0.006926460807752093
Position 674: 0.00646310477425976
Position 2886: 0.006345414703074784
Position 530: 0.0062154985863089535
Position 749: 0.005537809092763502
Position 3392: 0.005223284576608359
Position 1011: 0.005099818492848191
Position 850: 0.0045078103527499665
Position 1214: 0.004365535951254428
Position 2149: 0.004301329083142172
Position 1791: 0.0042164866706824
Position 3250: 0.004072863048546254
Position 2700: 0.0037762268147882
Position 844: 0.0026161803419950816
Position 442: 0.0022420954494241497
Position 2116: 0.002226130613447767
Position 1798: 0.001963181302726445
Position 2913: 0.0018372386978212118
Position 1230: 0.0018317356447988618
Position 3564: 0.0017685835000894666
Position 3133: 0.0015713713740613748
Position 3782: 0.001551999956896138
Position 2930: 0.001501277548651172
Position 632: 0.0014353252907584695
Position 1362: 0.0013979646882116344
Position 3558: 0.0013264654784915873
Position 2730: 0.0013226113728685694
Position 2832: 0.0011701957693402592
Position 2457: 0.0010960695128515191
Position 2753: 0.0009229326387419466
Position 2346: 0.0008229670790897158
Position 3170: 0.0007626134066762373
Position 2635: 0.0007607661504927069
Position 3703: 0.0006857475018106794
Position 3217: 0.0006371841165031175
Position 3181: 0.000624674427645024
Position 3722: 0.00058026343687824
Position 2694: 0.0005611917080776852
Position 1887: 0.00047370450677200747
Position 3605: 0.00046791843581633403
Position 343: 0.00046421484499696006
Position 3396: 0.00043062161125942254
Position 2947: 0.00036499215090585825
Position 2155: 0.00034813738860503437
Position 1596: 0.0003429043529435777
Position 1950: 0.00033791161679117465
Position 2584: 0.00031516879615866526
Position 1477: 0.000312891810738648
Position 2803: 0.00031229284371113425
Position 1397: 0.00027185177339928443
Position 2434: 0.0002526592462110898
Position 2350: 0.00024839277124164266
Position 560: 0.0002482450552446746
Position 1803: 0.00022825112781336287
Position 1591: 0.00021829894044433096
Position 856: 0.00021590685957270083
Position 3289: 0.00020617526637884317
Position 2888: 0.00019807830041829554
Position 1235: 0.00015536614228756976
Position 1073: 0.00012770988173882369
Position 2651: 0.00012462097656801285
Position 1955: 0.00012325483548642982
Position 3063: 0.00011265206957136948
Position 3044: 0.00011145130298533475
Position 2132: 9.563204102502377e-05
Position 1248: 9.006748888180574e-05
Position 1649: 8.411414341876105e-05
Position 2979: 8.059308994312003e-05
Position 3786: 7.987633178394158e-05
Position 2472: 7.884978297051263e-05
Position 1238: 5.684323947191455e-05
Position 319: 5.120909925108236e-05
Position 3473: 5.103468439415396e-05
Position 289: 4.783543284227591e-05
Position 2199: 4.709783343949055e-05
Position 570: 4.6522855433871775e-05
Position 1696: 4.207268331961399e-05
Position 2784: 4.1601031699318216e-05
Position 1875: 3.9880530314148e-05
Position 152: 3.55299010611983e-05
Position 3226: 3.481204610975689e-05
Position 1633: 3.36928958041815e-05
Position 174: 3.0126244860045853e-05
Position 3087: 2.7939024676647723e-05
Position 263: 2.4822390402771648e-05
Position 371: 2.4474463931058934e-05
Position 1669: 2.3246515209136436e-05
Position 1623: 1.469472702319997e-05
Position 1435: 1.3426888155729835e-05
Position 1601: 1.2329184638163598e-05
Position 3099: 1.1812839407057995e-05
Position 1643: 1.0658952069403197e-05
Position 576: 9.882450618796244e-06
Position 454: 7.35807182673323e-06
Position 1061: 7.075165410223276e-06
Position 1628: 6.920141891769494e-06
Position 1512: 6.5447532578323875e-06
Position 459: 6.389918939458329e-06
Position 1422: 6.150947858374639e-06
Position 1666: 6.031819527218664e-06
Position 1673: 5.72060730706324e-06
Position 1715: 5.635960863927576e-06
Position 3255: 5.198944983535579e-06
Position 1416: 4.903787355007605e-06
Position 259: 4.315364838979477e-06
Position 312: 4.071322597840602e-06
Position 237: 3.878593648200773e-06
Position 2475: 3.6116858848765373e-06
Position 488: 2.9894362406154426e-06
Position 366: 2.647599974227264e-06
Position 954: 2.099202307122381e-06
Position 265: 1.8640804139474704e-06
Position 195: 1.5098601172329891e-06
Position 862: 1.291449376767153e-06
Position 212: 1.1863727219278755e-06
Position 295: 1.0496169425292134e-06
Position 1272: 9.360337418306415e-07
Position 915: 8.994915265098991e-07
Position 206: 8.166230659858367e-07
Position 298: 7.912463383053289e-07
Position 185: 6.639938059242752e-07
Position 168: 5.859348564835554e-07
Position 2544: 5.604002215350016e-07
Position 200: 3.7769166039539146e-07
Position 227: 2.935091661298207e-07
Position 189: 2.9322233662992943e-07
Position 464: 2.702823539375189e-07
Position 221: 2.4805643216903473e-07
Position 239: 1.5617457409526317e-07
Position 178: 1.272103884859535e-07
Position 180: 1.1348886593376873e-07
Position 224: 1.1120406558223341e-07
Position 578: 9.712918376406605e-08
Position 937: 8.609841834741505e-08
Position 273: 8.199538123613609e-08
Position 1078: 4.629900895164509e-08
Position 1265: 4.5215226945571384e-08
Position 585: 3.850214454556937e-08
Position 924: 3.647821908917777e-08
Position 1869: 3.3000202387339587e-08
Position 962: 3.092780810003059e-08
Position 1280: 2.7212706581735104e-08
Position 111: 1.727579457505458e-08
Position 116: 1.691546155254309e-08
Position 182: 1.1551406751370164e-08
Position 878: 1.463635351342622e-10
