Gene = Hykk
Position 4325: 0.00014284019699963902
Position 2396: 0.000140663646594048
Position 4264: 0.0001364003777894632
Position 2110: 0.00011604769035948
Position 3907: 0.00010988758771297861
Position 87: 0.00010073889104396391
Position 4316: 9.231113782625357e-05
Position 313: 8.303454411348329e-05
Position 2358: 7.918081956060282e-05
Position 2266: 7.644985126994378e-05
Position 645: 7.516028751576167e-05
Position 5216: 6.780219018615556e-05
Position 558: 6.230979603354658e-05
Position 879: 4.0291612785887826e-05
Position 873: 3.73740449860873e-05
Position 797: 3.560542958751745e-05
Position 3271: 3.386840282162017e-05
Position 264: 3.0238787997412924e-05
Position 406: 2.736880307488871e-05
Position 4344: 2.682207577216685e-05
Position 701: 2.3430955166044502e-05
Position 222: 2.34294310214126e-05
Position 521: 2.1516925853822844e-05
Position 3587: 2.0733684289992277e-05
Position 598: 1.5057155811897001e-05
Position 767: 9.951692667902856e-06
Position 722: 9.158688334542679e-06
Position 544: 8.674672396154248e-06
Position 882: 8.228281089140201e-06
Position 731: 6.964662739035869e-06
Position 316: 6.8649261472003066e-06
Position 505: 4.3455777074430635e-06
Position 747: 3.6375557131653653e-06
Position 751: 3.236486468823607e-06
Position 755: 2.9308630987813412e-06
Position 759: 2.56379917605496e-06
Position 452: 2.4508982564411747e-06
Position 399: 2.3968097285460324e-06
Position 430: 2.2771759029082023e-06
Position 592: 1.80040318060253e-06
Position 763: 1.5091527696751017e-06
Position 508: 7.733678366194218e-07
Position 786: 5.737030577726353e-07
Position 636: 3.5033394382259705e-07
Position 340: 2.9053820780282954e-07
Position 696: 1.7446234339849082e-07
Position 1095: 5.540129119167178e-08
Position 741: 4.615157950150478e-08
Position 945: 1.4933184899842532e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 19855: 0.9998119706121766
Position 13411: 0.896298058906532
Position 29627: 0.779771601942257
Position 7463: 0.5289565170120714
Position 8571: 0.48982562334239893
Position 4911: 0.3873238479359145
Position 15585: 0.352858504024327
Position 4965: 0.33841674817774847
Position 28782: 0.3354609850246018
Position 2751: 0.2975642993747153
Position 25557: 0.28941227794206403
Position 963: 0.28020674892141517
Position 21101: 0.2675130402750177
Position 482: 0.26610636896127043
Position 3190: 0.25248177818317435
Position 5744: 0.20759937931318748
Position 31402: 0.20477028565717464
Position 16740: 0.19875381633263398
Position 5699: 0.18386511376441575
Position 15608: 0.17062968613318832
Position 15363: 0.15843716735944863
Position 10779: 0.12821684863958044
Position 31437: 0.12000541977513607
Position 21237: 0.11297095120785805
Position 8899: 0.1128414647705738
Position 355: 0.08958701502133842
Position 25293: 0.0844814044282455
Position 21360: 0.07844028626351282
Position 5124: 0.0762364688391263
Position 4876: 0.07237822445291592
Position 30416: 0.07210971970336758
Position 8586: 0.05610145950610983
Position 30922: 0.052022561905431364
Position 3447: 0.05010849601254613
Position 20985: 0.04631227062770244
Position 30908: 0.03732764252796494
Position 4731: 0.03623705389683417
Position 31824: 0.03562182396078832
Position 7139: 0.03269287699414691
Position 16144: 0.023199090573784095
Position 2357: 0.019166171172670738
Position 31956: 0.01880878228068032
Position 24856: 0.018472498644302365
Position 301: 0.016178650868171104
Position 7202: 0.0161551124089234
Position 21125: 0.015807736580858392
Position 4915: 0.01565446223249687
Position 10946: 0.014152337510018872
Position 2794: 0.010824593108710819
Position 5768: 0.010535421615933105
Position 6075: 0.009667283021081934
Position 5970: 0.00953322517535691
Position 3274: 0.00948291795100882
Position 3404: 0.00899066118900733
Position 2448: 0.008089768598442074
Position 452: 0.00697846406670212
Position 21486: 0.006491647698313625
Position 25877: 0.006168700253604836
Position 10641: 0.005870656305452479
Position 5687: 0.00547046360656677
Position 457: 0.004803168970398923
Position 23935: 0.004666193207487834
Position 3356: 0.003915199794000771
Position 1808: 0.003818137354640755
Position 5531: 0.003625516771609978
Position 988: 0.0036017519382087557
Position 29053: 0.003298296005966571
Position 2251: 0.0029380528893349594
Position 21932: 0.0029249147465434983
Position 23062: 0.0029024183488431444
Position 3490: 0.0028667411955870083
Position 4775: 0.002767588290775551
Position 5120: 0.0027423238105688543
Position 930: 0.002741878008721916
Position 5302: 0.0027054575669727527
Position 1024: 0.0026482945447208715
Position 21128: 0.00245208911433587
Position 5190: 0.0023314269586610648
Position 359: 0.002121287359130914
Position 21456: 0.0019924901672902827
Position 20410: 0.0019524310885110886
Position 5658: 0.0019070732849662984
Position 297: 0.0017108121655375287
Position 2804: 0.0015973493308596705
Position 497: 0.0012452374437798414
Position 490: 0.0011923240436409485
Position 681: 0.001126000760792825
Position 5976: 0.0010816605010653757
Position 404: 0.0010474373521845732
Position 1389: 0.0009423044736420137
Position 933: 0.0008891073041761012
Position 5973: 0.0008567543581496869
Position 2380: 0.0008042921671924209
Position 24088: 0.0008042222858755251
Position 22507: 0.0007988616812207602
Position 22855: 0.0007288122960783564
Position 22835: 0.0007017448603564304
Position 20444: 0.0006581069337721772
Position 5500: 0.0006511363518529295
Position 435: 0.0006391048426838276
Position 2719: 0.0006390653644156255
Position 1168: 0.0005208479914794132
Position 1586: 0.0005025638085964214
Position 2426: 0.0004999146114569912
Position 500: 0.0004489976100455567
Position 5427: 0.00042454147441226567
Position 4198: 0.0003984945132853148
Position 1476: 0.00031185027403614747
Position 22975: 0.0003102555050439812
Position 21384: 0.00027972346406274576
Position 2888: 0.00027324584280790976
Position 2933: 0.00026541684981706544
Position 569: 0.00026187424407570506
Position 636: 0.00025716810632985145
Position 24390: 0.00025025505242678737
Position 2180: 0.0002061518560401733
Position 1658: 0.0002037027506161144
Position 280: 0.00018998283890667435
Position 902: 0.0001712650288632438
Position 1271: 0.00016763120485920868
Position 21730: 0.0001664498842199588
Position 21611: 0.00015545169473341817
Position 2301: 0.00014894786150456457
Position 1725: 0.0001366402417184851
Position 20270: 0.00013504276395537624
Position 180: 0.00012899717630208174
Position 2561: 0.0001278509759914212
Position 23372: 0.00012288947935013293
Position 20701: 0.00012037456074348181
Position 20226: 0.0001201873277296552
Position 270: 0.00011961958801430362
Position 1638: 0.00011939918654734811
Position 2617: 0.00011538588433125819
Position 1851: 0.00010771751220525006
Position 3692: 0.00010399679043447511
Position 20609: 0.00010349643040752117
Position 22659: 9.321315371254279e-05
Position 20605: 9.235363309089423e-05
Position 641: 8.868917618168582e-05
Position 20653: 8.296776149835863e-05
Position 2596: 7.801736011304643e-05
Position 1744: 7.582923811279731e-05
Position 1668: 6.975358539443145e-05
Position 514: 6.796588130871229e-05
Position 1993: 6.711683252499012e-05
Position 2033: 4.893085783448977e-05
Position 21462: 4.5318384836366023e-05
Position 406: 4.1509221264555565e-05
Position 995: 3.9753518291648596e-05
Position 1592: 3.835353227618915e-05
Position 399: 3.0254094833309054e-05
Position 502: 2.859493635357916e-05
Position 4746: 2.738679151480189e-05
Position 1704: 2.55466278301393e-05
Position 1504: 2.2729264549288118e-05
Position 3012: 2.2179448209745098e-05
Position 1612: 2.2066035246164943e-05
Position 1148: 2.1328252846709532e-05
Position 1330: 2.0975029796794387e-05
Position 518: 7.853393278489814e-06
Position 430: 6.602480424747669e-06
Position 1684: 6.5445941024613475e-06
Position 1205: 6.498102846780691e-06
Position 1559: 6.339269090370913e-06
Position 3586: 5.833156254985228e-06
Position 1810: 5.445897165753697e-06
Position 375: 5.197288201932787e-06
Position 415: 5.006566474031894e-06
Position 215: 4.84873049743642e-06
Position 15683: 3.6208678295443318e-06
Position 192: 2.0972177117351255e-06
Position 371: 1.9639385908868684e-06
Position 816: 1.5162604287644127e-06
Position 423: 1.3880497918059866e-06
Position 643: 1.0946585832187764e-06
Position 1831: 9.297004612012121e-07
Position 1358: 7.495660038716399e-07
Position 198: 7.408903361103397e-07
Position 794: 7.326613905580697e-07
Position 229: 6.557417408244443e-07
Position 1106: 5.601776359124185e-07
Position 530: 5.08106991102902e-07
Position 719: 4.644027304691709e-07
Position 9347: 4.611234629728215e-07
Position 8021: 4.3891866280408645e-07
Position 797: 4.222632824253355e-07
Position 121: 2.260718799132837e-07
Position 572: 1.8144700061773477e-07
Position 222: 1.55453416728539e-07
Position 9134: 1.3376136833288304e-07
Position 1255: 9.189950400793144e-08
Position 1026: 8.873272190353249e-08
Position 526: 8.364297686589942e-08
Position 537: 8.017625509022285e-08
Position 1562: 7.650727546338657e-08
Position 1741: 7.403639578426413e-08
Position 575: 6.894682393237102e-08
Position 1689: 6.55120933345043e-08
Position 7800: 6.467027454835384e-08
Position 1286: 6.339411405943992e-08
Position 649: 6.139987172598157e-08
Position 3731: 5.977113998219979e-08
Position 1030: 5.6664699187808206e-08
Position 1512: 5.639928770405285e-08
Position 1355: 4.9946333264096786e-08
Position 1227: 4.727349087258458e-08
Position 9440: 4.5101040734683325e-08
Position 5306: 1.7183195661495385e-08
Position 118: 8.316032181161177e-09
Position 1305: 7.994179780807883e-09
Position 6195: 6.757780828967257e-09
Position 3980: 4.423720996892298e-09
Position 3941: 4.201445230692153e-09
Position 208: 4.150677202474144e-09
Position 1084: 5.722521370730091e-10
Position 722: 5.26321511306697e-10
Position 544: 3.740976456074174e-10
Position 541: 3.715535571444763e-10
Position 1062: 7.684318731717915e-11
Position 552: 4.459457592414313e-12
