Gene = Flacc1
Position 1080: 1.1938659433249387e-06
Position 1313: 1.0715207333353268e-06
Position 2044: 8.413781324798196e-07
Position 1131: 6.870596479623394e-07
Position 993: 6.82139931973457e-07
Position 1050: 6.755777978038875e-07
Position 355: 6.413362194781519e-07
Position 165: 6.219461418056382e-07
Position 833: 6.185055060991067e-07
Position 1230: 5.850861193950403e-07
Position 353: 5.681353005037826e-07
Position 2129: 5.387337162299348e-07
Position 1309: 4.5030728720397535e-07
Position 1400: 4.4787236954255035e-07
Position 2381: 4.460074697404346e-07
Position 952: 4.38171729090654e-07
Position 1452: 3.668856179391215e-07
Position 1722: 3.601974717383292e-07
Position 1025: 2.517114232410633e-07
Position 804: 2.2014778265077411e-07
Position 734: 2.1913261102664151e-07
Position 1018: 1.8743609894477102e-07
Position 2467: 1.8095683625986996e-07
Position 1043: 1.7393560368626262e-07
Position 90: 1.4889920306497993e-07
Position 1732: 1.3869137345925513e-07
Position 1200: 1.3700302943498525e-07
Position 1332: 1.0855832660893714e-07
Position 1070: 9.887278002662902e-08
Position 642: 9.780729455884971e-08
Position 1337: 7.24485293175156e-08
Position 997: 6.978491674919517e-08
Position 1351: 6.850584547389546e-08
Position 85: 5.56335837417137e-08
Position 885: 3.978489454528684e-08
Position 1032: 3.3796640817403006e-08
Position 2609: 2.952155235899328e-08
Position 255: 1.0922022407100579e-08
Position 241: 9.622770189653877e-09
Position 1030: 6.066172743200045e-09
Position 1724: 3.776322065539762e-09
Position 1728: 3.4847727358105146e-09
Position 806: 3.2016683306571726e-09
Position 2178: 2.612441438133014e-09
Position 1063: 2.521421905770377e-09
Position 437: 2.4851983422621013e-09
Position 426: 1.9606790059929496e-09
Position 812: 1.883962473905188e-09
Position 1504: 1.4872675149845125e-09
Position 1533: 4.273259424024605e-10
Position 1507: 2.837551318234404e-10
Position 216: 2.3200022639971046e-10
Position 446: 7.129232349082219e-11
Position 450: 2.1922604274726596e-11
Position 461: 4.962157261765472e-13
