Gene = D1Ertd622e
Position 2452: 0.0048504912275657355
Position 8190: 0.004440396985726677
Position 15652: 0.004384350530852706
Position 7502: 0.0042444280760204735
Position 2566: 0.004199575650910565
Position 4528: 0.004074007120285073
Position 991: 0.0038938527677724456
Position 8097: 0.0038138926225289747
Position 9485: 0.0036896357221307347
Position 1857: 0.0036802240679969086
Position 3081: 0.003441815868677048
Position 5943: 0.003113532919314249
Position 6334: 0.003067085184340431
Position 3107: 0.0030361327759363724
Position 9095: 0.0030120131179810074
Position 2349: 0.002990923309468111
Position 2202: 0.0028509341572928687
Position 429: 0.0028408172190886624
Position 3932: 0.002761264735909252
Position 8206: 0.002409245024897668
Position 2418: 0.002317927673689593
Position 3055: 0.0023049093629424404
Position 7120: 0.0020059025212541236
Position 5241: 0.0018814616108481415
Position 2415: 0.0017463633074901897
Position 3192: 0.0016330364857353584
Position 6096: 0.001551322982601015
Position 1596: 0.001512426406429939
Position 2619: 0.0014930209618642361
Position 368: 0.0014788159128933096
Position 5905: 0.0014041934804030988
Position 7990: 0.0011946474140786406
Position 3482: 0.001145263040809867
Position 3905: 0.0011357979993144689
Position 1633: 0.0011356397708084428
Position 2546: 0.0011062847408254038
Position 606: 0.0010731237238877061
Position 7583: 0.0010731041830774205
Position 2254: 0.0010153517156118433
Position 3127: 0.000986200545314153
Position 8106: 0.0009605639880557644
Position 843: 0.0008704766436087279
Position 434: 0.000854802090844748
Position 342: 0.0007839059830414478
Position 2467: 0.0006411292296496575
Position 3150: 0.000579954615833134
Position 9045: 0.0005129727065817459
Position 7799: 0.00041994928117013175
Position 11151: 0.0004165757953479807
Position 10298: 0.0004158162846010291
Position 12569: 0.00036307236729864927
Position 7884: 0.00035219819821021096
Position 9394: 0.00035023284686047765
Position 362: 0.0003376924796465255
Position 8835: 0.0003176431206996718
Position 2626: 0.00031682409735429254
Position 3188: 0.0003049068350792047
Position 682: 0.00028881691198084843
Position 3596: 0.00024351970096757778
Position 8949: 0.00023742050897226596
Position 7559: 0.00023137020943777314
Position 3001: 0.0002301260652493939
Position 2481: 0.0002299719126378134
Position 5996: 0.00020581500855519326
Position 3202: 0.00019059905318050062
Position 3249: 0.0001867669523224067
Position 4054: 0.00017375316680860414
Position 3254: 0.0001736584715048381
Position 2652: 0.00015633523602914787
Position 1614: 0.0001557072808023066
Position 9233: 0.00013382253934483655
Position 4288: 0.00013274357096568768
Position 3190: 0.0001324587182144409
Position 2869: 0.00011903274200735452
Position 2221: 0.0001169855540443575
Position 946: 0.00010978381809870605
Position 849: 0.00010352180068329163
Position 1599: 0.00010120646795267916
Position 8380: 9.872579228290318e-05
Position 346: 9.501724886884876e-05
Position 3007: 8.380523321475801e-05
Position 2301: 7.690803766463103e-05
Position 1015: 7.332851146493379e-05
Position 2182: 7.235676610415571e-05
Position 573: 6.984678575198338e-05
Position 5056: 6.876836426417013e-05
Position 4158: 6.779165021253269e-05
Position 3715: 6.639654950692326e-05
Position 927: 6.321750008637082e-05
Position 1959: 6.0375217133259707e-05
Position 2573: 5.6165041409178646e-05
Position 3908: 4.932444963960723e-05
Position 1763: 4.742282968971267e-05
Position 1635: 4.7150479454888403e-05
Position 2010: 4.44355748338814e-05
Position 5094: 4.382559266741031e-05
Position 3542: 4.218891379437619e-05
Position 2588: 4.0815694961110037e-05
Position 686: 3.754926083472983e-05
Position 1021: 2.910776455588868e-05
Position 2420: 2.9092051479622267e-05
Position 5720: 2.1720337059962093e-05
Position 3924: 2.0393153787135312e-05
Position 1767: 1.820208812150698e-05
Position 8033: 1.6402979903921907e-05
Position 5137: 1.3391776305088098e-05
Position 5195: 1.3310837495354989e-05
Position 1048: 1.2758161128394334e-05
Position 786: 1.1343890447443986e-05
Position 514: 9.74373239069788e-06
Position 1541: 3.4158803962320513e-06
Position 3345: 3.099845890703938e-06
Position 165: 3.094827300837204e-06
Position 1643: 2.829154532727233e-06
Position 3624: 2.5575337433242626e-06
Position 593: 2.3621838417657883e-06
Position 439: 2.2005367704273587e-06
Position 2232: 2.028650846150075e-06
Position 555: 1.797321601965021e-06
Position 629: 1.7718310571931909e-06
Position 2209: 1.4869123082105562e-06
Position 1942: 1.2964223515721668e-06
Position 950: 1.185089673478026e-06
Position 2104: 1.0300245285936506e-06
Position 216: 9.586851750999566e-07
Position 2391: 8.672671264857774e-07
Position 2323: 8.427429460097874e-07
Position 1071: 7.072295083676953e-07
Position 1294: 6.515084799633062e-07
Position 690: 6.047655067085235e-07
Position 2016: 5.778101526158354e-07
Position 1224: 4.3203532275426894e-07
Position 2824: 4.069996967794748e-07
Position 1348: 3.530957693812565e-07
Position 856: 3.4704163713546103e-07
Position 2359: 3.4455471235274644e-07
Position 497: 3.355457050923743e-07
Position 823: 3.2831376994875077e-07
Position 328: 2.645580423499542e-07
Position 1400: 2.5615398518294935e-07
Position 963: 2.23684322301723e-07
Position 819: 2.108861868012996e-07
Position 1068: 1.5935040009870653e-07
Position 765: 1.5866712203816147e-07
Position 1268: 1.5169487791773022e-07
Position 2239: 1.443215784356927e-07
Position 1775: 1.1837274304386624e-07
Position 694: 9.937731552934622e-08
Position 1655: 9.916519501463406e-08
Position 1110: 9.639401413918954e-08
Position 1250: 7.50229952924423e-08
Position 584: 6.647328912954334e-08
Position 1210: 5.801816367591275e-08
Position 350: 5.611448507544887e-08
Position 2139: 5.5380027254371275e-08
Position 1658: 5.068109997607362e-08
Position 2073: 4.541485267145666e-08
Position 2376: 4.113252697458539e-08
Position 646: 3.188677064647352e-08
Position 877: 2.8460667704168005e-08
Position 218: 2.7484624266905432e-08
Position 292: 2.6157600369562013e-08
Position 586: 2.2517710775942846e-08
Position 1259: 2.0468236028439072e-08
Position 2044: 1.4305699548691324e-08
Position 867: 1.3375331170050345e-08
Position 2924: 1.3341396180633329e-08
Position 2064: 1.3180607036104693e-08
Position 3016: 1.2225407772907269e-08
Position 880: 5.766307279207044e-09
Position 1118: 3.427297951422825e-10
Position 959: 2.8339727322229827e-10
Position 1125: 2.5833023135589716e-10
Position 795: 2.2061996023551622e-10
