Gene = Smr3a
Position 1017: 2.6806865485728567e-05
Position 3560: 2.6113364756581566e-05
Position 2840: 2.301150470066723e-05
Position 1773: 2.2894829356032372e-05
Position 1560: 2.2000178562718085e-05
Position 866: 2.182090072721133e-05
Position 1287: 2.1323408966151684e-05
Position 241: 1.932140661777159e-05
Position 2364: 1.78086383753601e-05
Position 1608: 1.770693711008342e-05
Position 2525: 1.7119387949561612e-05
Position 1618: 1.7075721621041925e-05
Position 779: 1.4726429151547394e-05
Position 479: 1.3688266275696227e-05
Position 708: 1.267720638334502e-05
Position 2782: 1.2065746625587257e-05
Position 2772: 1.1455667031298502e-05
Position 1396: 9.979668255972922e-06
Position 1991: 7.897223967547922e-06
Position 1274: 5.446881187596683e-06
Position 2179: 5.205196661402634e-06
Position 1099: 4.219745297055009e-06
Position 1653: 4.12006584973717e-06
Position 1779: 3.8283716122782296e-06
Position 916: 3.7767858920568758e-06
Position 1342: 3.1532869496995695e-06
Position 2185: 2.8362053595031783e-06
Position 487: 2.2408442241661312e-06
Position 2006: 2.1880986412381936e-06
Position 2454: 1.92521746825976e-06
Position 2633: 7.532948080060972e-07
Position 3525: 6.162243752612623e-07
Position 1694: 2.9810133281976745e-07
Position 829: 1.1407675165821446e-07
Position 277: 9.945867941406178e-08
Position 493: 7.293620855750503e-08
Position 578: 2.9148183912235938e-08
Position 1135: 2.1161172316014032e-08
Position 924: 1.5637481067985307e-08
Position 205: 1.417169472940214e-08
Position 550: 1.3914630937684713e-08
Position 552: 1.1336144581562552e-08
Position 720: 8.930035183291753e-09
Position 781: 6.56236035658822e-09
Position 291: 4.1626293026816094e-09
Position 620: 3.9304930305636605e-09
Position 735: 2.472910763203196e-09
Position 731: 1.5956133226966515e-09
Position 729: 1.4347000759363677e-09
Position 252: 8.533216842480315e-10
Position 559: 1.2987725098388284e-11
Position 127: 4.8941803380542355e-12
Position 124: 8.205787880690793e-13
