Gene = Vxn
Position 1648: 7.919366238960157e-06
Position 12211: 7.917858967664878e-06
Position 859: 7.89701317285051e-06
Position 1728: 7.6221605637581705e-06
Position 2261: 7.613867851042225e-06
Position 1776: 7.543196210595636e-06
Position 13039: 5.854509835773122e-06
Position 906: 5.735166347268718e-06
Position 220: 5.684514562775936e-06
Position 14112: 4.622095384397423e-06
Position 424: 4.4100833291635116e-06
Position 734: 4.349309284294353e-06
Position 2716: 4.291353058574452e-06
Position 1931: 4.276863055203008e-06
Position 12304: 4.211506397514651e-06
Position 975: 4.209681803314485e-06
Position 1249: 4.130560074939923e-06
Position 3313: 3.93615003733692e-06
Position 676: 3.691679601465569e-06
Position 252: 3.6546567773055254e-06
Position 544: 3.329830843487973e-06
Position 2680: 2.9918336506835956e-06
Position 1261: 2.829678133365024e-06
Position 1197: 2.75262506066695e-06
Position 939: 2.5598211016731106e-06
Position 870: 2.552564676926432e-06
Position 1951: 2.4164983529458385e-06
Position 930: 2.311579659173262e-06
Position 1953: 2.297268909945514e-06
Position 12346: 2.0971061984654366e-06
Position 2561: 1.7598258573658428e-06
Position 12449: 1.6293193042115926e-06
Position 5576: 1.5612975904692414e-06
Position 3360: 1.4719678881925232e-06
Position 686: 1.1232667466136343e-06
Position 239: 1.1153825023946693e-06
Position 1045: 1.0492771007235137e-06
Position 381: 1.0132702311692569e-06
Position 760: 8.829501979717218e-07
Position 849: 8.132244276742915e-07
Position 1757: 7.850179774259161e-07
Position 262: 6.763872587006025e-07
Position 3225: 6.679893879916661e-07
Position 337: 6.358651362501665e-07
Position 456: 5.011132154207468e-07
Position 1337: 2.8568395511084284e-07
Position 1286: 2.5039255390577733e-07
Position 166: 1.4339367950875416e-07
Position 314: 1.1865447328580675e-07
Position 2861: 1.012128971268096e-07
Position 210: 9.83258731677759e-08
Position 1395: 9.026823956207901e-08
Position 297: 8.653822488429543e-08
Position 2927: 6.942339350734449e-08
Position 2933: 6.648174626357992e-08
Position 250: 4.4538721723661566e-08
Position 152: 3.251615251509034e-08
Position 339: 3.104315339614491e-08
Position 748: 2.718789963869931e-08
Position 206: 1.8257620703171867e-08
Position 762: 1.6651868056355666e-08
Position 801: 7.369311414841393e-09
Position 178: 7.296353017947112e-09
Position 414: 4.604822458345847e-09
Position 182: 2.5662285972196455e-09
Position 113: 1.285025688748677e-09
Position 79: 1.1954541019195604e-09
Position 186: 9.412374777510046e-10
Position 190: 9.275037078255849e-10
Position 169: 3.9889571750409226e-10
Position 194: 3.220305305995466e-10
Position 124: 2.2391560463900768e-10
Position 103: 1.7557334413983128e-10
Position 133: 9.873992669100102e-11
Position 126: 1.610376388547176e-11
Position 120: 8.471121465880162e-12
Position 118: 3.7664451856207826e-12
Position 910: 2.9177677219270203e-13
