Gene = Rec114
Position 1065: 1.2490244664571877e-05
Position 819: 1.0390979900627929e-05
Position 603: 8.731212863993278e-06
Position 1131: 8.54145767086886e-06
Position 76: 8.13015179753387e-06
Position 719: 6.846974589104387e-06
Position 525: 4.9907716479383565e-06
Position 426: 4.954429362354241e-06
Position 237: 4.435492800396859e-06
Position 329: 4.206078547688125e-06
Position 902: 3.2645418165219026e-06
Position 993: 3.190868054455622e-06
Position 475: 2.7491974871833494e-06
Position 1174: 2.686367758279867e-06
Position 259: 2.670541991110865e-06
Position 658: 2.612163422013426e-06
Position 490: 2.1861655877158764e-06
Position 685: 2.0093946749641913e-06
Position 965: 1.939130493187035e-06
Position 1085: 1.7581527030812625e-06
Position 3537: 1.6332625136543604e-06
Position 853: 1.561179590583157e-06
Position 583: 1.5270330501072547e-06
Position 799: 1.08545991547715e-06
Position 35: 1.0360754715704932e-06
Position 480: 1.0284509617451563e-06
Position 73: 9.687983383369957e-07
Position 326: 6.710103006109186e-07
Position 1234: 6.610820138200395e-07
Position 302: 6.480602412020283e-07
Position 1124: 5.92054329211066e-07
Position 812: 4.799239838790228e-07
Position 300: 4.1864638895355526e-07
Position 751: 3.786957481666972e-07
Position 738: 3.546815265892889e-07
Position 1126: 2.715023456700342e-07
Position 740: 2.5946498191714937e-07
Position 1002: 1.8563172859304792e-07
Position 545: 1.591411377493659e-07
Position 753: 1.1324811803488721e-07
Position 995: 9.803771648688698e-08
Position 19: 1.8229083393326887e-08
Position 341: 1.3084329185300042e-08
Position 495: 5.237268932676837e-09
Position 567: 8.142144746999832e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3410: 0.6112453540925572
Position 14064: 0.32976581046541165
Position 10323: 0.27523916882044785
Position 1217: 0.20797488086140678
Position 10010: 0.08949810550168924
Position 6263: 0.08503626660416848
Position 1397: 0.06352332677027991
Position 5032: 0.05909770600157547
Position 2483: 0.02721778456051093
Position 4168: 0.026237154815848707
Position 2423: 0.017329017100701276
Position 962: 0.017272813321609303
Position 928: 0.016665396909707
Position 13197: 0.016372773673502972
Position 3445: 0.01629257419245617
Position 10244: 0.0160851813036514
Position 9138: 0.0153103094097064
Position 11124: 0.014287908755131445
Position 9663: 0.013884263317653526
Position 7285: 0.01320205202603073
Position 9865: 0.011903858055801205
Position 5745: 0.010980913920380139
Position 10517: 0.00897968910851376
Position 6340: 0.008969679937516982
Position 10787: 0.008608056558596177
Position 4846: 0.008509611342822463
Position 2527: 0.008452880975506493
Position 4874: 0.008115667857612729
Position 7975: 0.008033697666919217
Position 2918: 0.007237081084324824
Position 3681: 0.0071411259357519585
Position 2497: 0.005889500918639723
Position 9580: 0.0057550172169052866
Position 4741: 0.005246666676971171
Position 6476: 0.005114487062695952
Position 1438: 0.004945602935868155
Position 2861: 0.004753819274502938
Position 3902: 0.004649408077360255
Position 2876: 0.00454997037830772
Position 1400: 0.004504017440585446
Position 3662: 0.004229869415254429
Position 1503: 0.004160774397175708
Position 1489: 0.0037460028350490946
Position 8840: 0.003635092245331443
Position 3848: 0.0035841791919500425
Position 6941: 0.003510583654815119
Position 4950: 0.0034170838628503697
Position 1146: 0.0033634788280535316
Position 362: 0.0033400465180512206
Position 5003: 0.003137389095798502
Position 3645: 0.0031041491094034603
Position 7785: 0.0030954261089159722
Position 6098: 0.003059536196579303
Position 2197: 0.0029290583808343567
Position 5548: 0.002774569548506365
Position 2444: 0.0027306524171522577
Position 4556: 0.002574500016334454
Position 5050: 0.0025249717147411803
Position 5668: 0.002504211440990153
Position 7413: 0.002457546657140664
Position 3938: 0.0024105366759608173
Position 1528: 0.0022267726458084732
Position 2450: 0.002074123419273368
Position 1468: 0.0020489663235942683
Position 1417: 0.0019200836932217458
Position 2460: 0.0018974633895649452
Position 420: 0.0018449557822612771
Position 5129: 0.001834216937256808
Position 862: 0.0018267096560059429
Position 9076: 0.0015699633255832955
Position 5298: 0.001496508568442699
Position 4573: 0.00136926226280547
Position 5147: 0.0013042630170976093
Position 7427: 0.0012757064953566267
Position 4717: 0.0012173376411601462
Position 2662: 0.0010792181796665942
Position 1372: 0.001039637085952467
Position 2573: 0.0010193933598828674
Position 2932: 0.0009957820012059268
Position 4480: 0.0008464425956829341
Position 2121: 0.0008240012915200058
Position 3450: 0.0007557606543868855
Position 5430: 0.000689516797926426
Position 7010: 0.0006642812177092548
Position 4299: 0.0006607777285830693
Position 4822: 0.0006536324492870121
Position 1367: 0.0006365108623092648
Position 3755: 0.000632334674446737
Position 7312: 0.0006174523208601857
Position 5855: 0.0005758459418755856
Position 4359: 0.0005564672522771773
Position 5871: 0.0005386317965350267
Position 4192: 0.0005043583845702512
Position 4512: 0.00047130077039898985
Position 5709: 0.00045436634710107644
Position 824: 0.0004007286270865349
Position 4745: 0.00037899745499450605
Position 3976: 0.000376473623763316
Position 637: 0.0003695575291688836
Position 4253: 0.0003586240832619732
Position 5940: 0.0003402476810320152
Position 890: 0.00032161495201167464
Position 4444: 0.000298365683750391
Position 1149: 0.0002977842235113216
Position 2344: 0.0002977644948479856
Position 2937: 0.00026369609291972297
Position 2401: 0.00023456052289433035
Position 5443: 0.00023128006825538062
Position 661: 0.00022623202451931235
Position 5257: 0.00021666114773259324
Position 3866: 0.00021490058027846462
Position 2235: 0.0002040406861663221
Position 2127: 0.00018773123247197657
Position 3947: 0.0001871819949426671
Position 717: 0.00018356245616390723
Position 3598: 0.00015434687360248078
Position 368: 0.0001540441199869009
Position 4853: 0.0001463202516077464
Position 4500: 0.00012383794838249752
Position 2382: 0.0001188977760291336
Position 1299: 0.00011273369572635683
Position 2982: 0.00010779439641964962
Position 747: 0.0001073827696738392
Position 4211: 0.00010638139313669457
Position 1452: 9.862345461818765e-05
Position 1377: 9.192008292015574e-05
Position 1483: 9.180592258554407e-05
Position 1619: 9.1098840225068e-05
Position 1424: 8.650823241628491e-05
Position 3807: 8.596055037950626e-05
Position 3482: 8.297527049225203e-05
Position 311: 8.231135476725158e-05
Position 901: 8.023345437264212e-05
Position 1379: 7.647428759281446e-05
Position 567: 5.5839869523117576e-05
Position 1035: 4.8569577346456717e-05
Position 973: 4.723271283041939e-05
Position 982: 4.508704442078539e-05
Position 1544: 4.477517708992988e-05
Position 1833: 4.472014379055773e-05
Position 292: 4.364897542097653e-05
Position 2058: 3.8952216665431984e-05
Position 426: 3.570899857932206e-05
Position 791: 3.441382039158816e-05
Position 1409: 3.356011093362127e-05
Position 613: 3.023963187525562e-05
Position 3244: 2.7792784813230636e-05
Position 1072: 2.6927397145024554e-05
Position 1168: 2.4643242434026157e-05
Position 1287: 2.301986651364877e-05
Position 1647: 2.2398918975937937e-05
Position 2757: 2.2367121070026747e-05
Position 2635: 1.9311522322995306e-05
Position 1331: 1.85409771397016e-05
Position 1851: 1.6505477277459872e-05
Position 1032: 1.200169743763551e-05
Position 1081: 1.1780242029232789e-05
Position 538: 1.1298813902995887e-05
Position 992: 1.0555860560026921e-05
Position 253: 9.763405003515342e-06
Position 766: 9.325152536201824e-06
Position 1115: 8.204637869418172e-06
Position 3363: 7.165199032310982e-06
Position 245: 6.79360353705184e-06
Position 1227: 6.367895861776935e-06
Position 1234: 5.8771580785106635e-06
Position 1008: 5.533902226815194e-06
Position 461: 4.650242879049691e-06
Position 3692: 4.256354908830387e-06
Position 457: 2.995591837000412e-06
Position 778: 2.8222056794044386e-06
Position 1044: 2.7754002860635225e-06
Position 1156: 2.302001675086234e-06
Position 892: 2.1357424887329606e-06
Position 1582: 1.7932292555157363e-06
Position 1173: 1.4343221422110055e-06
Position 1508: 1.420437191589083e-06
Position 1240: 1.36926188657822e-06
Position 1022: 1.331499143709175e-06
Position 439: 1.177865000633549e-06
Position 431: 1.0808784442641593e-06
Position 594: 1.0655332460033508e-06
Position 831: 1.0234237888460774e-06
Position 1445: 1.0203997867285888e-06
Position 1229: 9.821977146168124e-07
Position 2245: 8.213924444458344e-07
Position 314: 7.392826570033856e-07
Position 441: 7.032534733402438e-07
Position 242: 6.773177406536349e-07
Position 666: 6.754682432047229e-07
Position 1119: 6.45833793982365e-07
Position 598: 5.241823140143148e-07
Position 1260: 4.802674213950425e-07
Position 1257: 4.2167792142079197e-07
Position 265: 2.9473118408525593e-07
Position 273: 2.7775302300200563e-07
Position 678: 2.2824209374948702e-07
Position 317: 2.0040669978852705e-07
Position 1253: 1.4935900702562548e-07
Position 172: 1.48462533022273e-07
Position 1050: 1.4788153680360044e-07
Position 320: 1.1823140267731248e-07
Position 217: 9.382647112610412e-08
Position 525: 7.236094852422185e-08
Position 135: 7.224682975291043e-08
Position 984: 6.473127914743976e-08
Position 468: 5.06751114036147e-08
Position 231: 4.837594672395424e-08
Position 685: 4.1951275555164135e-08
Position 152: 4.0102266543528075e-08
Position 326: 3.836313417208096e-08
Position 1365: 3.2828531478454926e-08
Position 1443: 2.8873772234845964e-08
Position 85: 1.3485121575188187e-08
Position 1162: 2.3638094444710766e-09
Position 540: 1.752538742108343e-09
Position 222: 1.6648124476747388e-09
Position 583: 1.642013033868385e-09
Position 576: 1.1155091070064656e-09
Position 209: 8.941636774133731e-10
Position 1046: 8.781110180469486e-10
Position 308: 7.749726999416829e-10
Position 193: 6.985697660624986e-10
Position 189: 4.3493995394138636e-10
Position 225: 3.883630457452392e-10
Position 177: 1.5297285355177106e-10
Position 184: 1.6951133788485658e-12
Position 202: 1.6819034252681546e-12
Position 143: 1.9638835795441943e-13
