Gene = Nenf
Position 665: 0.0004833479054177622
Position 1713: 0.0004143603014061593
Position 2426: 0.0003942333861919896
Position 8896: 0.00036496906195360884
Position 5010: 0.0003556616822863989
Position 503: 0.0003556316531098658
Position 409: 0.0003389514646090257
Position 1533: 0.000313569369402551
Position 150: 0.0002704806502918588
Position 1680: 0.00024429699616031794
Position 344: 0.00023399476628725355
Position 1379: 0.00022735859221745375
Position 415: 0.0002258548469913148
Position 2309: 0.00021679856881266695
Position 1455: 0.00020874616853326116
Position 2114: 0.00020382511892096905
Position 2612: 0.00018687952600027633
Position 854: 0.00016927774380969056
Position 2846: 0.0001600082207682174
Position 319: 0.00014751429774703228
Position 357: 0.0001361183153630219
Position 890: 0.00013528114657276495
Position 1342: 0.00012601637159957732
Position 3450: 0.00011999631720362302
Position 700: 0.00011985878200346475
Position 1228: 8.435744993753263e-05
Position 304: 8.305915786624799e-05
Position 4166: 8.01092430971791e-05
Position 1387: 7.479247311777111e-05
Position 399: 6.905076684716143e-05
Position 3611: 6.19752100104787e-05
Position 856: 5.568872376406546e-05
Position 961: 5.4822380078743616e-05
Position 2175: 4.919676995165036e-05
Position 168: 4.575979636885055e-05
Position 1623: 4.471720699008236e-05
Position 2709: 4.438014228676062e-05
Position 2673: 3.3852557351706813e-05
Position 2432: 3.119620640205345e-05
Position 568: 3.115953641142819e-05
Position 488: 2.997694205424448e-05
Position 999: 2.823368682157935e-05
Position 1280: 2.732509782227727e-05
Position 1044: 2.636837910685468e-05
Position 174: 2.2592755987472913e-05
Position 1021: 2.2455094734675777e-05
Position 122: 2.068579190489128e-05
Position 714: 2.0167275551567914e-05
Position 1594: 1.8736337910472747e-05
Position 831: 1.8442587886341456e-05
Position 1243: 1.6648923349990506e-05
Position 523: 1.4270576817743428e-05
Position 1089: 1.3125757126991756e-05
Position 4652: 1.0840207702127086e-05
Position 950: 9.256387685928324e-06
Position 1167: 8.520121014694635e-06
Position 932: 8.460322814051581e-06
Position 1074: 8.070688500411364e-06
Position 477: 7.1135548595606975e-06
Position 20: 7.0445946660965755e-06
Position 1066: 6.8396821078045105e-06
Position 730: 6.60905585903257e-06
Position 2454: 6.414649790178035e-06
Position 1240: 6.28275117730157e-06
Position 612: 6.245858331993624e-06
Position 1538: 5.6963870541676296e-06
Position 781: 5.616761934499212e-06
Position 1458: 5.404811193374466e-06
Position 1389: 5.3501458923030166e-06
Position 935: 5.339042376720104e-06
Position 812: 3.7881040868906577e-06
Position 727: 3.7566828919105137e-06
Position 570: 3.6550617321939177e-06
Position 1225: 3.43219905259252e-06
Position 2468: 3.3107404161431553e-06
Position 610: 3.258491737051929e-06
Position 788: 3.045724533653891e-06
Position 462: 3.0425858807051104e-06
Position 1174: 2.438731432726874e-06
Position 1053: 2.280141464566208e-06
Position 76: 1.7976090442365548e-06
Position 444: 1.7282184750178036e-06
Position 1081: 1.6538312283605215e-06
Position 98: 1.6356472720949048e-07
Position 481: 8.31646451251018e-08
Position 56: 6.29476080005892e-08
Position 25: 4.35957769630146e-08
Position 1047: 3.832590070088285e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6673: 0.9365240542197346
Position 8171: 0.9159935656757223
Position 11104: 0.596302967208981
Position 1341: 0.49432829338207623
Position 5083: 0.4392357030342165
Position 2572: 0.397275318206296
Position 4585: 0.3576328060583877
Position 4890: 0.17702678920971743
Position 10980: 0.1378391761710714
Position 5380: 0.10960453124106677
Position 9580: 0.09859914567532425
Position 10776: 0.08109728588264939
Position 9661: 0.07157830769861975
Position 2761: 0.06608357534344562
Position 1468: 0.06537547931183521
Position 1904: 0.0595340377846282
Position 1910: 0.05696926516257914
Position 11068: 0.055770709214244894
Position 2794: 0.0494271867834392
Position 1907: 0.04770364998760747
Position 5120: 0.04665774083730396
Position 9605: 0.04290445308134521
Position 2728: 0.04172761641079628
Position 10217: 0.0350541992967071
Position 6338: 0.03359695226970402
Position 6425: 0.0322248181917931
Position 1901: 0.02853588465716113
Position 8730: 0.028312562649921554
Position 6833: 0.027700684561901005
Position 1571: 0.02554743688796533
Position 11151: 0.02287008635625988
Position 2775: 0.0228589083552168
Position 9273: 0.019600103269489584
Position 9636: 0.019044333017400914
Position 7846: 0.01667279967357264
Position 6919: 0.015334488716798869
Position 10576: 0.014767844533313248
Position 10432: 0.014030209394213313
Position 3387: 0.013866027744814132
Position 11192: 0.013403644457111168
Position 6100: 0.012821729219087228
Position 4910: 0.012066093597078562
Position 1913: 0.01169883313671157
Position 8700: 0.010960326533462695
Position 2817: 0.00893357758566494
Position 2766: 0.0086305520985611
Position 1533: 0.0074871809096819135
Position 2796: 0.0074280151934982734
Position 8809: 0.0064912929418542795
Position 6874: 0.006180460974990901
Position 6375: 0.006042673930548186
Position 10277: 0.0059136441525819315
Position 7802: 0.0054764269048918944
Position 4704: 0.0050399499556058125
Position 10750: 0.0048396189892846225
Position 1472: 0.004774937991739696
Position 9925: 0.004314154907563948
Position 2538: 0.0041870515750172775
Position 8063: 0.004180656660694738
Position 7760: 0.004089723894437764
Position 10066: 0.004009545358859354
Position 1898: 0.003949638773280054
Position 3338: 0.0038731288854003108
Position 10119: 0.0037033968152834673
Position 6015: 0.0036048378057124985
Position 1313: 0.0032368404987793407
Position 5402: 0.003095099135511638
Position 9059: 0.0030384659443802517
Position 1601: 0.003004671704896622
Position 10293: 0.002939264170398602
Position 6195: 0.002736726552531818
Position 10260: 0.0027191672796989864
Position 3637: 0.0026274690119109196
Position 7634: 0.002569622708011451
Position 7678: 0.0022856416335892632
Position 8215: 0.0021614057418383585
Position 4617: 0.0020557004381760217
Position 762: 0.002008521117104576
Position 7812: 0.001944390963294757
Position 8489: 0.001913797351023333
Position 7057: 0.0018037344210288138
Position 1592: 0.001797866983899451
Position 9206: 0.0017180540060764712
Position 9038: 0.0016958306877432854
Position 10546: 0.0015259609385810413
Position 6924: 0.0013275735064759418
Position 11122: 0.001225182411468402
Position 9190: 0.0011850705424766002
Position 8173: 0.001175279740621863
Position 8074: 0.001054330515790272
Position 11131: 0.001006916975757288
Position 5983: 0.001006466789674695
Position 3786: 0.0009663288761871659
Position 7653: 0.0009587545735275261
Position 4035: 0.0009345029960330761
Position 10399: 0.0009113032558365568
Position 1549: 0.0008817976149570518
Position 8347: 0.0008498439872843643
Position 9398: 0.000780169185024583
Position 8760: 0.0007750197196348947
Position 8875: 0.0007500918999169038
Position 1400: 0.0007458682108954072
Position 2509: 0.0007441344886308041
Position 1421: 0.0007100617703503762
Position 8985: 0.0007026785392651077
Position 11155: 0.0006867294999176578
Position 10179: 0.0006281922825829722
Position 5556: 0.0005823275713257074
Position 4005: 0.0005785465633351805
Position 6995: 0.0005623324056311038
Position 1221: 0.000547529647008021
Position 2224: 0.0004750253489223213
Position 3791: 0.0004615688351439312
Position 5294: 0.0004358076534103488
Position 10468: 0.0004074239051936658
Position 4650: 0.00040316589981188075
Position 8017: 0.0003977918379632386
Position 1895: 0.0003631759598618836
Position 3656: 0.0003589506796354785
Position 3601: 0.00033116079303341996
Position 10530: 0.0003222657685860731
Position 730: 0.0003134185615488166
Position 5140: 0.0003033203101393337
Position 2597: 0.0003003351611552189
Position 3761: 0.0002497612153099306
Position 905: 0.0002404920599096172
Position 1357: 0.00021955841735211406
Position 9139: 0.00018543418278198996
Position 1892: 0.000183251951493941
Position 8387: 0.00018132297935330452
Position 987: 0.0001686305189056181
Position 2133: 0.00016642401323171616
Position 1783: 0.00015714964498493537
Position 5160: 0.00011701404464991127
Position 477: 0.00011645821989848847
Position 8343: 0.00011193465509452957
Position 1319: 0.00011045693438170249
Position 9303: 0.00010372734006901489
Position 2732: 0.00010361771105839082
Position 1187: 0.00010356862382907112
Position 537: 0.00010322146711260026
Position 7987: 9.597141957399655e-05
Position 1585: 9.160492835495698e-05
Position 1920: 8.91970217153575e-05
Position 3409: 8.315635548120732e-05
Position 1209: 7.758958090525346e-05
Position 420: 5.558719374129924e-05
Position 1275: 4.961816932392644e-05
Position 437: 4.3043859579422074e-05
Position 1925: 4.2670745166865065e-05
Position 599: 4.156000561693956e-05
Position 1918: 4.139914165490506e-05
Position 8372: 4.048183883017415e-05
Position 8942: 3.956307135440078e-05
Position 3491: 3.9040275039604e-05
Position 1280: 3.8761857420967726e-05
Position 1643: 3.79204123584228e-05
Position 1888: 3.7148642447373645e-05
Position 1736: 3.6970976447343575e-05
Position 3509: 3.581822278032694e-05
Position 1616: 3.5744668672109526e-05
Position 1935: 3.4550201006912815e-05
Position 1196: 3.283841882795747e-05
Position 1886: 3.1211103647173556e-05
Position 1277: 3.0682594813908464e-05
Position 587: 2.9573916684165685e-05
Position 5254: 2.9468738136583102e-05
Position 1438: 2.7556995208038102e-05
Position 1884: 2.658842172768922e-05
Position 1890: 2.6458958146981887e-05
Position 1757: 2.5478183713653914e-05
Position 1930: 2.4992737515763847e-05
Position 1915: 2.3555958025781204e-05
Position 1167: 2.3272058585291847e-05
Position 1882: 2.2864551821504825e-05
Position 1880: 2.2513434447753017e-05
Position 1933: 2.243932419243892e-05
Position 1878: 1.9751124413820434e-05
Position 2251: 1.9404720321191362e-05
Position 1928: 1.886223508098653e-05
Position 2105: 1.8689002981952877e-05
Position 1079: 1.7918090995493052e-05
Position 2113: 1.6883119461607985e-05
Position 3610: 1.675721740849324e-05
Position 1876: 1.6635508038234927e-05
Position 1940: 1.600099326188261e-05
Position 739: 1.5337942365068984e-05
Position 1923: 1.4112110511321143e-05
Position 349: 1.3431705185346808e-05
Position 2545: 1.303580623630695e-05
Position 2169: 1.2869902794040715e-05
Position 1858: 1.2408190679124471e-05
Position 213: 1.2368489841462987e-05
Position 1874: 1.1764690810033984e-05
Position 1938: 1.0911845377432278e-05
Position 913: 1.0824024679878097e-05
Position 1943: 1.0795373266870142e-05
Position 1712: 1.0748138393139187e-05
Position 1872: 1.026806897837247e-05
Position 1405: 1.021754151393964e-05
Position 610: 9.472147886393627e-06
Position 766: 8.864145669233075e-06
Position 6981: 8.012983265504838e-06
Position 338: 7.912251362077814e-06
Position 1350: 7.73597252627947e-06
Position 1870: 7.344710919967595e-06
Position 2048: 5.348514239747746e-06
Position 251: 4.930659415363159e-06
Position 518: 4.5703807500126286e-06
Position 7995: 4.4733393337575755e-06
Position 2258: 4.318279573728757e-06
Position 353: 4.147757356870666e-06
Position 1363: 4.1361195193747946e-06
Position 677: 3.9447146634830214e-06
Position 957: 3.7786637129874634e-06
Position 1442: 3.6040887543665654e-06
Position 796: 3.0226307061664605e-06
Position 415: 2.3696905454407344e-06
Position 1866: 2.129123346603359e-06
Position 248: 2.1036017189395973e-06
Position 668: 1.8542694679568805e-06
Position 1671: 1.6782723773384188e-06
Position 2636: 1.4604118743440581e-06
Position 2611: 1.2085041120255199e-06
Position 1177: 1.1252737594822218e-06
Position 848: 1.045432541156793e-06
Position 1645: 1.0325230296056703e-06
Position 1024: 1.006137626959308e-06
Position 860: 9.994373881436411e-07
Position 1199: 9.666359502937745e-07
Position 1002: 8.815205132741443e-07
Position 874: 8.595195719420153e-07
Position 1301: 8.426441554002349e-07
Position 444: 8.276641309008313e-07
Position 788: 7.88366851592344e-07
Position 1608: 7.882335743177397e-07
Position 942: 7.662107652234679e-07
Position 174: 5.975204659171572e-07
Position 503: 5.701069521342995e-07
Position 639: 5.653384038344676e-07
Position 8362: 5.438410573352463e-07
Position 974: 5.405523616881317e-07
Position 245: 5.355589485109893e-07
Position 488: 5.130309633826192e-07
Position 514: 4.85259794722124e-07
Position 1087: 3.694599733893731e-07
Position 999: 2.9210064518432664e-07
Position 215: 2.593617243392778e-07
Position 183: 2.2329498432108235e-07
Position 642: 2.1064929256736381e-07
Position 501: 2.0647143442927972e-07
Position 197: 1.7314130617707433e-07
Position 1021: 1.6745332411069206e-07
Position 700: 1.5323045132368715e-07
Position 1284: 1.4337328093394412e-07
Position 840: 1.1995275303440655e-07
Position 965: 1.1463765768879208e-07
Position 689: 9.054685001543177e-08
Position 456: 7.266570782700592e-08
Position 3356: 5.708950018955191e-08
Position 3270: 5.5062851943125404e-08
Position 427: 5.425349531258861e-08
Position 1201: 4.049842702583533e-08
Position 1868: 1.3561351424484626e-09
Position 1864: 1.3498991041338525e-09
Position 1860: 4.2259534579443244e-10
Position 1862: 3.975004139521637e-10
Position 804: 6.152053718733706e-12
Position 704: 5.979980725092872e-12
Position 548: 2.8372163452468415e-12
Position 888: 2.848109825052481e-13
