Gene = Clpx
Position 619: 8.169941649416346e-06
Position 763: 7.237330833968296e-06
Position 669: 7.234425892658e-06
Position 674: 4.91869626646877e-06
Position 836: 4.5123440138895306e-06
Position 1409: 4.263585679523981e-06
Position 3341: 3.9924005919318525e-06
Position 72: 3.943069905177818e-06
Position 234: 3.311190695986274e-06
Position 2036: 2.9858512156924395e-06
Position 608: 2.8497099399526014e-06
Position 566: 2.610253179461452e-06
Position 3466: 2.3365526108640266e-06
Position 3128: 2.1973316698829443e-06
Position 246: 1.9361218686067544e-06
Position 360: 1.8894702531416163e-06
Position 46: 1.075986545885275e-06
Position 317: 9.98165799149907e-07
Position 557: 8.71923654009762e-07
Position 655: 7.71286829844222e-07
Position 631: 7.54094843455235e-07
Position 229: 6.957165888753458e-07
Position 573: 6.380328728690578e-07
Position 429: 5.030437808209296e-07
Position 489: 3.8255946245235335e-07
Position 612: 2.6062489421485656e-07
Position 1527: 1.4456502409630628e-07
Position 1136: 1.410019372560347e-07
Position 1023: 1.2371688653833844e-07
Position 2092: 9.846210609322625e-08
Position 1360: 9.546817361844353e-08
Position 1600: 7.89887341621607e-08
Position 2118: 6.673244186955132e-08
Position 594: 5.693255591719293e-08
Position 2272: 4.8684924100858553e-08
Position 1304: 9.730424465506467e-09
Position 1171: 9.36938135521804e-09
Position 657: 6.1277150217097014e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5640: 0.8633328432430593
Position 14068: 0.695062303706302
Position 14207: 0.4919652007064091
Position 15891: 0.3762533893278228
Position 17014: 0.21827907408846337
Position 7533: 0.20615773792759448
Position 19791: 0.15625224568500207
Position 10182: 0.15473315745432645
Position 17837: 0.1139192874342592
Position 15606: 0.11013891538127622
Position 923: 0.10875831982770352
Position 14227: 0.10475227746138821
Position 20242: 0.08935068348917986
Position 14722: 0.07562944509054545
Position 4376: 0.06637280887469232
Position 10203: 0.06396060317873443
Position 4315: 0.0621974128543392
Position 14270: 0.060462683124512695
Position 3608: 0.0604152537034756
Position 7587: 0.04968869151895863
Position 4195: 0.04069442762743009
Position 195: 0.022858543542796456
Position 10625: 0.018175785514168766
Position 4157: 0.014583326783235344
Position 14884: 0.012531839004753659
Position 10154: 0.01201442094667829
Position 10186: 0.01191301749796915
Position 3402: 0.011289310876475039
Position 2954: 0.011215542667451213
Position 2195: 0.009592549900672221
Position 990: 0.009367210280440259
Position 8697: 0.009302876087969276
Position 2644: 0.008776169249618791
Position 7382: 0.006085680354287162
Position 856: 0.005442747554260668
Position 2433: 0.0050911447979309025
Position 3733: 0.005032695379822556
Position 15567: 0.004643304116308216
Position 631: 0.003883120179627937
Position 8099: 0.003749929413791743
Position 4873: 0.0036701816402578465
Position 1042: 0.0033620809409176337
Position 7741: 0.0033545126470080613
Position 9329: 0.0031933558708435806
Position 5200: 0.003119486487978209
Position 12590: 0.0029937037927659955
Position 9367: 0.002819089158815635
Position 4113: 0.002812594384353764
Position 7916: 0.002796041421005143
Position 2250: 0.0025967429922178886
Position 9549: 0.0024920453245628445
Position 1834: 0.002392802627430504
Position 3338: 0.002344099608813511
Position 1786: 0.00224468313796296
Position 1859: 0.002218343099875976
Position 2864: 0.002157645195778107
Position 718: 0.002076732795764306
Position 5468: 0.0018887853329039523
Position 9352: 0.0018366364409343086
Position 1919: 0.0016289925950599888
Position 1946: 0.0015088677010605196
Position 3546: 0.0014993508293159679
Position 647: 0.0014457539279156425
Position 1148: 0.0013539963802455554
Position 4395: 0.0012490189325176251
Position 3983: 0.0011964965364672294
Position 527: 0.0011549590010120202
Position 1790: 0.0011438009702197114
Position 7416: 0.0010621770975815495
Position 5705: 0.001011317383901185
Position 1673: 0.0009377437263870378
Position 578: 0.0009362094531659584
Position 111: 0.0008563664936482261
Position 1567: 0.0008317869102458519
Position 6812: 0.0008278697462555967
Position 3268: 0.0007187490779236297
Position 8022: 0.0006936986748317339
Position 3241: 0.0006733040756850984
Position 9501: 0.0006507966631073878
Position 2906: 0.0006405802991998198
Position 8200: 0.0005719402354970541
Position 10766: 0.000556501563584976
Position 5988: 0.000547031346578628
Position 1397: 0.0005210464266231316
Position 1421: 0.0005104458491648691
Position 11690: 0.0005098748770548809
Position 5521: 0.0004962144617766598
Position 11279: 0.00048150381570005404
Position 2310: 0.0004768668096781994
Position 383: 0.000467200834465314
Position 6773: 0.00046264362770602154
Position 1805: 0.00045202032058584105
Position 830: 0.00044184927640693084
Position 215: 0.0004261759571134244
Position 10518: 0.0003658319437628198
Position 3566: 0.0003538284228752306
Position 2499: 0.0003354535099667416
Position 2536: 0.0003091748043589604
Position 10964: 0.00030589857395561587
Position 1898: 0.00030319255163174504
Position 1927: 0.000277802475905178
Position 1594: 0.00027535029859636015
Position 3035: 0.0002735499085075241
Position 9450: 0.00027015494139854987
Position 2860: 0.00026289592241645623
Position 6780: 0.00024791179884102666
Position 2737: 0.0002454521636658452
Position 1004: 0.0002346475450120795
Position 3287: 0.00022723721760962515
Position 1549: 0.00022354196645636213
Position 2968: 0.00022109511672706487
Position 1939: 0.00021970551089216494
Position 441: 0.00021520948054196574
Position 5477: 0.0002088129546522428
Position 935: 0.00020297635402227623
Position 864: 0.00020250221540863951
Position 9895: 0.0001962110420128041
Position 2338: 0.00019470583279652286
Position 1247: 0.0001916294329351781
Position 6706: 0.00018579245912686231
Position 380: 0.0001854037910958454
Position 5953: 0.00018363621756203893
Position 116: 0.0001772748651104346
Position 2767: 0.00017227356302758638
Position 5670: 0.00016043506484408437
Position 2673: 0.00015956206591770153
Position 9555: 0.00014731540618532384
Position 301: 0.00014518353473689372
Position 1911: 0.00013839439011545377
Position 392: 0.0001381541339452736
Position 137: 0.00012177001520908922
Position 5972: 0.00012057567202957675
Position 6017: 0.00011654629876407078
Position 2204: 0.0001073695606189461
Position 5534: 0.00010046948679552837
Position 378: 9.977257733165967e-05
Position 1950: 9.276285228507241e-05
Position 1873: 9.198873261054963e-05
Position 690: 9.0402889107121e-05
Position 653: 9.034987717994482e-05
Position 1894: 8.90391628564948e-05
Position 8434: 8.333593146884395e-05
Position 564: 8.312198422239605e-05
Position 1425: 7.875383653854656e-05
Position 5886: 7.668678459802386e-05
Position 1636: 6.713306817529692e-05
Position 1179: 6.649460747893626e-05
Position 7256: 6.047510666246751e-05
Position 7335: 5.620289283104155e-05
Position 132: 5.096825716721315e-05
Position 141: 4.939818754321999e-05
Position 6179: 4.7377281185322995e-05
Position 7305: 3.604813332587309e-05
Position 3921: 3.465690839512878e-05
Position 6493: 2.9305809831687175e-05
Position 6213: 2.084728632649102e-05
Position 3485: 1.962566526395237e-05
Position 6150: 1.745922163321519e-05
Position 5241: 8.59603484129389e-06
Position 6169: 8.590931166582466e-06
Position 3428: 8.472888403954406e-06
Position 5229: 5.6721722689541465e-06
Position 2252: 5.482006767665157e-06
Position 234: 5.160465412034895e-06
Position 128: 4.700181006249824e-06
Position 3523: 4.312734082189501e-06
Position 1707: 3.836586978828274e-06
Position 3473: 3.5582555206616415e-06
Position 3941: 3.473575649076045e-06
Position 3194: 3.294145317564651e-06
Position 1839: 3.2833785217609635e-06
Position 1515: 3.259251155410252e-06
Position 3465: 3.001770880502848e-06
Position 3159: 2.9143338427737794e-06
Position 2591: 2.904339507676892e-06
Position 1511: 2.814861451631853e-06
Position 2607: 2.6471079391687075e-06
Position 2216: 2.5484945758642825e-06
Position 226: 2.505291968954942e-06
Position 1244: 1.947561232382111e-06
Position 2467: 1.5911681410733641e-06
Position 2877: 1.4856228902543092e-06
Position 2230: 1.4468882424048186e-06
Position 2928: 1.4130899215132857e-06
Position 1504: 1.385210187563717e-06
Position 77: 1.3536310549751099e-06
Position 400: 1.3310748700403147e-06
Position 2139: 1.316287469365749e-06
Position 608: 1.2470697330823995e-06
Position 1207: 1.2053761050250205e-06
Position 1080: 1.1300712820346508e-06
Position 744: 1.1243824281635146e-06
Position 1077: 1.0447402875902499e-06
Position 2025: 8.77676891275807e-07
Position 702: 7.012260509027938e-07
Position 204: 6.965893403212523e-07
Position 472: 6.8327140566431e-07
Position 2100: 5.575002457461022e-07
Position 836: 5.142209796383172e-07
Position 770: 3.479451961065531e-07
Position 179: 3.327903251430041e-07
Position 410: 3.2829102591323476e-07
Position 1574: 2.904769810439165e-07
Position 2118: 2.75604224679694e-07
Position 1017: 2.536119313775454e-07
Position 1256: 2.5099308608121275e-07
Position 777: 2.4633475988613206e-07
Position 531: 2.0335892095537353e-07
Position 1357: 2.0070288828665597e-07
Position 352: 1.8693828577294645e-07
Position 1965: 1.7880668326851679e-07
Position 784: 1.7641326917368522e-07
Position 1482: 1.6057334205528855e-07
Position 1213: 1.5558987232967803e-07
Position 774: 1.5122025077983367e-07
Position 1027: 1.4249469808210772e-07
Position 489: 1.263714274608765e-07
Position 303: 1.1862486386967116e-07
Position 874: 1.1780999816352359e-07
Position 2104: 1.1053452654269382e-07
Position 1262: 1.0793900278576331e-07
Position 507: 9.90857095589552e-08
Position 5716: 9.351962556076954e-08
Position 1495: 7.983012108154727e-08
Position 1462: 7.817081676810814e-08
Position 1976: 7.624196800418911e-08
Position 1640: 6.883698033418518e-08
Position 145: 6.260728067843066e-08
Position 1522: 5.291245352980833e-08
Position 2819: 4.466412783301065e-08
Position 889: 4.438272904675022e-08
Position 419: 4.272009234486704e-08
Position 1012: 4.1429824593088894e-08
Position 1219: 3.390076420016483e-08
Position 541: 2.420036059352108e-08
Position 1428: 2.1304159074459567e-08
Position 1448: 2.1192928804378482e-08
Position 1407: 1.9821710419467332e-08
Position 1475: 1.933655428701785e-08
Position 324: 1.1649855656468891e-08
Position 1186: 9.897077219196361e-09
Position 1193: 8.449698106577792e-09
Position 952: 4.8432115249664925e-09
Position 937: 4.310663138448348e-09
Position 305: 3.0796244116690707e-09
Position 1171: 1.1797812757697096e-09
Position 882: 1.1279018037739323e-09
Position 317: 1.8279947357113954e-11
Position 314: 5.49010830904555e-12
