Gene = Parm1
Position 1328: 2.6911064133617778e-06
Position 699: 2.4340952015140816e-06
Position 653: 2.272637492804161e-06
Position 1218: 2.243153705286544e-06
Position 2297: 2.1699941582343124e-06
Position 942: 2.0238184236153326e-06
Position 706: 1.7034688377525795e-06
Position 1240: 1.60854528737883e-06
Position 633: 9.794081896716934e-07
Position 490: 6.661426149708156e-07
Position 499: 1.6845843789875125e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 8603: 0.32630230847696307
Position 342: 0.31391061317161667
Position 6391: 0.12135732541191051
Position 3947: 0.09776689365016863
Position 2545: 0.08845548915892615
Position 6006: 0.077927561163168
Position 1061: 0.06092167181304778
Position 4767: 0.05688099895395318
Position 10162: 0.05396296296946582
Position 11986: 0.046966885396331017
Position 574: 0.04453420445426499
Position 3702: 0.04231720543180781
Position 8922: 0.03782419129102468
Position 3766: 0.029759165832848496
Position 4632: 0.0289136911873358
Position 7776: 0.026092250743287356
Position 7993: 0.024358989282527617
Position 6047: 0.022385889898874148
Position 11254: 0.017974477907096144
Position 10344: 0.01796927460095886
Position 4151: 0.017235149112744656
Position 848: 0.01575615278541064
Position 5397: 0.014475120874895024
Position 6619: 0.012739223159837776
Position 2230: 0.012739138741111045
Position 2421: 0.012387793377579852
Position 3139: 0.01186196558018793
Position 7508: 0.011298755505566548
Position 6519: 0.01086848042345123
Position 5756: 0.009899361679151834
Position 2720: 0.009691972479496895
Position 5130: 0.008186430445495111
Position 6202: 0.007846114506522972
Position 361: 0.007427768370293215
Position 6766: 0.006840089037897698
Position 2070: 0.006368507686786399
Position 5412: 0.005603986415585432
Position 4854: 0.005312001085079987
Position 3706: 0.005264476604806268
Position 3638: 0.004923159986500478
Position 8395: 0.004911517328228783
Position 1547: 0.004721086549722673
Position 2128: 0.004639351344558657
Position 10425: 0.004595768992649897
Position 2012: 0.00442672090607109
Position 2916: 0.0041520739903948955
Position 8529: 0.0041437578062897855
Position 7023: 0.003957150736064971
Position 1389: 0.0036447600820807683
Position 2664: 0.003266397492092242
Position 8205: 0.002714217637532555
Position 7270: 0.002497582579362004
Position 3654: 0.0022039152000599125
Position 2025: 0.002138041328749979
Position 6840: 0.0019364023742296638
Position 3797: 0.0018426689767335582
Position 1873: 0.0015947705456454023
Position 8432: 0.0015572002999179187
Position 3588: 0.0014498865050643992
Position 4484: 0.001388277680325429
Position 3150: 0.0012676429244763505
Position 4117: 0.0011621580064484507
Position 2636: 0.0011214636284507743
Position 3177: 0.0010938205835775798
Position 5715: 0.0009720879869998423
Position 2424: 0.0007095365457017843
Position 5339: 0.0006537124936322584
Position 2893: 0.0006474517404159374
Position 927: 0.0006456800321859356
Position 934: 0.000638112028577433
Position 3615: 0.0006305477736657728
Position 699: 0.0006014018682619851
Position 5478: 0.0005994511789950724
Position 5207: 0.0005873097581357563
Position 6817: 0.0005585063208382498
Position 2092: 0.000524068877627587
Position 275: 0.0005188506478433241
Position 4702: 0.0005117414601138375
Position 2778: 0.0004970434008560025
Position 265: 0.00044197502556284643
Position 4923: 0.0004087636430270588
Position 1688: 0.0003823734740015032
Position 1095: 0.0003640722418833692
Position 3974: 0.00035945613927075435
Position 3842: 0.0003495986324372443
Position 1275: 0.0003001097091234647
Position 2729: 0.0002983159980125209
Position 499: 0.00029427032923933947
Position 1600: 0.0002813703999057725
Position 895: 0.0002593494814224645
Position 4510: 0.0002532714493494084
Position 2360: 0.00022553521124565222
Position 365: 0.00022039296512150976
Position 5161: 0.0002187000034871744
Position 2076: 0.00021634533285769662
Position 724: 0.0001911827910716215
Position 1440: 0.00018339254652194271
Position 1415: 0.00017259709340667638
Position 195: 0.0001676701514992565
Position 2327: 0.0001612140557952892
Position 2297: 0.00015576239355820316
Position 1521: 0.00013093353624391723
Position 4073: 0.00012047214691245057
Position 1118: 7.599475200090693e-05
Position 626: 6.652168162054334e-05
Position 676: 5.173291757929072e-05
Position 2846: 5.036516285607874e-05
Position 2400: 4.753374110319546e-05
Position 143: 4.60954390464899e-05
Position 798: 2.9186720800507983e-05
Position 854: 2.554253676995404e-05
Position 293: 2.4469292348306946e-05
Position 475: 2.191848170417753e-05
Position 482: 2.0590570875795113e-05
Position 93: 1.7318317070006006e-05
Position 758: 1.6901906868435703e-05
Position 881: 1.412502524635995e-05
Position 1519: 1.1702305079041977e-05
Position 813: 9.877782870776248e-06
Position 311: 9.425259019390424e-06
Position 3039: 6.7037900033778296e-06
Position 598: 6.033714190881988e-06
Position 367: 5.309961307202337e-06
Position 605: 4.775276745428237e-06
Position 815: 3.7261058078784674e-06
Position 391: 3.7041481708709983e-06
Position 2677: 3.1234487429887547e-06
Position 875: 2.161353300455486e-06
Position 451: 1.642948067257725e-06
Position 586: 1.508344044305779e-06
Position 682: 1.496467677243577e-06
Position 731: 1.4823049816191743e-06
Position 664: 1.381109938565247e-06
Position 619: 1.3455507176054864e-06
Position 102: 1.2168777403785535e-06
Position 287: 1.194186027596765e-06
Position 250: 1.1884764217549906e-06
Position 1004: 8.701029766557882e-07
Position 233: 7.452576902075928e-07
Position 900: 7.230169592303219e-07
Position 386: 6.298388851152833e-07
Position 459: 4.0955108250095314e-07
Position 907: 3.8739067672466956e-07
Position 726: 3.7439163602286217e-07
Position 244: 3.512465030320312e-07
Position 986: 2.707673719465481e-07
Position 748: 2.5940347940050807e-07
Position 409: 2.59209725361518e-07
Position 621: 2.360515976026544e-07
Position 887: 1.764826225928398e-07
Position 950: 1.546581505453758e-07
Position 1472: 1.2184230614601653e-07
Position 295: 9.843308396212993e-08
Position 382: 8.366352734599867e-08
Position 152: 6.35070064362255e-08
Position 216: 6.096105758338728e-08
Position 431: 5.5233729567407386e-08
Position 1100: 4.516245987787547e-08
Position 508: 3.343986931716142e-08
Position 443: 3.1768409055187954e-08
Position 424: 2.9265127629099984e-08
Position 211: 2.7487994559179162e-08
Position 213: 1.5427056728798137e-08
Position 411: 9.182860927701014e-09
Position 1158: 7.112561920116718e-09
Position 76: 4.826099999026286e-09
Position 512: 2.7198739482105917e-09
