Gene = Gsap
Position 6263: 0.004114767715740794
Position 329: 0.003723725436878336
Position 2516: 0.003413262878277477
Position 7158: 0.0033739265164493618
Position 298: 0.0032469192687519556
Position 15033: 0.003107774608220255
Position 13309: 0.002504495323532783
Position 1763: 0.00243180233296203
Position 5657: 0.0018456357833169204
Position 4360: 0.0017811987197862244
Position 944: 0.001713398024966093
Position 5772: 0.0015834306772424343
Position 1773: 0.0015492810613509818
Position 1334: 0.001531678213959454
Position 4148: 0.0015173991518656316
Position 340: 0.0014799751475872117
Position 4266: 0.0013374819154834102
Position 4768: 0.0013214911439115152
Position 663: 0.0013184346045275292
Position 9634: 0.0012309860362161105
Position 209: 0.0010647419476662718
Position 10410: 0.000874767768313167
Position 6045: 0.000792929102602528
Position 33: 0.0007909826349287827
Position 408: 0.000774390034376946
Position 3652: 0.0007247514387050287
Position 8661: 0.0007127149287571363
Position 1361: 0.0007029147057335918
Position 1163: 0.0005512116143070851
Position 13: 0.00048423811132421575
Position 1279: 0.00048078668222980913
Position 126: 0.00047713486256257127
Position 10685: 0.00041520098667808945
Position 8657: 0.00038317583842187964
Position 1319: 0.0003808377480522711
Position 455: 0.00037777683559470034
Position 6541: 0.0003393128876182987
Position 1858: 0.00028787988051597784
Position 1330: 0.00025431236771908926
Position 401: 0.00023465675476504368
Position 1409: 0.0002301905834837132
Position 429: 0.0002166339634426077
Position 8939: 0.00019910666114832568
Position 237: 0.00018653170861012303
Position 116: 0.00016758828080245362
Position 219: 0.00015942460333660366
Position 345: 0.0001548681012289175
Position 1143: 0.0001339388556282284
Position 803: 0.0001123957616881902
Position 532: 0.0001009855722280111
Position 89: 9.466110479536338e-05
Position 1525: 8.621353674712377e-05
Position 31: 7.980320893300277e-05
Position 295: 5.800277960447362e-05
Position 537: 5.6986075542597744e-05
Position 334: 5.444327771131376e-05
Position 307: 5.3981456951917735e-05
Position 104: 5.174305682765066e-05
Position 1491: 4.981812743968252e-05
Position 435: 4.642330036045569e-05
Position 1442: 4.499179274100993e-05
Position 1161: 4.222117459477944e-05
Position 286: 4.1746335934271865e-05
Position 904: 3.564504526289403e-05
Position 1308: 3.1576017060835957e-05
Position 1486: 1.2281302049891319e-05
Position 19: 1.1570212355362073e-05
Position 540: 1.0086441943234165e-05
Position 1640: 9.776953583295625e-06
Position 16: 9.648429361147144e-06
Position 1079: 9.593825705132533e-06
Position 1703: 9.38523124338519e-06
Position 1678: 9.061399928033813e-06
Position 613: 8.087986053373484e-06
Position 595: 7.257157284142979e-06
Position 508: 7.015185484809079e-06
Position 251: 6.762685343947267e-06
Position 654: 4.767746954750421e-06
Position 8451: 4.527632804002037e-06
Position 2220: 4.116020048851161e-06
Position 2279: 3.7377296174004513e-06
Position 668: 2.5164949883830533e-06
Position 356: 2.433833621369064e-06
Position 906: 2.2539472680930263e-06
Position 586: 2.1317054536510385e-06
Position 908: 1.908277803785118e-06
Position 845: 1.7919815928901483e-06
Position 888: 1.6983932529432466e-06
Position 709: 1.4808617767885738e-06
Position 516: 1.161989358315378e-06
Position 855: 1.0916103596690248e-06
Position 958: 1.0843120578428875e-06
Position 575: 1.0708920643338464e-06
Position 309: 8.490663887773926e-07
Position 1085: 6.788777715940333e-07
Position 701: 4.623500516904967e-07
Position 1332: 1.6669472900009473e-07
Position 593: 9.149807441986348e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8110: 0.9687287216053496
Position 5448: 0.620780725766663
Position 6906: 0.545691366138385
Position 1486: 0.5423928357206423
Position 1078: 0.2383170966137411
Position 9755: 0.21977552760980873
Position 13221: 0.2135404205490713
Position 18332: 0.17706303303955234
Position 20951: 0.1318859063195183
Position 15189: 0.0817325889757488
Position 21298: 0.07623779324948271
Position 14153: 0.07319159367004353
Position 13375: 0.0697612078966238
Position 12786: 0.059374862491983926
Position 16985: 0.044506568200850666
Position 7934: 0.04411753646155596
Position 1412: 0.03690325159694855
Position 14201: 0.03201258714029005
Position 1579: 0.03037755702944994
Position 679: 0.0299688959098172
Position 583: 0.026423116775563152
Position 1559: 0.02641377123364753
Position 8746: 0.02406117995657384
Position 13443: 0.02191127556963716
Position 690: 0.019891501377856793
Position 16672: 0.01969771341198423
Position 17815: 0.019021775662837775
Position 5490: 0.016091041788274425
Position 12978: 0.015724570697524667
Position 10448: 0.015029248536616344
Position 840: 0.014603708046737609
Position 1599: 0.013778218447236073
Position 12507: 0.013686537880123275
Position 12261: 0.012280809432561662
Position 9936: 0.011996466212431892
Position 9287: 0.011640226761551183
Position 18042: 0.011102047216085383
Position 5282: 0.01095267120805324
Position 9532: 0.010796868956439398
Position 630: 0.009984802893232924
Position 12936: 0.00968891784830321
Position 4332: 0.009504063054221107
Position 3942: 0.009204345002639346
Position 2389: 0.007790211961004799
Position 717: 0.007776306853225622
Position 9648: 0.007662740366880742
Position 12135: 0.00755177793482985
Position 1619: 0.007432736750821144
Position 13798: 0.0074118113712983704
Position 12849: 0.006744652805485847
Position 3444: 0.006472903817525374
Position 5508: 0.006162261846777055
Position 10137: 0.0058132623013063345
Position 7458: 0.005797963618319762
Position 9868: 0.005676891818881654
Position 8785: 0.005214561942045276
Position 16338: 0.00501532841354135
Position 14874: 0.004858873114809497
Position 1505: 0.0046829672490173125
Position 7021: 0.0046314507055177315
Position 9173: 0.0040465483963270195
Position 647: 0.0038173457116903926
Position 4115: 0.0036883755019490555
Position 7361: 0.003452989961238422
Position 3371: 0.0033943859630267154
Position 12491: 0.00271984841216602
Position 12600: 0.0027137950060499203
Position 13073: 0.0026998404188504016
Position 10820: 0.00269425978830839
Position 726: 0.0026688879447297614
Position 9272: 0.002660535530381399
Position 3601: 0.0026143855952149406
Position 1442: 0.0025985123892765865
Position 11869: 0.002540849356981628
Position 8386: 0.0024526081750393235
Position 8479: 0.002382530895386257
Position 384: 0.0022430302369098173
Position 723: 0.002220792210312921
Position 8271: 0.002141292579668087
Position 6120: 0.002060949219765421
Position 3530: 0.0020608728917864555
Position 14531: 0.002040427104237419
Position 4359: 0.001976287781424879
Position 3923: 0.0019261871386075293
Position 11666: 0.0018598061381684197
Position 10297: 0.0017285746368124414
Position 5929: 0.0017051538105833383
Position 7107: 0.0016991397495966694
Position 1293: 0.0016627348097587832
Position 5465: 0.0016533199887126156
Position 11481: 0.001635303378712836
Position 729: 0.0016105893656244198
Position 14466: 0.001601288882252647
Position 800: 0.0015799633298991516
Position 8797: 0.0014930310398141933
Position 484: 0.001356267085553638
Position 8591: 0.0012936515837852873
Position 10713: 0.0012000330050876084
Position 318: 0.0011852881241161007
Position 1539: 0.001179605640306918
Position 6087: 0.0011505149245900357
Position 12801: 0.0011033333238308271
Position 9610: 0.0010122968673009968
Position 11812: 0.0010022231962812972
Position 1259: 0.0008875172145252592
Position 8699: 0.0008448596607457762
Position 11469: 0.000802864480246089
Position 10217: 0.0007227243507275357
Position 8920: 0.0006994718139084362
Position 4639: 0.0006913749114417606
Position 7110: 0.0006431393222549693
Position 4606: 0.0006301162324697544
Position 803: 0.0006187048988726318
Position 739: 0.0006152645795263408
Position 4286: 0.0005886019613374088
Position 11435: 0.0005435953850871786
Position 10752: 0.000516413931681158
Position 699: 0.0004948369138840904
Position 12399: 0.000469731327461871
Position 3236: 0.00041591288288862137
Position 8763: 0.000364031331119756
Position 8341: 0.0003569331801514049
Position 527: 0.000341661376116502
Position 11438: 0.0003397152742472802
Position 6462: 0.0003393128876182987
Position 9371: 0.0003287149891975328
Position 11383: 0.00029330558304707026
Position 1522: 0.0002724351081948696
Position 11411: 0.0002626238837279184
Position 8408: 0.0002405599714510115
Position 9428: 0.000237945128357761
Position 845: 0.0002263841325757277
Position 2470: 0.0002234017838619095
Position 10787: 0.0001945913937551105
Position 10764: 0.000180931436991532
Position 12094: 0.00016367462274159816
Position 9500: 0.00012598116511140198
Position 1088: 0.00011058480988911635
Position 506: 9.27861278453761e-05
Position 749: 9.052979448426593e-05
Position 1229: 8.013716881442023e-05
Position 10604: 7.890142363842756e-05
Position 915: 7.425451373620365e-05
Position 8432: 6.942391512106168e-05
Position 870: 6.765164607251323e-05
Position 9559: 6.073351647694679e-05
Position 8298: 5.757524983087948e-05
Position 741: 5.237592062497935e-05
Position 488: 5.112143767932138e-05
Position 1270: 5.011157131859524e-05
Position 388: 4.573763021885145e-05
Position 420: 4.1126435714776324e-05
Position 444: 4.0948031614138616e-05
Position 824: 2.4935184598395856e-05
Position 2819: 2.4518281319794518e-05
Position 657: 2.2111884654682248e-05
Position 537: 2.192519162870754e-05
Position 282: 1.9670313361842378e-05
Position 530: 1.9653031572371094e-05
Position 654: 1.9197884198322876e-05
Position 139: 1.6667920641562322e-05
Position 659: 1.2608829317436893e-05
Position 2946: 1.2582925191103294e-05
Position 455: 1.224403915752622e-05
Position 661: 1.2016004839073388e-05
Position 2871: 9.416531954768786e-06
Position 1987: 9.368242266540771e-06
Position 2183: 8.868805335651777e-06
Position 112: 7.887727507328943e-06
Position 463: 7.723775844972823e-06
Position 532: 5.4862171839517485e-06
Position 2715: 5.0896433530335946e-06
Position 666: 4.727501282136607e-06
Position 810: 4.211605405233422e-06
Position 348: 4.087628543084466e-06
Position 1939: 3.5144206289166794e-06
Position 814: 3.4869738241946555e-06
Position 394: 2.9532067244330606e-06
Position 2369: 2.744723702244188e-06
Position 3625: 2.7286519403371623e-06
Position 2915: 2.105224397429362e-06
Position 1640: 1.2714286141526284e-06
Position 1525: 1.1252531566706148e-06
Position 1762: 1.1129174376824322e-06
Position 1418: 5.637292144717252e-07
Position 320: 5.218778730675214e-07
Position 327: 3.0448433764037067e-07
Position 242: 2.0134627176992122e-07
Position 406: 1.9827161829327235e-07
Position 322: 1.708315764566195e-07
Position 1131: 1.2837235576747593e-07
Position 401: 1.0376060664628561e-07
Position 126: 4.3017998787523286e-08
Position 339: 4.260506697373432e-08
Position 295: 3.978012512790779e-09
Position 953: 1.7121934534416664e-09
Position 219: 1.2451849240916088e-09
Position 165: 1.202926509036762e-09
Position 158: 2.988033530637804e-10
Position 227: 2.660198955585109e-10
Position 167: 2.1076820716252674e-10
Position 161: 1.5714209787083318e-10
Position 229: 1.0030166937778732e-11
Position 192: 8.508296972292211e-15
Position 170: 2.7213516661011367e-15
