Gene = Cd2bp2
Position 2842: 0.0005269533228259068
Position 238: 0.0004776186799633096
Position 306: 0.00044812889723149207
Position 755: 0.0004397890274109558
Position 577: 0.00041379582261369597
Position 110: 0.0003953689347908104
Position 2778: 0.0003826917377297994
Position 1355: 0.0003762098400531601
Position 996: 0.00035184175440864133
Position 273: 0.0003448404803374632
Position 2983: 0.0003216930129275339
Position 867: 0.00028631286900851813
Position 3841: 0.0002678010883210542
Position 3016: 0.0002270519499590554
Position 433: 0.00019671213505820394
Position 1324: 0.0001959023944538011
Position 130: 0.00019280457111404444
Position 987: 0.0001670504760302647
Position 5: 0.0001517016406821342
Position 1123: 0.00014228966182270157
Position 730: 0.0001364029449732248
Position 2729: 0.0001355279031997751
Position 1132: 0.0001269345597002864
Position 623: 0.0001254273562343272
Position 1093: 0.00012359273902396928
Position 465: 0.00012247967477944696
Position 243: 0.00011058518839435868
Position 4009: 9.715450743061686e-05
Position 971: 9.302533648486639e-05
Position 937: 9.091549781107622e-05
Position 533: 8.929757385305654e-05
Position 163: 5.2045745037767666e-05
Position 1955: 5.024791621317316e-05
Position 771: 4.634275501472418e-05
Position 909: 4.520811978524877e-05
Position 625: 4.1864241036855945e-05
Position 64: 4.095122464613686e-05
Position 1817: 3.942823186389327e-05
Position 398: 3.8649086437611885e-05
Position 2005: 3.751007248233427e-05
Position 1134: 3.281172371802804e-05
Position 487: 3.2491687421848886e-05
Position 736: 2.968325382289831e-05
Position 2086: 2.4748982835153626e-05
Position 590: 2.349386973205806e-05
Position 666: 2.26857994744561e-05
Position 408: 2.242064135512142e-05
Position 1972: 1.865080486063793e-05
Position 2072: 1.8566579092722486e-05
Position 1752: 1.6699655242855417e-05
Position 323: 1.4011589098205254e-05
Position 1860: 1.2897017086469338e-05
Position 785: 1.0663186414834894e-05
Position 1617: 7.17446742178548e-06
Position 2291: 6.453436083344985e-06
Position 1640: 5.953075092432212e-06
Position 2138: 5.002374132188453e-06
Position 1688: 4.679097552192585e-06
Position 270: 4.312781192225637e-06
Position 1005: 3.4438831349290513e-06
Position 1739: 3.3791367077429705e-06
Position 2754: 3.149057063284754e-06
Position 2765: 2.972758762559846e-06
Position 126: 2.813806511312522e-06
Position 1086: 2.3934670217569698e-06
Position 2314: 2.323154510510152e-06
Position 2625: 2.1196087393467215e-06
Position 870: 1.7243458492736907e-06
Position 2738: 1.6258892480161204e-06
Position 2967: 1.6246754960288232e-06
Position 1318: 1.5969234600084486e-06
Position 1911: 1.3207482503941937e-06
Position 1638: 1.1646594368772753e-06
Position 1690: 1.083643452326403e-06
Position 2608: 1.0306419095023981e-06
Position 1802: 1.013866586881792e-06
Position 94: 8.649667254959776e-07
Position 2370: 5.537613355968204e-07
Position 2498: 3.147702647630141e-07
Position 3011: 2.2563084791939793e-07
Position 2520: 1.2032032747097253e-07
Position 2815: 1.1471487377585888e-07
Position 2550: 1.0645499484365695e-07
Position 2480: 4.525478913185536e-08
Position 2485: 1.1733430005718392e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2069: 0.9870637270158552
Position 841: 0.8860521978497908
Position 1160: 0.745437731564975
Position 1358: 0.6787696619467217
Position 1878: 0.4671149410219522
Position 532: 0.3717925263160112
Position 2917: 0.36095205118022083
Position 1884: 0.24607379221372772
Position 2592: 0.20364163091726203
Position 1880: 0.19086504978123472
Position 1098: 0.17300835429695238
Position 1700: 0.12193457580011273
Position 538: 0.07804257783317267
Position 3092: 0.07279972451228402
Position 4191: 0.06856379233446182
Position 2369: 0.06081449540148613
Position 1646: 0.056440127599234086
Position 3996: 0.05218541193269098
Position 1580: 0.04853041941843367
Position 863: 0.03356283011946369
Position 866: 0.032575908719221454
Position 321: 0.02917666656718749
Position 372: 0.024824709911604678
Position 2617: 0.024783818646788754
Position 4321: 0.022838903556465624
Position 2305: 0.020672838140555354
Position 2550: 0.020665499461920454
Position 1510: 0.019315567321204992
Position 3668: 0.01810457082822591
Position 2501: 0.017705010735789575
Position 588: 0.012683790699397839
Position 1068: 0.012040860431915068
Position 2698: 0.011941588956906926
Position 1123: 0.011361453683306324
Position 3940: 0.01128957413356238
Position 3763: 0.01044552182397542
Position 3798: 0.008318549403859442
Position 453: 0.008269879956694376
Position 3968: 0.00819172536370666
Position 1972: 0.0077214475005023785
Position 776: 0.007611369375364015
Position 1792: 0.007506290579625581
Position 3796: 0.007390763937324506
Position 2346: 0.007315634282523148
Position 1679: 0.006925485473651466
Position 1886: 0.0061745277367298255
Position 3833: 0.005938647289190943
Position 3001: 0.00522061290255668
Position 555: 0.004905805778841772
Position 544: 0.004682853858913702
Position 4283: 0.004449315146207066
Position 890: 0.004217899887626355
Position 2259: 0.004098392825459132
Position 2285: 0.003289141959294302
Position 1394: 0.003213495039655438
Position 3642: 0.002983960700812595
Position 4095: 0.00262790069207373
Position 3487: 0.002482614013695667
Position 3840: 0.002462498168037394
Position 4069: 0.002456038471199326
Position 1860: 0.00235219826887942
Position 2461: 0.002268994163746553
Position 2803: 0.002163537820176998
Position 3202: 0.002060481378355132
Position 1587: 0.002024764305991158
Position 2436: 0.001784347694667976
Position 1214: 0.0017301531870735967
Position 639: 0.0017264798856604664
Position 909: 0.0017005898451464422
Position 3409: 0.001618919105319105
Position 2628: 0.0015544573475759203
Position 3217: 0.0014574233269274669
Position 2894: 0.0014015621962347735
Position 804: 0.0013861858941226746
Position 3791: 0.0012088116480387804
Position 570: 0.0012046068401656454
Position 181: 0.0011701881722787325
Position 2729: 0.0011371995342119594
Position 2457: 0.0011184439077583262
Position 1605: 0.0010627539847195269
Position 1363: 0.0010497105992679514
Position 2327: 0.0010423392342847357
Position 3336: 0.001012454698952411
Position 1896: 0.0008800282436094787
Position 1893: 0.000871829914653005
Position 408: 0.00087181063432959
Position 1103: 0.0008398866924136837
Position 1533: 0.000821764522613771
Position 2926: 0.0008197247040275036
Position 2234: 0.0008085211447134706
Position 3095: 0.0008080951285635914
Position 3176: 0.0008079547097590481
Position 636: 0.0007979189021040502
Position 1979: 0.0007893643453679288
Position 139: 0.0006728421972503549
Position 603: 0.0005932023105950576
Position 1166: 0.0005268530608363363
Position 2263: 0.0005214473826726126
Position 3222: 0.0005118667722832261
Position 1952: 0.0004929041588337376
Position 1164: 0.0004733902340719642
Position 1127: 0.00044158775696885106
Position 577: 0.00041600399914020343
Position 2563: 0.0004011092206649617
Position 1388: 0.0003928762932666151
Position 126: 0.0003850408210114205
Position 1530: 0.00037285967885240047
Position 895: 0.00036302627601546186
Position 2138: 0.0003587561718615791
Position 2392: 0.0003422212093986844
Position 764: 0.0003407608587465822
Position 154: 0.0003152559167285056
Position 1416: 0.000297457904231163
Position 340: 0.0002943487993223665
Position 2463: 0.0002734592468430691
Position 2117: 0.0002718706915171605
Position 1401: 0.000245616663351798
Position 4187: 0.0002445403178940674
Position 426: 0.0002436881745261795
Position 3442: 0.00024074920727464638
Position 671: 0.00023306818908166115
Position 2842: 0.00023210248712411072
Position 1654: 0.0002157922649842119
Position 417: 0.0001910014738421183
Position 2748: 0.0001868260690811536
Position 1922: 0.00018346985827282742
Position 1539: 0.00018181956173048486
Position 1827: 0.00018043031401093025
Position 905: 0.00016983183208206444
Position 1890: 0.00016936640109440013
Position 2246: 0.00016404820895799113
Position 4255: 0.0001573631671429051
Position 572: 0.00015553531867614455
Position 2394: 0.00014172183557754423
Position 2085: 0.00013179145394891744
Position 598: 0.00012957123720841717
Position 2732: 0.0001284288381310746
Position 4233: 0.00012417720984615085
Position 2777: 0.0001207155399195007
Position 3104: 0.00011129730651838991
Position 1370: 0.000105439283376711
Position 2240: 0.00010523356382822812
Position 965: 9.257356649133423e-05
Position 1486: 7.360843542497345e-05
Position 3248: 7.105625271942983e-05
Position 1172: 6.720453412801023e-05
Position 2023: 6.182594480467475e-05
Position 713: 6.0141264005680706e-05
Position 879: 6.011575955585841e-05
Position 1494: 5.6308883183699246e-05
Position 1755: 5.383405483890776e-05
Position 1420: 5.2669726994617135e-05
Position 1748: 5.047655065045638e-05
Position 4024: 4.65238838692668e-05
Position 1527: 4.5483057957244836e-05
Position 2168: 4.352224770874328e-05
Position 1549: 4.196382373459838e-05
Position 1758: 3.534467439924966e-05
Position 613: 3.274005025843744e-05
Position 1223: 3.257624591919842e-05
Position 265: 3.206400081103356e-05
Position 3245: 3.129625299379049e-05
Position 623: 2.9850948470872656e-05
Position 2333: 2.903987005854473e-05
Position 652: 2.501603501755548e-05
Position 185: 1.9864318746080516e-05
Position 678: 1.9155826062253393e-05
Position 1490: 1.737631343607238e-05
Position 2210: 1.5990090635616075e-05
Position 3887: 1.5403653087329132e-05
Position 644: 1.5177574666051194e-05
Position 71: 1.2534007289916203e-05
Position 151: 1.2486569748133645e-05
Position 2329: 1.1520907026486428e-05
Position 1412: 1.0109907817970993e-05
Position 3497: 9.611130657030878e-06
Position 1110: 9.059399686393842e-06
Position 1488: 8.734827738583198e-06
Position 1409: 8.442751934373763e-06
Position 942: 7.358415582664664e-06
Position 967: 6.311424647284636e-06
Position 3279: 6.154327034756682e-06
Position 935: 5.604157500900136e-06
Position 680: 5.490030857914447e-06
Position 3423: 5.33882435616995e-06
Position 691: 4.393883849212405e-06
Position 1107: 4.3009146983444675e-06
Position 2038: 4.249906448844326e-06
Position 281: 4.102425406535567e-06
Position 1449: 4.006398449342191e-06
Position 1138: 3.8179073127615645e-06
Position 785: 2.86496171774073e-06
Position 688: 2.1444564128485583e-06
Position 917: 2.122037592575745e-06
Position 2768: 1.6261294617661036e-06
Position 191: 1.602584348392833e-06
Position 1267: 1.5878600860381609e-06
Position 2273: 1.125388336521327e-06
Position 974: 1.1102190583177497e-06
Position 931: 9.702408765752087e-07
Position 730: 8.984926445671045e-07
Position 708: 8.299595250752728e-07
Position 694: 7.021823059491777e-07
Position 726: 5.720401314009727e-07
Position 251: 5.125439232790396e-07
Position 2236: 4.341681330083414e-07
Position 234: 3.7101565311855497e-07
Position 1985: 3.166954998454061e-07
Position 2080: 3.1204243040078646e-07
Position 270: 2.9339793062294834e-07
Position 2153: 2.2001299201544043e-07
Position 218: 2.0897970052787163e-07
Position 2378: 1.207966617503614e-07
Position 1234: 9.537676099475216e-08
Position 2190: 4.620067501847715e-08
Position 1176: 3.4899269342488915e-08
Position 90: 3.118712833295678e-08
Position 232: 9.822670257500536e-09
Position 1230: 1.6061061401359485e-09
Position 76: 1.3601795335078432e-09
Position 243: 1.3010836978741993e-09
