Gene = Pde6d
Position 1837: 4.292463587858544e-05
Position 2435: 4.207282409680224e-05
Position 6320: 3.952067006809839e-05
Position 3459: 3.834792343915708e-05
Position 6569: 3.7298950902952524e-05
Position 2214: 3.6812538995013416e-05
Position 1787: 3.677955394843992e-05
Position 3376: 3.492849208028197e-05
Position 5659: 3.4423266867127516e-05
Position 4919: 3.13280116013681e-05
Position 891: 3.062265763548854e-05
Position 7450: 3.028643328804997e-05
Position 8677: 2.8956942248845824e-05
Position 6394: 2.8934222671319207e-05
Position 1730: 2.779349050959725e-05
Position 2411: 2.651655305166317e-05
Position 2379: 2.4254289304646122e-05
Position 5111: 2.3658011342075733e-05
Position 4620: 2.3547314032295105e-05
Position 6152: 2.290280487979219e-05
Position 2372: 2.0926556345664246e-05
Position 4956: 2.0261193954225135e-05
Position 2128: 1.990688405604872e-05
Position 7910: 1.973532705260225e-05
Position 7931: 1.8710289927452162e-05
Position 1281: 1.8690241458932234e-05
Position 2365: 1.8343386753309324e-05
Position 2670: 1.8203570343239764e-05
Position 7763: 1.696721718067412e-05
Position 7638: 1.630454959498419e-05
Position 2008: 1.6291194808516893e-05
Position 1862: 1.6003278635052154e-05
Position 4804: 1.561383208248924e-05
Position 3819: 1.4999332589305334e-05
Position 629: 1.4018456889201303e-05
Position 3430: 1.3678687080185829e-05
Position 2186: 1.3676451528503356e-05
Position 6906: 1.2424923916637697e-05
Position 3396: 1.0925709856162169e-05
Position 1366: 1.0591842606208742e-05
Position 1398: 1.0397799653129416e-05
Position 648: 9.5459746827868e-06
Position 4554: 9.333960300195795e-06
Position 323: 8.120822414419032e-06
Position 1413: 8.002277250120144e-06
Position 4848: 7.552223625523532e-06
Position 6123: 7.456707511052278e-06
Position 5884: 6.949725813320752e-06
Position 1793: 6.923438502575407e-06
Position 3642: 6.590096911887518e-06
Position 620: 6.570302504353527e-06
Position 4373: 5.9053116378647755e-06
Position 5701: 5.88858586884417e-06
Position 4215: 4.615866278638191e-06
Position 587: 4.49103329532994e-06
Position 653: 4.1104292872041965e-06
Position 5185: 4.1097606873690915e-06
Position 5329: 3.957995943296692e-06
Position 803: 3.812613337156891e-06
Position 2160: 3.803927481510303e-06
Position 5143: 3.651864940511278e-06
Position 5013: 3.315578312982092e-06
Position 3243: 3.0250126516950686e-06
Position 4608: 2.906512723631452e-06
Position 4353: 2.6648860836801943e-06
Position 3522: 1.735399267494298e-06
Position 1237: 1.4104104780409072e-06
Position 3282: 1.2789689196282625e-06
Position 1196: 1.259287880691928e-06
Position 486: 1.0686472958946107e-06
Position 149: 7.956827998580091e-07
Position 1192: 7.934321604934822e-07
Position 314: 5.266303189883764e-07
Position 550: 4.7549673910080816e-07
Position 521: 4.4228597460665424e-07
Position 1318: 4.0994735274271313e-07
Position 3993: 3.9787979004342017e-07
Position 595: 2.3054672638837132e-07
Position 523: 2.108999243028581e-07
Position 164: 1.93328115015109e-07
Position 589: 1.6716003258088408e-07
Position 204: 1.4759674150750215e-07
Position 265: 1.249706942500457e-07
Position 492: 1.2449131971361723e-07
Position 576: 8.720008411574159e-08
Position 209: 8.227634572855479e-08
Position 604: 7.53356957581489e-08
Position 187: 6.12106577025217e-08
Position 262: 5.1528847809264964e-08
Position 563: 5.083978933161732e-08
Position 495: 5.01374729190586e-08
Position 558: 3.5651336338551896e-08
Position 360: 3.4123404556370505e-08
Position 160: 2.2861990811046898e-08
Position 667: 2.2769361505026354e-08
Position 339: 2.183254202068118e-08
Position 632: 2.1699854629204157e-08
Position 342: 2.1246149145145427e-08
Position 518: 2.0601001040671452e-08
Position 215: 1.6847469768050502e-08
Position 304: 1.4700091030446593e-08
Position 410: 1.1801764032448376e-08
Position 793: 1.1653740285035397e-08
Position 664: 9.732058862075714e-09
Position 479: 8.832552691285186e-09
Position 566: 8.510974256317824e-09
Position 436: 8.319212314782358e-09
Position 902: 7.685524921198109e-09
Position 416: 7.105357355999838e-09
Position 390: 7.092621672004423e-09
Position 365: 6.6754384495706595e-09
Position 975: 6.631423724085396e-09
Position 223: 5.933379454264158e-09
Position 815: 5.784565784144448e-09
Position 608: 5.674736944490496e-09
Position 599: 3.5511079122621857e-09
Position 297: 3.5218062709104636e-09
Position 1138: 3.1723710240364316e-09
Position 813: 3.08935849359219e-09
Position 1120: 2.6063343456198443e-09
Position 681: 2.3339466426496255e-09
Position 451: 2.1359672725385913e-09
Position 1440: 1.6944252423092058e-09
Position 432: 1.6171920440188385e-09
Position 300: 1.065571239731707e-09
Position 172: 9.218734872694711e-10
Position 685: 7.961543903916779e-10
Position 1107: 6.711554100667404e-10
Position 235: 5.721522741906911e-10
Position 280: 4.815030037175744e-10
Position 671: 3.5111828313279785e-10
Position 428: 3.469448895231249e-10
Position 354: 2.9519592664620726e-10
Position 896: 1.8369475671301976e-10
Position 237: 1.6219301548605668e-10
Position 283: 1.394698421119166e-10
Position 1148: 7.553250694506028e-11
Position 801: 6.093437475699896e-11
Position 1127: 3.636638788171292e-11
Position 1110: 3.595815137074349e-11
Position 1173: 2.7881121224207127e-11
Position 1705: 1.1593123083681452e-11
