Gene = Smco4
Position 7: 1.731182669278199e-05
Position 45: 9.702593421944248e-06
Position 410: 9.358336462855657e-06
Position 947: 7.40258883149205e-06
Position 1865: 5.741084165654904e-06
Position 487: 5.2914054035797315e-06
Position 1224: 5.030290144137264e-06
Position 798: 3.0949451666441397e-06
Position 1401: 2.4539809238653103e-06
Position 30: 2.399831721394971e-06
Position 1030: 2.0561169324963902e-06
Position 1367: 1.66926314356173e-06
Position 729: 1.6128555671680697e-06
Position 561: 1.4800539548280178e-06
Position 623: 1.3228744630989579e-06
Position 1757: 1.2917325232432357e-06
Position 885: 1.2262573127178051e-06
Position 2065: 9.604719059525915e-07
Position 1436: 7.96328926829314e-07
Position 1985: 7.027176231234192e-07
Position 1450: 5.578971182011818e-07
Position 2287: 5.367159348670633e-07
Position 1636: 3.738719622755921e-07
Position 683: 3.3958603821775884e-07
Position 1533: 2.5614297534499e-07
Position 1724: 2.3827563115048114e-07
Position 2379: 2.1800653156500639e-07
Position 1664: 1.6296628340259455e-07
Position 2062: 1.5473171533533358e-07
Position 587: 1.3061581492191532e-07
Position 593: 1.1492803492664183e-07
Position 2047: 7.366401104875151e-08
Position 722: 3.770086148514176e-08
Position 580: 3.0425828838247914e-08
Position 611: 2.914602331119083e-08
Position 742: 2.223395453750899e-08
Position 1077: 1.4066541292396186e-08
Position 988: 1.0083414503196305e-08
Position 985: 9.975232629361462e-09
Position 1014: 7.475087548307504e-09
Position 575: 6.246518294720541e-09
Position 711: 2.1983276347442015e-09
Position 731: 7.469520616553241e-10
Position 822: 3.525074304454206e-11
Position 887: 3.2795811126565604e-12
Position 1059: 1.931910860783163e-12
Position 1106: 1.5326259107786656e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 6057: 0.7326691686536517
Position 546: 0.23117411474270094
Position 7533: 0.22795779859645562
Position 1816: 0.21764289445721716
Position 6037: 0.13159365385313732
Position 10924: 0.12089273278415122
Position 12759: 0.12086268790950846
Position 12922: 0.11875866329069337
Position 8118: 0.10483695769633465
Position 3132: 0.09927284842629494
Position 636: 0.06348733672418369
Position 4016: 0.06073049142794194
Position 7226: 0.0476053943388284
Position 9124: 0.04686922251408173
Position 1961: 0.03616837296213096
Position 11229: 0.03552691163507164
Position 14261: 0.03383187276479936
Position 1515: 0.033233038406022354
Position 11638: 0.03146032852038498
Position 2996: 0.03128019401654405
Position 4002: 0.027984396908344086
Position 6592: 0.02736398653063142
Position 2975: 0.02567133085993648
Position 3845: 0.025573592064865792
Position 12062: 0.025067413147390433
Position 8041: 0.02499788999899653
Position 6281: 0.024510080573923277
Position 6779: 0.023012787613035827
Position 10543: 0.02214018301224835
Position 3696: 0.021887397000246233
Position 1771: 0.019864653847472206
Position 7706: 0.01919923529165885
Position 9535: 0.018330409746584952
Position 4166: 0.018206246743585525
Position 11036: 0.017127892853126936
Position 6330: 0.01660811275553906
Position 1302: 0.015752009776384423
Position 7591: 0.015575788141817287
Position 9602: 0.01554987102690498
Position 2201: 0.015023005281469042
Position 8314: 0.014570898668409526
Position 9458: 0.013540286872115437
Position 10626: 0.01261157780964846
Position 9214: 0.012485390440084041
Position 4097: 0.012067167376161366
Position 8188: 0.011700340509990437
Position 13641: 0.010937434977647976
Position 6571: 0.009179140072596185
Position 7555: 0.00905713738209069
Position 7163: 0.00879515186176046
Position 8225: 0.008140229304998014
Position 7475: 0.00794283825343269
Position 4394: 0.00748282965637456
Position 5158: 0.006998482895224282
Position 9897: 0.00594772062173998
Position 7449: 0.005705031790313961
Position 6007: 0.005477734935815456
Position 2872: 0.005141927031570696
Position 6537: 0.004979045002737234
Position 4796: 0.004643867412181156
Position 2478: 0.004590594114118005
Position 6460: 0.0044532351217516745
Position 3972: 0.004195726876608556
Position 1626: 0.00408244807149237
Position 2009: 0.004048636291718323
Position 10673: 0.003926271074879758
Position 6421: 0.003558949723490036
Position 3766: 0.0030624531763203465
Position 7815: 0.0030403092321558906
Position 7003: 0.002843044530815634
Position 10103: 0.0027865258483017906
Position 11559: 0.0027363530443069058
Position 1775: 0.0027251387339032964
Position 6519: 0.0024968203755273955
Position 5964: 0.0024317334543667328
Position 1185: 0.002293313485480643
Position 5779: 0.0020995795285467093
Position 3874: 0.0020072873716425734
Position 4311: 0.0018325240004948822
Position 9399: 0.0018246676300351442
Position 9051: 0.0017581140233770528
Position 476: 0.0015787219484631589
Position 458: 0.0014106380449044427
Position 7116: 0.0013719085010689687
Position 946: 0.0013351256089480827
Position 10147: 0.0013159926820468545
Position 1064: 0.0012249875907629154
Position 604: 0.001146676654989648
Position 7552: 0.0011376718974769732
Position 3155: 0.0010067561268992374
Position 798: 0.0009741298164640633
Position 601: 0.0009429239973594859
Position 6864: 0.0009403526782248255
Position 1695: 0.0009129538208231809
Position 3020: 0.0008738465127650665
Position 1671: 0.0008570884553090278
Position 1585: 0.0008231496087650039
Position 1450: 0.0008144561819509607
Position 1266: 0.000713943654675008
Position 3858: 0.0006204172457900906
Position 3010: 0.0006103435090139789
Position 8518: 0.0005479602632522529
Position 1030: 0.0005406646979021097
Position 3348: 0.0005388296856630909
Position 8675: 0.0005059725487074452
Position 820: 0.000403015032571606
Position 3715: 0.0003844480538651255
Position 1541: 0.0002928737160024075
Position 974: 0.0002821311782995069
Position 1729: 0.00027439984644458124
Position 694: 0.00026461505338763107
Position 1460: 0.00026286991876333846
Position 609: 0.00022374211209650685
Position 2672: 0.00021730336819370717
Position 6373: 0.00017047087199519357
Position 2444: 0.00016836562260478448
Position 956: 0.00014841671706622238
Position 4530: 0.00013043200955261975
Position 1313: 0.00012011546726954935
Position 1333: 0.00011487367982709419
Position 3305: 8.722077095904474e-05
Position 5434: 8.523910033753829e-05
Position 1306: 8.04157999466639e-05
Position 2246: 7.595742063910686e-05
Position 1566: 7.354830300407179e-05
Position 502: 7.134083950924967e-05
Position 1086: 7.110438143206236e-05
Position 1755: 7.097196046731231e-05
Position 1989: 6.88868033319282e-05
Position 2449: 6.440916379189036e-05
Position 4960: 6.27907202324844e-05
Position 3252: 6.154104975864156e-05
Position 1383: 5.55261090506446e-05
Position 2343: 5.461559343963571e-05
Position 1059: 4.7167621413016677e-05
Position 561: 4.462734775028076e-05
Position 1523: 4.4491485026160956e-05
Position 1210: 3.622293017957198e-05
Position 699: 3.5346824607334296e-05
Position 1165: 2.9373828270339083e-05
Position 1132: 2.361898649655151e-05
Position 1839: 2.1907051545308873e-05
Position 3398: 2.035303326776337e-05
Position 2208: 1.4183738917696615e-05
Position 1743: 1.3240720547882626e-05
Position 1636: 1.2896586761181943e-05
Position 265: 1.2072868851264492e-05
Position 460: 1.1448770257898147e-05
Position 3369: 1.0870361776092888e-05
Position 559: 1.0281674844050908e-05
Position 1412: 8.93268031216439e-06
Position 417: 4.523407767315751e-06
Position 879: 3.674379022235694e-06
Position 402: 3.1384975458952206e-06
Position 852: 3.024990874187738e-06
Position 282: 2.398318988031118e-06
Position 1326: 2.278392068872106e-06
Position 1188: 1.7648141910609139e-06
Position 1195: 1.3058128911934154e-06
Position 1069: 9.665852802453202e-07
Position 1103: 8.776520862751284e-07
Position 1074: 8.361779167760204e-07
Position 849: 7.385291965101376e-07
Position 2031: 7.194006403247711e-07
Position 828: 6.580752594180347e-07
Position 1213: 3.900777845597363e-07
Position 1220: 3.64169851024409e-07
Position 3001: 3.1223152079724397e-07
Position 2923: 2.9771657128549044e-07
Position 1854: 2.5913566553392354e-07
Position 1223: 2.3762330780084558e-07
Position 1318: 2.0870751025726166e-07
Position 1115: 2.0493921760438712e-07
Position 1120: 1.7499071201568842e-07
Position 383: 1.6401948989292012e-07
Position 1237: 1.5522429218174652e-07
Position 727: 1.23577799335341e-07
Position 1359: 8.114629450251066e-08
Position 896: 7.888566275271059e-08
Position 762: 7.704808555066e-08
Position 495: 4.040925981952318e-08
Position 345: 3.957400793623513e-08
Position 738: 3.6625603550456334e-08
Position 711: 2.5447757117208326e-08
Position 870: 1.0113562639636096e-08
Position 899: 4.525436547443316e-09
Position 885: 4.510075461514557e-09
Position 862: 2.911097505201216e-09
Position 830: 2.433881109532411e-09
Position 83: 5.930186100442257e-10
Position 117: 3.335721253795613e-10
Position 742: 1.7300946655799383e-10
Position 740: 8.188366112960758e-11
Position 128: 6.776263770366132e-11
Position 197: 3.1964385808798795e-11
Position 138: 1.7579944636453416e-11
Position 85: 8.528202703807205e-12
Position 135: 8.450729562246887e-12
Position 145: 3.729879184505869e-12
Position 234: 3.6673959345667715e-12
Position 96: 3.663678672283781e-12
Position 1113: 3.3908342084709656e-12
Position 1129: 3.0414260977336003e-12
Position 140: 2.277643674246218e-12
