Gene = Irak1bp1
Position 787: 1.6829749412955284e-05
Position 784: 1.4523301404034607e-05
Position 824: 1.415726773772768e-05
Position 230: 1.0313055562451395e-05
Position 1145: 9.89405253000959e-06
Position 1545: 9.453037594302557e-06
Position 790: 6.1977268109955776e-06
Position 939: 4.914292475833709e-06
Position 312: 3.73290369287096e-06
Position 777: 3.7212047842580685e-06
Position 1609: 2.5636284602691233e-06
Position 721: 2.078702039558112e-06
Position 1075: 2.049138449412495e-06
Position 744: 2.008959157174102e-06
Position 109: 1.4869284502412733e-06
Position 289: 1.3433845825862913e-06
Position 141: 9.575384356159957e-07
Position 1115: 5.510798047878006e-07
Position 106: 1.3008068579641943e-07
Position 315: 7.513691466758344e-08
Position 112: 4.711301226735704e-08
Position 86: 2.5813432347207364e-08
Position 1241: 1.1870067661241134e-08
Position 66: 3.5146753247306397e-09
Position 96: 2.925787010770828e-09
