Gene = Spc24
Position 580: 4.2862649481530894e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2473: 0.556935846059717
Position 884: 0.19429001403689994
Position 551: 0.12985729383095423
Position 4007: 0.1243320179543159
Position 3109: 0.12145467766075635
Position 1786: 0.11469988986025162
Position 1152: 0.03258352372084528
Position 4025: 0.021309761927150016
Position 2912: 0.02044521768984092
Position 3012: 0.01920745839573338
Position 1962: 0.017579688889977303
Position 3669: 0.016077434050923912
Position 2903: 0.014551899669886261
Position 2922: 0.014141757905750717
Position 1538: 0.013790121136878629
Position 4337: 0.009780181005669426
Position 4237: 0.009166187491493859
Position 4050: 0.009083951704343582
Position 2078: 0.008206993826258002
Position 4756: 0.0076640192289564035
Position 764: 0.006795483204831476
Position 2338: 0.0065692221319480874
Position 2812: 0.006410351068643046
Position 3472: 0.0061282996536316785
Position 1903: 0.0058302514643429676
Position 344: 0.005725191532451787
Position 720: 0.005458167821126124
Position 1437: 0.0052433995188300156
Position 810: 0.004844713849023124
Position 1030: 0.00451690233432113
Position 284: 0.004093756815437721
Position 2524: 0.003913657806107157
Position 716: 0.0038608561686497237
Position 4324: 0.003581762035083249
Position 3744: 0.0032426444866363816
Position 3258: 0.0032262947710165993
Position 4541: 0.0029297391204676977
Position 3139: 0.0027791244280351924
Position 2285: 0.0026109225665354873
Position 3624: 0.002403113026429538
Position 642: 0.002111394051916982
Position 3911: 0.0018913190130044506
Position 254: 0.0018819597555102925
Position 2930: 0.0018713891882608004
Position 865: 0.0017968987724190314
Position 1828: 0.0017428073852636381
Position 2886: 0.0017353348375895982
Position 3426: 0.0017164665485123447
Position 2493: 0.001701953986957355
Position 3017: 0.001522921464602765
Position 1509: 0.0014181935593498448
Position 896: 0.0013378898668558147
Position 930: 0.0012903737372743746
Position 2538: 0.0011998668883667434
Position 824: 0.001195444366139501
Position 132: 0.0011140386430144287
Position 3629: 0.001105146155061226
Position 3729: 0.001094713280779812
Position 3703: 0.0010705118481131547
Position 1516: 0.0010375877524238285
Position 492: 0.0009614326982793324
Position 735: 0.0009441209845894704
Position 2763: 0.0008784172103338947
Position 1633: 0.0008406850473362898
Position 1188: 0.0008385862370017456
Position 2244: 0.0007945586374138959
Position 2318: 0.0007911614563199591
Position 620: 0.0007871600618734797
Position 2497: 0.0007741649187492047
Position 1107: 0.0007354133080277728
Position 1161: 0.0006840795592688101
Position 927: 0.0006765746297125482
Position 994: 0.0006320664609093768
Position 1459: 0.0005906052762768402
Position 3302: 0.0005862492911546321
Position 349: 0.0005670951104929611
Position 2088: 0.0005624576727186417
Position 1805: 0.0005538859549118878
Position 1418: 0.0005416796689095034
Position 1292: 0.0005237525366382306
Position 2343: 0.0005082093754336259
Position 2856: 0.0004934060328522515
Position 2248: 0.0004529723174075718
Position 2138: 0.0004407394562571605
Position 583: 0.00039633287233115924
Position 2197: 0.00038515737927327366
Position 2298: 0.0003785006542926494
Position 769: 0.00036352372253304683
Position 4509: 0.0003599310872463253
Position 286: 0.0003467041398947941
Position 558: 0.00031740700792657126
Position 3534: 0.0003120327186284035
Position 409: 0.00028792930848823694
Position 975: 0.00028189283036875206
Position 4342: 0.0002817748886158689
Position 376: 0.000269210273927638
Position 1318: 0.0002526452838476749
Position 1851: 0.00024119597049583464
Position 2607: 0.00023691760013696384
Position 3834: 0.00022379373748353755
Position 4069: 0.0002200050395656949
Position 3870: 0.00021942186723505812
Position 4033: 0.00021665421803823736
Position 1964: 0.00020754463859683027
Position 3590: 0.00020407251799380062
Position 4057: 0.0002025788955050156
Position 570: 0.00018915201381462985
Position 683: 0.00017796668137970962
Position 3149: 0.0001728099693942699
Position 2010: 0.00014039852557534192
Position 424: 0.00013637946534512794
Position 4818: 0.00012935631498194635
Position 665: 0.00012432198940046327
Position 129: 0.0001236729875005885
Position 294: 0.00012087714443840549
Position 2217: 0.00011899611837320739
Position 2475: 0.00011423764677763118
Position 2784: 0.00011413810183728474
Position 935: 9.438598135655099e-05
Position 1672: 9.391224097963153e-05
Position 1180: 8.578417754383874e-05
Position 159: 7.802003253482873e-05
Position 2222: 7.770995688067185e-05
Position 1175: 7.614444142456825e-05
Position 1734: 7.602581787452858e-05
Position 2649: 7.482154412297965e-05
Position 2418: 7.475344232997107e-05
Position 2565: 7.445493037065651e-05
Position 307: 6.553751025060916e-05
Position 2374: 6.452061033599549e-05
Position 628: 6.147945615713321e-05
Position 1370: 5.4038252320715205e-05
Position 1558: 5.2224472699193055e-05
Position 898: 5.185124490376471e-05
Position 580: 4.826517065718886e-05
Position 971: 4.7496011715720354e-05
Position 1657: 4.5082815136747305e-05
Position 122: 3.150557821497898e-05
Position 3026: 3.025826016580186e-05
Position 516: 3.011301845865292e-05
Position 909: 2.822384917718533e-05
Position 362: 2.7240998190962165e-05
Position 938: 2.6274176963375953e-05
Position 595: 2.2671398616218372e-05
Position 2612: 2.2194127275110137e-05
Position 420: 2.1840056080451983e-05
Position 153: 1.7827065104773142e-05
Position 2550: 1.2581814139254465e-05
Position 2556: 5.642605346467074e-06
Position 426: 5.115220879198925e-06
Position 610: 4.5573796579049395e-06
Position 1555: 4.1000317872425105e-06
Position 299: 3.7792264784260426e-06
Position 429: 3.139240429050229e-06
Position 177: 3.1172883880310412e-06
Position 968: 2.2335479474411194e-06
Position 2490: 1.6427964789780701e-06
Position 518: 1.3122547658427207e-06
Position 966: 1.203557549166705e-06
Position 585: 1.1899563132636274e-06
Position 501: 1.085997948845771e-06
Position 1297: 1.0318329582000323e-06
Position 210: 8.048916541009695e-07
Position 525: 4.461424276524933e-07
Position 141: 3.452704904680012e-07
Position 102: 2.439847365916637e-07
Position 522: 2.3635580952217913e-07
Position 600: 1.1147586700449854e-07
Position 96: 1.1072082289217508e-07
Position 105: 9.674096032595603e-08
Position 649: 8.729877501017564e-08
Position 1249: 7.690613026189295e-08
Position 440: 5.437436772863782e-08
Position 234: 1.521859895724204e-08
Position 189: 2.400953078454049e-09
Position 1072: 7.494448497328302e-10
Position 1100: 6.054759721669722e-10
