Gene = Lipt1
Position 1131: 5.940781537442928e-07
Position 1781: 5.22306156359826e-07
Position 1100: 4.5113956122724756e-07
Position 597: 3.59206923869595e-07
Position 720: 3.50784552303039e-07
Position 551: 3.2980550648215505e-07
Position 462: 3.2236856802242386e-07
Position 866: 2.668829988665484e-07
Position 594: 2.5258194411068435e-07
Position 474: 2.5215212620901086e-07
Position 470: 2.462210216433445e-07
Position 458: 5.556231878218149e-08
Position 422: 1.6428215856668872e-08
Position 672: 1.6082969959730194e-08
Position 684: 1.2370595576343909e-08
Position 200: 9.23277886673044e-09
Position 1160: 8.624601224840404e-09
Position 444: 8.330247157940922e-09
Position 1449: 8.217941282199302e-09
Position 1779: 3.6770515071358455e-09
Position 202: 3.2422747299519627e-09
Position 168: 1.5062817421459975e-09
Position 427: 1.3225652668948816e-09
Position 145: 9.461674765495736e-10
Position 124: 2.482304424345285e-10
Position 139: 1.4415855874229134e-10
Position 601: 1.3078909245517535e-10
Position 691: 1.2588771367889513e-10
Position 136: 7.475932906911112e-11
Position 119: 6.860392230169533e-11
Position 180: 5.454596563634092e-11
Position 454: 3.894687282814861e-11
Position 129: 2.9744162157954943e-11
Position 434: 1.2132012032136186e-11
Position 113: 5.1568123039845264e-12
Position 91: 1.1692356041382427e-12
