Gene = Ptma
Position 3372: 1.2354142853714364e-05
Position 1688: 1.128297624151635e-05
Position 900: 1.12002645765197e-05
Position 3057: 7.761873074543526e-06
Position 882: 7.056764261784075e-06
Position 1578: 6.573044232761616e-06
Position 1407: 6.174299893784037e-06
Position 1139: 5.852241974195217e-06
Position 3141: 5.646192819348538e-06
Position 2660: 5.515126391537849e-06
Position 1453: 4.981297155568049e-06
Position 2553: 4.868861633131765e-06
Position 640: 4.745424529762192e-06
Position 2604: 4.60231069543014e-06
Position 2804: 4.600043113531816e-06
Position 2810: 4.51094077568937e-06
Position 2468: 4.465310889515453e-06
Position 3962: 4.4016528756776805e-06
Position 3840: 4.348189230066872e-06
Position 2813: 4.330535462375228e-06
Position 1017: 4.223821080158499e-06
Position 2199: 4.191034865041931e-06
Position 656: 4.031784954602018e-06
Position 2586: 3.982046087683971e-06
Position 1679: 3.6515946465540097e-06
Position 529: 2.4739493623047763e-06
Position 2781: 2.251880276751766e-06
Position 492: 2.0113269505207955e-06
Position 3028: 1.8574669970539503e-06
Position 2877: 1.7810943238216137e-06
Position 3807: 1.7629818369867037e-06
Position 3290: 1.7555263507194127e-06
Position 3296: 1.6925009737277844e-06
Position 849: 1.6603746038797546e-06
Position 3033: 1.5416317754580635e-06
Position 2787: 1.4352318653811823e-06
Position 990: 1.3608033098443133e-06
Position 907: 1.3435472500536991e-06
Position 1580: 1.2982482130879468e-06
Position 2783: 1.2712849905821386e-06
Position 437: 1.14532609418952e-06
Position 1251: 9.56776148717463e-07
Position 2479: 9.08501709465912e-07
Position 605: 8.565193944785947e-07
Position 2820: 8.119315940451122e-07
Position 981: 7.110135043621299e-07
Position 2483: 6.973208669956023e-07
Position 2883: 6.971136996480308e-07
Position 2130: 6.161073697862168e-07
Position 2807: 6.06399329014723e-07
Position 3037: 4.858259956441716e-07
Position 3042: 4.4080139436734565e-07
Position 312: 1.9652890588001628e-07
Position 186: 1.5009710601817151e-07
Position 485: 8.830050576689285e-08
Position 894: 7.84002952150564e-08
Position 3064: 3.963081950659267e-08
Position 407: 2.003538081450544e-08
Position 892: 8.636505804911479e-09
Position 205: 6.066824932670262e-09
Position 117: 4.697681301405462e-09
Position 195: 4.662082041317093e-09
Position 916: 4.3059465920624843e-10
Position 212: 1.8222559808703136e-11
Position 105: 1.6365588534345757e-11
Position 119: 3.8674671370820224e-12
Position 224: 5.88225133663197e-13
Position 229: 3.2053497470077358e-15
