Gene = Sprr2d
Position 1125: 0.0017635561472201578
Position 370: 0.0017507258613083934
Position 1267: 0.0017269221500047338
Position 1206: 0.0015397781840364333
Position 1592: 0.001500541289504272
Position 1472: 0.0013747097576720555
Position 1565: 0.001162168352063249
Position 542: 0.0008855630267027465
Position 348: 0.0006776357891624194
Position 1010: 0.0005746079016231162
Position 1723: 0.0004963254429780359
Position 489: 0.0003828094919694312
Position 1543: 0.0002695701929882923
Position 939: 0.0002545946434282229
Position 1176: 0.00022383263907847572
Position 709: 0.00021551058668785168
Position 981: 0.0002104374531978151
Position 598: 0.00017551782741039086
Position 1131: 0.0001691597622322974
Position 1574: 0.00015770255382973
Position 153: 0.00011907412359791358
Position 505: 0.00011647224566929652
Position 1600: 0.0001137018396388737
Position 1529: 0.00010185343200236785
Position 1179: 9.741116641349796e-05
Position 1350: 8.948467807474484e-05
Position 235: 8.578451868266987e-05
Position 1109: 7.708556501953018e-05
Position 297: 7.248437116119258e-05
Position 500: 6.546766791629438e-05
Position 161: 6.147865869118582e-05
Position 1655: 5.924839921990808e-05
Position 1034: 5.2401756206078776e-05
Position 950: 5.107689112278206e-05
Position 1608: 5.0362310237915446e-05
Position 558: 4.7788327958865594e-05
Position 1134: 4.6091815253245015e-05
Position 1012: 3.786583413916898e-05
Position 581: 3.7218868471245895e-05
Position 191: 3.566184813701267e-05
Position 1269: 3.0411941347901417e-05
Position 243: 2.8177885400446575e-05
Position 417: 2.3194140113616475e-05
Position 307: 2.1210459744198357e-05
Position 238: 2.0597733994251408e-05
Position 301: 1.6999724329724917e-05
Position 773: 1.6265646622574483e-05
Position 124: 1.5064888195110386e-05
Position 1028: 1.4826035997662882e-05
Position 1152: 1.4312412660885737e-05
Position 776: 1.3058289807571729e-05
Position 769: 1.3010190613261804e-05
Position 315: 1.2609967844054968e-05
Position 610: 1.2493159122859582e-05
Position 586: 1.218413538815225e-05
Position 741: 1.0852318736495251e-05
Position 1102: 1.0209254408707602e-05
Position 1368: 9.714930810962388e-06
Position 754: 9.242640399530621e-06
Position 164: 8.625902758348471e-06
Position 1383: 8.240470486977901e-06
Position 955: 7.912814383891325e-06
Position 1364: 7.68421756485239e-06
Position 176: 7.651664244348099e-06
Position 1362: 6.467306554108037e-06
Position 1628: 5.948085960007844e-06
Position 926: 5.779682280390044e-06
Position 782: 5.285946207188483e-06
Position 1281: 5.246082900534584e-06
Position 1397: 4.8521698075350395e-06
Position 786: 4.802884303899368e-06
Position 379: 4.717977277769495e-06
Position 1242: 4.023476730443908e-06
Position 1474: 3.929079598289288e-06
Position 941: 3.869447389089458e-06
Position 1143: 3.362639101007093e-06
Position 107: 3.237873668447524e-06
Position 766: 2.9862949650527557e-06
Position 386: 2.733274927777028e-06
Position 915: 2.5602741160141696e-06
Position 1616: 2.4185147563356575e-06
Position 198: 1.9958896018474316e-06
Position 700: 1.931984864642506e-06
Position 179: 1.6438977470377688e-06
Position 196: 1.2740075203300415e-06
Position 790: 9.619207285239658e-07
Position 512: 9.111110472627163e-07
Position 808: 8.607725949577927e-07
Position 810: 8.241331407246725e-07
Position 806: 7.665656658388631e-07
Position 717: 7.530154964961185e-07
Position 833: 7.375665490983213e-07
Position 784: 6.938562859786185e-07
Position 794: 6.698543482531224e-07
Position 812: 6.672590911020875e-07
Position 792: 6.542042058420965e-07
Position 796: 6.522025396076668e-07
Position 804: 6.393347109696889e-07
Position 798: 6.381156570971116e-07
Position 800: 6.000260020947714e-07
Position 802: 5.913081872417597e-07
Position 814: 5.596304106250819e-07
Position 816: 4.2977642301376563e-07
Position 168: 3.875849534689889e-07
Position 788: 3.7025972239897584e-07
Position 517: 3.5302136838436995e-07
Position 778: 3.430980257301166e-07
Position 600: 3.4298327640112165e-07
Position 728: 2.944427385269776e-07
Position 819: 2.816937617259414e-07
Position 566: 2.7109423336758713e-07
Position 780: 2.5953438143373e-07
Position 722: 2.4366144946336865e-07
Position 838: 2.272571647627939e-07
Position 828: 1.8716506985231844e-07
Position 96: 1.5554946638572063e-07
Position 1215: 1.4162074626140853e-07
Position 205: 1.2669018355349562e-07
Position 381: 1.1601327421776378e-07
Position 552: 9.588690874745361e-11
Position 563: 8.103233618595305e-11
Position 425: 2.2316641140588053e-11
