Gene = Strit1
Position 1189: 1.2031624620510105e-05
Position 998: 1.1090141896422913e-05
Position 306: 9.952106936151312e-06
Position 1096: 8.50832604109909e-06
Position 192: 7.2315208995613895e-06
Position 381: 5.990391069208881e-06
Position 388: 5.896677193424308e-06
Position 1336: 5.684122551030862e-06
Position 1478: 3.843277162286828e-06
Position 1227: 3.35065362123278e-06
Position 965: 3.109060091857649e-06
Position 1023: 3.023927885182965e-06
Position 735: 2.2349064966442573e-06
Position 1288: 2.051868631214071e-06
Position 991: 2.0377330336908255e-06
Position 871: 1.8990865431289376e-06
Position 218: 1.7458422981444223e-06
Position 1871: 1.730551986888046e-06
Position 1599: 1.5554954859267671e-06
Position 414: 1.5311772437838756e-06
Position 935: 8.747035226334442e-07
Position 988: 7.361343693493812e-07
Position 693: 7.295581195326678e-07
Position 457: 5.635517807093055e-07
Position 1522: 1.7460058464107788e-07
Position 614: 1.296564461601971e-07
Position 162: 1.0108137745121942e-07
Position 604: 3.547283543885425e-08
Position 408: 3.4162837737076157e-08
Position 355: 2.7389643795196104e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2685: 0.5466434733461536
Position 1422: 0.24918549684321833
Position 2497: 0.23498620191113898
Position 1325: 0.23387236017879512
Position 2342: 0.14884042057652985
Position 1169: 0.08824461433245909
Position 701: 0.08613039460020751
Position 2494: 0.07550533326512143
Position 1760: 0.07301336816271567
Position 2448: 0.04371005568466422
Position 324: 0.02375402559702477
Position 2086: 0.022491419713337058
Position 1625: 0.021050104419619273
Position 1510: 0.01953732942342397
Position 2420: 0.018832293021640936
Position 1789: 0.015439657785949
Position 1959: 0.014911245499344814
Position 1545: 0.014714497552604993
Position 2589: 0.014382680701288293
Position 131: 0.013285275470885491
Position 2521: 0.010293889067511195
Position 1186: 0.007530147725497629
Position 2752: 0.006934083105382807
Position 299: 0.006272943217639454
Position 2322: 0.005466903818874989
Position 608: 0.004745365435442496
Position 951: 0.004366161725920899
Position 2715: 0.0038818345055725272
Position 2202: 0.003393783224746726
Position 2469: 0.002849655053686985
Position 1331: 0.002677454573225771
Position 706: 0.0024611071748015375
Position 2554: 0.0022667432120403942
Position 2232: 0.002160596725316498
Position 238: 0.001856264967847747
Position 1220: 0.001807243165057647
Position 2690: 0.0017667339014136583
Position 2138: 0.0016206655714146435
Position 588: 0.001594265911788326
Position 2195: 0.0014153704984779633
Position 2693: 0.0014002129188774883
Position 154: 0.0012732923534001126
Position 261: 0.0011250964125923686
Position 2153: 0.0011030138782893947
Position 1861: 0.001087031570135873
Position 2422: 0.0009787844402593885
Position 335: 0.0009691641591345382
Position 218: 0.0009521748282773455
Position 1570: 0.0007976383045211854
Position 1340: 0.0007853857679385975
Position 2718: 0.0007836561616914636
Position 400: 0.0007584877678923446
Position 759: 0.0007290590403374312
Position 1063: 0.0006736507562871386
Position 1286: 0.0006438510752319688
Position 1189: 0.0006356706702298299
Position 364: 0.0005972269390161709
Position 1932: 0.000562630997822966
Position 168: 0.00047876932227654533
Position 1288: 0.00047051942006105595
Position 1662: 0.0004382959904789455
Position 177: 0.0004267933479551687
Position 1457: 0.00040689837039951184
Position 642: 0.0003854359922345077
Position 1965: 0.00036316663958293186
Position 204: 0.0003472759796335003
Position 920: 0.0003387727439359544
Position 2462: 0.00031388182970696883
Position 1901: 0.00030516157766963264
Position 1512: 0.0002682740948746787
Position 1011: 0.00025929574839154626
Position 1354: 0.00025113136856967535
Position 392: 0.000222117752072104
Position 342: 0.0001821729891841811
Position 1293: 0.00017970971964929305
Position 1395: 0.00017643771756424746
Position 856: 0.00016146551867466148
Position 1357: 0.0001509317603607862
Position 2162: 0.00013431701407279952
Position 2731: 0.00013136053288281954
Position 1799: 0.0001137870059305788
Position 851: 0.00011056389904911741
Position 2207: 0.00010351276800333333
Position 614: 8.937213898356998e-05
Position 2209: 8.303320854992263e-05
Position 1427: 7.390729878596077e-05
Position 2239: 6.992835130965251e-05
Position 1351: 5.943815415376585e-05
Position 1694: 5.822419665762503e-05
Position 2028: 4.838450900702364e-05
Position 780: 4.3696616569816765e-05
Position 371: 3.621434939208014e-05
Position 367: 3.3396721576832794e-05
Position 2058: 3.2324446781983484e-05
Position 1604: 3.151235779982007e-05
Position 1345: 2.7283310211372306e-05
Position 729: 2.6086041679665284e-05
Position 1802: 2.4949599205200308e-05
Position 146: 2.3643456060161404e-05
Position 769: 2.2758860168355e-05
Position 886: 1.8900208486653782e-05
Position 818: 1.4561219946637006e-05
Position 836: 1.4169013244453993e-05
Position 466: 1.1133013892602157e-05
Position 1047: 5.570455475032441e-06
Position 975: 3.7729102621334717e-06
Position 988: 3.695722777304091e-06
Position 1399: 2.247293153916414e-06
Position 670: 1.4720971383011237e-06
Position 1429: 1.3648769132223794e-06
Position 1463: 7.837506097639912e-07
Position 376: 7.83264193571788e-07
Position 1065: 7.027279604991546e-07
Position 985: 6.132183524695922e-07
Position 1392: 5.923208425536342e-07
Position 715: 4.227903553721843e-08
Position 771: 3.899492890740854e-08
Position 381: 1.7383017802393105e-09
Position 442: 4.1043627032097427e-10
Position 421: 2.5295031621127402e-11
Position 475: 1.467819835762427e-12
Position 414: 1.1090100751884698e-13
Position 423: 7.46749546295843e-14
