Gene = Eif3g
Position 518: 6.574091876704284e-05
Position 210: 6.0944737027794404e-05
Position 1165: 5.129636364307406e-05
Position 1190: 4.767875175372768e-05
Position 4136: 4.407652621523688e-05
Position 1620: 4.2486533200646436e-05
Position 2209: 3.752511291639719e-05
Position 4241: 3.6445163356448845e-05
Position 2470: 3.441184310548768e-05
Position 235: 3.223906250233488e-05
Position 802: 3.019720246363239e-05
Position 1982: 2.912265136968313e-05
Position 1938: 2.605797036154309e-05
Position 1220: 2.508094868975796e-05
Position 787: 2.4880677523353527e-05
Position 822: 2.321611167432069e-05
Position 4032: 2.3192850756876867e-05
Position 2298: 2.31673828032884e-05
Position 1148: 2.1027410136274803e-05
Position 1450: 2.07074047538638e-05
Position 1469: 1.9219085343977338e-05
Position 2656: 1.877675681499734e-05
Position 2567: 1.7906071158847147e-05
Position 3568: 1.7411968445326685e-05
Position 2137: 1.70557581594569e-05
Position 2185: 1.677646123281692e-05
Position 3458: 1.6414399139215957e-05
Position 779: 1.5659779547396426e-05
Position 539: 1.534809512965328e-05
Position 690: 1.520030758300109e-05
Position 2223: 1.4472935445674702e-05
Position 3340: 1.4340427293735916e-05
Position 1402: 1.3149304767013049e-05
Position 544: 1.270173736924023e-05
Position 229: 1.2481411912883686e-05
Position 4101: 1.2403103928109697e-05
Position 3499: 1.1404208974174138e-05
Position 303: 1.1395139258797609e-05
Position 2068: 9.736301173719798e-06
Position 4079: 9.57741797301517e-06
Position 2505: 9.070297788000867e-06
Position 3982: 7.971272791449962e-06
Position 1529: 7.814610905820068e-06
Position 1417: 5.0534234671288094e-06
Position 4262: 4.629584681336415e-06
Position 520: 4.548089229605728e-06
Position 547: 4.3094471289965474e-06
Position 4071: 3.9939762989711635e-06
Position 4245: 3.880742747192396e-06
Position 694: 3.6904802173968377e-06
Position 232: 3.5143195102681933e-06
Position 1623: 3.4217124446151924e-06
Position 3240: 2.3754385217840307e-06
Position 1934: 2.371994904627922e-06
Position 241: 2.1940680293056127e-06
Position 239: 2.1218014261675957e-06
Position 1028: 1.970744560426966e-06
Position 3182: 1.9373013920617403e-06
Position 2098: 1.8548883492545713e-06
Position 1385: 1.7239794176875922e-06
Position 1527: 1.7230910926137793e-06
Position 1018: 1.483130925402651e-06
Position 526: 1.3603125231569617e-06
Position 1012: 1.2787931237442797e-06
Position 1398: 1.1908565410946537e-06
Position 1033: 1.0310512660535018e-06
Position 1040: 9.117652902313067e-07
Position 714: 3.27456017679295e-07
Position 708: 3.0096636351652685e-07
Position 2581: 2.465798565991971e-07
Position 1268: 2.395697207990621e-07
Position 712: 1.0563331454114486e-07
Position 1661: 7.954209876435461e-08
Position 810: 7.055697892580572e-08
Position 1536: 6.764671975839388e-08
Position 257: 6.544220565156812e-08
Position 718: 2.303796172016863e-08
Position 2755: 1.8940005214473074e-08
Position 889: 1.6627618864901328e-08
Position 880: 1.3031660085898782e-08
Position 113: 1.222049989811627e-08
Position 702: 1.0706802720068566e-08
Position 1001: 8.013837610905572e-09
Position 898: 7.94157932443809e-09
Position 250: 6.602027225005966e-09
Position 735: 5.342799761568431e-09
Position 944: 4.9535050235942345e-09
Position 912: 2.383990926049003e-09
Position 1652: 2.1500032606117702e-09
Position 758: 1.6378700440394276e-09
Position 916: 1.2763673284901459e-09
Position 1046: 1.0545940907525745e-09
Position 909: 1.0174023916942319e-09
Position 1423: 1.0122737443435614e-09
Position 1195: 8.714781521349114e-10
Position 969: 7.086795445039419e-10
Position 793: 4.3009740101406e-10
Position 980: 1.5355407456165058e-10
Position 1052: 9.462039055223203e-11
Position 1056: 2.3557689551982328e-11
Position 80: 4.497147031673268e-12
Position 972: 1.8745090359003992e-12
Position 764: 1.848017359885181e-12
Position 747: 1.6702414059690405e-12
Position 1043: 1.987110123931846e-14
