Gene = Glce
Position 1190: 1.036140382345056e-06
Position 882: 1.0132991440294037e-06
Position 1340: 9.556416597836806e-07
Position 1228: 7.766437054841772e-07
Position 468: 7.694961268550824e-07
Position 1559: 6.927824860466147e-07
Position 624: 5.264911141018864e-07
Position 1403: 4.0492381821936987e-07
Position 1384: 3.923045577740874e-07
Position 1022: 3.7858410084176217e-07
Position 1409: 3.127764220250118e-07
Position 1718: 3.0847677959358087e-07
Position 1020: 2.4936580132686104e-07
Position 1134: 1.7120573165563046e-07
Position 1509: 1.5229824629881504e-07
Position 1017: 8.95398127129125e-08
Position 1027: 8.924991963320721e-08
Position 921: 6.709946307622777e-08
Position 933: 3.7245757495334935e-08
Position 527: 4.1235358692073047e-10
Position 216: 3.665534242689725e-10
Position 927: 3.4335688957427826e-10
Position 1393: 1.0822971915756465e-11
Position 125: 4.833382124301492e-12
Position 154: 3.1491744190553146e-14
