Gene = Ate1
Position 11151: 0.0017138862380251074
Position 7010: 0.001691160608851357
Position 9281: 0.001684770462091478
Position 958: 0.001533483440910559
Position 12092: 0.0015136848279252522
Position 9963: 0.0015059868003778703
Position 607: 0.0013932018340929132
Position 2662: 0.001299899340422787
Position 8158: 0.0010834379464568912
Position 926: 0.0009277422073028966
Position 11604: 0.0007747354958024069
Position 13042: 0.0007256303837738716
Position 10439: 0.0007157577587733545
Position 10518: 0.0006650900957309187
Position 9713: 0.00063965825683542
Position 81: 0.0005519089419121638
Position 6990: 0.0005469403371227097
Position 8785: 0.0004775884433593543
Position 9139: 0.00038393547766189123
Position 8817: 0.0003775463151646077
Position 205: 0.00032945872291686166
Position 12773: 0.00029595862413589496
Position 8963: 0.00023407309518458488
Position 250: 0.00022932494231418872
Position 438: 0.00022426787454469906
Position 8974: 0.0001926898584246511
Position 157: 0.00017959926401686912
Position 616: 0.00015594630013616978
Position 313: 0.00015451232474188894
Position 454: 0.00014674128719376924
Position 3122: 0.00014230793550381766
Position 2257: 0.0001288026028817282
Position 10397: 0.00012392832238396244
Position 464: 0.00012010476498170553
Position 248: 0.00011833062911800324
Position 110: 0.00011494938206363343
Position 635: 9.742533656461599e-05
Position 152: 8.719320383010637e-05
Position 8857: 8.230766308457908e-05
Position 9010: 8.164429451370622e-05
Position 1883: 8.019839213327276e-05
Position 13005: 7.758904548288713e-05
Position 270: 7.63818200512875e-05
Position 486: 6.355715013932495e-05
Position 1530: 6.251553012309322e-05
Position 436: 5.7419151763257025e-05
Position 213: 4.821641684794937e-05
Position 1273: 4.418281820695627e-05
Position 315: 4.23569570546691e-05
Position 91: 4.0800498672500824e-05
Position 277: 2.9309653481748186e-05
Position 13173: 2.595999887965958e-05
Position 298: 2.3844087318987738e-05
Position 448: 2.1386385486370836e-05
Position 1622: 2.0798268415156102e-05
Position 6062: 1.3314204229131904e-05
Position 579: 1.2514922107951011e-05
Position 2093: 6.622809306951288e-06
Position 184: 5.614392444709125e-06
Position 1259: 5.532701328819415e-06
Position 46: 5.466448531068775e-06
Position 301: 4.384991533084143e-06
Position 488: 4.039162259667533e-06
Position 471: 3.574225876187906e-06
Position 186: 3.170019539623327e-06
Position 41: 2.6774280641594787e-06
Position 585: 2.3460508315389738e-06
Position 618: 2.1442767364791977e-06
Position 49: 1.3504474399518732e-06
Position 33: 1.3165464229911954e-07
Position 854: 3.2210071575795773e-10
Position 776: 2.876249037020052e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8665: 0.9654490011695761
Position 11880: 0.9327143876896995
Position 10321: 0.8287247200537008
Position 5755: 0.6055835804760208
Position 14757: 0.585422540796152
Position 8856: 0.5514394908239761
Position 20758: 0.4930336220993193
Position 3300: 0.39513737862173803
Position 3411: 0.29543548887814086
Position 15729: 0.25079061866764657
Position 9520: 0.2446533894925448
Position 4911: 0.24279939482658147
Position 19461: 0.20947513306044427
Position 9625: 0.18671454285307104
Position 3235: 0.14809297578313968
Position 13468: 0.13109074829933479
Position 337: 0.12049185123834777
Position 23919: 0.11141211221000688
Position 11569: 0.09905738425439865
Position 14204: 0.09015509557319423
Position 1983: 0.07545515892661216
Position 5026: 0.06731516691590632
Position 7394: 0.06676669415561307
Position 20209: 0.06337166747548251
Position 15027: 0.05702149438394841
Position 5443: 0.05487611625372811
Position 1710: 0.04336690838945183
Position 18369: 0.03868711146558224
Position 726: 0.03097518070554645
Position 15087: 0.030141424437269682
Position 14811: 0.029243052815777236
Position 7941: 0.027717798193523133
Position 5043: 0.026922118671162436
Position 7844: 0.026099815115041655
Position 2418: 0.023835089292627374
Position 16082: 0.02014786278541562
Position 8681: 0.01963452684549302
Position 4694: 0.019543009916806107
Position 19964: 0.018889577888429276
Position 697: 0.01866050514601328
Position 6876: 0.018469323721704744
Position 1386: 0.01733461069759216
Position 3788: 0.01709182669921737
Position 11586: 0.016530156114440482
Position 6552: 0.015491647254085798
Position 2937: 0.015295814644333588
Position 16203: 0.01528797136997816
Position 9687: 0.014524641704575824
Position 2978: 0.014134499402517615
Position 9558: 0.013897088126124996
Position 14237: 0.0134586279784162
Position 5540: 0.01300583827760791
Position 2446: 0.012970245447011173
Position 2810: 0.01294223968208125
Position 12020: 0.012607014590650336
Position 17728: 0.01222509920313128
Position 14419: 0.011615140230553673
Position 2954: 0.011001043649611441
Position 1359: 0.010696837464834217
Position 2735: 0.010617839615185282
Position 11635: 0.010610271028556833
Position 11414: 0.010438977120756265
Position 14793: 0.0100615919402189
Position 9533: 0.009410259570051678
Position 12075: 0.009394825410723536
Position 9658: 0.008983064559407276
Position 11506: 0.008788912582044882
Position 7798: 0.008645145950528304
Position 3343: 0.00827025042279103
Position 5758: 0.008086408039980475
Position 1542: 0.007770692398133263
Position 3751: 0.007760683776697685
Position 10342: 0.007607766565832964
Position 12854: 0.00717425477329671
Position 5045: 0.006418732652265971
Position 14786: 0.0062250029993440245
Position 565: 0.006155573894430816
Position 11038: 0.005892791225992395
Position 14294: 0.005891673240955215
Position 12195: 0.005844855055021587
Position 14688: 0.005834967451720795
Position 9663: 0.005819702400694386
Position 14702: 0.005524732949787579
Position 4841: 0.005502969249681887
Position 5158: 0.004950186699548217
Position 7257: 0.004863493907331636
Position 11742: 0.00485660714140353
Position 6038: 0.004752162465697698
Position 16807: 0.004566056760191299
Position 9044: 0.004474744807489055
Position 1879: 0.004394507605973161
Position 2184: 0.0043688701917171426
Position 8946: 0.004326346250098497
Position 1436: 0.004205705255304394
Position 15786: 0.003769524124487761
Position 8909: 0.003595491472375636
Position 22141: 0.0035633679176300093
Position 2769: 0.0032748056561550075
Position 811: 0.0032587140564305393
Position 13857: 0.0031977753993375356
Position 9199: 0.0028560226723296353
Position 21509: 0.002618024637345559
Position 1400: 0.002407089709792322
Position 14388: 0.002355304547339243
Position 4922: 0.0023337142280902587
Position 832: 0.002218544908582433
Position 2598: 0.002188805568704985
Position 2017: 0.002186956417716011
Position 441: 0.0021833985399939927
Position 3185: 0.002168202054526059
Position 731: 0.0021154880048824065
Position 4965: 0.0021051800965023976
Position 10415: 0.0020967257922323715
Position 5101: 0.00207626423932925
Position 9092: 0.0020670634891243314
Position 11016: 0.002056605682063315
Position 1862: 0.0020474911267277236
Position 6579: 0.001982103411968076
Position 10286: 0.0019405676672285305
Position 14955: 0.0019250562652886175
Position 8687: 0.001837349390604096
Position 1514: 0.0016832854088162155
Position 11048: 0.0016053376847944506
Position 12526: 0.0015885543055085653
Position 9086: 0.0015573849053038694
Position 15612: 0.0015269041154540716
Position 10207: 0.0014860638328326764
Position 5807: 0.001484104047316991
Position 18922: 0.0014577554283339384
Position 2298: 0.0013747794790742506
Position 2116: 0.001323514121065845
Position 627: 0.0013176300413828687
Position 5560: 0.0012319314818020203
Position 774: 0.0012086775900272675
Position 3058: 0.001199661150964228
Position 3368: 0.00118132093705061
Position 2286: 0.001128570483782305
Position 1731: 0.0010482884245272914
Position 7363: 0.000976377019782511
Position 11248: 0.0009718417550612997
Position 3246: 0.0009665172192234793
Position 11380: 0.0009561769842861418
Position 12259: 0.0009541781447239609
Position 11092: 0.0009109420459183614
Position 3375: 0.0009084444439932755
Position 10383: 0.0008874369443368226
Position 5897: 0.0008813564434213231
Position 11919: 0.0008484586763685595
Position 845: 0.0008332138781077028
Position 2847: 0.0008259717805730601
Position 818: 0.0008068471770503621
Position 416: 0.0007905712089956775
Position 1618: 0.0007833471201824458
Position 3694: 0.0007198348463559217
Position 12637: 0.0006672217060286964
Position 11370: 0.0006650568887279894
Position 2460: 0.0006491701456103418
Position 9946: 0.0005880070055187026
Position 11886: 0.0005822771984578727
Position 1897: 0.0005606894702620379
Position 3435: 0.0005432746150257283
Position 17696: 0.0005410291332961686
Position 15336: 0.0005352482344617302
Position 1679: 0.0005147819125533894
Position 2787: 0.0005083334601305954
Position 18484: 0.0004998332372196634
Position 5987: 0.0004950580909988891
Position 8491: 0.00047261212561928285
Position 15530: 0.0004650090949498175
Position 5446: 0.0004277947750329882
Position 789: 0.00042357613407110426
Position 16959: 0.0004232118392582714
Position 9416: 0.00041939639646747993
Position 9787: 0.00038450391617450715
Position 16044: 0.0003807967436198196
Position 4952: 0.00038015205968870545
Position 1693: 0.0003660667978438586
Position 1712: 0.00036546705875366216
Position 8862: 0.00036032625582954733
Position 3903: 0.0003593211463770937
Position 748: 0.0003587304093684043
Position 12530: 0.00032925768830803287
Position 11389: 0.0003236422889603246
Position 1599: 0.000310039311894666
Position 12288: 0.000290313606725914
Position 12579: 0.00027228899506085493
Position 1674: 0.00026506670119488346
Position 15896: 0.00025696577076366064
Position 3137: 0.00023792780618722874
Position 3274: 0.00023351483227771242
Position 17134: 0.00020928783091924598
Position 14565: 0.00020860284928511023
Position 678: 0.00019399702590492654
Position 1298: 0.00018499897801760095
Position 13613: 0.00017241921274330191
Position 12730: 0.00017220114326057723
Position 2257: 0.0001718813408348971
Position 3440: 0.00017014161497155763
Position 9156: 0.00016885160169476666
Position 2823: 0.00014315328290592737
Position 1792: 0.00014231997475802814
Position 12385: 0.00014140241838958662
Position 16239: 0.00013728147081452864
Position 603: 0.00012414411386987335
Position 2740: 0.0001187770021540701
Position 13423: 0.00011823227795099699
Position 9125: 0.00011671193679783176
Position 3976: 0.00011246568694103546
Position 1330: 0.00010147167254147445
Position 1771: 9.771551620778051e-05
Position 486: 8.517415953139995e-05
Position 925: 8.063774830628562e-05
Position 1571: 8.057008006772987e-05
Position 1922: 7.743336490443386e-05
Position 9755: 7.13361518960979e-05
Position 13922: 6.7959067878679e-05
Position 352: 6.284888896081648e-05
Position 3449: 4.853797910127611e-05
Position 891: 3.2922757967114916e-05
Position 12213: 3.175030201969312e-05
Position 9204: 2.440626467277464e-05
Position 13172: 2.2113755926959175e-05
Position 7273: 1.4815867405202679e-05
Position 2148: 1.2337476891486545e-05
Position 5243: 1.1687210750912891e-05
Position 9184: 1.1237202883480142e-05
Position 634: 9.432017392043406e-06
Position 1465: 9.08496508933355e-06
Position 5452: 6.671098413759292e-06
Position 1735: 5.36764282064686e-06
Position 750: 4.8775833988976896e-06
Position 5970: 4.361211516869455e-06
Position 1452: 4.309760059605002e-06
Position 11802: 4.1371648795589445e-06
Position 1447: 4.023458077498483e-06
Position 5991: 3.704984993726223e-06
Position 1168: 3.7023839456709937e-06
Position 360: 3.6555077052455903e-06
Position 482: 3.638733767282103e-06
Position 421: 3.171150658884437e-06
Position 1175: 3.1344664912069584e-06
Position 912: 2.9686039028073433e-06
Position 1104: 2.9255670705402835e-06
Position 1402: 2.90641986217428e-06
Position 1991: 2.5606115874585433e-06
Position 1363: 2.5187591517054676e-06
Position 1154: 2.4789080413408435e-06
Position 6042: 2.4085935923725854e-06
Position 1728: 2.3643627718983237e-06
Position 3091: 2.2564632953633977e-06
Position 1562: 2.250778211886363e-06
Position 1495: 2.13781560268177e-06
Position 306: 1.994510316627197e-06
Position 286: 1.7943583228611898e-06
Position 1593: 1.5539034274630497e-06
Position 957: 1.5534580705964473e-06
Position 11817: 1.2332925468609698e-06
Position 443: 1.0634308317296382e-06
Position 184: 1.0362103230368773e-06
Position 1928: 8.884584913375701e-07
Position 2559: 6.45328927410363e-07
Position 2345: 6.114104678516919e-07
Position 1085: 6.027706206150438e-07
Position 1064: 5.747934097354443e-07
Position 898: 3.838271785061051e-07
Position 308: 3.1552746247016975e-07
Position 155: 2.8433828007858753e-07
Position 1121: 1.612439657325177e-07
Position 1636: 1.6097282985086988e-07
Position 147: 1.557096245871353e-07
Position 1046: 1.3586029277306836e-07
Position 1901: 1.0529328645264678e-07
Position 514: 6.592805544483294e-08
Position 172: 4.571383966279946e-08
Position 364: 3.12365580448125e-08
Position 296: 2.4861027884774186e-08
Position 383: 2.470544562269286e-08
Position 166: 1.2384452382903357e-08
Position 132: 1.1375305270078883e-08
Position 496: 7.797792915638764e-09
Position 268: 6.234884884115361e-09
Position 205: 3.3888705110018788e-09
Position 199: 3.2933537617237726e-09
Position 372: 1.8687318485515672e-09
Position 233: 1.430116475889369e-09
Position 157: 1.007321214380535e-09
Position 229: 2.169326827034991e-10
Position 213: 4.9607718151824424e-11
Position 99: 7.34526176230488e-13
