Gene = A630095N17Rik
Sorted 3' Splice Sites (High to Low Probability):
Position 8659: 0.7191926295356318
Position 11516: 0.49394537894341667
Position 9055: 0.2904124644877183
Position 6465: 0.27452698668144276
Position 8579: 0.10340778756471856
Position 9336: 0.08412086745846789
Position 10897: 0.07166756448879788
Position 6531: 0.046943650263338584
Position 6774: 0.04503594490254547
Position 661: 0.04346853072952238
Position 8371: 0.042232141953362654
Position 7252: 0.03597662626662521
Position 11390: 0.03263963904909545
Position 1580: 0.03174105531494671
Position 613: 0.030143384634837768
Position 1506: 0.029090835361820798
Position 6163: 0.028870981153501427
Position 7380: 0.025351315318148254
Position 10695: 0.020527481395287813
Position 1090: 0.01949718790184736
Position 1420: 0.018851710145519788
Position 7649: 0.01869306543489616
Position 3677: 0.018200681849618205
Position 681: 0.01794946631969733
Position 1382: 0.01726281128958854
Position 10006: 0.014872995101402142
Position 3999: 0.014719143054945105
Position 1395: 0.013547120734610563
Position 10096: 0.013175430790860261
Position 10151: 0.012507158196564963
Position 9097: 0.011767856210520249
Position 10606: 0.01146494235442179
Position 6195: 0.010197212579188781
Position 8394: 0.010189866428180818
Position 9066: 0.009406103612559294
Position 699: 0.00867523374236844
Position 3568: 0.008658329174043924
Position 6415: 0.007225182195702124
Position 7593: 0.006643111313257424
Position 8294: 0.006263440726119996
Position 11354: 0.00596862661766163
Position 3784: 0.005952364953105675
Position 6581: 0.00574353991501077
Position 8414: 0.005718136550437784
Position 11456: 0.00533229019367539
Position 6723: 0.005256511514926561
Position 11241: 0.0048369020375752915
Position 1563: 0.0043782850746665256
Position 4115: 0.004121807973204313
Position 1062: 0.0040677563332315505
Position 2265: 0.0036585390797594986
Position 3635: 0.0035020820509823448
Position 3701: 0.003491323716237066
Position 5995: 0.0034740708522304087
Position 8612: 0.00314923973845264
Position 4190: 0.0030736717036227395
Position 9886: 0.003053190768806752
Position 1441: 0.0029760380926147543
Position 4172: 0.0028329592539101866
Position 5102: 0.0027419387054027546
Position 1306: 0.0024852499649241403
Position 2249: 0.0024767384370495494
Position 7203: 0.002453235871599111
Position 2217: 0.002375056274990072
Position 10966: 0.0022965533390792835
Position 522: 0.0022118333777435563
Position 9607: 0.0021889795643983663
Position 780: 0.0021204898406388317
Position 8184: 0.0020357299541362566
Position 7433: 0.0018975185770456703
Position 9508: 0.0017849281750524314
Position 11545: 0.001606639435998198
Position 994: 0.00159716360389309
Position 6493: 0.0015829645118837557
Position 10969: 0.0014762844811636252
Position 456: 0.0014737494362923721
Position 7053: 0.0013154952998186624
Position 268: 0.0012300404363651469
Position 11779: 0.0012202933031812634
Position 9127: 0.0010648118915040933
Position 819: 0.0009629849682117638
Position 1021: 0.0009458264846506044
Position 6956: 0.0009177524595372559
Position 3806: 0.000880294194489154
Position 385: 0.0008166778613668838
Position 478: 0.00073160641078766
Position 3871: 0.0006998257475455931
Position 881: 0.000659784598860711
Position 9940: 0.000652047230939115
Position 553: 0.0006352110966922978
Position 5657: 0.0005978942264263931
Position 615: 0.0005537204489665716
Position 3913: 0.0005003603770782257
Position 4023: 0.0004939126299998737
Position 9355: 0.0004873339526404142
Position 5876: 0.0004545808859323239
Position 1512: 0.00044856852339450633
Position 4805: 0.00042660354781751315
Position 4153: 0.0004061056891556094
Position 4540: 0.000374166235609091
Position 1535: 0.0003182966554002158
Position 2626: 0.0002953010449728143
Position 704: 0.00028578426105609013
Position 1624: 0.00024065619540556159
Position 1152: 0.00022774233240054035
Position 4905: 0.00021156446274297338
Position 3432: 0.00020176279664073794
Position 736: 0.0001916931752697858
Position 4493: 0.00018347911872143973
Position 3736: 0.00017866109073685584
Position 636: 0.00017650270421385857
Position 8495: 0.00016550948803384615
Position 5445: 0.00016373510668246384
Position 2950: 0.0001371921744011959
Position 1538: 0.00013222117487038013
Position 1071: 0.00012902193818756135
Position 908: 0.0001276905497780944
Position 313: 0.00012258404297690344
Position 1552: 0.00011749374811488395
Position 2126: 0.00010767838952011665
Position 5565: 0.00010648942320848116
Position 927: 0.00010437802869765983
Position 6471: 0.00010352490938505586
Position 3149: 9.802072792311015e-05
Position 3121: 9.488167649426481e-05
Position 501: 9.361895758340901e-05
Position 741: 9.341553453071601e-05
Position 1523: 8.979708496952365e-05
Position 5416: 8.601012251778965e-05
Position 744: 7.642294463802928e-05
Position 619: 7.625112501983116e-05
Position 930: 7.321014638699167e-05
Position 1211: 7.290403253155183e-05
Position 3085: 7.261785817782017e-05
Position 7102: 7.029527814181458e-05
Position 4884: 6.976215896599221e-05
Position 5157: 6.940155451280896e-05
Position 6237: 6.435651993318644e-05
Position 3786: 5.5166248185484e-05
Position 2076: 5.4503508581974863e-05
Position 5949: 5.3666375028201945e-05
Position 5582: 5.2257978258917535e-05
Position 6852: 5.195688646665663e-05
Position 955: 5.163791045017574e-05
Position 2469: 5.134873097013588e-05
Position 5448: 4.8507805374727454e-05
Position 1324: 4.6705375378531076e-05
Position 207: 4.4065494521755975e-05
Position 2220: 4.2926636222769525e-05
Position 5346: 4.107887808602572e-05
Position 2139: 4.0905308608502755e-05
Position 4051: 3.99506392698817e-05
Position 1448: 3.845900276024064e-05
Position 2181: 3.4220999098237086e-05
Position 436: 3.353584717051081e-05
Position 1657: 3.2618559477888244e-05
Position 738: 2.9371581596665858e-05
Position 574: 2.900520216494489e-05
Position 2843: 2.497581864899286e-05
Position 1348: 2.4538204056906634e-05
Position 4572: 2.1685788360033952e-05
Position 1321: 2.104266819136206e-05
Position 1935: 2.0858099017710432e-05
Position 389: 1.958019364233866e-05
Position 2791: 1.7115353214104803e-05
Position 335: 1.5035124897046221e-05
Position 277: 1.4653183411754155e-05
Position 707: 1.3985677261726582e-05
Position 4356: 1.2996745692188218e-05
Position 1786: 1.2153898035496061e-05
Position 1661: 1.1209901670604297e-05
Position 2815: 1.0232639201126087e-05
Position 424: 9.863448400379175e-06
Position 2081: 9.464660834543067e-06
Position 3351: 9.325043126081417e-06
Position 1730: 9.095072932665488e-06
Position 2153: 8.212335478699256e-06
Position 2953: 7.813359919330238e-06
Position 2729: 7.811213434325808e-06
Position 2318: 7.3694030107024595e-06
Position 2753: 7.33516798191536e-06
Position 217: 7.20598453870808e-06
Position 2631: 7.0486190325560316e-06
Position 2363: 6.778819349969124e-06
Position 342: 6.29506712649416e-06
Position 2395: 5.439787488938154e-06
Position 1134: 5.087878494360212e-06
Position 1042: 4.550121432744586e-06
Position 528: 4.402362821948753e-06
Position 670: 4.395669651265158e-06
Position 713: 4.3955139801543065e-06
Position 1998: 4.225103862518357e-06
Position 2200: 4.092183019854267e-06
Position 332: 4.0695794708861526e-06
Position 1695: 4.0644892663907215e-06
Position 2162: 4.038202327384378e-06
Position 1113: 3.912882865096411e-06
Position 287: 3.7202296969820315e-06
Position 557: 3.472422592884327e-06
Position 1159: 3.331038500896375e-06
Position 358: 2.5535028596064473e-06
Position 391: 2.511388950472926e-06
Position 823: 2.328175320214424e-06
Position 1595: 2.2367157074767678e-06
Position 709: 2.116769261753583e-06
Position 626: 1.7211665231379592e-06
Position 1073: 1.5727354637793025e-06
Position 534: 1.3630468053152188e-06
Position 3811: 1.3237383641075482e-06
Position 3244: 1.273521592187561e-06
Position 1032: 1.0739902727010632e-06
Position 844: 1.061767633157128e-06
Position 715: 9.454721605903111e-07
Position 226: 7.865130690157615e-07
Position 1317: 7.289135262015424e-07
Position 1244: 7.263874471533954e-07
Position 970: 6.052519241472813e-07
Position 624: 5.670800324112086e-07
Position 541: 4.3853892178054887e-07
Position 1179: 4.072319229564483e-07
Position 348: 2.1586566971648955e-07
Position 997: 1.0003059708051277e-07
Position 394: 8.7157620854763e-08
Position 182: 6.243952164656289e-08
Position 751: 6.179609203440277e-08
Position 189: 5.85896520749147e-08
Position 838: 4.773569735218414e-08
Position 221: 3.690333203754736e-08
Position 1185: 3.486727010243227e-08
Position 293: 2.2098538299154868e-08
Position 511: 1.2072532135207925e-08
Position 396: 1.146000301479516e-08
Position 754: 7.28938924689003e-09
Position 761: 5.3856062860121356e-09
Position 185: 4.2134380716595805e-09
Position 350: 1.7147750063732267e-09
Position 967: 1.6773528537993788e-09
Position 757: 9.61291465505551e-10
Position 763: 2.6333505543650196e-10
Position 164: 1.0334005332356213e-10
Position 171: 1.3035370490642822e-11
Position 136: 8.02775901285822e-12
Position 175: 5.342859157818513e-15
Position 139: 2.4331613662628314e-15
Position 112: 3.678987515569205e-16
Position 146: 2.328286227944698e-16
Position 130: 1.8883588078582604e-16
Position 154: 1.821919809023248e-16
Position 73: 1.3380967718861193e-17
Position 66: 8.777441354698365e-18
Position 98: 4.828391866060885e-18
Position 68: 1.3628110123360817e-18
Position 80: 6.648752578939492e-19
Position 115: 4.4974417942600565e-19
Position 101: 4.1537386862351064e-20
