Gene = Mospd3
Position 1662: 0.000115465176067814
Position 1727: 0.0001065283581311714
Position 376: 0.00010047663227391339
Position 595: 9.841168319306736e-05
Position 711: 8.599297126205181e-05
Position 172: 8.542402161983e-05
Position 1296: 8.364003240793432e-05
Position 773: 8.301080039303831e-05
Position 197: 7.927411988327651e-05
Position 215: 7.916011243192551e-05
Position 860: 7.866531201267443e-05
Position 225: 7.756612260895544e-05
Position 563: 7.677068475560503e-05
Position 298: 6.799468952733982e-05
Position 3691: 6.71504614374127e-05
Position 2641: 6.604848302210754e-05
Position 187: 6.322641637725025e-05
Position 3432: 6.29208033016393e-05
Position 3935: 6.0627152896273375e-05
Position 1420: 5.417225644414752e-05
Position 1751: 4.627285155888603e-05
Position 3868: 4.152834066028899e-05
Position 125: 4.0385814893607075e-05
Position 714: 3.8314958585992335e-05
Position 848: 3.7508646595315085e-05
Position 346: 3.6292300510789834e-05
Position 204: 3.5812982721143084e-05
Position 867: 3.4979452978546544e-05
Position 3413: 3.45059407097255e-05
Position 2446: 3.340751425422349e-05
Position 2454: 2.8859231540802894e-05
Position 3483: 2.880671916128378e-05
Position 3243: 2.7195439589778735e-05
Position 3290: 2.6315865152795153e-05
Position 190: 2.5381142246367462e-05
Position 373: 2.4036744728330262e-05
Position 132: 2.1940156260386514e-05
Position 1035: 1.7612261607669474e-05
Position 3523: 1.750804710982946e-05
Position 361: 1.7490401613300793e-05
Position 120: 1.543717244746394e-05
Position 3466: 1.4428484019093673e-05
Position 3509: 1.2704744297965516e-05
Position 1152: 1.1400388904265126e-05
Position 174: 6.89012546385725e-06
Position 1072: 6.39331797130466e-06
Position 2691: 6.19441016405727e-06
Position 875: 5.841799392379995e-06
Position 1842: 5.52537387388061e-06
Position 282: 5.351579508953913e-06
Position 862: 5.014089579914975e-06
Position 2434: 4.7701559038653275e-06
Position 1312: 3.831879125521321e-06
Position 1053: 3.7764628126849358e-06
Position 2352: 3.540482562669157e-06
Position 1047: 3.4051325627120697e-06
Position 302: 2.8474022814272178e-06
Position 1105: 2.8380976802024418e-06
Position 1669: 1.6180406658823365e-06
Position 821: 1.5011432772451359e-06
Position 1079: 1.2327721089931594e-06
Position 371: 1.1896945397863083e-06
Position 598: 1.0811768070384097e-06
Position 1092: 9.203288846569623e-07
Position 1163: 6.925922029553406e-07
Position 1833: 6.706256592581898e-07
Position 1929: 5.686334914795047e-07
Position 1868: 5.662274273933075e-07
Position 275: 4.910527379102209e-07
Position 2371: 3.9264328063634545e-07
Position 794: 1.995022687727986e-07
Position 101: 1.6555773373064712e-07
Position 779: 1.5371971842361945e-07
Position 818: 9.044323704654246e-08
Position 815: 8.78883559098958e-08
Position 85: 3.7211132374518943e-08
Position 103: 5.091964263633435e-10
Position 800: 4.55341698073552e-10
Position 114: 1.7722285498001304e-11
Position 98: 1.61771442405752e-11
