Gene = Fank1
Position 10993: 0.012883658807928116
Position 12107: 0.012033632844943378
Position 3343: 0.009863498393978888
Position 15869: 0.008458602787259859
Position 657: 0.007936103773120423
Position 10729: 0.007066721491939134
Position 2080: 0.006884399288839357
Position 3800: 0.006446770098919033
Position 3862: 0.005876718211291966
Position 3711: 0.005439566663573522
Position 15722: 0.005309950890925466
Position 6714: 0.005108797251012798
Position 5739: 0.004585090573610719
Position 17547: 0.004380915313677623
Position 3539: 0.004293704243281072
Position 12012: 0.0037771540162233022
Position 6664: 0.003504006479248262
Position 4920: 0.003254629130804192
Position 6689: 0.003103363569885282
Position 1197: 0.0030030348437146406
Position 3408: 0.0026424461478499824
Position 3328: 0.0025502808410278865
Position 5871: 0.0021789644561528813
Position 10065: 0.002149582466326599
Position 11341: 0.002055653907587015
Position 3437: 0.0019503877841310897
Position 1289: 0.0019191326363034152
Position 3853: 0.0018884096674498367
Position 6425: 0.0018838633519998279
Position 5819: 0.0017703844968544344
Position 6223: 0.0016262007750309979
Position 4958: 0.0015334967515332769
Position 3562: 0.0015006331069067924
Position 10069: 0.0013602332472962832
Position 14978: 0.0011935073853888234
Position 475: 0.001159828828426423
Position 3918: 0.001087112016244509
Position 6759: 0.000921620370154405
Position 1062: 0.0008503747473197869
Position 3426: 0.0008057321707748731
Position 11977: 0.0007956059298019546
Position 1246: 0.0007777464357743567
Position 13621: 0.000747435344562539
Position 3816: 0.0006797120621768226
Position 1220: 0.0006412799970486287
Position 13833: 0.0006121884125616182
Position 13240: 0.0005307717214552101
Position 486: 0.0005162910957050598
Position 2008: 0.0005130753597444915
Position 13316: 0.0005112136991387248
Position 3072: 0.000505108826815053
Position 4114: 0.00044353837843384036
Position 5519: 0.0004342769301575992
Position 1241: 0.0004272601061025115
Position 2366: 0.00042114715818060346
Position 6783: 0.0003978846820941766
Position 3554: 0.00039321194358559857
Position 6694: 0.00039261610797518276
Position 6579: 0.0003596760307412837
Position 2091: 0.00033712726396487144
Position 3885: 0.00033616691712768726
Position 4961: 0.0003110591465144753
Position 5057: 0.00026140170390129167
Position 3579: 0.0002520424543363379
Position 2037: 0.0002517857951096157
Position 2109: 0.0002450402615978457
Position 4678: 0.00021470456695060327
Position 3571: 0.00021192860169957778
Position 5191: 0.00020844302345798837
Position 11557: 0.00017111724599219838
Position 370: 0.00016648887284102703
Position 2169: 0.00016113787391076407
Position 1787: 0.00015332822280546992
Position 3481: 0.00015115377348699945
Position 11606: 0.00014505585235362404
Position 5210: 0.00014501065283936449
Position 2767: 0.0001384634059130425
Position 11215: 0.000138441434539114
Position 2387: 0.00013099935668325828
Position 10084: 0.00011305268856811626
Position 3584: 0.00011018174071361811
Position 4060: 0.00010167862630032818
Position 3176: 9.780868688796064e-05
Position 1067: 9.680413818073575e-05
Position 10240: 8.716831762062994e-05
Position 2129: 8.322093404153206e-05
Position 3413: 7.311567488526244e-05
Position 3457: 7.3080020712241e-05
Position 6310: 7.092096124907287e-05
Position 1432: 6.807514662870137e-05
Position 5270: 6.482892779963154e-05
Position 804: 5.5063275516641576e-05
Position 6185: 5.407181446725478e-05
Position 6403: 5.011495031657195e-05
Position 5662: 4.335720840315786e-05
Position 1344: 3.92200280940019e-05
Position 6161: 3.146265169856024e-05
Position 524: 3.135857115713265e-05
Position 1042: 2.9834356889543576e-05
Position 2902: 2.9039877630711473e-05
Position 800: 2.8709309728767155e-05
Position 5751: 2.5333705105391507e-05
Position 1116: 2.4972780782459127e-05
Position 335: 2.2005994384041295e-05
Position 4000: 2.0099641510245334e-05
Position 6325: 1.457125468153976e-05
Position 1823: 1.4465589479731664e-05
Position 5112: 1.3808497008999229e-05
Position 5577: 1.2122990240908572e-05
Position 6394: 1.1712802847364789e-05
Position 5390: 1.1671180703981513e-05
Position 6179: 1.0503733183508586e-05
Position 2429: 9.812794143462427e-06
Position 5220: 9.270630316871352e-06
Position 4236: 8.7459838991827e-06
Position 194: 8.679422569108817e-06
Position 2740: 7.1543766726737585e-06
Position 5247: 7.108406314451963e-06
Position 893: 7.069460822321977e-06
Position 4155: 6.964984972102625e-06
Position 6168: 6.8759705714400954e-06
Position 1084: 5.573448145696479e-06
Position 4635: 5.010664269847695e-06
Position 779: 4.373294103038126e-06
Position 4270: 4.252459225462304e-06
Position 4986: 3.932916064537515e-06
Position 4187: 3.86938053040325e-06
Position 885: 3.196786012061725e-06
Position 2983: 2.8315098570104587e-06
Position 2597: 2.543453691531015e-06
Position 3958: 2.5022763196298066e-06
Position 3111: 1.9277422526506845e-06
Position 2542: 1.7530230072469555e-06
Position 226: 1.714909771974249e-06
Position 1446: 1.622297051116075e-06
Position 1521: 1.5977433245457607e-06
Position 1757: 1.399667766529137e-06
Position 2213: 1.2549109316047318e-06
Position 203: 1.163026362693691e-06
Position 1103: 1.0469990615878696e-06
Position 1936: 9.247566633647866e-07
Position 2232: 8.853768173753031e-07
Position 2315: 7.757074019725992e-07
Position 2197: 7.742763158576624e-07
Position 1829: 6.889214196888584e-07
Position 6812: 6.403354976844219e-07
Position 1124: 5.804247449407794e-07
Position 977: 5.715176960132967e-07
Position 1641: 5.48974324871386e-07
Position 703: 5.254071732803013e-07
Position 376: 4.92542858011683e-07
Position 938: 3.434621470576767e-07
Position 3655: 2.8847134695969463e-07
Position 659: 2.518494415548586e-07
Position 251: 2.3931574355550095e-07
Position 1296: 9.3189741708721e-08
Position 3229: 8.501872430750922e-08
Position 3681: 6.853609239466464e-08
Position 1165: 5.4213975560700944e-08
Position 1303: 4.311801692918475e-08
Position 664: 3.9068280725396143e-08
Position 2141: 2.544804107485265e-08
Position 2346: 2.5352445302197348e-08
Position 2220: 2.2137010381946368e-08
Position 2372: 1.6608992545334192e-08
Position 2389: 1.4719703886411435e-08
Position 2193: 1.3733731017759554e-08
Position 1367: 1.2397966158389e-08
Position 700: 1.1169509178714096e-08
Position 1151: 6.703917663751095e-09
Position 260: 5.720423860062436e-09
Position 268: 2.5512467193903027e-09
Position 2351: 2.5351388534597607e-09
Position 1598: 2.373759600437015e-09
Position 1331: 2.0775917900655565e-09
Position 1707: 1.9637039200567626e-09
Position 822: 1.6835760973097465e-09
Position 741: 1.6456958190256571e-09
Position 499: 1.5636088513405653e-09
Position 1750: 1.1199133697677573e-09
Position 1718: 9.683419247783888e-10
Position 526: 7.621286683945611e-10
Position 746: 6.381714421398792e-10
Position 390: 2.8075305725128024e-10
Position 743: 2.170323248685219e-10
Position 859: 1.3907923732337328e-10
Position 283: 8.767925275601101e-11
Position 667: 5.6195925435390164e-11
Position 669: 2.2573549123742138e-11
Position 671: 9.21012867670201e-12
Position 867: 3.729713306985468e-12
Position 838: 2.720001756685218e-12
Position 205: 1.968557457377474e-12
Position 164: 5.284948995855498e-13
Position 110: 1.2178165807182815e-13
Position 143: 1.0553724412031596e-13
Position 125: 2.3004579010583297e-14
Position 145: 7.751099030782684e-15
Position 824: 6.110986041172982e-15
Position 155: 5.302800052697016e-15
Position 151: 2.586044935822298e-15
Position 114: 1.4221880941420817e-15
Position 140: 1.3090782421770984e-15
