Gene = Sdhd
Position 2076: 1.5821465370829468e-05
Position 2416: 1.5720807016312445e-05
Position 562: 1.5062060809481395e-05
Position 3168: 1.3931984830115635e-05
Position 29: 1.2254078152686208e-05
Position 346: 1.0827171755297386e-05
Position 1578: 1.0655565784981525e-05
Position 82: 9.84139251602242e-06
Position 344: 9.571658785236277e-06
Position 3248: 8.804884824955458e-06
Position 901: 8.503290624572147e-06
Position 47: 7.1589617097800296e-06
Position 3372: 6.704674190559773e-06
Position 3384: 6.6797599026427045e-06
Position 3323: 6.358927420420146e-06
Position 3226: 5.632042141351105e-06
Position 642: 5.442220342015604e-06
Position 584: 1.748340812984785e-06
Position 382: 1.6801554060186909e-06
Position 394: 1.4441028500303024e-06
Position 610: 1.4435868043691861e-06
Position 3949: 1.442796146706847e-06
Position 3711: 1.3543886589030805e-06
Position 422: 1.315413386293303e-06
Position 652: 1.2909739782385178e-06
Position 458: 1.2641596501468409e-06
Position 3569: 1.127944343860383e-06
Position 163: 1.1080633849284857e-06
Position 57: 1.0494007089103161e-06
Position 363: 1.0446068505321683e-06
Position 375: 7.193126331112935e-07
Position 647: 5.647494528695257e-07
Position 3664: 5.636398935293743e-07
Position 608: 4.0407200393748797e-07
Position 189: 3.2802134166225487e-07
Position 3624: 3.223945006151141e-07
Position 402: 2.6651904303716146e-07
Position 677: 1.1767726960484117e-07
Position 3923: 1.0252234467547476e-07
Position 909: 9.814072450375486e-08
Position 392: 8.405413625776569e-08
Position 397: 6.77874527541285e-08
Position 645: 2.705863894364213e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3147: 0.9542594238644619
Position 6561: 0.4919662255469167
Position 2918: 0.34788191534231494
Position 2740: 0.21552446615879292
Position 4906: 0.15326712568762782
Position 3497: 0.14205612762193573
Position 4714: 0.12718982598276435
Position 1841: 0.07121062099064462
Position 723: 0.06123300741993542
Position 1890: 0.05228474634582478
Position 3556: 0.04788379102510712
Position 5893: 0.046137726668739845
Position 5847: 0.045790132872014055
Position 4265: 0.03706728803251595
Position 3787: 0.03639473981646313
Position 3595: 0.03500296841495353
Position 2660: 0.03373780145884341
Position 5398: 0.03367743801866083
Position 5763: 0.03032971216709349
Position 5972: 0.02927100511087374
Position 2134: 0.02310834787868108
Position 2896: 0.020506381563596483
Position 5953: 0.019537541417859947
Position 2845: 0.018697695445597063
Position 990: 0.016828133672315993
Position 3519: 0.016258375248367804
Position 3370: 0.01557733689777781
Position 2950: 0.013126306895794176
Position 3113: 0.011933265981450893
Position 4022: 0.010990490653360536
Position 5029: 0.01093246506913562
Position 4063: 0.009824081473317862
Position 4291: 0.009588471333359508
Position 4802: 0.008742939457045237
Position 1111: 0.008482307470341833
Position 5549: 0.008246709495375157
Position 6644: 0.007195172227866929
Position 7140: 0.006731920498614561
Position 4742: 0.005722739890642598
Position 2517: 0.005594820447937154
Position 1017: 0.005052477939195793
Position 655: 0.005012625228982515
Position 4769: 0.004773624400248801
Position 4173: 0.004734521153000735
Position 4635: 0.004568353368867427
Position 6277: 0.004311182414177989
Position 5543: 0.0041956879077632145
Position 1075: 0.004056981946226246
Position 917: 0.003624848349300672
Position 2282: 0.0034424829622444375
Position 2359: 0.0033943178343250704
Position 3500: 0.003205716451740477
Position 5812: 0.0031940313719145156
Position 1915: 0.0030474927673303687
Position 6859: 0.002963128418850719
Position 5149: 0.002889289558062195
Position 4044: 0.00267279897732825
Position 6699: 0.002593956097113173
Position 3163: 0.00238106285955611
Position 4838: 0.0022686049596980324
Position 2689: 0.002264932299701943
Position 417: 0.002156176360596599
Position 699: 0.001936517369662851
Position 1186: 0.001934823590913748
Position 5916: 0.00192076569271769
Position 199: 0.0018898582978331628
Position 5364: 0.0018720555998293909
Position 2698: 0.0018410454790587245
Position 2522: 0.0014130467163195324
Position 2956: 0.0013979982004857423
Position 3942: 0.001331998249436906
Position 4690: 0.001293947184999795
Position 3816: 0.0012232354802402762
Position 1188: 0.001212494310898445
Position 7174: 0.00120411167767999
Position 2473: 0.0012030892532767792
Position 901: 0.001190439918929368
Position 5118: 0.0011859320764519567
Position 6793: 0.001182288888368544
Position 2994: 0.0011599002865724129
Position 4084: 0.0009694648056672905
Position 1024: 0.0009114406811943544
Position 622: 0.0008827806953964946
Position 1851: 0.0008660437721474605
Position 2295: 0.0008456903466065595
Position 2870: 0.0007924706140538854
Position 2361: 0.0007786109070207481
Position 2344: 0.0007756541501888338
Position 6382: 0.0007622947196408944
Position 1848: 0.0007158838700903922
Position 2071: 0.0006891950358639617
Position 235: 0.0006233920436872925
Position 7013: 0.0005988106967391568
Position 2044: 0.0005892054525528629
Position 2656: 0.0005782496343034355
Position 546: 0.0005763412766617743
Position 1070: 0.0005299760981145891
Position 7087: 0.0005209334745358898
Position 1797: 0.0005124296526547897
Position 2366: 0.0005000957630289485
Position 4018: 0.000438746108705882
Position 528: 0.00039103896580703853
Position 3888: 0.00038773286148019925
Position 3558: 0.0003814235797731878
Position 1144: 0.00034022688801430034
Position 2973: 0.00033672694452050177
Position 7345: 0.00033476540565116126
Position 4402: 0.00029435627012246613
Position 3679: 0.0002919365154392048
Position 2480: 0.0002752029824780489
Position 740: 0.00023406936108043654
Position 1956: 0.00022666959239428178
Position 4940: 0.00022636742600266099
Position 2819: 0.0002103799215893907
Position 2814: 0.0001857874571298452
Position 504: 0.00016701492827539085
Position 2761: 0.00014755706391720037
Position 3697: 0.00013306203442766177
Position 1383: 0.00012994164460653748
Position 1870: 0.0001249245354293952
Position 599: 0.00011756365388627465
Position 1204: 0.00011457973758802838
Position 4382: 9.969550934215359e-05
Position 1155: 9.690453402735625e-05
Position 3020: 9.046145966946447e-05
Position 1163: 8.675352204617716e-05
Position 4412: 7.918111867539601e-05
Position 2382: 7.747135823962926e-05
Position 2178: 6.83772857301151e-05
Position 1182: 6.451570928708481e-05
Position 2702: 6.288391723807049e-05
Position 1919: 6.268797368317776e-05
Position 2440: 6.236595385205694e-05
Position 4035: 6.119250351017787e-05
Position 2222: 6.09553961042489e-05
Position 397: 5.739983335393473e-05
Position 2426: 5.711029011061067e-05
Position 584: 5.2907488376646605e-05
Position 276: 5.2506157860402025e-05
Position 3117: 4.849504012338094e-05
Position 2048: 4.781633194735166e-05
Position 1127: 4.6489968430493426e-05
Position 1138: 4.2122369202030826e-05
Position 1133: 4.1395949872866946e-05
Position 3203: 3.249023909201334e-05
Position 4647: 3.247195370660149e-05
Position 814: 3.174973921545129e-05
Position 1649: 2.64181246504977e-05
Position 3192: 2.4712997330700965e-05
Position 3529: 2.3164434921983892e-05
Position 1442: 2.0959475888989965e-05
Position 1411: 2.085123745063298e-05
Position 472: 1.9452770849748365e-05
Position 671: 1.7468751243754253e-05
Position 1093: 1.7281134923495417e-05
Position 1532: 1.4535181616537743e-05
Position 1191: 6.701176081561497e-06
Position 1221: 5.780282408534433e-06
Position 1342: 5.017808748024392e-06
Position 3701: 3.2615794048575587e-06
Position 1029: 3.2596882603850117e-06
Position 753: 2.6908771914351245e-06
Position 2249: 2.5467561845790946e-06
Position 871: 2.4910914456464784e-06
Position 1217: 2.32725498951607e-06
Position 175: 2.102427183956359e-06
Position 3642: 1.8050540409267527e-06
Position 3402: 1.735635479142928e-06
Position 3567: 1.7120948297650724e-06
Position 3377: 1.5682845286515573e-06
Position 1121: 1.2182584690369788e-06
Position 845: 1.174435388624597e-06
Position 1244: 1.08233118348231e-06
Position 1450: 1.0721066430257853e-06
Position 1628: 1.0300769150183545e-06
Position 2015: 9.133113545535719e-07
Position 242: 8.400052972793842e-07
Position 1801: 7.675609567071073e-07
Position 1964: 7.048273843701621e-07
Position 946: 5.797701905896642e-07
Position 1944: 5.400704862066264e-07
Position 2097: 4.176644414320211e-07
Position 1248: 4.144999838663395e-07
Position 425: 2.650972111642628e-07
Position 788: 2.1727527191208015e-07
Position 780: 2.0810016757907883e-07
Position 172: 2.0609266535586892e-07
Position 835: 1.6215675747903705e-07
Position 829: 1.0335185879392218e-07
Position 382: 9.996284716563664e-08
Position 170: 8.004446042301744e-08
Position 673: 5.896468385720199e-08
Position 249: 3.327538357331571e-08
Position 440: 2.802185957213932e-08
Position 430: 2.74378284940469e-08
Position 555: 1.574063089327597e-08
Position 562: 1.3394369158595244e-08
Position 453: 1.3279552648902901e-08
Position 849: 8.127537107700787e-09
Position 557: 7.5764440182681e-09
Position 356: 6.203202818061421e-09
Position 1546: 2.5928912659606717e-09
Position 666: 2.3590593207564233e-10
Position 138: 1.5266299809914492e-12
Position 140: 6.629014032238593e-13
Position 344: 4.816964652594411e-13
Position 442: 2.2294723455232537e-13
