Gene = St5
Position 7754: 0.13952589177431135
Position 19356: 0.12029693072293951
Position 10410: 0.12001087059943708
Position 14754: 0.07621530082522031
Position 7046: 0.07497753784627648
Position 19222: 0.06529123748340376
Position 15821: 0.05379561600584655
Position 690: 0.052196930384190786
Position 3323: 0.04975618802965833
Position 7922: 0.0388928096305034
Position 14982: 0.03852051597906151
Position 383: 0.0366988738834983
Position 14273: 0.033599219687354714
Position 16013: 0.03300912674656584
Position 5678: 0.02941724310930971
Position 1106: 0.022584746687305562
Position 3843: 0.022469576059593235
Position 15222: 0.021380832099152057
Position 704: 0.020495485914676145
Position 1080: 0.019298206215909088
Position 6918: 0.016868558066211042
Position 1146: 0.016045293371667914
Position 14733: 0.015753519683358277
Position 15772: 0.015342808241571053
Position 16158: 0.01495888318529243
Position 17158: 0.014607285098960927
Position 15439: 0.014335027460490755
Position 15880: 0.013866550013808382
Position 785: 0.013287748091143026
Position 15413: 0.012064313163327742
Position 738: 0.01180885850217169
Position 5764: 0.011133577672923767
Position 16327: 0.01067795547358166
Position 3335: 0.010291200994463344
Position 711: 0.010220177669648839
Position 3284: 0.008898383065241641
Position 6879: 0.008599074998481848
Position 15155: 0.007679853795636648
Position 7026: 0.0070454261086824775
Position 9876: 0.006455135448415977
Position 7952: 0.006190081995029845
Position 5545: 0.006174905487634889
Position 4002: 0.006155899907433453
Position 15307: 0.005924246301892406
Position 1122: 0.005755852357176292
Position 735: 0.005422656489418932
Position 6882: 0.005240906023431303
Position 15080: 0.005045329937318108
Position 1487: 0.00490710540091694
Position 804: 0.004631894995965096
Position 1182: 0.004626153727628352
Position 2143: 0.004497843345773308
Position 7120: 0.00430762658804511
Position 13596: 0.0038493203936016776
Position 660: 0.0038177458516850363
Position 647: 0.003779688889542384
Position 924: 0.003579625632940656
Position 625: 0.0030737331231722523
Position 290: 0.002899603108723313
Position 6973: 0.002690456546939954
Position 4041: 0.0026378485247977395
Position 15590: 0.0026055621767270987
Position 6159: 0.0023215383264435703
Position 1024: 0.0022027433150125673
Position 488: 0.0017452108907800464
Position 709: 0.0017025168412487053
Position 620: 0.001571597836010183
Position 1923: 0.001471395805087295
Position 715: 0.0014491381933830667
Position 1763: 0.0011745621758852878
Position 1110: 0.001048845140936883
Position 5802: 0.0009889992483749666
Position 9083: 0.0009665831706282838
Position 229: 0.0009211894407071099
Position 718: 0.0008367167201087603
Position 3093: 0.0007301757399917359
Position 5502: 0.0007240799664316713
Position 2819: 0.0007101090596632535
Position 13337: 0.0007006340528847887
Position 6668: 0.0006971979918096844
Position 2180: 0.0006336953284449551
Position 1517: 0.0006041731557110456
Position 3101: 0.0006020335444784628
Position 11956: 0.0005417304234946353
Position 669: 0.0005123650519874661
Position 2098: 0.0005092707145670399
Position 2575: 0.0004683764216431214
Position 693: 0.00038428206068280514
Position 3577: 0.0003842635823418513
Position 1496: 0.0003605258327727314
Position 960: 0.00035324483901987366
Position 2115: 0.0003381016465555149
Position 1157: 0.00027129558652191514
Position 753: 0.00026430931890534544
Position 630: 0.00020334106038420247
Position 573: 0.0001962422247435956
Position 2021: 0.00019101620403632951
Position 3340: 0.00018863354297331907
Position 1980: 0.0001700303181039985
Position 2924: 0.00016477896185938508
Position 1631: 0.00016281090529291222
Position 4130: 0.0001310912092510727
Position 2863: 0.00011508762829783858
Position 9656: 0.00011281531302010667
Position 3524: 0.00010434948499136368
Position 1421: 8.78596922557819e-05
Position 5958: 8.087350771515775e-05
Position 2046: 8.056123123549905e-05
Position 3471: 7.398027023755536e-05
Position 8971: 7.100417524744115e-05
Position 9054: 6.467488278956015e-05
Position 757: 6.314956194193334e-05
Position 4887: 6.216954220116044e-05
Position 5314: 6.0104997894243684e-05
Position 974: 5.830624020106263e-05
Position 926: 5.2167535810196e-05
Position 2910: 4.9594138373861306e-05
Position 8354: 4.8876421664593003e-05
Position 261: 4.7865629012256056e-05
Position 2188: 4.750507148615791e-05
Position 2534: 4.723759034958091e-05
Position 1588: 4.430708341671448e-05
Position 1314: 4.30686816814954e-05
Position 2973: 3.936503222454596e-05
Position 7524: 3.336880467068243e-05
Position 2463: 3.249599701585662e-05
Position 4813: 3.0917423291815745e-05
Position 822: 2.9892804248104587e-05
Position 548: 2.8105941701073646e-05
Position 747: 2.5901082116626048e-05
Position 169: 2.3862730041866497e-05
Position 1942: 2.3617423276705086e-05
Position 1179: 2.260591287958263e-05
Position 387: 2.1352914119339765e-05
Position 728: 1.9306373122695932e-05
Position 1058: 1.822903113471177e-05
Position 2834: 1.7957550688942354e-05
Position 2885: 1.760850401492303e-05
Position 4998: 1.6709545592024506e-05
Position 2477: 1.6392597731341e-05
Position 579: 1.5628339316415907e-05
Position 497: 1.5363130558531507e-05
Position 425: 1.3495586295654345e-05
Position 2145: 1.2043996155845617e-05
Position 2265: 1.0737159796349485e-05
Position 5950: 1.0325851011776365e-05
Position 4939: 1.0191449516367523e-05
Position 2579: 9.24979192653073e-06
Position 4673: 8.581199780693609e-06
Position 989: 8.44284411357406e-06
Position 4582: 7.96760484600221e-06
Position 898: 7.767551250268528e-06
Position 1254: 7.453519557612894e-06
Position 4453: 7.336920643766035e-06
Position 4517: 7.057264002245008e-06
Position 4484: 5.231330705086042e-06
Position 2655: 4.5919806023721846e-06
Position 800: 4.530720771948729e-06
Position 268: 4.285783341885121e-06
Position 181: 3.384219561715579e-06
Position 1768: 3.382613667903555e-06
Position 3631: 3.191113653977967e-06
Position 2676: 1.7674716329627826e-06
Position 849: 1.7342511945793587e-06
Position 2625: 1.6987383307122447e-06
Position 1830: 1.5088832669857991e-06
Position 1795: 1.4216457236822696e-06
Position 394: 2.676093470828324e-07
Position 303: 2.0897495748037574e-07
Position 472: 1.7454899653425687e-07
Position 190: 1.288625009377241e-07
Position 340: 1.1703465211429676e-07
Position 1251: 1.104933051411579e-07
Position 461: 9.701392597464423e-08
Position 200: 9.432159001827767e-08
Position 1087: 9.251861176293544e-08
Position 324: 9.1265024087813e-08
Position 601: 9.036401949979991e-08
Position 1131: 8.971760710539181e-08
Position 400: 7.773772050017271e-08
Position 429: 7.62844662020248e-08
Position 312: 7.272695437605599e-08
Position 586: 7.146781412844657e-08
Position 272: 5.607145516842967e-08
Position 331: 4.9013325497155584e-08
Position 433: 4.752576649325215e-08
Position 577: 3.897546313955025e-08
Position 815: 3.829989656735814e-08
Position 518: 3.686718527926041e-08
Position 1597: 3.334223191310787e-08
Position 986: 3.0184172058228317e-08
Position 597: 2.1841853135332347e-08
Position 436: 2.13515602960888e-08
Position 186: 2.0725392878293527e-08
Position 236: 2.0128853354429714e-08
Position 3379: 1.5281699939306712e-08
Position 515: 1.2702776975647849e-08
Position 504: 1.0336710495558017e-08
Position 238: 1.0084937446878412e-08
Position 1050: 7.79775551884124e-09
Position 439: 6.983694270048947e-09
Position 880: 5.041821316449677e-09
Position 326: 4.905158560579107e-09
Position 830: 4.72054500907419e-09
Position 1268: 2.864844497804894e-09
Position 1275: 2.805824985942696e-09
Position 591: 2.1414049782078953e-09
Position 317: 2.1355603905877047e-09
Position 595: 1.9392865858651526e-09
Position 242: 9.711895920024627e-10
Position 903: 2.307663873150788e-10
Position 1369: 8.523909386771823e-11
Position 506: 6.25030347506153e-11
Position 609: 3.800404023739567e-11
Position 123: 1.8116927267988814e-13
Position 111: 8.97996667368082e-15
Position 106: 3.4188075537263573e-15
Position 97: 1.7481986098512279e-15
Position 116: 8.106716703658362e-16
Position 101: 4.1388792885625087e-16
Position 99: 5.1673635767618005e-17
