Gene = Uri1
Position 2876: 1.2805585301675897e-05
Position 2910: 1.158181340270776e-05
Position 1420: 1.1277917458095946e-05
Position 1823: 1.081505822032604e-05
Position 1637: 1.0627788751365134e-05
Position 369: 9.197589771220152e-06
Position 1758: 8.802513152866121e-06
Position 532: 6.738968363282552e-06
Position 423: 5.602132396902111e-06
Position 210: 4.320254116519749e-06
Position 1036: 3.295152703209284e-06
Position 1081: 3.277793256267017e-06
Position 2004: 2.9879773629473473e-06
Position 965: 2.8106373861236983e-06
Position 1160: 2.7803530870602646e-06
Position 4290: 1.962545756474417e-06
Position 3322: 1.492404650734888e-06
Position 2054: 8.174844326160019e-07
Position 547: 7.755313613378211e-07
Position 232: 7.1675490460053e-07
Position 916: 6.929134593262941e-07
Position 206: 6.917476489665144e-07
Position 3077: 6.062882860693141e-07
Position 665: 5.738678569597232e-07
Position 2398: 5.210294493762365e-07
Position 2821: 5.168713245710673e-07
Position 1079: 4.6655711013780693e-07
Position 2068: 4.0538293683909964e-07
Position 555: 3.811998331117976e-07
Position 218: 3.486885263858729e-07
Position 972: 2.3538698109985491e-07
Position 784: 2.0236141588181733e-07
Position 1603: 1.9128148523047797e-07
Position 1093: 1.88557883295028e-07
Position 432: 1.750996354453756e-07
Position 186: 1.6408037603432107e-07
Position 706: 1.2387293748733887e-07
Position 2270: 1.2177117422238718e-07
Position 420: 1.080659620742578e-07
Position 924: 1.0797936559316794e-07
Position 494: 1.0680383188428797e-07
Position 2390: 8.186353260005907e-08
Position 1537: 7.520321911647577e-08
Position 1986: 7.236980320796629e-08
Position 2279: 6.861238212685123e-08
Position 208: 6.51725403345392e-08
Position 1847: 6.47484194124129e-08
Position 2208: 6.30651958821397e-08
Position 710: 5.301043425481364e-08
Position 1289: 4.654049080130995e-08
Position 177: 2.8045262779006346e-08
Position 787: 2.6086988892297925e-08
Position 708: 2.573070838987415e-08
Position 674: 1.9437896325905507e-08
Position 226: 1.799679656329643e-08
Position 1084: 2.601291869089347e-09
Position 978: 3.0167519414778824e-12
Position 190: 2.0717704528717316e-12
Position 439: 1.506640630434804e-12
Position 580: 2.9489337192609774e-13
Position 147: 2.2330650945806883e-13
