Gene = Triap1
Position 1082: 4.925299255190463e-05
Position 1052: 4.772197348512736e-05
Position 647: 4.612092496100401e-05
Position 1361: 4.463809798144322e-05
Position 1356: 4.408038567739331e-05
Position 1127: 4.3664917714218794e-05
Position 861: 4.3483054866929525e-05
Position 368: 3.9643234528871726e-05
Position 1273: 3.952302410781419e-05
Position 1510: 3.50671994766528e-05
Position 448: 3.485603766671106e-05
Position 1411: 3.2930836414749274e-05
Position 1015: 2.949491701528943e-05
Position 1787: 2.8889120211047074e-05
Position 1261: 2.6713049491630717e-05
Position 603: 2.3134690262185984e-05
Position 1833: 2.2468717069328515e-05
Position 310: 2.0391096562022272e-05
Position 1201: 1.4924778199658784e-05
Position 525: 1.3361619292346376e-05
Position 197: 1.2002437476446776e-05
Position 2190: 1.1950858377086127e-05
Position 585: 9.43555847583094e-06
Position 1468: 9.082518454485615e-06
Position 746: 8.01177760937624e-06
Position 779: 7.553863586130631e-06
Position 1230: 6.08047403868182e-06
Position 964: 5.975383285929881e-06
Position 655: 5.523325043329353e-06
Position 511: 5.092575255395757e-06
Position 496: 4.056012766634933e-06
Position 123: 3.606449416831841e-06
Position 1491: 2.983219678082093e-06
Position 1026: 2.0299924563655025e-06
Position 515: 1.4448231271722751e-06
Position 2100: 1.5500998872675273e-07
Position 500: 9.571837380678493e-08
Position 866: 6.48595852267054e-08
Position 471: 6.054562467309496e-08
Position 1019: 4.6038535050842074e-08
Position 947: 4.528728050828839e-08
Position 1030: 3.3355716528718376e-08
Position 133: 2.7665669578050658e-08
Position 318: 2.1716255412116485e-08
Position 756: 1.4104005774962089e-08
Position 120: 1.955719829782376e-09
Position 81: 1.5699060443759368e-09
Position 96: 6.826208396712013e-11
Position 87: 4.621927656794291e-12
