Gene = Defb41
Position 373: 1.3121248172892974e-07
Position 96: 7.169937520666165e-08
Position 605: 2.991383201913119e-08
Position 450: 2.3976523130497036e-08
Position 543: 2.1180735118231745e-08
Position 963: 1.9619511623108577e-08
Position 617: 1.6105506440307896e-08
Position 621: 1.0643297223288458e-08
Position 607: 6.379917587634995e-09
Position 486: 2.410362243643339e-09
Position 488: 1.5436519239022231e-09
Position 625: 5.408087034494449e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2431: 0.3159608187473151
Position 4413: 0.2629154150212724
Position 2417: 0.19903917042124453
Position 3039: 0.146910615607092
Position 634: 0.08024216387851592
Position 4194: 0.047943599344394794
Position 2875: 0.03626065275695935
Position 3417: 0.033014829727936644
Position 4348: 0.03226327741094507
Position 1686: 0.02684604363137425
Position 971: 0.02376523814745266
Position 506: 0.01972723239671481
Position 3067: 0.018356821354500053
Position 323: 0.017292805152234945
Position 3600: 0.01466910063361561
Position 2769: 0.013521235387954885
Position 2729: 0.013172255151559089
Position 3119: 0.012607153768741339
Position 3788: 0.01197314730158645
Position 467: 0.011470733870678061
Position 1960: 0.009797766418631792
Position 4393: 0.009468192929621888
Position 3377: 0.009228329451793114
Position 1577: 0.00813012406014058
Position 4037: 0.006661257332437482
Position 1715: 0.005642606428567024
Position 3403: 0.005637734726597882
Position 2247: 0.005284164304892988
Position 3019: 0.004750981413025584
Position 1424: 0.004304904991147262
Position 796: 0.0042601424219520815
Position 3447: 0.004219706628603949
Position 4279: 0.004191822086718128
Position 946: 0.004045022593641024
Position 3392: 0.00381935915376237
Position 353: 0.0034877443018494253
Position 3444: 0.003308137018231233
Position 4310: 0.003210155422450625
Position 1372: 0.002819094615291837
Position 4087: 0.0026741154396364487
Position 153: 0.0026617874646633027
Position 700: 0.0024255426853809353
Position 530: 0.002251305268161539
Position 4115: 0.0020857672024050637
Position 1462: 0.001998423776376648
Position 1393: 0.0019483221196662421
Position 1653: 0.001645071515489914
Position 3565: 0.0015951749945763843
Position 1502: 0.001564276594159695
Position 1547: 0.0014163785643135857
Position 1365: 0.0013119501762483114
Position 4149: 0.0012604648124224633
Position 4094: 0.001251134631472911
Position 3464: 0.0011996157786582353
Position 1049: 0.0011078052680593134
Position 202: 0.000966392310804865
Position 4081: 0.0009661732715396627
Position 1471: 0.0007799771447449026
Position 2441: 0.0007661442272948627
Position 2995: 0.000742523306842512
Position 3339: 0.0006165412738154153
Position 1125: 0.0005761049502039582
Position 4043: 0.0005345903696776287
Position 1350: 0.000508467385545226
Position 2116: 0.0004759852595123524
Position 3932: 0.00047561609086056614
Position 1246: 0.0004529919257270762
Position 2229: 0.0004510966549445805
Position 1100: 0.00043819832034237214
Position 3178: 0.00038835678044072053
Position 1353: 0.00037599652959760467
Position 2295: 0.0003370232186255684
Position 4066: 0.0003188626812522308
Position 3094: 0.00029074951992618585
Position 337: 0.0002858673704122556
Position 3791: 0.0002858573567847232
Position 1148: 0.00027417492718362347
Position 1488: 0.0002648871085256828
Position 1995: 0.00026466536860018914
Position 1976: 0.00022508932024396526
Position 1511: 0.000209035480997838
Position 2560: 0.00020245834224886456
Position 743: 0.00018186265680923146
Position 4244: 0.00018107124537453714
Position 1797: 0.00015710200353753436
Position 471: 0.00015311774545010082
Position 413: 0.00014887622941315226
Position 1263: 0.00014698500442503898
Position 731: 0.000146065549573017
Position 1475: 0.00014438896738281536
Position 2182: 0.0001399927608311901
Position 1839: 0.00013556968934610086
Position 397: 0.0001225333791855239
Position 2290: 0.00012094868448507559
Position 1908: 0.00011695219368773275
Position 1761: 0.00011558496977838688
Position 1725: 0.00010963411343071183
Position 1514: 0.00010247304704633642
Position 828: 9.992243245702417e-05
Position 1868: 9.018204511505203e-05
Position 1892: 8.987068517888705e-05
Position 4513: 8.002013726016112e-05
Position 486: 5.9399370521345164e-05
Position 3282: 5.861960378508325e-05
Position 1982: 5.674587727837057e-05
Position 150: 5.6001526287267565e-05
Position 1736: 5.50136793854092e-05
Position 2554: 5.448192618676038e-05
Position 576: 5.274398012914798e-05
Position 1426: 5.120679012914417e-05
Position 2044: 4.2501943615953704e-05
Position 2629: 3.772135462152777e-05
Position 2259: 3.7052251900582435e-05
Position 2050: 3.4537964347680565e-05
Position 1172: 2.78487704400159e-05
Position 2157: 2.525856608067051e-05
Position 208: 2.1193548181664824e-05
Position 2503: 1.999504011534544e-05
Position 410: 1.765778629908041e-05
Position 1966: 1.7370075279235206e-05
Position 215: 1.3134380929806184e-05
Position 2446: 1.288789331191594e-05
Position 1745: 9.457102714079542e-06
Position 2153: 9.244011534444506e-06
Position 2469: 8.610709900624656e-06
Position 1434: 7.993645875695364e-06
Position 1614: 6.6283616050059024e-06
Position 2529: 6.566328687688764e-06
Position 2256: 4.787106768384693e-06
Position 248: 4.482682202931402e-06
Position 543: 4.021735792892749e-06
Position 2458: 2.4673860022235033e-06
Position 2057: 2.185741654999528e-06
Position 77: 1.2432576020516169e-06
Position 2397: 9.607195289131243e-07
Position 253: 8.943260338615753e-07
Position 2466: 6.268174236127292e-07
Position 1207: 3.8639126555114765e-07
Position 1203: 3.6958129015458285e-07
Position 1801: 1.1354689149268972e-07
Position 88: 1.0536720433562823e-07
Position 218: 1.0039031485990192e-07
Position 1194: 6.641916489480074e-08
Position 745: 5.103815446942499e-08
Position 111: 1.886176051998485e-08
Position 2305: 8.892658861241037e-09
Position 236: 8.844763436471465e-09
Position 1248: 8.372711976903709e-09
Position 79: 7.506920943046494e-09
Position 231: 3.849095319839588e-09
Position 104: 1.196426611760611e-10
Position 96: 7.157356657429384e-11
Position 804: 1.304067991233015e-11
