Gene = Alkal1
Position 7702: 0.0007573711976139048
Position 5088: 0.0007493821821199034
Position 3550: 0.0007462760322363702
Position 7278: 0.0005996286106707297
Position 7142: 0.0005555123487020366
Position 4396: 0.0005534212713733837
Position 1276: 0.0005503524436533986
Position 1496: 0.000540685629483869
Position 7038: 0.0005094368798505885
Position 4597: 0.000492887599547623
Position 3598: 0.00048497017665287564
Position 2109: 0.00048079655454850203
Position 6996: 0.00046282041490780296
Position 541: 0.000420096029706875
Position 3997: 0.00041131572744422014
Position 4029: 0.00040930295563213815
Position 6231: 0.00037639399655565477
Position 1617: 0.00037311309466618885
Position 2754: 0.0003680287245404822
Position 1978: 0.0003611859215261443
Position 3458: 0.00033550973956770114
Position 5792: 0.0003292095743552964
Position 576: 0.0003212406895822797
Position 7656: 0.0003169180748304108
Position 5661: 0.00028444435380638893
Position 2828: 0.000269087143680823
Position 4374: 0.00024918479148243336
Position 822: 0.0002422103461908162
Position 5827: 0.00023935107819737805
Position 3684: 0.0002203656769620338
Position 1606: 0.00020979687727860783
Position 698: 0.00018731968386509284
Position 1546: 0.00017271131938015395
Position 437: 0.00016990247943723185
Position 2114: 0.00016799720384128033
Position 1583: 0.00013486817617133982
Position 3346: 0.00013133260402459316
Position 1262: 0.00012244660488243436
Position 3150: 0.00011455340666103632
Position 410: 0.0001134035694223262
Position 1249: 8.751440130814129e-05
Position 511: 8.197738591942259e-05
Position 4007: 7.871187409768426e-05
Position 2393: 7.861792950770042e-05
Position 3462: 7.820800660822164e-05
Position 1847: 7.663236869930666e-05
Position 3200: 7.246645733054406e-05
Position 1183: 7.146377053408405e-05
Position 4583: 6.936859612846822e-05
Position 728: 6.670648699651642e-05
Position 2375: 5.199801106942624e-05
Position 2449: 5.184568313937318e-05
Position 1855: 4.6577770171069625e-05
Position 1657: 3.979752045601293e-05
Position 1501: 3.5705952245248167e-05
Position 1473: 3.376299671975698e-05
Position 1967: 1.840504404232362e-05
Position 260: 1.594533343488962e-05
Position 645: 1.3940150351046643e-05
Position 1136: 1.2673276872759246e-05
Position 714: 1.1772271279990117e-05
Position 830: 1.1336671326940444e-05
Position 447: 1.1214577031846309e-05
Position 1289: 8.538327038660333e-06
Position 3004: 8.322170010420087e-06
Position 854: 7.601608142542504e-06
Position 837: 7.089893380650887e-06
Position 2160: 6.1294990609933425e-06
Position 3492: 6.1105413815146406e-06
Position 2424: 4.760656914797219e-06
Position 1295: 3.19747283698994e-06
Position 190: 2.0628411153387125e-06
Position 647: 2.0364837598310282e-06
Position 1794: 1.9195884412789327e-06
Position 1014: 1.5961873801949641e-06
Position 2120: 1.533001763674357e-06
Position 890: 1.4164831454864316e-06
Position 1319: 1.1738036820324275e-06
Position 374: 1.0157746982930543e-06
Position 3564: 8.694035001127517e-07
Position 1877: 7.911738262057044e-07
Position 1341: 3.8814141628395486e-07
Position 279: 3.6987987358822424e-07
Position 1021: 3.259702487912935e-07
Position 3397: 3.118110298328729e-07
Position 234: 3.094101929151134e-07
Position 1624: 1.3630032602947565e-07
Position 81: 1.0855782618912258e-07
Position 95: 1.019348211879571e-07
Position 334: 7.502047684545449e-08
Position 2831: 6.204732851601332e-08
Position 2904: 6.091228952581224e-08
Position 202: 5.118632354825159e-08
Position 207: 4.27369999547131e-08
Position 841: 4.0624220681112836e-08
Position 967: 3.9177141553788416e-08
Position 876: 3.217952474906472e-08
Position 908: 2.9695330613393293e-08
Position 913: 2.947137582488789e-08
Position 1085: 2.9334412474992673e-08
Position 859: 2.7091697257886944e-08
Position 921: 2.6574169265923484e-08
Position 861: 2.4303587403385896e-08
Position 1322: 2.4210849156887064e-08
Position 951: 2.344736281051829e-08
Position 892: 2.0987028375656604e-08
Position 388: 2.0282025733361838e-08
Position 360: 1.7731396406320595e-08
Position 833: 1.5368792246115213e-08
Position 351: 1.4892601321211915e-08
Position 215: 1.3295200014611479e-08
Position 395: 1.2882803875332426e-08
Position 1083: 9.998862267896985e-09
Position 1092: 8.851659009140138e-09
Position 127: 8.71329768954231e-09
Position 1025: 8.22575701831346e-09
Position 2456: 7.236551642067053e-09
Position 204: 5.684287875816118e-09
Position 229: 5.533314558581442e-09
Position 385: 5.066745370417947e-09
Position 393: 4.320380017899037e-09
Position 281: 3.705097285575812e-09
Position 390: 3.0756142176213926e-09
Position 930: 3.0097374557891294e-09
Position 936: 2.978606803144524e-09
Position 296: 2.2391431375749096e-09
Position 241: 1.5329431101713317e-09
Position 239: 1.4175847858117674e-09
Position 109: 1.148442391270124e-09
Position 132: 8.961985913697902e-10
Position 847: 5.354655304220116e-10
Position 867: 4.504177054501013e-10
Position 291: 2.124733072700698e-10
Position 924: 3.365762997686089e-11
Position 301: 7.75022066618557e-12
