Gene = Myocos
Position 320: 0.1045052922121301
Position 7286: 0.09633257111217769
Position 8594: 0.09268284333009721
Position 4192: 0.09025163339924454
Position 7423: 0.08826295525724666
Position 9360: 0.08742045781296393
Position 5114: 0.08628788479094732
Position 9388: 0.07897263646581215
Position 9786: 0.07686185632449108
Position 6690: 0.06764835526555796
Position 9869: 0.05967341606436902
Position 1624: 0.05417249168160626
Position 9569: 0.04971120902385174
Position 6010: 0.044905719639266234
Position 6927: 0.04485316452720852
Position 10682: 0.04104633765779065
Position 9754: 0.04022581304280349
Position 963: 0.03724032399597472
Position 4098: 0.037145745445189324
Position 4550: 0.03642633109006189
Position 5889: 0.028832464935984632
Position 1610: 0.0246879715899888
Position 836: 0.02439359484700125
Position 5173: 0.023554166095599505
Position 1641: 0.0228785356272674
Position 10699: 0.022664691764929672
Position 4195: 0.021514564262877282
Position 6960: 0.02127922718778547
Position 667: 0.02049430451519282
Position 5969: 0.01925359270869354
Position 5053: 0.018848590835464783
Position 935: 0.018543216765058743
Position 371: 0.01846600687400361
Position 1667: 0.015751048431183145
Position 10222: 0.01570519111554913
Position 3117: 0.013732716995922146
Position 6602: 0.013404630403666589
Position 3743: 0.013290299980169581
Position 5707: 0.01277604733155771
Position 432: 0.012469065905067741
Position 6598: 0.01068783549420028
Position 6276: 0.010661746197726628
Position 198: 0.010173026995676127
Position 448: 0.009709229073340556
Position 482: 0.009535607820660761
Position 1678: 0.008516765138819299
Position 4991: 0.008182180507036285
Position 9123: 0.008163015221292749
Position 4095: 0.007698858901968074
Position 9553: 0.006816112225924868
Position 1056: 0.006426744238258242
Position 3058: 0.006059020980237827
Position 3623: 0.005714580243778452
Position 5211: 0.005263066528145373
Position 5086: 0.0050424711322433185
Position 8790: 0.004990571339213604
Position 3571: 0.0046912651848546785
Position 9505: 0.004497534836822185
Position 814: 0.004294039066517017
Position 9408: 0.004245730476460088
Position 5745: 0.004222722114037748
Position 3888: 0.004041789963906003
Position 869: 0.0038016095906312887
Position 9764: 0.0037312996037463892
Position 7477: 0.0034834253465179056
Position 9742: 0.0033824684558089934
Position 6453: 0.003139719871827075
Position 2133: 0.0026312165900519973
Position 396: 0.002418706871873737
Position 268: 0.0023996297569474226
Position 4266: 0.002060777994558782
Position 8550: 0.0018898684069185306
Position 1265: 0.0018565288172881502
Position 649: 0.0016983581130135096
Position 1888: 0.0016841640544975104
Position 671: 0.001575358892432559
Position 1358: 0.0014602899578364315
Position 271: 0.0014141342210936035
Position 7544: 0.0013415284031700104
Position 1100: 0.001274197134875008
Position 8353: 0.0011888750023248732
Position 4204: 0.00095483203079449
Position 4598: 0.0008760813583759525
Position 1130: 0.0006816887807605196
Position 1722: 0.0006506632457322643
Position 5689: 0.0006348049415483884
Position 2957: 0.0005222388093984065
Position 4003: 0.0005127221890898263
Position 325: 0.0005108532036313819
Position 1321: 0.0004867491743408152
Position 2177: 0.000479961457987384
Position 1029: 0.0004701084475992776
Position 1319: 0.00046410325681181823
Position 7975: 0.00044509900604321304
Position 2727: 0.00043331932120545334
Position 2839: 0.00041861413438412464
Position 1670: 0.0004134077794531801
Position 3071: 0.0004024148214761352
Position 1214: 0.0003866659411951761
Position 4634: 0.0003404649751308727
Position 2148: 0.00033969702614282475
Position 1084: 0.0003301996262103533
Position 691: 0.00030446628654904473
Position 1089: 0.0002865176894862885
Position 351: 0.0002864915308350159
Position 2981: 0.0002836821534621345
Position 2961: 0.00027267868295894303
Position 302: 0.00025623702361638476
Position 412: 0.0002427175635346772
Position 3060: 0.00024092454000801164
Position 3173: 0.0002320983087583384
Position 1371: 0.00021908444261114365
Position 1352: 0.00021770569128210882
Position 2436: 0.00021706756202612696
Position 2242: 0.00018160126472137344
Position 2201: 0.00016720759866341604
Position 2753: 0.00016548384158677804
Position 1327: 0.0001487552605982622
Position 158: 0.00013629637770801262
Position 240: 0.0001326382492959484
Position 1259: 0.0001227173453129616
Position 530: 0.0001202289980913273
Position 2583: 0.00011570556994114676
Position 3030: 0.00011248258107509016
Position 501: 0.00010463531998568923
Position 1702: 9.996245388203575e-05
Position 1454: 9.801833604611964e-05
Position 3473: 9.517771901782128e-05
Position 377: 8.558844480838581e-05
Position 1926: 8.415409671177427e-05
Position 1970: 8.010106652515253e-05
Position 1256: 7.316320202750308e-05
Position 574: 6.76394441044298e-05
Position 687: 6.606719013243476e-05
Position 400: 5.595863519689294e-05
Position 1118: 4.908267378351859e-05
Position 2623: 4.8879539369092064e-05
Position 1102: 4.460406222300378e-05
Position 3672: 4.3617689521775356e-05
Position 751: 4.127608867651155e-05
Position 943: 3.696080634770407e-05
Position 2903: 3.4687038961743284e-05
Position 993: 3.0476800511509718e-05
Position 342: 2.822828939868936e-05
Position 4042: 2.634169722214375e-05
Position 4466: 2.476348474025502e-05
Position 596: 2.458088851553061e-05
Position 5135: 2.3186348980262312e-05
Position 3248: 2.2666832141703102e-05
Position 334: 2.1069362804675372e-05
Position 2472: 2.0380782045383006e-05
Position 488: 2.0134504682845595e-05
Position 772: 1.565443984917311e-05
Position 790: 1.5191817781247624e-05
Position 1272: 1.4661239691007206e-05
Position 485: 1.4498147857129158e-05
Position 1385: 1.2747588720287098e-05
Position 3147: 1.2262795518296992e-05
Position 2290: 1.2155055508635177e-05
Position 988: 1.0528352646990473e-05
Position 3521: 9.466621958348397e-06
Position 995: 9.152615113981836e-06
Position 331: 9.147776515469007e-06
Position 2689: 8.971526614061095e-06
Position 1218: 8.940837957345457e-06
Position 912: 8.306482677153332e-06
Position 518: 8.216313359846288e-06
Position 2182: 6.253414490799101e-06
Position 2012: 6.152421382563764e-06
Position 2347: 5.04847654016594e-06
Position 285: 4.460894101041809e-06
Position 4012: 4.227183543181747e-06
Position 4282: 4.14869599238948e-06
Position 551: 3.527837241691698e-06
Position 1151: 3.231702201799197e-06
Position 3847: 3.0437715155186977e-06
Position 155: 2.7217001305454362e-06
Position 1410: 2.3479650098355284e-06
Position 1387: 1.940273540073067e-06
Position 976: 1.2928673596371723e-06
Position 1269: 1.246513870049251e-06
Position 3559: 1.191406127115562e-06
Position 3755: 5.702823372892038e-07
Position 1685: 3.443924518673729e-07
Position 1742: 3.275200645381505e-07
Position 214: 9.176838140584379e-08
Position 120: 6.202909529965477e-08
Position 110: 5.7946733591452263e-08
Position 1958: 5.281233268475677e-08
Position 1945: 2.674729128238781e-08
Position 2068: 2.5458809451094462e-08
Position 2254: 2.2546390195185462e-08
Position 125: 1.564380006095617e-08
Position 218: 1.3134108198092166e-08
Position 221: 1.206405320528067e-08
Position 165: 6.475768854990026e-09
Position 1844: 5.8357494403433e-09
Position 178: 2.5743071594501343e-09
Position 226: 4.865764276694985e-10
Position 173: 2.8028846495160105e-10
Position 133: 2.0421021775213452e-10
