Gene = Bcl2l15
Position 1219: 9.331171364435474e-08
Position 176: 4.449135795748798e-08
Position 172: 4.145945081953244e-08
Position 415: 4.0696950286030534e-08
Position 576: 4.045917290529092e-08
Position 417: 2.8518864999233444e-08
Position 1009: 2.607247401816721e-08
Position 1142: 2.3498266861198338e-08
Position 1304: 1.1503840532961536e-08
Position 1000: 1.0385983630009483e-08
Position 1035: 7.671514699496472e-09
Position 88: 5.391322421832339e-09
Position 876: 2.8682278149738222e-09
Position 835: 1.5835341196686928e-09
Position 1088: 8.567617079284793e-10
Position 581: 3.021880571166919e-10
Position 595: 1.664024719221252e-10
Position 871: 1.1899102636724002e-10
Position 826: 2.393731850898887e-11
Position 828: 8.63782391820696e-12
Position 620: 8.126104757877977e-12
