Gene = Ankzf1
Position 942: 4.7789379418250764e-05
Position 4410: 4.1348946561935785e-05
Position 4199: 3.9634275139571025e-05
Position 4394: 3.940882745542578e-05
Position 4065: 3.3931255218711613e-05
Position 6371: 3.348964965697298e-05
Position 3868: 3.304312937626221e-05
Position 2549: 3.0291632234801366e-05
Position 687: 2.970780814984131e-05
Position 4547: 2.9615432518576713e-05
Position 7002: 2.8643623237873114e-05
Position 4235: 2.7834967710991707e-05
Position 6669: 2.6628613185181782e-05
Position 397: 2.614750044653527e-05
Position 4781: 2.547329870548681e-05
Position 6409: 2.371936432805073e-05
Position 6662: 2.126814507537912e-05
Position 3346: 2.042180267612011e-05
Position 2277: 1.8847155217177972e-05
Position 1096: 1.880698288423179e-05
Position 4723: 1.8742110872437334e-05
Position 1422: 1.873328941231707e-05
Position 4487: 1.853256046641932e-05
Position 3858: 1.8375227929919008e-05
Position 458: 1.805451123424029e-05
Position 2804: 1.7429517217779255e-05
Position 4047: 1.6402350356142796e-05
Position 6383: 1.6257585506946563e-05
Position 588: 1.58077812550325e-05
Position 2420: 1.4966903669274768e-05
Position 3964: 1.4582280966671624e-05
Position 2073: 1.4565067792154005e-05
Position 1186: 1.4157767818745689e-05
Position 2401: 1.3436897264996443e-05
Position 799: 1.2741255912527291e-05
Position 5238: 1.2177979454820636e-05
Position 7141: 1.2164655352418762e-05
Position 6400: 1.0744475866750612e-05
Position 4378: 1.0314945151638173e-05
Position 3851: 9.785916436879287e-06
Position 146: 7.853127248490283e-06
Position 6699: 7.829109484032906e-06
Position 159: 7.714426140758703e-06
Position 2397: 7.580563731823111e-06
Position 2225: 7.505736046718838e-06
Position 6716: 6.86560524978794e-06
Position 1937: 6.830335339206992e-06
Position 143: 6.1391338837433345e-06
Position 2253: 4.327063058101542e-06
Position 1893: 4.018539100910676e-06
Position 6418: 3.652780925949325e-06
Position 6677: 3.4028281241624146e-06
Position 2229: 3.2483967587765373e-06
Position 2118: 2.7058705716743325e-06
Position 2856: 2.657561104866542e-06
Position 6637: 2.605031711111779e-06
Position 93: 2.376972237386432e-06
Position 6522: 1.462177696073161e-06
Position 258: 1.3953944533049318e-06
Position 4843: 9.58500402975991e-07
Position 4694: 8.350667786342876e-07
Position 267: 8.341714389615914e-07
Position 1462: 2.9188425230699117e-07
Position 549: 2.11360172586053e-07
Position 4997: 1.940754181168383e-07
Position 472: 1.6470267724062473e-07
Position 2775: 1.523691154200164e-07
Position 2497: 1.0774666395120503e-07
Position 118: 1.0039968419875603e-07
Position 715: 9.163853866783379e-08
Position 572: 4.550237833533599e-08
Position 483: 2.0928929468437108e-08
Position 111: 1.4291419329938823e-08
Position 274: 1.2681201469523658e-08
Position 107: 7.216658219307134e-09
Position 2783: 3.840524289939896e-09
Position 125: 3.832800892755678e-09
Position 98: 3.6482680323010605e-09
Position 467: 6.384528497024214e-11
Position 4743: 2.113484887581822e-12
