Gene = Mosmo
Position 1190: 5.0185804372002594e-05
Position 4367: 4.956472659417843e-05
Position 9300: 4.882629989756261e-05
Position 3924: 4.7296072343370256e-05
Position 4321: 4.4360214931841966e-05
Position 4317: 4.349799773968365e-05
Position 8697: 4.135418509000186e-05
Position 1795: 3.493314238757765e-05
Position 1219: 3.4409895954198645e-05
Position 1357: 3.3186650466417536e-05
Position 2911: 3.313473895677255e-05
Position 1432: 3.3006759065904156e-05
Position 1338: 3.172336124478362e-05
Position 1528: 3.052153554575816e-05
Position 4654: 3.0288198247247874e-05
Position 4147: 2.9345827354275677e-05
Position 1455: 2.593488511112264e-05
Position 627: 2.264414462758856e-05
Position 4406: 2.2383089331403856e-05
Position 2028: 2.05679020066194e-05
Position 1404: 1.793578799288655e-05
Position 3540: 1.720515832495338e-05
Position 5039: 1.582981926758502e-05
Position 1604: 1.555406960119496e-05
Position 1563: 1.48271938148733e-05
Position 2760: 1.4504709260076006e-05
Position 2926: 1.3270710518673736e-05
Position 7746: 1.2591578254067575e-05
Position 5638: 1.2359057671185223e-05
Position 1385: 1.1353087990180969e-05
Position 820: 1.041449988150791e-05
Position 731: 9.187604932904432e-06
Position 1835: 8.870241243400058e-06
Position 2425: 8.378228222547673e-06
Position 5469: 8.060173056626166e-06
Position 1866: 7.988827106994111e-06
Position 1877: 7.492268164080747e-06
Position 3496: 7.319840959217137e-06
Position 535: 7.18339989930747e-06
Position 8216: 7.072555431016328e-06
Position 2501: 6.630065584556326e-06
Position 1340: 6.568270590438713e-06
Position 2321: 6.430464151569815e-06
Position 1292: 6.321316388084994e-06
Position 6360: 6.273166745550016e-06
Position 368: 5.473472070335826e-06
Position 1508: 5.232061272640601e-06
Position 2977: 5.176670070587156e-06
Position 784: 5.055919703761437e-06
Position 692: 4.883917824715523e-06
Position 1572: 4.741834108805433e-06
Position 3775: 4.500358136334241e-06
Position 5870: 4.297438637603974e-06
Position 511: 4.272762987107822e-06
Position 8102: 4.220839526261707e-06
Position 924: 4.086185724958462e-06
Position 1904: 4.058150878673639e-06
Position 777: 3.7380427352165996e-06
Position 585: 3.286500842041466e-06
Position 1535: 3.2589771965571405e-06
Position 6278: 2.9822509269064657e-06
Position 5802: 2.933572653181629e-06
Position 1269: 2.8557109281275444e-06
Position 1626: 2.8008270700952583e-06
Position 2951: 2.6786315154137745e-06
Position 3373: 2.5361011652387846e-06
Position 6470: 2.4438635171036833e-06
Position 2343: 2.1789576919347375e-06
Position 2849: 2.171281335583391e-06
Position 1504: 1.9709069007382736e-06
Position 936: 1.822426806211279e-06
Position 1640: 1.686607906399151e-06
Position 1880: 1.6847077587786064e-06
Position 6440: 1.6629083914801091e-06
Position 1478: 1.6064020605569272e-06
Position 1821: 1.5561861033421038e-06
Position 6135: 1.4942304677259073e-06
Position 1634: 1.4424117702782673e-06
Position 1549: 1.4238875355951842e-06
Position 1417: 1.414722163657299e-06
Position 5659: 1.4146616084031462e-06
Position 1033: 1.3553239722616765e-06
Position 5309: 1.2927325696769204e-06
Position 1227: 1.270254303671292e-06
Position 2118: 1.2193968573922866e-06
Position 2033: 1.2178309003716584e-06
Position 1514: 1.20775082755408e-06
Position 633: 1.132436469603949e-06
Position 5432: 1.102293760564671e-06
Position 631: 1.0549834984896792e-06
Position 1631: 9.365859740717127e-07
Position 4425: 9.102673354955759e-07
Position 3085: 8.802402174168193e-07
Position 1062: 8.705745496873939e-07
Position 1087: 7.910239279449884e-07
Position 4998: 7.454527106172975e-07
Position 450: 6.377670142485222e-07
Position 3658: 6.309136584509344e-07
Position 3390: 5.947997474293262e-07
Position 4056: 4.554417210327375e-07
Position 3154: 3.7183252294304403e-07
Position 3159: 3.5401998461945625e-07
Position 3543: 3.4339049079682627e-07
Position 2181: 3.208061890318883e-07
Position 2957: 2.561742783338377e-07
Position 3109: 2.431451186474063e-07
Position 1668: 4.759362961213768e-08
Position 383: 3.872129058217821e-08
Position 2983: 3.3483622464782154e-08
Position 1122: 2.983089066236176e-08
Position 1427: 2.8019511153051454e-08
Position 1658: 1.703464088929457e-08
Position 537: 1.4280271549562747e-08
Position 543: 1.1977903781292408e-08
Position 553: 9.90053341729497e-09
Position 496: 8.43449786529649e-09
Position 303: 7.20615667709186e-09
Position 1144: 6.770760206087561e-09
Position 896: 6.403050552086792e-09
Position 1608: 6.217250526809472e-09
Position 767: 6.023166233848742e-09
Position 1590: 5.718355740934022e-09
Position 1011: 5.702546484944611e-09
Position 1581: 5.225704445172157e-09
Position 515: 5.091242429480153e-09
Position 1587: 4.8908398960400134e-09
Position 1512: 4.818437490008597e-09
Position 1314: 3.825330427733767e-09
Position 1309: 3.744046249753682e-09
Position 906: 3.0452002992741055e-09
Position 232: 1.898166613918575e-09
Position 1945: 1.765121782520403e-09
Position 1093: 1.408864297672323e-09
Position 559: 1.2349745787725643e-09
Position 826: 9.89678991233908e-10
Position 966: 6.687046931392364e-10
Position 547: 5.969311745481083e-10
Position 555: 4.048951929494015e-10
Position 2622: 3.468028351312502e-10
Position 1758: 2.924481720875495e-10
Position 2819: 1.0995244141546051e-10
Position 264: 6.476779750871446e-11
Position 333: 2.5987121802106885e-11
Position 413: 2.5435216138540683e-11
Position 835: 1.779274493845992e-11
Position 1502: 1.7702745193718894e-11
Position 244: 8.399827229844333e-14
Position 295: 8.08301764038794e-14
