Gene = Akt1s1
Position 4842: 5.682689129442586e-05
Position 874: 5.449897077379837e-05
Position 6025: 5.216434933127e-05
Position 1366: 4.810140928429255e-05
Position 2468: 4.688551637939162e-05
Position 1952: 3.190243536169084e-05
Position 1881: 2.739759151274851e-05
Position 849: 2.544256374581664e-05
Position 4847: 2.17439198358026e-05
Position 4852: 1.5871920014047646e-05
Position 1502: 1.5226960593380724e-05
Position 445: 1.1557926582616769e-05
Position 5395: 1.1532531403283562e-05
Position 5493: 1.0815809001198652e-05
Position 1184: 1.0542245752672307e-05
Position 235: 9.422486860365873e-06
Position 861: 9.399276607088518e-06
Position 1294: 9.313516926826744e-06
Position 1965: 8.566726500437728e-06
Position 330: 8.109803263897058e-06
Position 1467: 8.030446814974683e-06
Position 237: 7.6969565295464e-06
Position 2254: 7.530523458506977e-06
Position 1151: 7.117373383854967e-06
Position 511: 6.375250987512157e-06
Position 1359: 6.094174591153125e-06
Position 273: 5.777834408505372e-06
Position 1684: 5.32131356527416e-06
Position 5077: 4.925427768207058e-06
Position 1900: 4.762378619739039e-06
Position 5088: 4.661780905761231e-06
Position 4867: 4.542560599730533e-06
Position 4221: 3.723030844705785e-06
Position 4698: 3.5591390250700843e-06
Position 337: 2.8392976515971944e-06
Position 277: 2.745552423771971e-06
Position 4980: 2.6919655861060554e-06
Position 339: 2.546905424626623e-06
Position 987: 2.225500380516797e-06
Position 1588: 2.1344122707022925e-06
Position 1933: 1.6345768491981928e-06
Position 342: 1.5124823901946143e-06
Position 187: 1.3870695366980884e-06
Position 843: 1.3441859886027863e-06
Position 326: 1.1311852006573327e-06
Position 855: 5.89849677580985e-07
Position 1738: 5.079242465418401e-07
Position 4872: 4.928995996228006e-07
Position 1725: 4.1603175119534766e-07
Position 672: 3.401228368509784e-07
Position 1742: 3.3723115468269565e-07
Position 2076: 2.9644992093355044e-07
Position 2067: 2.8133361554461574e-07
Position 1533: 2.3742897806094767e-07
Position 837: 2.0393327986812966e-07
Position 173: 1.4865507987633404e-07
Position 124: 9.476475056930902e-09
Position 180: 4.266165650139713e-09
Position 158: 2.0532150381536777e-10
Position 104: 8.509162669303236e-11
Position 150: 5.997724204303355e-11
Position 118: 5.880966219069828e-11
Position 148: 4.3029927198970466e-11
Position 116: 1.901393251024798e-11
Position 114: 1.7858260633411012e-11
Position 131: 3.441938635835566e-12
Position 134: 2.229053422844112e-12
Position 129: 4.4532628429557643e-13
