Gene = Tipin
Position 22443: 0.06410542993347121
Position 14712: 0.05923186825724773
Position 9458: 0.05159929465737416
Position 15107: 0.04016485042790798
Position 2734: 0.035554434645640086
Position 7982: 0.035223942486900174
Position 6510: 0.024156697854676928
Position 961: 0.020425944742564213
Position 18854: 0.019465718890888127
Position 20917: 0.015239162313667978
Position 22126: 0.014281883801516963
Position 3930: 0.013295936445464972
Position 12641: 0.012589681605380371
Position 9216: 0.01167798066181936
Position 14803: 0.011546530031504038
Position 12664: 0.01024948757940661
Position 3938: 0.009536239003574228
Position 9402: 0.009266223184096157
Position 22240: 0.008849382284467322
Position 16260: 0.008834032170747798
Position 20229: 0.006948978313334487
Position 9367: 0.006926923933675764
Position 12610: 0.006714369256945166
Position 12645: 0.0060680628437395625
Position 19741: 0.005955483319904799
Position 6712: 0.0057119159303102955
Position 21164: 0.005675355310419116
Position 3901: 0.005212909821443983
Position 19780: 0.005016734118255483
Position 14756: 0.004382681803470883
Position 18291: 0.004308859218554281
Position 6448: 0.004304617880211184
Position 22378: 0.004299615076315525
Position 4010: 0.004245469129429254
Position 375: 0.0042265122571161955
Position 6384: 0.004037837420857623
Position 1923: 0.0038049415944439334
Position 23585: 0.0035721170499194302
Position 659: 0.0030998338658951683
Position 6607: 0.0028475071719040778
Position 1452: 0.002675472988637058
Position 22609: 0.002617240628909197
Position 6726: 0.0024013892473188692
Position 20534: 0.002077031809043433
Position 347: 0.0018663143014862006
Position 2797: 0.0016625504016913445
Position 8541: 0.0016470700869994296
Position 2519: 0.0016447878609999998
Position 931: 0.0015998188071030125
Position 4236: 0.0015518705677558654
Position 4036: 0.0012772380449893764
Position 1963: 0.0009425409379104765
Position 6708: 0.0008933323762529597
Position 138: 0.0008772558702982293
Position 852: 0.000826494637672574
Position 1578: 0.0007461015743022145
Position 2500: 0.0007423214255937047
Position 6565: 0.000740944178229864
Position 9325: 0.0007255358756816472
Position 18406: 0.0006949893051701888
Position 18038: 0.0006636051897464567
Position 2462: 0.0006561650012658825
Position 238: 0.0006422052531214627
Position 2838: 0.0006139952161052994
Position 809: 0.0005650128470341863
Position 4193: 0.0005338737537708081
Position 2631: 0.0005192265090918591
Position 3964: 0.000514100133405722
Position 2474: 0.00047011482173600844
Position 14947: 0.00044438109601773466
Position 779: 0.00035621500795402216
Position 629: 0.0003497167268679093
Position 963: 0.00034230765516196567
Position 11630: 0.00029189678863309474
Position 145: 0.0002888061344499083
Position 11527: 0.0002684103865086089
Position 1609: 0.00026358922725691847
Position 297: 0.00024769615157921483
Position 2545: 0.0002304388455182637
Position 2858: 0.00022849203031771463
Position 17460: 0.00022435162634677948
Position 249: 0.00020665074338398692
Position 168: 0.00019400729685338397
Position 220: 0.000184575947884694
Position 13804: 0.00015753261359613738
Position 1086: 0.0001527057163051791
Position 1047: 0.0001361776157786163
Position 1042: 0.00012864056814437637
Position 10246: 0.00012747256102037287
Position 1376: 0.00012575610843344653
Position 10261: 0.00011549947345806204
Position 13260: 0.00010538382083069675
Position 938: 0.00010176719385885534
Position 11211: 9.828214066412757e-05
Position 16142: 9.617285024427117e-05
Position 896: 9.439296781645981e-05
Position 141: 8.666680095659018e-05
Position 13750: 8.427915360290225e-05
Position 13062: 7.590150901732554e-05
Position 1773: 6.853901659075216e-05
Position 15516: 6.745536905263846e-05
Position 726: 6.534668807027068e-05
Position 10341: 5.973298717166129e-05
Position 17256: 5.624814914165716e-05
Position 10276: 5.507390340914451e-05
Position 515: 4.237558370418107e-05
Position 8966: 4.233754423061532e-05
Position 398: 3.094440746099582e-05
Position 461: 3.0561301538247463e-05
Position 14919: 2.8165431764546542e-05
Position 683: 2.4441619449575248e-05
Position 11970: 2.377891635389545e-05
Position 13535: 1.948277947700319e-05
Position 152: 1.672974273084079e-05
Position 494: 1.5804876686040125e-05
Position 327: 1.493336661690362e-05
Position 2691: 1.4424291625269241e-05
Position 177: 1.3918436609212354e-05
Position 1116: 1.3404401988347207e-05
Position 10805: 1.3013117773520637e-05
Position 387: 1.2374196025810856e-05
Position 13167: 1.2299998848296155e-05
Position 10233: 1.2070391396506744e-05
Position 10888: 1.1194967949018979e-05
Position 278: 1.1054053599262096e-05
Position 245: 1.086756495172916e-05
Position 1263: 9.8387543456818e-06
Position 523: 8.450019363065568e-06
Position 9762: 8.344953784794056e-06
Position 741: 7.602874617299102e-06
Position 8879: 6.725324772059928e-06
Position 199: 6.416392273619004e-06
Position 2593: 5.569600862856584e-06
Position 10489: 5.381530523773627e-06
Position 10115: 4.443172131961877e-06
Position 273: 4.314447712261864e-06
Position 243: 3.941780391366171e-06
Position 1943: 3.7864078784168527e-06
Position 122: 3.512878763817182e-06
Position 636: 3.4241043459299676e-06
Position 2504: 3.140408533921561e-06
Position 10737: 2.8513705023132695e-06
Position 2525: 2.782653007418818e-06
Position 11743: 2.523789126559234e-06
Position 1242: 2.5215047138179547e-06
Position 1879: 2.4865565799582774e-06
Position 1544: 2.4292893388668754e-06
Position 693: 2.345271278230059e-06
Position 10196: 2.3025129239169614e-06
Position 284: 2.1787836650436804e-06
Position 9715: 2.1299925591493227e-06
Position 162: 2.0989235636913554e-06
Position 353: 2.0313150202658085e-06
Position 11162: 1.8977839991571472e-06
Position 1291: 1.8975160433870177e-06
Position 1179: 1.8186087085665705e-06
Position 187: 1.8123725064832882e-06
Position 1221: 1.6680063748480909e-06
Position 323: 1.6186634982704803e-06
Position 9219: 1.6092482604331438e-06
Position 408: 1.600604358360334e-06
Position 10932: 1.4659042544191862e-06
Position 5897: 1.2115689731302347e-06
Position 356: 1.0930790291396717e-06
Position 864: 8.967026835870434e-07
Position 1905: 8.476772149568114e-07
Position 1410: 8.387741074377126e-07
Position 2749: 8.315062393128872e-07
Position 282: 8.312754364421599e-07
Position 165: 8.072975305849798e-07
Position 1494: 8.030696854144765e-07
Position 569: 7.516323421863817e-07
Position 1503: 7.045487314260091e-07
Position 882: 6.521437401690047e-07
Position 1623: 6.487750687633415e-07
Position 4472: 6.249663533625391e-07
Position 8882: 5.948537165865296e-07
Position 535: 5.589579798095904e-07
Position 732: 5.588897807394343e-07
Position 531: 5.332780655139818e-07
Position 4920: 5.06225345520366e-07
Position 2988: 4.6540271418455336e-07
Position 3185: 4.57424573161656e-07
Position 3020: 3.864797782730631e-07
Position 4868: 3.0054327929025315e-07
Position 258: 2.752884019823169e-07
Position 590: 2.612723647353607e-07
Position 745: 2.515709457956314e-07
Position 4662: 2.21572416956199e-07
Position 6847: 2.136807211172605e-07
Position 7279: 2.0590283744705912e-07
Position 268: 1.9402179944554497e-07
Position 526: 1.555325950843952e-07
Position 3379: 1.5380858519733075e-07
Position 6021: 1.4285098813219738e-07
Position 1532: 1.2422281949447956e-07
Position 1648: 1.2403274414811716e-07
Position 943: 1.0532356065119515e-07
Position 578: 1.0027084325673073e-07
Position 571: 9.938222217697276e-08
Position 4985: 9.862565751781096e-08
Position 5819: 8.849722046143469e-08
Position 1228: 8.74404198380775e-08
Position 1665: 8.541863190603746e-08
Position 1186: 7.634133374333948e-08
Position 5369: 7.27693956355106e-08
Position 1249: 6.535723950700514e-08
Position 4834: 6.142297028291614e-08
Position 2177: 5.742369336434359e-08
Position 1625: 5.139490457115175e-08
Position 1400: 4.814867301503866e-08
Position 1418: 4.2237384439844966e-08
Position 4387: 3.8031188052300974e-08
Position 1121: 2.996547807766611e-08
Position 1269: 2.793795814296862e-08
Position 1629: 2.7094870539657853e-08
Position 1427: 2.365426790922145e-08
Position 1985: 2.3329291523200526e-08
Position 3424: 2.0886713009977113e-08
Position 2025: 1.3489116996501648e-08
Position 873: 1.1237601889351828e-08
Position 2152: 1.0938525558039224e-08
Position 455: 7.76743099064196e-09
Position 1330: 5.696032622141772e-09
Position 868: 5.6261183530927645e-09
Position 789: 2.3427557609178564e-10
Position 816: 2.208335206650647e-10
Position 1096: 1.880138523023573e-10
Position 747: 1.436874787942841e-10
Position 321: 6.555942889534183e-11
Position 2823: 3.88788749391848e-11
Position 1040: 2.8916001246634824e-13
Position 812: 1.188558373652052e-13
Position 795: 1.0248154545202817e-13
Position 671: 1.287607374321647e-15
Position 480: 1.2196226452933904e-15
Position 528: 8.064161248944455e-16
