Gene = Mnd1
Position 804: 9.69124260341672e-06
Position 999: 8.514239344643278e-06
Position 1009: 7.725192083311847e-06
Position 262: 6.687796732417648e-06
Position 994: 6.524313171883007e-06
Position 1766: 6.498090462905906e-06
Position 656: 5.530941528834423e-06
Position 523: 4.531853029650482e-06
Position 1001: 3.7308613921687098e-06
Position 1063: 1.7495580830794852e-06
Position 985: 1.3403687751570094e-06
Position 1019: 1.2479178850023051e-06
Position 696: 1.0148120113491799e-06
Position 913: 8.451864134214692e-07
Position 184: 5.382194429187473e-07
Position 992: 5.246777796232607e-07
Position 22167: 4.6354609362600797e-07
Position 82: 3.859536163960833e-07
Position 3672: 3.2827701905876186e-07
Position 4307: 2.615094109966881e-07
Position 10: 1.635822077897704e-07
Position 814: 1.5389332336850425e-07
Position 22396: 1.5202429704996542e-07
Position 2718: 1.4234449436780387e-07
Position 3131: 1.0835996808702361e-07
Position 34: 3.241990997916725e-08
Position 639: 1.3054372233100857e-08
Position 845: 4.368451905471893e-09
Position 727: 3.888950772425291e-09
Position 1293: 3.576920609092739e-09
Position 1763: 3.5114962898234205e-09
Position 729: 3.365358508991886e-09
Position 910: 2.8705892461206423e-09
Position 1234: 2.566911977122002e-09
Position 659: 2.1171618162247895e-09
Position 983: 1.2191238396139035e-09
Position 1805: 1.0615377940306165e-09
Position 817: 3.850398098175323e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 21619: 0.9997715603930662
Position 14021: 0.9258965168702892
Position 17559: 0.7793695422880799
Position 31897: 0.6806494077634154
Position 17099: 0.5454162225544573
Position 11797: 0.5406933529609869
Position 28785: 0.36187646062075385
Position 6538: 0.3533238721474718
Position 23351: 0.33740010438856927
Position 6541: 0.2711551233757578
Position 18103: 0.2206884684784366
Position 5862: 0.14514331453097698
Position 24013: 0.1448675179879144
Position 14896: 0.1404071850334747
Position 6511: 0.12505514333621082
Position 1150: 0.12252431221064476
Position 14935: 0.09819216293871315
Position 3371: 0.09561414582378722
Position 23271: 0.09492437229088815
Position 452: 0.08115059432057249
Position 25670: 0.079359163941617
Position 36440: 0.07772930420842589
Position 25803: 0.06901764724401044
Position 18560: 0.06552518120355165
Position 32031: 0.06186050014225586
Position 28600: 0.05989352253287131
Position 23211: 0.05429271800976873
Position 23992: 0.05393236667014339
Position 1099: 0.0480507402909122
Position 23835: 0.04536569236078159
Position 25986: 0.04451904850001302
Position 10182: 0.04430966488391841
Position 30477: 0.0416381078566969
Position 22871: 0.03653243938771974
Position 4939: 0.03598997468758584
Position 17291: 0.03252031424019335
Position 24998: 0.02630725282085564
Position 25806: 0.024733893211384094
Position 2477: 0.024609058980329765
Position 1022: 0.023211292654618923
Position 6736: 0.022869050201545338
Position 25950: 0.022457390004463198
Position 23082: 0.02162375240362786
Position 11051: 0.020208845432217737
Position 5676: 0.01812674585336742
Position 23132: 0.017578519222659017
Position 22887: 0.01743052501900522
Position 30615: 0.016033157330138062
Position 24044: 0.015414208818767407
Position 26226: 0.014506493512731438
Position 18438: 0.01439920107335045
Position 23460: 0.012520232517111669
Position 4896: 0.012245131269465736
Position 7679: 0.01176429601777533
Position 23216: 0.009991856422608556
Position 22765: 0.009068276747341697
Position 23318: 0.008904967791939949
Position 5738: 0.008852421840657963
Position 25923: 0.008438990527926911
Position 14696: 0.00829170951966224
Position 14998: 0.008245419389723712
Position 26259: 0.0070502417502219805
Position 6746: 0.006561303608848544
Position 30147: 0.006345941843952081
Position 6021: 0.005732004570811127
Position 5922: 0.005103923472516293
Position 5919: 0.005044503712220031
Position 11446: 0.005038763245640882
Position 24017: 0.005004739755510126
Position 5085: 0.0048722521595836316
Position 14650: 0.004752708338409072
Position 30642: 0.004594619586939218
Position 5958: 0.004516448200419542
Position 10007: 0.004240232239986049
Position 4823: 0.003983291973095498
Position 19977: 0.00393091964925322
Position 9977: 0.0038727635241482734
Position 22795: 0.0035940510821787894
Position 23622: 0.003492647955982847
Position 1179: 0.0034614125440017057
Position 23190: 0.0032915510787534896
Position 27575: 0.003248737037540801
Position 5480: 0.003137002334221115
Position 925: 0.0029911756085798454
Position 4917: 0.002749923098493311
Position 7874: 0.002744262183483954
Position 17563: 0.0027178575525567093
Position 29653: 0.002705374937107917
Position 25222: 0.0025690089558709755
Position 18663: 0.0025424010947169558
Position 18767: 0.0023968854210660103
Position 26442: 0.0023511700625441544
Position 4546: 0.002341089048852914
Position 24471: 0.0021204401821186963
Position 5806: 0.002026621029935964
Position 27279: 0.0019476461168666478
Position 2409: 0.0017610469070712918
Position 22799: 0.0015013084327298511
Position 4386: 0.0014873439269699898
Position 6069: 0.0014506201358365004
Position 5145: 0.0014366014615044163
Position 8381: 0.0014296397998877336
Position 22550: 0.001392437160223705
Position 1163: 0.0013873275213249104
Position 475: 0.0013761665335895268
Position 25484: 0.0013194264522826678
Position 5902: 0.0012667720703094202
Position 22389: 0.0011088270099891973
Position 5868: 0.0010778525011593178
Position 4871: 0.0010392111998527849
Position 22844: 0.001038674057538018
Position 7608: 0.0010171298902689667
Position 25153: 0.0009285766316204647
Position 22655: 0.0009075603517500855
Position 22817: 0.0008736038335164271
Position 3401: 0.0008368794257001374
Position 1104: 0.0008320027530534754
Position 22279: 0.0007876074085893258
Position 3182: 0.0007618774939495674
Position 22923: 0.0006863088131823117
Position 2503: 0.0006594392183311211
Position 754: 0.000586401340814087
Position 25947: 0.0005452525224305169
Position 2555: 0.0005307225368352729
Position 23010: 0.0005045379664724772
Position 23563: 0.000471659592792994
Position 24573: 0.00044302197124563983
Position 5721: 0.00043872804473881356
Position 2433: 0.00042668053236105577
Position 283: 0.00039323847648257623
Position 513: 0.0003771968854062536
Position 4946: 0.0003616350790041675
Position 27075: 0.00035294620692173726
Position 4971: 0.0002794262772206706
Position 5050: 0.0002741232749315015
Position 1453: 0.00025756811885984304
Position 6334: 0.00025026618685778073
Position 3331: 0.00024728597487468936
Position 22873: 0.00023908820549005752
Position 1543: 0.00023884758269030864
Position 1919: 0.00023695631458427546
Position 2069: 0.0002329122861972485
Position 22710: 0.000215355818626011
Position 21393: 0.0002148198548215926
Position 406: 0.00019637375050256275
Position 5505: 0.00019455699112968806
Position 27408: 0.00019089357798257026
Position 22833: 0.00018389266214369917
Position 4724: 0.0001580719764561846
Position 22579: 0.00015586814347152506
Position 1120: 0.00015361784605159832
Position 3386: 0.0001462967672444918
Position 2040: 0.0001442701813672003
Position 592: 0.00013850991788297084
Position 22071: 0.0001313961737460439
Position 825: 0.00013077906300158163
Position 880: 0.000125859408431338
Position 3067: 0.00011190899630365808
Position 2034: 0.0001082366064188824
Position 3015: 0.00010225762503307343
Position 560: 9.790990655122702e-05
Position 1268: 9.46970143955268e-05
Position 3194: 9.05232139945637e-05
Position 21836: 8.411018256336522e-05
Position 2072: 7.610817570497795e-05
Position 275: 7.533347989962811e-05
Position 22620: 7.221255956468587e-05
Position 24161: 6.661908561823846e-05
Position 235: 6.657325334231584e-05
Position 486: 6.0044897584188266e-05
Position 22305: 5.771620464742877e-05
Position 22531: 5.0053142327418416e-05
Position 4757: 4.66489427651795e-05
Position 5029: 4.635148575137354e-05
Position 722: 4.250687443862737e-05
Position 804: 4.1045143834769986e-05
Position 1497: 3.614876299662116e-05
Position 21920: 3.058836729638665e-05
Position 3328: 2.686580553566184e-05
Position 1051: 2.602403748775098e-05
Position 6153: 2.051938260340834e-05
Position 4732: 2.0367859806090823e-05
Position 2074: 1.948706600438805e-05
Position 983: 1.686483322279949e-05
Position 1468: 1.6121829744652568e-05
Position 3227: 1.5838701406930817e-05
Position 2329: 1.4619590260727679e-05
Position 1176: 1.1380642822219953e-05
Position 195: 1.12990330135712e-05
Position 22226: 1.128789404407864e-05
Position 22321: 1.0509831937446186e-05
Position 295: 9.775023891086448e-06
Position 3140: 9.460541821011725e-06
Position 2456: 9.342289901324398e-06
Position 1030: 5.63843336866698e-06
Position 2216: 5.340999845139015e-06
Position 955: 5.1469627037187125e-06
Position 2258: 5.0575897460516965e-06
Position 2343: 4.92232487751174e-06
Position 2365: 4.776213524658895e-06
Position 3460: 3.8926635954649645e-06
Position 1891: 3.73160775450044e-06
Position 3436: 3.5509399569107966e-06
Position 3342: 3.5473350318627823e-06
Position 1197: 3.5238689364141227e-06
Position 2115: 2.691194881477695e-06
Position 4805: 2.5334765027271838e-06
Position 343: 2.397304322301994e-06
Position 565: 2.229525223464256e-06
Position 1303: 2.1155197576475464e-06
Position 992: 2.083646058040393e-06
Position 497: 1.9098188567833243e-06
Position 1637: 1.8029877126542868e-06
Position 335: 5.59141088848442e-07
Position 1678: 4.953260200181247e-07
Position 1602: 4.433072944642964e-07
Position 298: 3.935644534463423e-07
Position 14507: 3.15508479412294e-07
Position 1044: 2.7920007131418454e-07
Position 489: 2.7697561168530376e-07
Position 756: 2.742000240955248e-07
Position 969: 2.636814213878058e-07
Position 1519: 2.402955834388489e-07
Position 2014: 2.2386855726428414e-07
Position 12053: 2.2287952023874082e-07
Position 2165: 1.941018949181115e-07
Position 4176: 1.754573413966094e-07
Position 1449: 1.698906131483332e-07
Position 1186: 1.6117970480110058e-07
Position 1208: 1.532236421083276e-07
Position 374: 1.090948677065012e-07
Position 1735: 9.626807796202222e-08
Position 4128: 8.605206960007821e-08
Position 307: 7.209699043548868e-08
Position 381: 7.151058596558696e-08
Position 523: 5.475933383237827e-08
Position 2624: 4.9881263581649084e-08
Position 773: 3.793725597870809e-08
Position 958: 3.4492055093181595e-08
Position 963: 2.7015757320577417e-08
Position 784: 2.051435362186485e-08
Position 205: 1.2977182814614188e-08
Position 2912: 1.043500994200482e-08
Position 841: 3.1056102228052695e-09
Position 570: 5.813231268933693e-10
Position 1288: 5.25751606630767e-10
Position 1557: 4.6432460080342877e-10
Position 1502: 4.223251999858304e-10
Position 1682: 1.121561885141214e-10
Position 766: 2.104578487527274e-11
Position 361: 1.2610632234200886e-11
Position 178: 2.2492193074653577e-14
Position 175: 1.9352098362550307e-14
Position 92: 4.31627008079048e-15
Position 120: 1.5587965252952372e-15
Position 102: 4.0599020449664923e-16
