Gene = Snupn
Position 1023: 4.5901467821790405e-07
Position 12381: 4.361389745838005e-07
Position 3534: 4.1965680440092493e-07
Position 1077: 4.0513292685497367e-07
Position 720: 2.610518896971e-07
Position 336: 2.270027087075443e-07
Position 736: 1.3381670350347071e-07
Position 520: 1.0797677845089576e-07
Position 696: 8.519121123214123e-08
Position 1006: 7.064497236995628e-08
Position 1002: 6.853753060167767e-08
Position 1841: 5.734838813833739e-08
Position 118: 4.5537415194385845e-08
Position 95: 4.522616194712275e-08
Position 3181: 3.958994382821393e-09
Position 723: 1.8784099719247943e-09
Position 5891: 6.377023549477845e-10
Position 525: 5.376007963303395e-10
Position 890: 3.6231270655497637e-10
Position 390: 3.620791858488525e-10
