Gene = Iqck
Position 2667: 5.4933908348031833e-08
Position 7400: 5.388230276277164e-08
Position 5234: 5.269435287260135e-08
Position 872: 5.2274636764168316e-08
Position 738: 4.7932001051642824e-08
Position 5878: 4.6000955982844964e-08
Position 4614: 4.567678249501039e-08
Position 2952: 4.521436501966927e-08
Position 2853: 4.4276101831320137e-08
Position 6522: 4.412198618061606e-08
Position 843: 3.973429503997342e-08
Position 2628: 3.9704752486892926e-08
Position 4773: 3.9346682171621825e-08
Position 3214: 3.826760367509143e-08
Position 1219: 3.804745858020293e-08
Position 6715: 3.767824563207626e-08
Position 2464: 3.533616552606228e-08
Position 2222: 3.441806958970559e-08
Position 5704: 3.3054492404148566e-08
Position 5209: 3.300648778736418e-08
Position 3314: 3.2783904493338326e-08
Position 4730: 2.9239400004819273e-08
Position 3665: 2.4338777632641297e-08
Position 440: 2.293812297485691e-08
Position 5057: 2.2793218838199063e-08
Position 5746: 2.2531372598726554e-08
Position 1493: 2.0122416506269727e-08
Position 4594: 1.9881110146149685e-08
Position 268: 1.9775924688047563e-08
Position 1923: 1.932085698208883e-08
Position 745: 1.9192262678644354e-08
Position 2601: 1.8553245127367963e-08
Position 5067: 1.743997166218511e-08
Position 1104: 1.741827636981616e-08
Position 4380: 1.5144706802177672e-08
Position 5288: 1.5094503104642057e-08
Position 1329: 1.3150582913093808e-08
Position 548: 1.1907230065932966e-08
Position 2357: 1.161990998432441e-08
Position 1289: 1.1142760354870405e-08
Position 671: 1.1093190151208103e-08
Position 1423: 1.0336659139005401e-08
Position 2010: 9.835235417250839e-09
Position 2036: 9.726784193262745e-09
Position 4228: 9.713830778860252e-09
Position 3081: 8.7331167702508e-09
Position 1992: 8.673716066386385e-09
Position 1785: 8.394811348758286e-09
Position 628: 8.385275804952031e-09
Position 4540: 8.23586912745264e-09
Position 2995: 6.784792981284845e-09
Position 1457: 4.97443876497448e-09
Position 3037: 4.549362912002335e-09
Position 1127: 4.191065945922114e-09
Position 1882: 3.134664872994165e-09
Position 1250: 2.8872654720306916e-09
Position 360: 2.8558661528563456e-09
Position 1574: 2.5465475244961015e-09
Position 325: 2.5432671929759056e-09
Position 6595: 2.428815249093955e-09
Position 481: 1.893668865500605e-09
Position 294: 1.8089086080329237e-09
Position 1728: 1.6988988541676259e-09
Position 140: 9.598769200687653e-10
Position 2139: 7.774304082818488e-10
Position 2058: 6.804588061074311e-10
Position 291: 3.672164551927198e-10
Position 305: 2.554819848578991e-10
Position 2263: 1.744040622378118e-10
Position 926: 1.6598299178324931e-10
Position 2278: 1.5123363299259534e-10
Position 1520: 8.254672196245336e-11
Position 2062: 7.432818408547083e-11
Position 1221: 6.168962299356141e-11
Position 1182: 8.223244938423665e-12
Position 1061: 4.980223233229588e-12
Position 783: 1.8090812477679994e-12
Position 701: 1.2635230973953882e-12
Position 754: 1.2292101734594832e-12
Position 571: 1.143647713441607e-12
Position 254: 9.639148331250279e-13
Position 323: 8.495560941827722e-13
Position 1431: 4.742629372783758e-13
