Gene = 1700016H13Rik
Position 922: 1.897331809941259e-06
Position 636: 1.8923609153731007e-06
Position 1342: 1.8818820810823545e-06
Position 223: 1.7855968588549996e-06
Position 1486: 1.587054236440857e-06
Position 920: 1.5071735692667608e-06
Position 2020: 1.3864734867251508e-06
Position 1357: 1.333925341819844e-06
Position 1488: 1.241664574770432e-06
Position 1840: 1.2170337595921219e-06
Position 617: 6.726156048012507e-07
Position 1406: 5.72110539453767e-07
Position 77: 5.339881122003039e-07
Position 379: 4.294227716753725e-07
Position 306: 3.8974172387077925e-07
Position 1315: 3.1752185044162936e-07
Position 256: 3.1503648011069665e-07
Position 95: 3.128683903605888e-07
Position 164: 2.3827072426779908e-07
Position 316: 1.1113042244762384e-07
Position 1071: 1.011342489044255e-07
Position 312: 9.132626150755346e-08
Position 267: 8.809883879031498e-08
Position 1683: 8.7985734831689e-08
Position 1076: 8.732098537941048e-08
Position 320: 7.83058133347377e-08
Position 841: 7.177447755528228e-08
Position 1705: 4.243193584818143e-08
Position 124: 4.116393916389865e-08
Position 352: 3.206314949264261e-08
Position 79: 2.9374271409945847e-08
Position 1046: 2.10307345283305e-08
Position 126: 4.468520500029052e-09
Position 815: 1.2211548627728414e-09
Position 1043: 3.437992061423806e-10
Position 105: 9.825720728117619e-11
