Gene = A830018L16Rik
Position 5405: 0.006711128460274602
Position 573: 0.006455430030879005
Position 12471: 0.006200549951725643
Position 10865: 0.006128886250980787
Position 7240: 0.005893663435677388
Position 6634: 0.0056460310412199104
Position 9730: 0.005572063610535221
Position 2304: 0.00535016313542664
Position 10960: 0.004673750327292754
Position 11862: 0.004604953759004054
Position 613: 0.004316498803094991
Position 5747: 0.004019464441533322
Position 4455: 0.0036377615416735426
Position 12807: 0.0036246676050342014
Position 7866: 0.003515485472162816
Position 3983: 0.0031533917531809228
Position 6888: 0.002808313511503999
Position 403: 0.0026478179571895436
Position 3866: 0.002621963213297293
Position 12439: 0.0025425905966425665
Position 663: 0.0024389170105545625
Position 4123: 0.0023266480571025204
Position 16802: 0.0023161490277898568
Position 5163: 0.0022862904606504825
Position 3560: 0.002285904843672502
Position 12545: 0.002143053860550105
Position 1103: 0.0019800565140196723
Position 1453: 0.0019094598800257362
Position 5442: 0.001794519690122821
Position 13671: 0.0017766184453573463
Position 425: 0.001753386754570877
Position 11099: 0.0017397011865270492
Position 1232: 0.0017002306537974605
Position 6960: 0.001511544366762235
Position 4086: 0.0014792240757451561
Position 713: 0.001447007305629806
Position 625: 0.001407010350581563
Position 4195: 0.001375955958524983
Position 4286: 0.0013740132383479413
Position 2782: 0.001367912498446511
Position 3073: 0.0013120609686713258
Position 12315: 0.0012646420159814725
Position 1385: 0.001256864899665015
Position 369: 0.0011556003592436196
Position 1344: 0.0011171838994641426
Position 1096: 0.0011068156029735053
Position 1191: 0.0011026518537822969
Position 373: 0.0009633447216008662
Position 14999: 0.0008974268697905555
Position 8758: 0.0008543505595993539
Position 1322: 0.0007952955676697357
Position 3753: 0.0007908396368861291
Position 1229: 0.0007521604845575162
Position 408: 0.0007448720425290104
Position 5476: 0.0007393757647546639
Position 11480: 0.0007301793778520268
Position 1313: 0.0007255165073814694
Position 2683: 0.0007055142474282776
Position 6206: 0.0006970983142872585
Position 354: 0.0006757258911781328
Position 11208: 0.0005845419245924754
Position 410: 0.0005553872068805318
Position 1712: 0.000551946837232026
Position 7244: 0.0005106948389424727
Position 3863: 0.00048812461230302576
Position 1145: 0.0004794819366718021
Position 1047: 0.00047843968401944226
Position 1407: 0.0004626605258236877
Position 1197: 0.00044229707446499013
Position 1255: 0.00043899791497975434
Position 2431: 0.00040582766761586595
Position 10522: 0.0003897182560585613
Position 6249: 0.0003704586201206729
Position 315: 0.0003207195136227523
Position 1473: 0.0003166073917362527
Position 1730: 0.00031364648649904515
Position 4422: 0.0003055032008602758
Position 948: 0.0002975234252543424
Position 1458: 0.0002619414445287957
Position 420: 0.00025540376233489917
Position 2435: 0.0002548669008561748
Position 4487: 0.00023154540243945757
Position 731: 0.00020226304371207188
Position 9309: 0.0001952675175244107
Position 405: 0.00018604080317452415
Position 4811: 0.00017779062779317066
Position 9725: 0.00017552957024245897
Position 6363: 0.00016274384640506875
Position 1152: 0.00014798694423788907
Position 9372: 0.00014503675353932856
Position 1755: 0.0001432647019864222
Position 3324: 0.00013417241798934995
Position 2253: 0.0001320344794396805
Position 11534: 0.00012101866750428179
Position 3356: 0.00011823114961911011
Position 347: 0.0001140060462062458
Position 11289: 0.00010738495579637225
Position 514: 9.55756524736985e-05
Position 634: 9.460795730821715e-05
Position 4964: 9.430806221589868e-05
Position 591: 9.292240571409583e-05
Position 1074: 8.535876132711933e-05
Position 2417: 8.035688838439261e-05
Position 1002: 7.535814348090915e-05
Position 4689: 6.283495634447959e-05
Position 4782: 6.263793463268927e-05
Position 1678: 4.962658846098425e-05
Position 3678: 4.422699472355695e-05
Position 1423: 3.738297708082396e-05
Position 1382: 3.638431691610662e-05
Position 2064: 3.4650447666094693e-05
Position 954: 3.0952294719359944e-05
Position 1204: 2.999468723667012e-05
Position 537: 2.9533912737225535e-05
Position 532: 2.7501907098280712e-05
Position 1767: 2.629926963810104e-05
Position 1240: 2.6141665182405762e-05
Position 2226: 2.4891988466357678e-05
Position 1011: 2.4008085461896967e-05
Position 1024: 2.393237605134288e-05
Position 3955: 2.2081805591593817e-05
Position 2137: 2.1201529385160548e-05
Position 7315: 2.1023250790402055e-05
Position 1110: 2.018716828981876e-05
Position 657: 1.8397109259824932e-05
Position 3598: 1.7627016661427083e-05
Position 1615: 1.7047938703861825e-05
Position 721: 1.672794669722195e-05
Position 378: 1.6209108227063518e-05
Position 3001: 1.4323024093576965e-05
Position 1201: 1.2160609524227681e-05
Position 1277: 1.065593957676675e-05
Position 1216: 1.0168434873511115e-05
Position 2707: 7.151037802163784e-06
Position 1439: 7.147491357514305e-06
Position 3052: 6.805597256412874e-06
Position 765: 6.796260997551606e-06
Position 1164: 6.70198785817345e-06
Position 659: 6.101640237614887e-06
Position 757: 5.991217654915145e-06
Position 293: 5.3495532022667144e-06
Position 643: 4.824349284623931e-06
Position 5110: 4.5537927323234444e-06
Position 505: 4.18630391071274e-06
Position 277: 3.4788766494214804e-06
Position 1576: 2.7531256530752328e-06
Position 1981: 2.725199595727845e-06
Position 2117: 2.4926560894961853e-06
Position 799: 2.473329979670389e-06
Position 3130: 2.146921818972306e-06
Position 1735: 1.8488352476913337e-06
Position 1066: 1.5455467520670446e-06
Position 1260: 1.5376102458331714e-06
Position 1061: 1.4628643109841813e-06
Position 971: 1.1690484752923658e-06
Position 1264: 9.678064892470772e-07
Position 1157: 8.529144780032248e-07
Position 2120: 8.523996508110172e-07
Position 1175: 8.141944180246452e-07
Position 1169: 7.635807641487742e-07
Position 965: 7.508707867152202e-07
Position 3293: 7.404820200687555e-07
Position 2030: 6.265919519296809e-07
Position 2092: 6.254423163133617e-07
Position 2095: 6.250522148586828e-07
Position 1055: 5.949906961399518e-07
Position 2828: 5.790168918199248e-07
Position 2310: 5.408554148431121e-07
Position 1173: 4.1365718355803463e-07
Position 386: 3.8617596580601777e-07
Position 736: 3.0909150920332e-07
Position 295: 2.577980741721986e-07
Position 1058: 2.4280538590616853e-07
Position 540: 1.9796877867985364e-07
Position 802: 1.8217174882885272e-07
Position 1455: 1.303164509567373e-07
Position 1429: 1.0743603759075777e-07
Position 1825: 9.88813560562245e-08
Position 1571: 9.774563345889893e-08
Position 1063: 6.796084227747247e-08
Position 1468: 5.471814887929706e-08
Position 1475: 5.4175682260147376e-08
Position 165: 5.21353026390441e-08
Position 2373: 4.389396272465513e-08
Position 1592: 1.6459738085479613e-08
Position 1505: 1.4117389214879844e-08
Position 1531: 1.2838325567546446e-08
Position 1289: 8.23184070176833e-09
Position 1421: 7.895291966699647e-09
Position 1478: 6.662162004904415e-09
Position 744: 4.1197277311537054e-09
Position 286: 3.857004943414634e-09
Position 1553: 3.6156105962981243e-09
Position 813: 1.7756716426643572e-09
Position 820: 1.7217990540697138e-09
Position 839: 1.3452414368348757e-09
Position 830: 1.3097083738840965e-09
Position 172: 1.0249267554351626e-09
Position 167: 5.918132914333944e-10
Position 110: 5.177557314496629e-10
Position 776: 3.475746107562085e-10
Position 121: 7.088719099670604e-11
Position 1786: 5.95433066186159e-11
Position 246: 1.7878765214209718e-11
Position 258: 7.825612440980688e-12
Position 219: 7.814152548620663e-12
Position 177: 5.766386232567947e-12
Position 226: 5.595220532584709e-12
Position 224: 6.745991703530956e-14
Position 240: 5.583815794284365e-14
