Gene = Ccer2
Position 1757: 4.9880055573007036e-05
Position 1351: 3.9491533908597426e-05
Position 1483: 3.625241176350554e-05
Position 235: 3.6184919699557476e-05
Position 327: 3.004536299994422e-05
Position 1087: 2.9574474785190796e-05
Position 2771: 2.9151545590123812e-05
Position 1001: 2.9128675244096138e-05
Position 2269: 2.8619455994672473e-05
Position 994: 2.572734252769804e-05
Position 572: 2.3541510609105677e-05
Position 153: 2.3269892836713525e-05
Position 1144: 2.0541068906006655e-05
Position 646: 2.0318277513775263e-05
Position 243: 1.7085171920622734e-05
Position 1171: 1.2429516643434732e-05
Position 1100: 1.0615400625244138e-05
Position 245: 6.926068915400512e-06
Position 1378: 4.123506833977196e-06
Position 1357: 3.998981117981447e-06
Position 158: 2.8636891805044568e-06
Position 1084: 2.014708358497463e-06
Position 335: 1.776148555880069e-06
Position 513: 1.2129083889741554e-06
Position 1648: 9.402192445160118e-07
Position 145: 7.607209226380998e-07
Position 991: 6.56750357535591e-07
Position 338: 3.65979946771002e-07
Position 1008: 1.6939105879216177e-07
Position 583: 9.260927648283933e-08
Position 602: 7.012769176217694e-08
Position 978: 4.939876934239548e-08
Position 1004: 4.7285937814304514e-08
Position 842: 3.9553861123838344e-08
Position 102: 2.3567920212611937e-08
Position 118: 1.6876879745803293e-08
Position 787: 1.5689427169371378e-08
Position 1535: 1.4459695296249684e-08
Position 93: 5.093572439344047e-09
Position 123: 4.682177387555699e-10
Position 88: 3.3466617647663466e-10
Position 133: 1.31563383599687e-10
Position 104: 1.2237139675321334e-10
