Gene = Qprt
Position 564: 4.252498427967244e-07
Position 535: 3.266920665491356e-07
Position 1713: 3.0379830405877927e-07
Position 930: 2.7704782238254395e-07
Position 529: 2.137237125342991e-07
Position 671: 1.666620837302434e-07
Position 645: 1.4296863408031245e-07
Position 408: 1.0723386754266277e-07
Position 361: 4.597337081313602e-08
Position 1172: 2.54582370301333e-08
Position 381: 2.000099086572316e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 13984: 0.9876693967796448
Position 13303: 0.933852261119168
Position 12981: 0.9304938398613336
Position 13760: 0.48399151765114207
Position 3908: 0.2562935093121032
Position 13710: 0.24159580315261658
Position 13802: 0.1297308126712034
Position 6519: 0.1198525683350207
Position 4690: 0.11270380158518988
Position 3661: 0.11164191617117736
Position 4962: 0.08927880345956378
Position 5015: 0.08457016666043642
Position 7672: 0.06924784089535135
Position 13649: 0.04818635676612788
Position 981: 0.04582247003084877
Position 5475: 0.04221176610365785
Position 158: 0.03856321878734262
Position 5394: 0.03399176510149413
Position 4933: 0.020299991770370587
Position 2985: 0.017979163395888727
Position 170: 0.016658375886513095
Position 4917: 0.014255388364576047
Position 5515: 0.01252863406396923
Position 6453: 0.012228075424890107
Position 7630: 0.00998142230067054
Position 5399: 0.006658731135344006
Position 11433: 0.006472035167777747
Position 5424: 0.006366878667072895
Position 352: 0.005983998274850291
Position 14402: 0.005970807429119334
Position 323: 0.005604514306580509
Position 176: 0.00512428509361646
Position 1810: 0.0048842932429588645
Position 10529: 0.004375090307861461
Position 14168: 0.004159467372034727
Position 3959: 0.0039501572318841865
Position 13566: 0.003208525548748991
Position 3929: 0.002730281032706425
Position 4773: 0.0026203297899826095
Position 7038: 0.0025892468875653458
Position 14000: 0.0025697258645492175
Position 14841: 0.0018977996960301998
Position 5479: 0.0014708461863149492
Position 5342: 0.001379890488697295
Position 13987: 0.0012475892137992495
Position 3043: 0.0011952866990055247
Position 3700: 0.001033347346921529
Position 14811: 0.0009635108888863853
Position 6524: 0.000938905322344854
Position 5193: 0.00092924979360761
Position 1941: 0.0009140630684543705
Position 4739: 0.0008147233290139677
Position 578: 0.0007286233634387057
Position 1137: 0.0007162316770735414
Position 690: 0.000694676461643855
Position 776: 0.000677728368642547
Position 1967: 0.0006689443448835546
Position 3939: 0.000617049576861181
Position 1847: 0.0006167440097385145
Position 618: 0.0005667147308449151
Position 3272: 0.0005534797742969037
Position 3732: 0.0005385900941559439
Position 1926: 0.0004841447973309553
Position 3833: 0.000477196732422897
Position 3805: 0.00044831451928400865
Position 2042: 0.0004458784062514291
Position 389: 0.0004133046228786636
Position 14994: 0.0003978461708923186
Position 4287: 0.000395012416083149
Position 1588: 0.0003391028261389616
Position 4376: 0.0003372435708599853
Position 13587: 0.00027774741168072413
Position 1816: 0.0002720763818367632
Position 4211: 0.00026987374973507747
Position 4000: 0.00023935409136266147
Position 14003: 0.00023114685753374174
Position 575: 0.00022645390723631528
Position 3946: 0.00020500121544709507
Position 1752: 0.00019391979512892624
Position 5361: 0.00017880714246922884
Position 3251: 0.00016609194708111445
Position 3302: 0.0001500593797222987
Position 14696: 0.000130746555453861
Position 1191: 0.00011979574922521442
Position 14125: 0.00011448960583154398
Position 2932: 0.00011437971662967242
Position 779: 0.0001030145116520088
Position 3011: 9.916313360880525e-05
Position 1599: 9.547438839745687e-05
Position 4729: 8.710186468475402e-05
Position 2779: 8.304936034432999e-05
Position 4761: 7.684368110858264e-05
Position 3779: 7.332997552239495e-05
Position 14205: 6.883167115738102e-05
Position 2869: 6.829930303897749e-05
Position 14509: 6.809736358618207e-05
Position 1782: 6.749721623829724e-05
Position 669: 6.725575526367779e-05
Position 3711: 6.363401859423164e-05
Position 3763: 5.847525546942132e-05
Position 3314: 5.786119174243813e-05
Position 3863: 5.1622224906660686e-05
Position 1142: 5.019933925967339e-05
Position 3364: 5.012502528606385e-05
Position 707: 4.898918444827632e-05
Position 1972: 4.73002871745154e-05
Position 14171: 4.662110047684121e-05
Position 3682: 4.3944798202615676e-05
Position 1153: 4.39120100935375e-05
Position 1912: 3.88861207307237e-05
Position 1902: 3.8784160601719986e-05
Position 1495: 3.631531792309789e-05
Position 4558: 3.344903979018195e-05
Position 1872: 3.1993368514630395e-05
Position 2412: 2.9352027404711305e-05
Position 14028: 2.921389308363081e-05
Position 1459: 2.3960564725540156e-05
Position 3047: 2.337150042646475e-05
Position 1297: 2.1925715628497254e-05
Position 1853: 2.1806304470077044e-05
Position 14424: 1.9698054066610272e-05
Position 2735: 1.8140223865770467e-05
Position 1368: 1.6339206609373426e-05
Position 15086: 1.591258836378327e-05
Position 6006: 1.5130709509857304e-05
Position 5869: 1.4246760634201875e-05
Position 2556: 1.2351404176185461e-05
Position 6760: 1.2249884640848803e-05
Position 1877: 1.1971247919796401e-05
Position 8729: 1.0775422753518545e-05
Position 662: 1.0299198441922316e-05
Position 5054: 1.0025872535531583e-05
Position 5127: 9.825151266023877e-06
Position 2494: 9.650747637842136e-06
Position 517: 9.021421481020977e-06
Position 1208: 8.566691899968975e-06
Position 1064: 7.892565115470286e-06
Position 6166: 5.834480391528569e-06
Position 2499: 5.510221874481085e-06
Position 2784: 5.190931577774733e-06
Position 10346: 4.0065346766250736e-06
Position 8250: 4.00104351416407e-06
Position 2164: 3.6345645571902703e-06
Position 2597: 3.354301534122294e-06
Position 1896: 2.6630215957135484e-06
Position 6184: 2.4942702079246487e-06
Position 9122: 2.1805177566769442e-06
Position 9229: 2.1475365908128e-06
Position 10218: 1.7174893733695354e-06
Position 458: 1.6587112240388038e-06
Position 963: 1.6512520737247723e-06
Position 9607: 1.5889935377858377e-06
Position 235: 1.3697883069411272e-06
Position 8176: 1.2841586539783025e-06
Position 9730: 1.077326681617176e-06
Position 9389: 1.0749232534700256e-06
Position 4099: 1.0298599094274467e-06
Position 9205: 7.636366853616987e-07
Position 2765: 6.039156480139772e-07
Position 8130: 5.371995364277506e-07
Position 702: 5.327218954721513e-07
Position 8382: 4.794328910537127e-07
Position 709: 3.440091146878726e-07
Position 752: 2.3955535032618193e-07
Position 760: 2.2195948375650076e-07
Position 6325: 1.977364364143632e-07
Position 730: 1.957732163764078e-07
Position 620: 1.8717581220287804e-07
Position 6015: 1.7754352769638284e-07
Position 1595: 1.7045377253907754e-07
Position 1620: 1.6107058605669706e-07
Position 798: 1.5990715557884975e-07
Position 723: 1.4961308714998685e-07
Position 1217: 1.3600449481947722e-07
Position 5672: 1.3598643061660143e-07
Position 3850: 1.1880067618307228e-07
Position 1172: 1.1507306497120477e-07
Position 671: 1.1398076703683522e-07
Position 5705: 1.1128370412874131e-07
Position 2095: 1.0716951069393666e-07
Position 5625: 1.0121978226314258e-07
Position 1183: 1.0031582823452772e-07
Position 113: 9.812977496608294e-08
Position 821: 7.289624922829662e-08
Position 742: 4.8843341750766226e-08
Position 1248: 4.880174940146352e-08
Position 645: 2.6246962248393594e-08
Position 552: 2.084349921752466e-08
Position 718: 2.0292131191431206e-08
Position 2635: 1.95975086535946e-08
Position 636: 1.8965239880154203e-08
Position 128: 1.5583914147482387e-08
Position 1468: 1.5080367063997384e-08
Position 1482: 1.473951433506914e-08
Position 1437: 1.368345033685536e-08
Position 469: 1.0908722686753362e-08
Position 583: 1.0004041852281175e-08
Position 1180: 8.83409225910392e-09
Position 474: 6.90451061652044e-09
Position 117: 4.890487017254816e-09
Position 488: 6.94833021320205e-10
Position 848: 5.217615720052926e-10
Position 477: 3.541407289762744e-10
Position 1475: 2.3677289372946585e-10
Position 991: 2.0821239100606268e-10
Position 1364: 2.003642550787098e-10
Position 1480: 1.915640217525594e-10
Position 1497: 1.0994197315151654e-10
Position 253: 9.906298235048694e-11
Position 529: 6.612071224492378e-11
Position 77: 4.718510264338607e-11
Position 845: 1.8617023501819933e-11
Position 104: 1.684578940117404e-11
Position 90: 7.611355485786446e-12
Position 92: 7.469726098319364e-12
Position 81: 7.762423834820039e-13
Position 263: 6.968418670648361e-13
Position 544: 4.937471609304309e-14
