Gene = Veph1
Position 1671: 0.004048229399370176
Position 2944: 0.004045081511265948
Position 1825: 0.003913798630408369
Position 9528: 0.003706614690101703
Position 4987: 0.003530349375981161
Position 1966: 0.0032492593887292684
Position 5576: 0.003153466967549154
Position 8100: 0.0030981326051937384
Position 1563: 0.0030488797451686195
Position 3046: 0.002902229173390985
Position 10096: 0.0027817762247651394
Position 3610: 0.002558745513776882
Position 4453: 0.0024303292569273363
Position 1482: 0.0023927458762658385
Position 1327: 0.00228038243687045
Position 6288: 0.00224117357750131
Position 9417: 0.0020477216044960545
Position 492: 0.001959924109372489
Position 2012: 0.0018415446948635292
Position 2061: 0.0015606423785707287
Position 1292: 0.0014879765741799185
Position 7905: 0.0014725881834905914
Position 8826: 0.001428737605543278
Position 1786: 0.0013860412663634855
Position 1952: 0.0013703869244490138
Position 1860: 0.0013353727036208003
Position 8454: 0.0012351565909673031
Position 5552: 0.0010854566817384227
Position 4332: 0.0010064819944251263
Position 601: 0.0009605246296581639
Position 4191: 0.0009289581186453823
Position 116: 0.0008389191614044251
Position 6719: 0.0007619994696955477
Position 121: 0.0007569272953602799
Position 165: 0.0007260695059988766
Position 3139: 0.0006430717693812548
Position 431: 0.0005741791289709
Position 6560: 0.0005701833894886672
Position 1008: 0.0005573362971130671
Position 1385: 0.0005453627620358538
Position 4146: 0.0005320772796731537
Position 1375: 0.0004816151927830283
Position 1921: 0.0004735055250742595
Position 4470: 0.00045341608171085135
Position 4028: 0.0004364708489598484
Position 2029: 0.00042636185923799184
Position 1607: 0.00041857209813845947
Position 3999: 0.00039368439366489224
Position 1210: 0.0003907085004954656
Position 231: 0.00038003950222159893
Position 106: 0.0003768182010016003
Position 1359: 0.0003757098282002113
Position 2716: 0.000373064414035275
Position 484: 0.00036970242918774884
Position 3082: 0.0003545286161828349
Position 1905: 0.00035388610606233543
Position 6126: 0.00034673395473588454
Position 1317: 0.0003407480586697469
Position 584: 0.00032714146854744377
Position 218: 0.00032632452011166144
Position 2360: 0.0003003567271269728
Position 2985: 0.0002818523498678539
Position 3903: 0.0002707272558057543
Position 1349: 0.00025921269810648715
Position 1636: 0.0002442899516605732
Position 860: 0.0002307892587590963
Position 2656: 0.0001900489819055334
Position 3026: 0.00017867360342121717
Position 1722: 0.0001619884987604631
Position 134: 0.00016145084040228115
Position 1417: 0.0001599355880019402
Position 2099: 0.00014870594729737916
Position 1428: 0.00014513222501265027
Position 3064: 0.0001261094088348091
Position 1284: 0.0001255579336291974
Position 636: 0.00012199424778821755
Position 3222: 0.00011552574028346333
Position 1125: 0.00011461802927381303
Position 4464: 8.855736178004512e-05
Position 4050: 8.647142555521243e-05
Position 2400: 7.990576921753575e-05
Position 992: 7.250958008305516e-05
Position 125: 6.345407090313078e-05
Position 781: 6.315131846720442e-05
Position 472: 5.885067158163875e-05
Position 3749: 5.725509465537661e-05
Position 1307: 4.799375766766721e-05
Position 1827: 4.759026497205723e-05
Position 2756: 3.912705130012485e-05
Position 1010: 3.539298879664578e-05
Position 2451: 3.4678381139715474e-05
Position 309: 3.212394887486552e-05
Position 171: 3.1693760442506365e-05
Position 3234: 2.8704693674463134e-05
Position 1869: 2.7948099711168563e-05
Position 1377: 2.6899126379371718e-05
Position 609: 2.5457302608019684e-05
Position 180: 2.447531590923238e-05
Position 1686: 2.2018770448293605e-05
Position 2089: 2.193597500420488e-05
Position 1806: 2.128968211759967e-05
Position 953: 2.116514215002991e-05
Position 1743: 1.5646650996467506e-05
Position 598: 1.546586549219302e-05
Position 498: 1.5265756525564545e-05
Position 581: 1.5238283261829107e-05
Position 1683: 1.4541167258617113e-05
Position 147: 1.2355486362469409e-05
Position 1196: 1.0255501374342821e-05
Position 1090: 9.572199912817158e-06
Position 2661: 7.898089312221596e-06
Position 655: 7.4528336535365505e-06
Position 1078: 5.518298480999396e-06
Position 4917: 4.546589376563421e-06
Position 1094: 4.317135997502082e-06
Position 378: 4.1575520251059195e-06
Position 300: 2.9882023894346292e-06
Position 1299: 2.7608433492631904e-06
Position 439: 2.627499814532284e-06
Position 1029: 2.4324469899772087e-06
Position 900: 2.110998622547204e-06
Position 188: 1.9009101474513146e-06
Position 1036: 1.3835620007086235e-06
Position 729: 1.2410261999284914e-06
Position 961: 1.0735704861495232e-06
Position 234: 9.910387002399825e-07
Position 924: 8.684326000315699e-07
Position 1134: 5.017444965123051e-07
Position 2643: 3.3441218067412807e-07
Position 502: 2.4041020031605383e-07
Position 290: 2.191779915203215e-07
Position 661: 2.048543362343611e-07
Position 2258: 1.9672448577539688e-07
Position 2242: 1.888363033939562e-07
Position 1715: 1.6038597175716698e-07
Position 2840: 1.327002016646096e-07
Position 2223: 1.2733419569982478e-07
Position 2267: 2.6215778899600047e-08
Position 313: 2.5436604507168767e-08
Position 444: 1.6884388036358312e-08
Position 360: 1.1143135126861411e-08
Position 318: 1.0979808798218767e-08
Position 280: 9.215884194826755e-09
Position 294: 5.560192905918023e-09
Position 323: 3.4499707175091083e-09
Position 325: 2.214202636317159e-09
Position 339: 2.152136589989057e-09
Position 347: 2.0972208870484483e-09
Position 1788: 1.6457086807864912e-09
Position 644: 1.2297704196735217e-09
Position 1694: 1.0520635229156842e-09
Position 92: 8.19474847920107e-10
Position 384: 7.949061355199912e-10
Position 85: 3.337285619898587e-10
Position 328: 2.0580240223581638e-10
Position 641: 1.809557673937082e-10
Position 344: 1.7441145779321123e-10
Position 888: 1.4130264339599305e-10
Position 103: 1.0396926691948335e-10
Position 349: 1.6686525221329593e-12
Position 393: 1.2884907725721562e-12
Position 396: 8.126483068193377e-13
