Gene = Selplg
Position 7114: 0.0010841766888861136
Position 871: 0.0010513999976173665
Position 3399: 0.0010158063624069445
Position 3283: 0.0009327297471336998
Position 6051: 0.000924675444282166
Position 4672: 0.0008052389486031206
Position 2678: 0.0007004989192048528
Position 3646: 0.000670091813035207
Position 5085: 0.0005937148729018181
Position 3421: 0.0005691262013989861
Position 10681: 0.000555365039228493
Position 7227: 0.0004469403506999676
Position 1895: 0.0004445087662712672
Position 2265: 0.00044083799687752895
Position 2272: 0.00040837464558331904
Position 3945: 0.000408236573316495
Position 3445: 0.0004046231052383418
Position 3722: 0.0003832977897838866
Position 264: 0.0003244401370735195
Position 3975: 0.0002898338100246724
Position 460: 0.00027377159051274983
Position 809: 0.0002504313663023615
Position 3954: 0.0002073914460155078
Position 3888: 0.00017302024186804016
Position 2121: 0.00017109296120748993
Position 982: 0.00013417003502463326
Position 3939: 0.00013172082808489218
Position 1890: 0.00013056356299040662
Position 1539: 0.00012710538477905817
Position 2166: 0.00012708021521686365
Position 2146: 0.00012029990586578026
Position 452: 0.00011910736876950693
Position 1177: 9.686068646860596e-05
Position 3429: 9.131625559117128e-05
Position 4225: 7.250791830539107e-05
Position 2341: 7.162691927812913e-05
Position 372: 6.75343016445148e-05
Position 2620: 6.543558866260868e-05
Position 2260: 6.043665689654214e-05
Position 4301: 3.543093644441509e-05
Position 4169: 2.9751000029456852e-05
Position 5144: 8.048772071835079e-06
Position 243: 6.987319545965283e-06
Position 36: 6.105893182608924e-06
Position 61: 1.9405437913329623e-06
Position 251: 1.1188460069028505e-06
Position 240: 1.1003665329066275e-06
Position 102: 5.495380583385834e-07
Position 181: 4.476297843795019e-07
Position 157: 4.3211383060353463e-07
Position 797: 3.636025367274063e-07
Position 1634: 2.3081810824679884e-07
Position 105: 1.8003422564098965e-07
Position 464: 1.4535453983384125e-07
Position 73: 1.3384401059038956e-07
Position 63: 1.3180420984051391e-07
Position 71: 1.3153479594400916e-07
Position 143: 1.1539444003716958e-07
Position 475: 1.0114206519834999e-07
Position 29: 8.614495267878538e-08
Position 1211: 7.391625087885562e-08
Position 442: 6.535086014188425e-08
Position 88: 4.6903692488279364e-08
Position 2687: 3.979855375599308e-08
Position 411: 3.413500252976427e-08
Position 1508: 3.116575654146493e-08
Position 321: 1.3122551496144287e-08
Position 847: 5.2905803114956154e-09
Position 830: 3.636912846744785e-09
Position 765: 1.8659858280881506e-09
Position 567: 1.629786124362339e-09
Position 342: 1.320463968790729e-09
Position 642: 5.01799742773396e-10
Position 350: 1.407746916326003e-10
Position 348: 1.0076388888935017e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10252: 0.9299469488696732
Position 11654: 0.5856600424022084
Position 4065: 0.406760474766731
Position 11821: 0.14326085600408908
Position 10510: 0.11115008721327045
Position 7427: 0.10372985190523717
Position 4550: 0.09907202020778458
Position 11206: 0.0941560402926324
Position 7821: 0.07116813942336252
Position 10485: 0.0626904113855419
Position 7615: 0.061403011881776694
Position 11797: 0.05343422580362744
Position 3185: 0.05134294935559725
Position 11293: 0.04151847967136501
Position 6113: 0.04063488157805453
Position 5979: 0.03348048520897999
Position 5497: 0.031760240671518294
Position 11322: 0.03153241267872716
Position 5585: 0.02871142344537095
Position 6153: 0.027284796573222102
Position 11041: 0.024573283909865764
Position 11685: 0.024231114494203076
Position 11884: 0.022090576456381746
Position 7580: 0.020499610637811513
Position 297: 0.019937897744458387
Position 10678: 0.016755227719583224
Position 2619: 0.01642514700137738
Position 329: 0.013751272325054449
Position 11062: 0.01345803933005943
Position 5672: 0.011248797377320187
Position 4979: 0.011173246576156098
Position 7176: 0.011156182470804049
Position 11147: 0.010251986955811554
Position 7529: 0.009318604762739921
Position 6622: 0.007810262185917924
Position 3324: 0.006962571821281724
Position 11836: 0.005397213546832293
Position 4868: 0.005338368972568708
Position 4184: 0.005180788580920062
Position 5059: 0.005126274588648357
Position 4208: 0.00493312114355315
Position 11574: 0.004503810585549659
Position 2577: 0.004428281705334133
Position 5477: 0.004147159846637049
Position 6907: 0.0037902813487482594
Position 4657: 0.0036459555043480557
Position 8909: 0.0035889528058612504
Position 10585: 0.00357141319571038
Position 6296: 0.0035504040493920764
Position 4038: 0.003356235550086031
Position 7684: 0.0033471029532176617
Position 6005: 0.003322613473293751
Position 11416: 0.003073855414500909
Position 9776: 0.003045823108961353
Position 4956: 0.002992250172005432
Position 4347: 0.00298700342014033
Position 4888: 0.002837963969155634
Position 342: 0.0025852601548563836
Position 5700: 0.00258275343922816
Position 9477: 0.0024468831883860073
Position 5523: 0.0023846738943359633
Position 1700: 0.0021751207054374936
Position 2365: 0.002031347674548496
Position 11803: 0.001891067792732425
Position 3344: 0.0016749695874739416
Position 3822: 0.001597379599840675
Position 11511: 0.0015436410766825207
Position 3318: 0.0014685284227370684
Position 7101: 0.001456857060237549
Position 3340: 0.0014224456450546072
Position 2454: 0.0013801613042974605
Position 1736: 0.0012747152331014967
Position 8786: 0.001235564166818042
Position 11890: 0.0012249167311977848
Position 4865: 0.0012034538798045091
Position 11092: 0.0011882503020253542
Position 11232: 0.0010358083696012307
Position 3501: 0.0010346988804183367
Position 2340: 0.0009980503147027295
Position 263: 0.0009665911213469421
Position 3888: 0.0009500216344409554
Position 10307: 0.0009270564921368516
Position 11436: 0.0009192080274914054
Position 4136: 0.0008974464034391945
Position 1435: 0.000890076633041269
Position 3467: 0.0008657402848742763
Position 4568: 0.0008346128562376162
Position 1515: 0.0008322889464838913
Position 4976: 0.0007727788255077596
Position 3352: 0.0007509378310070074
Position 221: 0.0007273720221306684
Position 4744: 0.000698278229644233
Position 2503: 0.0006708718868468143
Position 4473: 0.0006671187176349398
Position 4528: 0.0006529018823378807
Position 2633: 0.0006239608242991772
Position 10669: 0.0006226534073528162
Position 3680: 0.000621812843825428
Position 2006: 0.0005837593462653417
Position 4077: 0.000539876358658064
Position 361: 0.0005262959709788927
Position 847: 0.0005017943967641111
Position 3657: 0.0005000440664507755
Position 11923: 0.0004432095461554328
Position 272: 0.00043168586180375874
Position 11873: 0.0004253461928005263
Position 2040: 0.00042193789076774244
Position 11918: 0.00041020918002458864
Position 1415: 0.0004080008725667998
Position 1532: 0.0003726437495228283
Position 3108: 0.00037051626938323196
Position 1613: 0.0003650118164737144
Position 2598: 0.000292739999813446
Position 1869: 0.00026880529320700945
Position 1309: 0.0002683403184202053
Position 5836: 0.0002640322961070628
Position 2832: 0.0002594575812485626
Position 2585: 0.00024498538758108634
Position 355: 0.0002242739006292941
Position 2110: 0.00021010229665265143
Position 1040: 0.00020157592613243564
Position 7220: 0.0001964647061028143
Position 3511: 0.00019553709639584294
Position 2181: 0.00018823285219231374
Position 3737: 0.00016100467281816023
Position 6854: 0.0001460813908280022
Position 778: 0.00014417500118176077
Position 4947: 0.00012587929377404377
Position 1357: 0.00012348889558435217
Position 4932: 0.00012341383882866398
Position 1799: 0.00010596890278615233
Position 311: 0.00010520974561337981
Position 6396: 0.00010045290847396888
Position 5384: 9.674505282934091e-05
Position 4781: 9.393817367504808e-05
Position 746: 8.878328048598742e-05
Position 3558: 8.64839622842112e-05
Position 3166: 8.602837527308464e-05
Position 561: 8.537880501782799e-05
Position 1745: 8.331772028237713e-05
Position 4836: 8.067146601112489e-05
Position 3863: 7.870695138041095e-05
Position 4239: 7.685398897003236e-05
Position 3226: 7.57210120685612e-05
Position 5916: 7.492805352710244e-05
Position 1459: 7.365491806677711e-05
Position 584: 7.073561931523686e-05
Position 1767: 6.81421778050127e-05
Position 2774: 6.788819513167664e-05
Position 2477: 6.638353103291329e-05
Position 4488: 6.630100230728372e-05
Position 3198: 6.49251742842214e-05
Position 3295: 6.425491329712702e-05
Position 2413: 5.6221606375961395e-05
Position 5610: 5.594135651248823e-05
Position 1263: 5.477862145994546e-05
Position 4130: 5.451934369163144e-05
Position 418: 5.049110410694202e-05
Position 3899: 4.628808484471063e-05
Position 1437: 4.357454781711861e-05
Position 3519: 4.258947092598799e-05
Position 1280: 4.2348925600857504e-05
Position 1467: 4.0952171119336634e-05
Position 797: 3.9354967380556665e-05
Position 4295: 3.568301528115517e-05
Position 4574: 3.5407049923626236e-05
Position 1449: 3.445646875988834e-05
Position 11498: 3.124819281303672e-05
Position 775: 2.9623310166718936e-05
Position 1465: 2.7360704587102088e-05
Position 4594: 2.5987458887102383e-05
Position 424: 2.536427802350561e-05
Position 3395: 2.4449316210561664e-05
Position 2661: 2.3421888263016118e-05
Position 3239: 2.225841177012369e-05
Position 2380: 2.0108452549309056e-05
Position 2733: 1.8785306464693958e-05
Position 1526: 1.833598558916572e-05
Position 3645: 1.765407943924583e-05
Position 1164: 1.662889170568302e-05
Position 1990: 1.6625881518736297e-05
Position 2508: 1.6606644331862994e-05
Position 640: 1.5632994067659282e-05
Position 2787: 1.5553979504544418e-05
Position 5853: 1.5085747522425274e-05
Position 4696: 1.4934239205571591e-05
Position 4269: 1.4859011834154573e-05
Position 1397: 1.3646686333526497e-05
Position 870: 1.1645845387046697e-05
Position 3721: 1.1578451962936994e-05
Position 275: 1.1134530951876013e-05
Position 682: 1.0621754604536313e-05
Position 2374: 9.189897886586223e-06
Position 1190: 9.188061632074211e-06
Position 1314: 7.933319924729155e-06
Position 1082: 7.302789516393222e-06
Position 2242: 6.847784611431341e-06
Position 6191: 6.8160789738468285e-06
Position 2410: 6.6191212338689306e-06
Position 2012: 4.390685934097578e-06
Position 1363: 4.167706195588072e-06
Position 363: 3.504863596361933e-06
Position 240: 2.8027579429987317e-06
Position 124: 2.678713516406345e-06
Position 1006: 2.253276531735892e-06
Position 986: 2.1213315322462155e-06
Position 1015: 1.6069220020016212e-06
Position 1894: 1.3380267868744422e-06
Position 2086: 1.1602125117081251e-06
Position 2384: 9.054763463923852e-07
Position 471: 6.161921377102317e-07
Position 2794: 4.6960447219643456e-07
Position 2834: 4.3329199701253326e-07
Position 1207: 3.9711106816960543e-07
Position 1499: 3.4847962530923084e-07
Position 1471: 2.89804541409716e-07
Position 366: 2.6190162674765756e-07
Position 813: 2.580980734437085e-07
Position 4011: 2.2113151154888632e-07
Position 808: 2.154332159670806e-07
Position 834: 2.0439933624574258e-07
Position 128: 1.6307412896141398e-07
Position 3091: 1.1392911061498647e-07
Position 2250: 1.0921591726390691e-07
Position 1561: 7.093826868954888e-08
Position 1666: 7.007933280181155e-08
Position 815: 5.123808719134713e-08
Position 3390: 4.176962746900432e-08
Position 3689: 2.3340742715222803e-08
Position 660: 7.474740243037829e-09
Position 650: 6.762931543138752e-09
Position 1461: 4.8444047303255226e-09
Position 1028: 4.079132327888518e-09
Position 1371: 3.4290027115071247e-09
Position 100: 2.1753809244776457e-09
Position 606: 2.118791952689173e-09
Position 2505: 1.7718497801352907e-09
Position 1553: 1.7102103702898565e-09
Position 1637: 1.5807404695718655e-09
Position 1463: 1.5298898312171481e-09
Position 1481: 1.44816520008326e-09
Position 1477: 1.3945424723981766e-09
Position 157: 1.3208489245507103e-09
Position 611: 1.3058058591401524e-09
Position 429: 1.2219326831002679e-09
Position 1594: 1.122655597800895e-09
Position 907: 1.1134137774956475e-09
Position 1475: 1.0909638811818563e-09
Position 996: 6.68556105213437e-10
Position 431: 6.584323440522544e-10
Position 1331: 5.881710643622417e-10
Position 102: 1.959566969589703e-10
Position 442: 6.66706710175657e-11
Position 436: 2.085550524422376e-11
Position 452: 3.296473430826374e-12
Position 460: 1.0911521292740217e-12
Position 197: 1.6578890372638034e-13
Position 204: 1.416844927331737e-13
Position 207: 2.0341015421810292e-14
Position 181: 1.256939201758504e-14
