Gene = Aamdc
Position 184: 1.8069647493198495e-09
Position 106: 1.520432305984144e-09
Position 172: 1.3991501203280828e-09
Position 200: 1.322008240251585e-09
Position 198: 1.2706107269963837e-09
Position 313: 5.935966092973635e-11
Position 249: 5.435732584994369e-11
Position 122: 5.112794419380624e-11
Position 304: 4.4928189682526745e-11
Position 190: 2.3951148830699916e-11
Position 125: 2.2648556823376742e-11
Position 83: 2.0252176235496414e-11
Position 186: 1.5502446460097206e-11
Position 89: 8.006236810426472e-12
Position 4197: 7.335489403619638e-12
Position 71: 2.1082814124233927e-15
