Gene = SPATA31D3
Position 232: 1.4094525327570278e-06
Position 537: 1.1952804271651965e-06
Position 49: 9.430101090754674e-07
Position 316: 9.009468950996745e-07
Position 684: 8.402714847226139e-07
Position 561: 7.715577144091572e-07
Position 496: 6.323358295090862e-07
Position 609: 5.000339791285403e-07
Position 56: 5.339584163930565e-08
Position 2113: 5.031142528216827e-08
Position 196: 3.6558162200362356e-08
Position 211: 2.760369694342366e-08
Position 310: 1.083053615127738e-08
Position 2133: 1.0053924126350063e-08
Position 384: 1.0022490599302508e-08
Position 2142: 9.937025628253669e-09
Position 2129: 5.4892536649565324e-09
Position 102: 3.970289721765786e-09
Position 370: 1.0834105202443052e-09
Position 534: 8.03828698909164e-11
Position 493: 5.144443144278364e-12
Position 1873: 2.2969019060672116e-13
Position 1681: 7.195524519054978e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1671: 0.6602458424815103
Position 2046: 0.5950810720475291
Position 1837: 0.5512569492650033
Position 15662: 0.30605676071413074
Position 20506: 0.25906534430461803
Position 423: 0.18639079774360054
Position 1027: 0.1664372443697712
Position 7602: 0.15104926316913067
Position 8270: 0.08963579029017275
Position 2070: 0.0830059253123289
Position 6370: 0.06962663746949288
Position 8250: 0.06354204265075143
Position 8511: 0.06339330979276982
Position 6828: 0.05863204822265613
Position 1605: 0.054758113134932285
Position 2231: 0.04011648097946418
Position 12099: 0.03859635713623831
Position 3567: 0.03813620639473546
Position 917: 0.03523542255849959
Position 3704: 0.0334329931960203
Position 6714: 0.03251300891762006
Position 9366: 0.028818184296706014
Position 16097: 0.02669468089711857
Position 1154: 0.02624237144058112
Position 9615: 0.02118606393299255
Position 6115: 0.01746932680707507
Position 8082: 0.015227610027109302
Position 5494: 0.013903570133812626
Position 1577: 0.013021408252855332
Position 7573: 0.012750372344895332
Position 2967: 0.01182392329932401
Position 6790: 0.01168474163466805
Position 5646: 0.010845328912976168
Position 6890: 0.01077821728770452
Position 3685: 0.01077082630745281
Position 5054: 0.010759616225554667
Position 9171: 0.010616877996979654
Position 470: 0.009790258016956946
Position 2005: 0.008830183486876343
Position 2470: 0.007655788286154349
Position 5532: 0.006972499418770842
Position 1593: 0.006318353074688795
Position 1357: 0.006086771764793514
Position 4847: 0.005763740095385379
Position 848: 0.005589203914174168
Position 2123: 0.00505439677319406
Position 1131: 0.004907756443133668
Position 840: 0.004787975792000181
Position 748: 0.004743967843688479
Position 823: 0.004445750989343431
Position 6120: 0.004131581058879664
Position 3543: 0.004003205996479262
Position 1242: 0.0038339326538370496
Position 12223: 0.003501470250142228
Position 1033: 0.0034808483632845447
Position 3634: 0.0034393591339791723
Position 2735: 0.003181133337819911
Position 5279: 0.0028587573515534027
Position 2276: 0.002622877920127465
Position 4238: 0.002343444705637126
Position 2807: 0.0023095349111777602
Position 976: 0.002114633952619659
Position 2148: 0.0018711973875976935
Position 3858: 0.0017238356871030972
Position 114: 0.0016286041325226524
Position 3726: 0.001602278928823584
Position 1850: 0.0014299866160644337
Position 3414: 0.001352271688912924
Position 3279: 0.0013123177506222685
Position 349: 0.001232531249237741
Position 5964: 0.0009532381527828208
Position 1162: 0.0009250723955536424
Position 769: 0.0008468790454023441
Position 2915: 0.000828303948552621
Position 6096: 0.000806753931601875
Position 6403: 0.0008038642693251308
Position 358: 0.0007266926327762373
Position 4612: 0.0007154337711963801
Position 8735: 0.0006535555515703724
Position 826: 0.0006515944434698729
Position 376: 0.0006457965383125802
Position 3783: 0.0006383647019599327
Position 4533: 0.0006352341336700373
Position 1275: 0.0005901401013291697
Position 1222: 0.0004932725444260607
Position 1329: 0.0004923839145778627
Position 897: 0.0004672343523504168
Position 543: 0.000457067990155755
Position 4629: 0.00045146007118750705
Position 1202: 0.0004175112191486781
Position 2585: 0.00040975467284735245
Position 1384: 0.00038557216270453245
Position 7256: 0.00038030721100596165
Position 739: 0.00037560238699558976
Position 7435: 0.00037041922755412743
Position 1860: 0.00036400682965624464
Position 2596: 0.0003569564723745951
Position 919: 0.0003546236364645552
Position 2777: 0.0003542462866522263
Position 2944: 0.00034712834566874736
Position 1732: 0.0003160304940192647
Position 809: 0.0003092702752104811
Position 4376: 0.00030229680329774545
Position 2416: 0.00028636343006567896
Position 1169: 0.00028082228381185636
Position 4999: 0.00027565116992117004
Position 2666: 0.00026707139880101626
Position 1138: 0.00023141261696524952
Position 4414: 0.00022703797009475488
Position 1915: 0.00022194581206197157
Position 1688: 0.00021696290315977425
Position 642: 0.00020164037140698186
Position 1195: 0.0001956832683318347
Position 2440: 0.00019345316103807695
Position 5835: 0.00017886858307522877
Position 1910: 0.0001765026699299242
Position 2083: 0.00017373397596212906
Position 1353: 0.00016139234306619202
Position 438: 0.00015593657795848225
Position 4299: 0.00015274475595588165
Position 1104: 0.0001437344141496937
Position 4731: 0.00012482004330885874
Position 1607: 0.00012453329978356166
Position 667: 0.00011912036591924121
Position 4810: 0.00011887923444404818
Position 432: 0.00011845224992372997
Position 577: 0.00010861226180382158
Position 3380: 0.00010707040490387532
Position 1333: 0.0001053720140925002
Position 2013: 0.00010513748404745151
Position 2369: 0.00010332848866590816
Position 1681: 9.769588668033039e-05
Position 968: 8.654682774321114e-05
Position 786: 8.627079872529884e-05
Position 695: 8.239358140747367e-05
Position 743: 8.037330546981193e-05
Position 1073: 7.533547086982341e-05
Position 363: 7.20050427229154e-05
Position 1173: 7.099768283289527e-05
Position 477: 6.646378841181088e-05
Position 989: 6.471033011798226e-05
Position 1579: 6.137921022735733e-05
Position 5565: 5.919695221790901e-05
Position 921: 5.660441663231568e-05
Position 1691: 5.620117344161935e-05
Position 3162: 5.502478446513134e-05
Position 2710: 5.331127784698802e-05
Position 1186: 5.093664997471227e-05
Position 3072: 4.636747462102263e-05
Position 1321: 4.4624441970577485e-05
Position 1421: 4.185274819596547e-05
Position 613: 3.7621507577497046e-05
Position 2317: 3.308340947181447e-05
Position 1876: 2.749081697897406e-05
Position 1882: 2.7165582395768098e-05
Position 1038: 2.6883495078736382e-05
Position 1487: 2.431809795486711e-05
Position 3475: 2.3089603507507995e-05
Position 1198: 2.1382668408947355e-05
Position 1913: 2.0539050916120957e-05
Position 800: 1.8649533056355587e-05
Position 853: 1.535894320104094e-05
Position 993: 1.423544203580586e-05
Position 1460: 1.3318143017512569e-05
Position 509: 1.276919373391392e-05
Position 3512: 1.2342027931648905e-05
Position 999: 1.233134011543134e-05
Position 978: 1.1543131559340264e-05
Position 850: 1.0563821016096466e-05
Position 384: 1.0386485272228371e-05
Position 128: 9.627499569400587e-06
Position 271: 8.863020353053532e-06
Position 580: 7.6086184787371895e-06
Position 1179: 6.292835415607727e-06
Position 1979: 5.704931205016427e-06
Position 526: 5.4060327215175405e-06
Position 183: 4.687635624622684e-06
Position 365: 4.010413183747739e-06
Position 395: 3.5504699021301805e-06
Position 456: 3.544515754993486e-06
Position 446: 3.212827772303319e-06
Position 609: 3.2020322501216457e-06
Position 708: 2.204808285076056e-06
Position 449: 1.994457764368019e-06
Position 557: 1.9676688633607984e-06
Position 503: 1.908986362894287e-06
Position 585: 8.462758133724181e-07
Position 391: 3.871957661554642e-07
Position 501: 2.858931333585411e-07
Position 298: 2.0301518722161904e-07
Position 697: 9.877953510318535e-08
Position 400: 7.354937124679598e-08
Position 276: 6.036887731397569e-08
Position 1044: 2.6025487152144428e-08
Position 1047: 2.5399622274142423e-08
Position 1040: 1.978406202434755e-08
Position 124: 1.3114626297278928e-08
Position 561: 6.777632852568421e-09
Position 559: 3.51003644838221e-09
Position 302: 6.468955945214725e-10
Position 91: 5.466524090537531e-10
Position 135: 4.1275923202813495e-10
Position 300: 3.471591607955837e-10
Position 69: 3.1076358917251993e-10
Position 82: 7.059374042251844e-11
Position 393: 5.00308436137191e-11
Position 74: 7.709413778760249e-15
