Gene = ZBED8
Position 3875: 0.00024514172883116246
Position 3424: 0.0002325758101954048
Position 2423: 0.00022110000288315444
Position 1568: 0.00022097266610987814
Position 375: 0.00019695277066680505
Position 2900: 0.00018349845306248037
Position 906: 0.00017656722357600423
Position 1132: 0.0001758671505237491
Position 254: 0.0001730950503207647
Position 1586: 0.00015186340561088211
Position 1061: 0.00012515463308200263
Position 1714: 0.00011658676654110301
Position 1108: 0.00010057251837795692
Position 536: 8.093782625198427e-05
Position 1793: 7.642707032882393e-05
Position 2963: 6.80868400801535e-05
Position 1046: 5.653982001850006e-05
Position 1408: 3.897057501233469e-05
Position 2550: 2.9865741271600345e-05
Position 462: 2.749030806062008e-05
Position 2803: 2.3566657915604342e-05
Position 1141: 2.0222368159183316e-05
Position 711: 1.697980727164884e-05
Position 1341: 1.3489174129703333e-05
Position 516: 1.3250298772181717e-05
Position 563: 1.2782849839206342e-05
Position 1066: 1.0764777838923585e-05
Position 349: 9.83089220396924e-06
Position 387: 9.22157366609853e-06
Position 176: 8.576874373602905e-06
Position 793: 8.18513630697478e-06
Position 267: 7.207587555986719e-06
Position 491: 6.908152802200618e-06
Position 725: 5.0943431454525e-06
Position 501: 4.683520275560381e-06
Position 2472: 4.670253770134135e-06
Position 2861: 4.228162867764215e-06
Position 1118: 3.705602477000853e-06
Position 682: 3.5595385542950337e-06
Position 524: 3.379587469987567e-06
Position 190: 3.3004230257193925e-06
Position 178: 3.1495324604912216e-06
Position 397: 2.373106217644375e-06
Position 939: 2.197323835917011e-06
Position 689: 1.8291247450646272e-06
Position 552: 1.7779890618429547e-06
Position 767: 1.4442978828361592e-06
Position 1313: 1.154148832773393e-06
Position 144: 1.0649194189515482e-06
Position 1939: 8.529928920367627e-07
Position 571: 6.505085044437313e-07
Position 235: 5.380195944245248e-07
Position 107: 4.391188950183736e-07
Position 238: 3.2066313434410465e-07
Position 2000: 2.3875586950134827e-07
Position 275: 1.9090903573241512e-07
Position 686: 7.471137661390252e-08
Position 402: 3.047484708674008e-08
Position 289: 1.9437473334592817e-08
Position 300: 1.849874698200984e-08
Position 214: 8.859931736705578e-09
Position 1326: 5.049049950975348e-09
Position 2101: 3.337433951492832e-09
Position 118: 2.722307959262493e-09
Position 404: 3.8881562978394594e-10
Position 196: 2.7436174312549886e-10
Position 203: 1.5382873006479777e-10
Position 201: 1.472640489003803e-10
