Gene = GUCA2B
Position 1329: 5.532003293219356e-05
Position 798: 5.036284867882742e-05
Position 1173: 4.242884455535244e-05
Position 2071: 3.759228315738575e-05
Position 900: 3.529196313162973e-05
Position 2084: 3.1420414568910485e-05
Position 2078: 2.8809613592876603e-05
Position 519: 2.5070310293027575e-05
Position 267: 2.270056140115664e-05
Position 2313: 1.8298921891247775e-05
Position 204: 1.2324969400653675e-05
Position 1015: 1.2185029207296398e-05
Position 805: 1.1701832312997622e-05
Position 1420: 1.1361278803251334e-05
Position 1146: 7.840275196874831e-06
Position 815: 7.466884156044332e-06
Position 688: 7.2980693797546924e-06
Position 963: 6.122190703823568e-06
Position 218: 4.88997369350643e-06
Position 271: 3.4957423886510243e-06
Position 395: 3.2888795499752735e-06
Position 676: 3.1449092220438665e-06
Position 417: 2.638424057954341e-06
Position 375: 1.582114320900999e-06
Position 414: 4.481079573059603e-07
Position 685: 3.460829940047188e-07
Position 392: 2.850035698371154e-07
Position 568: 2.577658670038334e-07
Position 551: 2.1602130663449996e-07
Position 673: 2.1589293807512642e-07
Position 740: 2.093447354949356e-07
Position 516: 2.0550832454752707e-07
Position 619: 1.8543180573577006e-07
Position 486: 1.677803132380823e-07
Position 665: 1.5915013655150938e-07
Position 543: 1.1051138872137278e-07
Position 422: 9.723298927110125e-08
Position 862: 8.075040356499292e-08
Position 867: 7.1994498183244e-08
Position 956: 7.096512161137608e-08
Position 380: 6.08207451847215e-08
Position 494: 2.660275520387324e-08
Position 175: 1.2525299017309347e-08
Position 489: 5.031102407367518e-09
Position 184: 2.779608457384134e-09
Position 595: 1.4113343427058513e-09
Position 603: 1.2625948309277977e-09
Position 426: 8.878411898287322e-10
Position 501: 5.854931682114726e-10
Position 182: 3.226062945573014e-10
Position 614: 1.1567827320452006e-10
Position 562: 1.1520511476945225e-10
Position 154: 8.21742478963304e-11
Position 431: 4.0583822580810974e-11
Position 530: 3.2858934743857135e-11
Position 170: 2.970032285350187e-11
Position 434: 7.515756812261175e-12
Position 136: 1.6641007313614976e-14
