Gene = IQUB
Position 7595: 0.0007350398087197515
Position 11007: 0.0006119462955699159
Position 6072: 0.0005921212712939642
Position 4330: 0.0004738384693829443
Position 2919: 0.0004622850226792585
Position 1927: 0.000448689342079655
Position 5578: 0.00044621058453026105
Position 455: 0.00037447067936120223
Position 5776: 0.0003302241715458102
Position 750: 0.0002780176553843454
Position 8308: 0.00024210867379696098
Position 804: 0.00023624893113930335
Position 2589: 0.00022203087597718647
Position 5762: 0.00021226503453860397
Position 8002: 0.0002062685604396631
Position 1891: 0.0001917509961398597
Position 397: 0.0001807447931835043
Position 5735: 0.00018009859031759711
Position 732: 0.00014322432873062173
Position 568: 0.00014273448746946344
Position 1912: 0.00013526446439989667
Position 3830: 0.00013230860213519184
Position 442: 0.0001232514671981204
Position 2539: 0.00010085323005949853
Position 1906: 8.637788446907584e-05
Position 3508: 7.036114027132061e-05
Position 8065: 6.345083744189625e-05
Position 4161: 6.181529268046926e-05
Position 1147: 6.130621665156421e-05
Position 1300: 5.9704016327097026e-05
Position 8119: 5.702750423691607e-05
Position 328: 5.6730046852017336e-05
Position 621: 4.532842515236289e-05
Position 3082: 4.474073834775382e-05
Position 2225: 4.255735725848783e-05
Position 6889: 4.055650157524729e-05
Position 3931: 4.01413758940561e-05
Position 6790: 3.975401011591768e-05
Position 459: 3.8610434181849434e-05
Position 6334: 3.7891226907558254e-05
Position 2189: 3.718369674928192e-05
Position 6668: 3.701024615695619e-05
Position 6455: 3.571458875940785e-05
Position 519: 3.445763355281144e-05
Position 1032: 3.089900118857133e-05
Position 5557: 3.0386443895852642e-05
Position 1746: 3.0165032836703774e-05
Position 6772: 2.9255572117246153e-05
Position 2522: 2.8929799654156517e-05
Position 4179: 2.882304970569176e-05
Position 4018: 2.8246704345544386e-05
Position 4651: 2.54712444361947e-05
Position 1614: 2.4621813109943082e-05
Position 1804: 2.4459694881245705e-05
Position 3842: 2.437305280620695e-05
Position 2768: 2.413396888356835e-05
Position 4110: 2.344434663154916e-05
Position 5327: 2.309453177283308e-05
Position 517: 2.1101573420176126e-05
Position 4638: 1.8824401591586897e-05
Position 5400: 1.657150084527309e-05
Position 5205: 1.6412584987423605e-05
Position 1775: 1.5014471806062835e-05
Position 1038: 1.4135744591992383e-05
Position 2183: 1.3650489873091595e-05
Position 1895: 1.3346057675820717e-05
Position 4280: 1.2876067890259983e-05
Position 1353: 1.2451899156525997e-05
Position 930: 8.473678563445847e-06
Position 708: 7.836204436048698e-06
Position 1131: 7.192576604821217e-06
Position 584: 7.0549016341116955e-06
Position 3528: 6.492623971688578e-06
Position 2676: 6.18417797421101e-06
Position 3229: 5.248981959269409e-06
Position 524: 5.230911719557688e-06
Position 2450: 5.215809962754865e-06
Position 426: 4.481241261284289e-06
Position 2942: 4.293992605261945e-06
Position 1567: 2.446158849745635e-06
Position 1411: 2.2698714695704447e-06
Position 1980: 1.461197971868867e-06
Position 1053: 1.447273114702797e-06
Position 747: 1.3508644963516773e-06
Position 636: 1.273235288550344e-06
Position 1994: 1.2134321593569956e-06
Position 306: 1.8737056407630538e-07
Position 331: 1.831815946348044e-07
Position 640: 1.3509456989117502e-07
Position 1291: 8.033603931700644e-08
Position 1074: 5.587359087929994e-08
Position 943: 4.543357075315538e-08
Position 538: 3.8303304382774314e-08
Position 875: 3.826874433285407e-08
Position 527: 2.9689673953054918e-08
Position 680: 2.346536784960401e-08
Position 470: 2.3106079123606787e-08
Position 973: 1.6701821013393717e-08
Position 174: 1.5402985000216775e-08
Position 1014: 1.4481905088157505e-08
Position 1783: 1.3053057291015466e-08
Position 590: 1.1543903951619994e-08
Position 1113: 8.942550662293875e-09
Position 238: 2.630375076079232e-09
Position 542: 2.1347797885413808e-09
Position 952: 2.1161546193896887e-09
Position 1570: 2.0816918216627037e-09
Position 128: 1.6164701769371564e-09
Position 193: 1.6159152803466458e-09
Position 532: 1.517532221518717e-09
Position 213: 1.2742315306804136e-09
Position 1505: 7.777406014286092e-10
Position 955: 7.329927714229811e-10
Position 164: 5.387253276497368e-10
Position 135: 5.386845399917221e-10
Position 216: 4.5888844874549517e-10
Position 219: 3.529683010706624e-10
Position 177: 3.507788626563166e-10
Position 143: 3.061489370761215e-10
Position 159: 9.859518396761708e-11
Position 156: 8.74227504398351e-11
Position 689: 7.7759675305117e-11
Position 187: 4.3280695932095185e-11
Position 596: 1.5851635409673392e-11
Position 150: 6.8456280811476046e-12
Position 153: 3.2014811232671685e-12
Position 137: 3.1797529224315975e-12
Position 1060: 8.959308485740876e-13
Position 686: 2.0125937136778835e-13
