Gene = ATP6V1A
Position 3392: 0.0003264493688324117
Position 3656: 0.0003098503804194853
Position 475: 0.0003012163272646989
Position 3162: 0.0002817678620123942
Position 5032: 0.0002716791178257686
Position 762: 0.0002627422439701109
Position 685: 0.00025045606447701317
Position 2481: 0.00022849758596632473
Position 8707: 0.00022237353672315176
Position 8927: 0.00021618825892218743
Position 8304: 0.0002142393231765751
Position 6104: 0.00020405476266489387
Position 1723: 0.00018826771009232087
Position 1589: 0.00018188305084473275
Position 7450: 0.00017059948332561782
Position 3998: 0.00016275053116996337
Position 2242: 0.00016099735713996695
Position 5636: 0.00016048029196583476
Position 4480: 0.0001520128915744991
Position 6405: 0.00014824615534088758
Position 1839: 0.00014059696608418427
Position 5914: 0.00013684396261962926
Position 7256: 0.00012429565855015808
Position 1689: 0.000121414880042002
Position 371: 0.0001191323300384709
Position 5183: 0.00011444405544382487
Position 5835: 0.00011203598270352892
Position 4065: 0.00011155071239731032
Position 658: 0.00010959738373172833
Position 1479: 0.00010820012838227804
Position 1080: 0.00010709493355283569
Position 3789: 0.00010543625505967242
Position 5667: 0.00010348303398307083
Position 6721: 9.736721124889344e-05
Position 534: 9.479274225829908e-05
Position 7701: 9.21720555298152e-05
Position 2120: 8.70055073120977e-05
Position 1177: 8.447083355927507e-05
Position 7214: 8.360757996062157e-05
Position 4405: 6.955929632718455e-05
Position 5138: 6.720122303637516e-05
Position 4042: 6.718639190612477e-05
Position 5934: 6.716207014200453e-05
Position 6249: 6.560422222295562e-05
Position 4567: 5.928676766881238e-05
Position 3194: 5.768397659247839e-05
Position 2947: 5.560125151868401e-05
Position 1299: 5.419636819461941e-05
Position 5782: 5.11011132459152e-05
Position 1686: 4.841831361659415e-05
Position 1159: 4.6704869028562624e-05
Position 404: 4.500273279960952e-05
Position 1961: 4.485966089731786e-05
Position 949: 4.411946559102158e-05
Position 1934: 4.092420017680132e-05
Position 2457: 3.974935529990679e-05
Position 3778: 3.905770675584616e-05
Position 3974: 2.9973769980313893e-05
Position 4111: 2.7026355402719524e-05
Position 3553: 2.5650692620514907e-05
Position 2875: 2.5051410980760028e-05
Position 1220: 2.4516473804459517e-05
Position 2692: 2.401760230065193e-05
Position 4684: 2.3754250444301057e-05
Position 233: 2.337615056677904e-05
Position 3811: 2.1692083280608936e-05
Position 2169: 2.1229704427873173e-05
Position 352: 1.9092596151003186e-05
Position 1900: 1.859593598306636e-05
Position 1476: 1.5550431716350235e-05
Position 2126: 1.4438204272022494e-05
Position 1495: 1.371508392359232e-05
Position 1941: 1.3411450254050387e-05
Position 384: 1.235361499866234e-05
Position 514: 1.0916346724069791e-05
Position 2368: 8.187983617797118e-06
Position 1337: 7.999895287184866e-06
Position 320: 7.253127056170905e-06
Position 324: 6.818010599473381e-06
Position 414: 5.894009120949792e-06
Position 912: 5.872371339047778e-06
Position 835: 4.847646919207387e-06
Position 621: 4.658973788821675e-06
Position 575: 3.7242201972895766e-06
Position 516: 3.158408859449607e-06
Position 1499: 2.364981769515787e-06
Position 171: 1.7915364887255137e-06
Position 1853: 1.6346467051887267e-06
Position 586: 1.1957936153969043e-06
Position 510: 9.869975024776623e-07
Position 2524: 7.630117669157011e-07
Position 649: 7.009183590959363e-07
Position 2647: 6.449214941031017e-07
Position 165: 4.803078761388727e-07
Position 492: 4.623155147207886e-07
Position 1618: 3.283077984834899e-07
Position 157: 2.3322873953441229e-07
Position 780: 2.0125681301742802e-07
Position 1798: 1.8426214757881527e-07
Position 153: 1.679557269149022e-07
Position 169: 1.5916785985354695e-07
Position 733: 1.568676235726571e-07
Position 496: 1.5202160434299525e-07
Position 1592: 1.3970941965002516e-07
Position 1621: 1.323006923140675e-07
Position 1287: 8.341083667112378e-08
Position 482: 7.932108882254583e-08
Position 890: 7.03272988293202e-08
Position 530: 6.367912515474984e-08
Position 151: 5.451521197294343e-08
Position 769: 4.363860067963152e-08
Position 132: 4.0924676195930315e-08
Position 485: 3.6728011829007084e-08
Position 160: 3.599111122113658e-08
Position 808: 2.023593653679595e-08
Position 956: 1.8860289960323876e-08
Position 838: 1.7631192454785286e-08
Position 162: 1.5426576236703443e-08
Position 144: 1.1284706410497503e-08
Position 1731: 1.0807830782073442e-08
Position 739: 4.836535384778141e-09
Position 1903: 4.485262748669035e-09
Position 798: 4.2113122799466454e-09
Position 795: 3.8482616541455544e-09
Position 699: 7.363321465950993e-10
Position 147: 1.6353852566804715e-10
Position 690: 6.133100725352931e-11
Position 134: 2.640895537458258e-11
Position 91: 6.873821992297825e-12
Position 94: 3.013179616757637e-12
Position 120: 4.8031659359962085e-15
Position 99: 2.7799931549558523e-18
