Gene = FANCD2OS
Position 360: 1.4493859693143635e-07
Position 903: 9.011030763216245e-08
Position 363: 8.979239154998584e-08
Position 1195: 3.183426784209983e-08
Position 789: 2.90958615575856e-08
Position 921: 2.857187127707382e-08
Position 1237: 5.257215172479591e-09
Position 1077: 2.169218980959996e-12
Position 792: 2.057154642921491e-12
Position 298: 1.0369235365855575e-12
Position 455: 3.8185591492714404e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 3448: 0.7764740978684604
Position 13860: 0.6427474248542199
Position 16551: 0.6093924518672587
Position 13340: 0.5558883340529059
Position 22991: 0.43599671268165024
Position 13084: 0.1668550541595529
Position 19845: 0.15542120967963677
Position 17899: 0.12473378524754968
Position 22352: 0.09967335973554506
Position 16766: 0.0914436093862258
Position 11970: 0.07262948873687082
Position 4663: 0.0699469355093436
Position 13437: 0.0669950395501487
Position 4114: 0.05337077650472495
Position 9840: 0.042605603684734615
Position 10733: 0.037798695590909856
Position 20990: 0.03418429078356022
Position 1329: 0.028052748381448046
Position 13309: 0.026478978413586166
Position 18057: 0.023841961033526878
Position 13748: 0.02265622628813127
Position 12635: 0.022215338830414533
Position 12254: 0.017218418491717794
Position 14314: 0.016225692310966603
Position 4117: 0.015478584690790375
Position 17214: 0.01313262465706794
Position 19396: 0.010030124523155222
Position 8801: 0.00972703449852317
Position 3064: 0.00964951755739669
Position 14491: 0.009642694009591408
Position 8058: 0.00893513958075475
Position 20686: 0.007795980285108577
Position 1668: 0.0070646912025593535
Position 18867: 0.006953784863128464
Position 1693: 0.006604247155034883
Position 1604: 0.0064682042916743634
Position 9134: 0.006300374902517579
Position 3978: 0.006083789066670949
Position 13486: 0.005724251177092099
Position 9409: 0.005601780662082124
Position 4659: 0.003858928136030267
Position 1935: 0.0036515631989729696
Position 4639: 0.003160789365825351
Position 3848: 0.0028357890131489923
Position 10466: 0.0026265078935615834
Position 16856: 0.0024472045470639208
Position 8781: 0.0020778460740386883
Position 617: 0.0020282335453694744
Position 10769: 0.0020083591490788247
Position 1577: 0.0017788514867580789
Position 4160: 0.00165424935437067
Position 1898: 0.0015949625888288855
Position 1354: 0.001502506780494384
Position 543: 0.0015022402300265338
Position 1726: 0.0014343537750222508
Position 16762: 0.0012545133458613969
Position 3463: 0.0010957078572902104
Position 4528: 0.0010781838741285245
Position 4047: 0.001015673499464415
Position 620: 0.000965071637645159
Position 1170: 0.0009146055615158864
Position 9358: 0.0008432774328690801
Position 4093: 0.0008152179833269476
Position 1563: 0.0007785279496753284
Position 3080: 0.0007032544783078749
Position 3770: 0.0007004487295858004
Position 3812: 0.0006983057640092244
Position 3918: 0.0006980162825821636
Position 3851: 0.0006757509773170296
Position 4481: 0.0006715160772562634
Position 14925: 0.0006162986974569653
Position 3113: 0.0005831870629151008
Position 14720: 0.0005257920185336223
Position 14623: 0.0005246485287131547
Position 9094: 0.0005246444888277819
Position 8975: 0.000505874828774071
Position 529: 0.0005011616781150935
Position 14750: 0.00046836035168961457
Position 1014: 0.00043897327235438286
Position 1650: 0.00042418097686860984
Position 3879: 0.0004173446443780522
Position 5391: 0.0004064040784200595
Position 142: 0.0003639813814766642
Position 1481: 0.0003521503076745403
Position 483: 0.0003520604675060693
Position 4396: 0.00034691480488657176
Position 1484: 0.00030498663992858585
Position 12039: 0.00029120199259838764
Position 8078: 0.00022480928154194654
Position 4856: 0.00019789864493732372
Position 679: 0.0001767111327674181
Position 1916: 0.00017541992332059713
Position 4719: 0.00014497171093407293
Position 1510: 0.00014460476499881904
Position 7018: 0.00014229819497046202
Position 4054: 0.00013541088024072843
Position 1980: 0.00013507510480993944
Position 569: 0.00012926500828210383
Position 2927: 0.00012799843166470348
Position 295: 0.00011645742232978319
Position 1335: 0.0001130242235431792
Position 4370: 0.00011299804429213703
Position 1790: 8.871707358998188e-05
Position 7169: 8.541541600861903e-05
Position 10261: 8.326285238943512e-05
Position 1389: 7.570410129961478e-05
Position 1285: 7.118148676986767e-05
Position 2032: 5.780139531643845e-05
Position 286: 5.63435686115182e-05
Position 5138: 5.6273495668492485e-05
Position 1729: 5.618146423720759e-05
Position 1279: 3.8569666633026934e-05
Position 8054: 3.7552105894797104e-05
Position 79: 3.3489762294849386e-05
Position 4906: 3.110450092056531e-05
Position 6714: 3.0155704216354235e-05
Position 7189: 2.882218670382844e-05
Position 289: 2.776890628314039e-05
Position 4609: 2.7560701104749517e-05
Position 1855: 2.7325268265927007e-05
Position 1536: 2.6974947892897874e-05
Position 9987: 2.448356607620604e-05
Position 3130: 2.330097106993421e-05
Position 5415: 2.316541441608886e-05
Position 2283: 2.299739112238929e-05
Position 4831: 2.260182158154223e-05
Position 1174: 2.2437039398972775e-05
Position 5141: 2.1531361441797872e-05
Position 5554: 2.0256623136018073e-05
Position 1824: 1.87391477921182e-05
Position 2233: 1.7048954598872846e-05
Position 3746: 1.6797992155351506e-05
Position 3820: 1.6716387396648134e-05
Position 171: 1.6672396790566142e-05
Position 587: 1.6339727749085346e-05
Position 2254: 1.6153727953728634e-05
Position 2855: 1.6070006916854663e-05
Position 8476: 1.6005260131152804e-05
Position 6976: 1.5473741375286895e-05
Position 7048: 1.5112525667300645e-05
Position 2777: 1.495924373199636e-05
Position 1811: 1.4943286615855053e-05
Position 8500: 1.4846750321842664e-05
Position 2156: 1.3854296423767385e-05
Position 2831: 1.3119955553521601e-05
Position 1195: 1.2768326062328347e-05
Position 6189: 1.2479562070543087e-05
Position 7874: 1.2458212561476794e-05
Position 1902: 1.2261828229986525e-05
Position 4992: 1.1682553187553195e-05
Position 8295: 1.0700591032557694e-05
Position 3688: 1.0414526734809704e-05
Position 2810: 1.0336489268250684e-05
Position 1969: 1.02553661043668e-05
Position 5557: 9.72856404316159e-06
Position 2483: 9.704213364106746e-06
Position 2817: 9.652640226329054e-06
Position 3781: 9.456961512817964e-06
Position 2648: 9.242472914882207e-06
Position 1087: 8.996788578398293e-06
Position 2645: 8.991623196121245e-06
Position 148: 8.824335640555526e-06
Position 324: 8.00180199045488e-06
Position 502: 7.75515491850207e-06
Position 7078: 6.582555003280959e-06
Position 2053: 6.466351760668605e-06
Position 6582: 6.372399220746708e-06
Position 1486: 6.355822206359872e-06
Position 3888: 6.297032150601842e-06
Position 2128: 6.208160608803836e-06
Position 5046: 6.045195899126592e-06
Position 1057: 5.956428194709203e-06
Position 1966: 5.625559744412296e-06
Position 3408: 5.556450985481907e-06
Position 6167: 5.333784645042235e-06
Position 422: 4.916256708243289e-06
Position 117: 4.816033622887796e-06
Position 6417: 4.567862754463327e-06
Position 1442: 4.193535460016627e-06
Position 798: 3.989790063207375e-06
Position 342: 3.850942146908158e-06
Position 6145: 3.4655790160908926e-06
Position 5278: 3.295065737848782e-06
Position 3894: 3.203500237710163e-06
Position 3546: 3.169154413868659e-06
Position 4997: 2.8877874693973803e-06
Position 370: 2.8786814334557113e-06
Position 3416: 2.8466521300359155e-06
Position 3598: 2.687024623270601e-06
Position 216: 2.3908347283078107e-06
Position 2507: 2.314661201441836e-06
Position 3364: 2.1843465420703703e-06
Position 2324: 1.7227959236247927e-06
Position 3345: 1.5068521199560048e-06
Position 4201: 1.3740270342912609e-06
Position 2858: 9.701372352169564e-07
Position 2592: 7.496450308791801e-07
Position 2877: 6.975638961590611e-07
Position 2304: 5.214239100691262e-07
Position 3471: 2.249556204236539e-07
Position 696: 5.7767433161155886e-08
Position 1401: 4.6751358666289326e-08
Position 897: 2.5515367030500695e-08
Position 1060: 2.4638244416051305e-08
Position 1360: 2.2620362038683197e-08
Position 1723: 1.819241913956005e-08
Position 176: 1.4782399237279344e-08
Position 430: 1.0945859396840455e-08
Position 1753: 7.897251697514366e-09
Position 1218: 7.687768317825514e-09
Position 321: 6.184279128623129e-09
Position 1207: 5.6271279454364395e-09
Position 936: 4.410080615947919e-09
Position 87: 4.106157066025301e-09
Position 1134: 3.550363251681905e-09
Position 4128: 2.9974423986033852e-09
Position 635: 1.994158082195627e-09
Position 333: 1.7165129496006087e-09
Position 438: 1.6155000213840228e-09
Position 782: 1.4417326899834377e-09
Position 1237: 1.0153025023879699e-09
Position 424: 7.96304248159219e-10
Position 444: 7.665937184632136e-10
Position 313: 6.382377258547186e-10
Position 808: 6.14331833124501e-10
Position 690: 5.765154630928898e-10
Position 90: 4.766244403505547e-10
Position 349: 4.376788794500187e-10
Position 1093: 9.810119525026814e-11
Position 550: 7.61871079297244e-12
Position 814: 2.423992214801756e-12
Position 855: 2.1818444102651988e-12
Position 868: 1.6900285351834744e-12
Position 861: 1.5389467956412907e-12
Position 833: 1.2536750798467303e-12
Position 712: 1.166403418302806e-12
Position 717: 9.925301756925633e-13
Position 255: 5.407251025060831e-13
Position 97: 3.117976367804093e-13
Position 630: 1.943283180183569e-13
Position 447: 1.0710277661911466e-13
Position 829: 9.16651368241481e-14
