Gene = MOBP
Position 13170: 0.00013711949689523454
Position 12719: 0.00011448480041469463
Position 3635: 0.00011212294808694652
Position 2754: 0.00011138032668810728
Position 2562: 0.00010287533670063975
Position 4578: 9.798667277348726e-05
Position 4314: 9.579648666449531e-05
Position 2116: 9.074165068082905e-05
Position 3785: 8.974077518411126e-05
Position 1767: 6.15897271824835e-05
Position 12975: 5.9140978984972996e-05
Position 12998: 5.7522319537804314e-05
Position 2198: 5.62034580894626e-05
Position 10936: 5.423301244202965e-05
Position 2602: 4.7666443161984696e-05
Position 871: 4.555975388746104e-05
Position 11735: 4.342704644460663e-05
Position 3954: 4.232141315075093e-05
Position 825: 3.362332097445378e-05
Position 3657: 3.324286334281509e-05
Position 8967: 3.2415893722862555e-05
Position 5537: 3.202707063270833e-05
Position 7775: 3.15917166908014e-05
Position 3492: 3.016491293083e-05
Position 4001: 2.8456730824242394e-05
Position 2242: 2.4793397403354244e-05
Position 2592: 2.4673820776835853e-05
Position 2017: 2.299682178792076e-05
Position 9417: 2.26061370650956e-05
Position 642: 2.2331658754985403e-05
Position 2793: 2.2237303999058776e-05
Position 4079: 2.1980462411474613e-05
Position 1806: 2.099249351652575e-05
Position 2023: 1.9804700794840336e-05
Position 2684: 1.8652337374730194e-05
Position 9008: 1.4989507142044918e-05
Position 2700: 1.492515105397584e-05
Position 771: 1.3049733109952752e-05
Position 2726: 1.1550624831202518e-05
Position 789: 1.0569405856585713e-05
Position 720: 9.882615103687233e-06
Position 2529: 9.439496601390727e-06
Position 304: 8.845704697904872e-06
Position 310: 7.900664899892948e-06
Position 8135: 7.437118684491831e-06
Position 2410: 6.903818922869938e-06
Position 367: 6.7528262565782435e-06
Position 2186: 6.032847747288909e-06
Position 2393: 5.813779577685865e-06
Position 7344: 5.432944153951515e-06
Position 1891: 4.357571015984015e-06
Position 2129: 3.6827928134684543e-06
Position 663: 3.667026408216249e-06
Position 2177: 3.5888115983635607e-06
Position 3875: 3.4664496848344628e-06
Position 717: 2.7193963930977007e-06
Position 687: 2.1959016802957434e-06
Position 734: 2.0056666280390586e-06
Position 3746: 1.8880445382225267e-06
Position 4873: 1.879706283504236e-06
Position 4755: 1.5834528506225648e-06
Position 186: 1.4049159912808517e-06
Position 219: 1.3419030597178655e-06
Position 4943: 1.246852038850922e-06
Position 224: 1.220612414367737e-06
Position 211: 1.0096625962597245e-06
Position 3257: 9.410280451109937e-07
Position 3280: 7.657076123621057e-07
Position 2514: 4.3327910681852644e-07
Position 204: 3.6444814334583624e-07
Position 363: 3.4153070234050414e-07
Position 347: 3.3059869659052023e-07
Position 226: 2.2721706180317723e-07
Position 1924: 2.2042636895563938e-07
Position 306: 1.6120023922171445e-07
Position 299: 1.1134799332062084e-07
Position 192: 9.129852603897559e-08
Position 622: 6.887378540132303e-08
Position 659: 5.835305846088651e-08
Position 773: 5.7518239534386124e-08
Position 122: 5.602586657067659e-08
Position 891: 5.405676618050671e-08
Position 2900: 3.114063906394555e-08
Position 308: 3.077986124043944e-08
Position 194: 3.051971472537592e-08
Position 455: 2.347254842506779e-08
Position 778: 2.3203631970048285e-08
Position 1913: 1.770326969181248e-08
Position 901: 1.770235277501528e-08
Position 767: 1.3341914948443133e-08
Position 635: 8.380037974258527e-09
Position 907: 3.71372747977307e-09
Position 845: 7.006475859232124e-10
Position 2345: 6.018119488722052e-10
Position 318: 2.2586069876652086e-10
Position 378: 4.398027431018439e-13
